osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,bicycle,check_date,colour,covered,defibrillator:location,defibrillator:location:fr,description,emergency,emergency:phone,foot,horse,id,indoor,latitude,layer,level,longitude,motor_vehicle,name,name:en,opening_hours,operator,operator:phone,operator:wikidata,phone,phone:CH,ref,source,support,survey:date,wheelchair
10763310420,node,46.78299,7.08716,yes,,,,,,,,,Au stand d'information à gauche de la colonne,,gelber Koffer,defibrillator,144,,,node/10763310420,yes,,,,,,Demaurex & CIE SA (Aligro),,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-16:00,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310425,node,46.84567,6.84307,yes,,,,,,,yellow,,"Au sous-sol, devant l'entrée de la piscine couverte",,,defibrillator,144,,,node/10763310425,yes,,,-1,,,,,,Lifetec AG Schweiz,+41 800 122 144,Q129645599,,,,,wall,2023,
10763310426,node,46.85705,6.91912,yes,,,,,,,,,"A l'entrée, côté droit",,gelber Koffer,defibrillator,144,,,node/10763310426,yes,,,,,,Commune d'Estavayer-le-Lac FR,,,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310427,node,46.79187,6.8119,yes,,,,,,,,,"Parvis de l'école, à proximité parking",,in grünem Wandkasten,defibrillator,144,,,node/10763310427,no,,,,,,Commune d'Estavayer-le-Lac FR,,24/7,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310428,node,46.62555,7.04031,no,,,,,,,,,"Entrée à droite, sur le mur",,oranger Koffer,defibrillator,144,,,node/10763310428,yes,,,,,,Aseptconn AG,,,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310429,node,46.84889,6.84673,yes,,,,,,,,,Sur la façade de la maison communale,,in grünem Wandkasten,defibrillator,144,,,node/10763310429,no,,,,,,Commune d'Estavayer-le-Lac FR,,24/7,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310431,node,46.96593,7.17566,yes,,,,,,,,,An Fassade bei Anlieferungsrampe / Bürogebäude,,in grünem Wandkasten,defibrillator,144,,,node/10763310431,no,,,,,,Wolf Biogemüse,,24/7,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310432,node,46.95148,7.18699,yes,,,,,,,,,Vor Eingang Produktionshalle,,in grünem Wandkasten,defibrillator,144,,,node/10763310432,no,,,,,,SwissExtract AG,,24/7,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10763310433,node,46.92835,7.11569,yes,,,,,,,,,links neben Lift bei Durchgang,,gelber Koffer,defibrillator,144,,,node/10763310433,yes,,,,,,Hotel Murtenhof + Krone,,,Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10776176795,node,46.5245533,6.8294341,yes,,,,,,,,,À l'arrêt de bus - inside bus stop,,,defibrillator,144,,,node/10776176795,no,,,,,,Défibrillateur,,,,,,,,,,,,
10778148605,node,46.8196186,7.1387952,yes,,,,,,,,,1763 Granges-Paccot ,,Sur le mur du bâtiment ,defibrillator,144,,,node/10778148605,no,,,0,,,,,24/7,,,,,,,,,,
10786606005,node,46.8886735,7.2317612,yes,,,,,,,,,"Fendringenstrasse 30, FC Garderobengebäude links bei Buvetteneingang",,24/7,defibrillator,144,,,node/10786606005,no,,,,,,,,24/7,Gemeinde Bösingen,,,+41 31 747 21 21,,,"local_knowledge, defikarte.ch",,,
10788510405,node,46.7339891,7.2512587,yes,,,,,,,,,Bei der Sporthalle beim Eingang,,,defibrillator,144,,,node/10788510405,no,,,0,,,,,24/7,Gemeinde,,,+41264191353,,,,,,
10793514305,node,46.6191176,7.1641558,yes,,,,,,,,,Contre le mur de l'Administration Communale (Gemeindeverwaltung),,,defibrillator,144,,,node/10793514305,no,,,0,,,,,24/7,Commune de Charmey,,,,,,,,,
10797702105,node,46.945073,7.1797744,yes,,,,,,,,,"Altes Schulhaus, Parkplatzseite an der Hausfassade",,öffentlich,defibrillator,144,,,node/10797702105,no,,,,,,,,24/7,Gemeinde Murten,,,+41799256501,,,"local_knowledge, defikarte.ch",,,
10798871905,node,46.8609722,7.202983,,,,,,,,,,Sekertariat,,Nur wärend Öffnungszeiten verfügbar!,defibrillator,144,,,node/10798871905,yes,,,0,,,,,"Mo-Fr 07:30-12:00,13:00-17:00",Riedo Clima AG,,,+41 26 492 24 24,,,,,,
10802188905,node,46.7905811,7.2180609,,,,,,,,,,In der Toilette,,,defibrillator,144,,,node/10802188905,,,,,,,,,,,,,,,,,,,
10807959906,node,46.8925998,7.1695232,yes,,,,,,,,,Gemeindeverwaltung Gurmels,,,defibrillator,144,,,node/10807959906,no,,,,,,,,24/7,,,,+41 26 672 95 10,,,"local_knowledge, defikarte.ch",,,
10807959907,node,46.8913827,7.1792972,yes,,,,,,,,,Feuerwehrlokal Gurmels,,,defibrillator,144,,,node/10807959907,no,,,,,,,,24/7,,,,+41 26 672 95 10,,,"local_knowledge, defikarte.ch",,,
10807967307,node,46.8742526,7.1515685,yes,,,,,,,,,"Schulgebäude Cordast, neben Briefkasten",,,defibrillator,144,,,node/10807967307,no,,,,,,,,24/7,,,,+41 26 672 95 10,,,"local_knowledge, defikarte.ch",,,
10807989105,node,46.8804314,7.1363819,yes,,,,,,,,,"Zivilschutzanlage, Grossguschelmuth 7",,vor dem Eingang,defibrillator,144,,,node/10807989105,no,,,,,,,,24/7,,,,+41 26 672 95 10,,,"local_knowledge, defikarte.ch",,,
10807990605,node,46.9021119,7.1902567,yes,,,,,,,,,Schulhaus Liebistorf,,,defibrillator,144,,,node/10807990605,no,,,,,,,,24/7,,,,+41 26 672 95 10,,,"local_knowledge, defikarte.ch",,,
10808025405,node,46.9288979,7.2247982,yes,,,,,,,,,Ehemaliges Schulhaus Wallenbuch,,neben dem Eingang,defibrillator,144,,,node/10808025405,no,,,,,,,,24/7,,,,+41 26 672 95 10,,,"local_knowledge, defikarte.ch",,,
10821965305,node,46.8933256,7.1742815,yes,,,,,,,,,Altersheim Hospiz St. Peter,,,defibrillator,144,,,node/10821965305,no,,,,,,,,24/7,,,,+41 26 674 62 62,,,"local_knowledge, defikarte.ch",,,
10837823073,node,46.8550545,7.2493243,yes,,,,,,,,,Raiffaisenbank Schalterhalle,,,defibrillator,144,,,node/10837823073,no,,,0,,,,,24/7,Raiffeisenbank Schmitten,,,,,,,,,
10837823074,node,46.8547191,7.2491506,yes,,,,,,,,,Gemeinde Schmitten neben Haupteingang,,,defibrillator,144,,,node/10837823074,no,,,0,,,,,24/7,Gemeinde Schmitten,,,,,,,,,
10866843029,node,46.6192933,7.0530359,yes,,,,,,,,,"Unterführung Bahnhof Bulle, zwischen Gleis 3-4",,,defibrillator,144,,,node/10866843029,,,,-1,,,,,24/7,,,,,,,,,,limited
10910676204,node,46.8766067,6.9577523,,,,,,,,,,Büro hinter Tankstelle,,oranger Koffer,defibrillator,144,,,node/10910676204,yes,,,,,,Garage de Carignan SA,,"Mo-Fr 07:00-12:00, 13:30-17:30",Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
10911425413,node,46.7880569,7.0787554,yes,,,,,,,,,Dans le couloir derrière le service clients de la Migros,,Pendant les heures d'ouverture,defibrillator,144,,,node/10911425413,yes,,,0,,,,,,Migros,,,,,,,,,
10922431005,node,46.9286332,7.125178,,,,,,,,,,Schützenmatt,,ja,defibrillator,144,,,node/10922431005,yes,,,2,,,,,24/7,Murten,,,+41 79 551 68 01,,,,,,
10934027225,node,46.8161162,7.1389064,,,,,,,,,,"Downstairs, besides the luggage locker",,,defibrillator,144,,,node/10934027225,yes,,,-1,,,,,,,,,,,,,,,
10934316909,node,46.8067573,7.1012465,,,,,,,,,,,,,defibrillator,144,,,node/10934316909,no,,,,,,,,,,,,,,,,,,
10942060565,node,46.6951678,7.1356191,yes,,,,,,,,,Sur la façade du bâtiment,,,defibrillator,144,,,node/10942060565,no,,,,,,,,24/7,,,,,,,,,,
10942244350,node,46.6095656,7.1089191,yes,,,,,,,,,Dans une armoire à côté de l'ascenseur et des escaliers,,Pendant les heures d'ouverture,defibrillator,144,,,node/10942244350,yes,,,1,,,,,,Electrobroc,,,,,,,,,
10958841782,node,46.9386352,7.135605,,,,,,,,,,Im Foyer,,,defibrillator,144,,,node/10958841782,yes,,,,,,,,,,,,,,,,,,
10973838505,node,46.8474319,6.8525612,no,,,,,,,,,"Amarante, route de la Chapelle 28",,hall d'entrée au rez-de-chaussée inférieur,defibrillator,144,,,node/10973838505,yes,,,-1,,,,,,Administration communale,,,+41266648000,,,"local_knowledge, defikarte.ch",,,
10973840605,node,46.849226,6.8543637,no,,,,,,,,,"Salle de La Prillaz, chemin des Autrichiens 15",,hall intérieur vers le bar,defibrillator,144,,,node/10973840605,yes,,,,,,,,,Administration communale,,,+41266648000,,,"local_knowledge, defikarte.ch",,,
10980351905,node,46.8899236,7.1113247,yes,,,,,,,,,"Zivilschutzanlage, Eingang",,Draussen links beim Eingang ,defibrillator,144,,,node/10980351905,no,,,,,,,,24/7,Gemeinde Murten,,,+41793755577,,,"local_knowledge, defikarte.ch",,,
10980367806,node,46.8206658,7.154093,,,,,,,,,,Migros Supermarché AGY,,durant les heures d'ouverture du centre,defibrillator,144,,,node/10980367806,yes,,,0,,,,,08:00-19:00,Migros Neuchâtel-Fribourg,,,+41 58 57 35 861,,,"local_knowledge, defikarte.ch",,,
10980369505,node,46.7881602,7.0787036,,,,,,,,,,Migros Avry-Centre,,durant les heures d'ouverture du centre,defibrillator,144,,,node/10980369505,yes,,,0,,,,,08:00-19:00,Migros Neuchâtel-Fribourg,,,+41 58 57 33 144,,,"local_knowledge, defikarte.ch",,,
10980375505,node,46.6233212,7.0576215,,,,,,,,,,Migros Gruyère Centre,,durant les heures d'ouverture du centre,defibrillator,144,,,node/10980375505,yes,,,,,,,,08:00-19:00,Migros Neuchâtel-Fribourg,,,+41 58 57 30 744,,,"local_knowledge, defikarte.ch",,,
11020504084,node,46.8804216,7.1921436,,,,,,,,,,Vor Haupteingang Restaurant,,Model Defibtech Lifeline View,defibrillator,144,,,node/11020504084,,,,,,,,,24/7,Betreiber Camping Schiffenen,,,,,,,,,
11037266734,node,46.6303546,7.0602165,no,,,,,,,,,Showroom,,,defibrillator,144,,,node/11037266734,yes,46.63035458,,,7.060216515,,Mercedes-Benz Automobiles SA,,Mo-Fr 07:00-18:30; Sa 08:00-16:00,Lifetec AG,,,+41 800 122 144,,,,,,
11037266735,node,46.8284523,7.1502486,no,,,,,,,,,Werkstatt bei Bremsprüfstand,,,defibrillator,144,,,node/11037266735,yes,46.82845231,,,7.150248633,,Mercedes-Benz Automobiles SA,,Mo-Fr 07:00-18:30; Sa 08:00-16:00,Lifetec AG,,,+41 800 122 144,,,,,,
11037266768,node,46.81915,7.13293,no,,,,,,,,,Werkstatt bei Eingang,,,defibrillator,144,,,node/11037266768,yes,,,,,,Schako (Schweiz) AG,,,Lifetec AG,,,+41 800 122 144,,,,,,
11037418109,node,46.8035892,7.1581502,,,,,,,,,,in the building of the station. left when entering,,,defibrillator,144,,,node/11037418109,yes,,,,,,,,,,,,,,,,,,
11037418308,node,46.803772,7.1553204,,,,,,,,,,,,,defibrillator,144,,,node/11037418308,,,,,,,,,,,,,,,,,,,
11038063114,node,46.7991377,7.1521962,,,,,,,,,,"Bd de Pérolles 25, 1700 Fribourg",,,defibrillator,144,,,node/11038063114,yes,,,0,,,,,Mo-Fr 08:00-17:00,Service de la Statistique Fribourg,,,+41 26 305 28 23,,,"local_knowledge, defikarte.ch",,,
11054656005,node,46.5471038,7.0180429,yes,,,,,,,,,Bergstation Le Moléson,,aussen angebracht,defibrillator,144,,,node/11054656005,no,,,0,,,,,24/7,Bergbahnen Moléson,,,,,,,,,
11067128805,node,46.6223817,7.156831,yes,,,,,,,,,Sas de l'entrée principale,,"La journée en libre service, la nuit, pressez le bouton d'appel d'urgence, un soignant de nuit ouvrira la porte",defibrillator,144,,,node/11067128805,no,,,,,,,,24/7,Home de la Vallée de la Jogne,,,+41 26 927 54 54,,,"local_knowledge, defikarte.ch",,,
11073992299,node,46.5556841,7.0236766,,,,,,,,,,,,Dans les escaliers de la station,defibrillator,144,,,node/11073992299,,,,,,,,,,,,,,,,,,,
11091689606,node,46.7577737,7.0872831,,,,,,,,,,,,,defibrillator,144,,,node/11091689606,,,,,,,,,,,,,,,,,,,
11105527003,node,46.5381146,6.898461,yes,,,,,,,,,À l'extérieur sur le côté du bâtiment,,,defibrillator,144,,,node/11105527003,no,,,,,,,,24/7,Commune de Châtel-Saint-Denis,,,,,,,,,
11124578005,node,46.8500368,7.1925795,,,,,,,,,,Kultur- und Konferenzsaal Podium,,Während Öffnungszeiten verfügbar,defibrillator,144,,,node/11124578005,yes,,,0,,,,,Mo-Fr 08.00 - 17.0,Gemeinde Düdingen,,,+41 26 492 74 74,,,"local_knowledge, defikarte.ch",,,
11124588305,node,46.8496809,7.1951276,,,,,,,,,,Schulhaus Wolfacker,,Während den Öffnungszeiten verfügbar,defibrillator,144,,,node/11124588305,yes,,,1,,,,,Mo-Fr: 8:00-16:00,Gemeinde Düdingen,,,+41 26 492 74 74,,,"local_knowledge, defikarte.ch",,,
11124595505,node,46.8450397,7.1998215,,,,,,,,,,Sporthalle Leimacker,,Während den Öffnungszeiten verfügbar,defibrillator,144,,,node/11124595505,yes,,,0,,,,,Mo-Fr: 8:00 - 22:00,Gemeinde Düdingen,,,+41 26 492 74 74,,,"local_knowledge, defikarte.ch",,,
11150848805,node,46.9560624,7.1074462,yes,,,,,,,,,Passage WC bâtiment en bois / Durchgang WC Holzgebäude ,,,defibrillator,144,,,node/11150848805,no,,,0,,,,,24/7,Gemeinde / Commune,,,+41799172646,,,"local_knowledge, defikarte.ch",,,
11150871905,node,46.9504953,7.0733862,yes,,,,,,,,,"Salle de la Jordilla, vers l'entrée",,,defibrillator,144,,,node/11150871905,no,,,,,,,,24/7,Gemeinde,,,+41799172646,,,"local_knowledge, defikarte.ch",,,
11150907605,node,46.9557036,7.1077091,,,,,,,,,,Bateau du Sauvetage,,Nur auf anfrage 144 / 112,defibrillator,144,,,node/11150907605,yes,,,0,,,,,24/7,Sauvetage du Vully,,,+41799172646,,,"local_knowledge, defikarte.ch",,,
11158393905,node,46.8282105,7.3049641,yes,,,,,,,,,Turnhalle - Sangera 60 in 1714 Heitenried,,öffentlich zugänglich,defibrillator,144,,,node/11158393905,no,,,,,,,,24/7,Gemeinde,,,+41 26 495 11 35,,,"local_knowledge, defikarte.ch",,,
11170058137,node,46.8599577,7.2019716,yes,,,,,,,,,"Rechts, neben Haupteingangstor",,,defibrillator,144,,,node/11170058137,no,,,,,,,,24/7,Carrosserie Warpel AG,,,+41 31 492 66 77,,,"local_knowledge, defikarte.ch",,,
11185687837,node,46.8207116,7.1086103,yes,,,,,,,,,Route de Fribourg 4 - 1782 Belfaux - Zone 24h. - à droite après la porte coulissante qui s'ouvre 24h/24h au moyen du bouton poussoir noir à gauche.,,accessible 24h/24h et 7jours/7,defibrillator,144,,,node/11185687837,yes,,,,,,,,,Banque Raiffeisen Sarine-Ouest - Route de Fribourg 4 - 1782 Belfaux,,,+41 26 476 62 00,,,"local_knowledge, defikarte.ch",,,
11188278138,node,46.7933426,6.9685651,yes,,,,,,,,,"Rte du Botset 3, rez-de-chaussée",,Sous le passage de l’ancienne poste,defibrillator,144,,,node/11188278138,no,,,0,,,,,,Commune,,,,,,,,,
11191237437,node,46.9123577,7.1499137,yes,,,,,,,,,Bushaltestelle (Richtung Gurmels) Schulhaus,,Draussen frei zugänglich,defibrillator,144,,,node/11191237437,no,,,,,,,,24/7,Samariter Salvenach u. U.,,,,,,,,,
11205722725,node,46.5765966,6.8693673,yes,,,,,,,,,À l'entrée de la salle polyvalente mur à droite,,,defibrillator,144,,,node/11205722725,no,,,,,,,,24/7,Commune de Saint-Martin FR,,,,,,,,,
11207220837,node,46.8749396,7.2762284,yes,,,,,,,,,Eingang Gemeindeverwaltung Wünnewil,,,defibrillator,144,,,node/11207220837,no,,,0,,,,,24/7,Gemeinde Wünnewil,,,,,,,,,
11208028294,node,46.6201653,7.1635384,permissive,,,,,,,,,Devant l'entrée de la pharmacie,,,defibrillator,144,,,node/11208028294,,,,,,,,,24/7,Pharmacie St-Raphaël,,,,,,,,,
11217209337,node,46.8434334,7.1386134,yes,,,,,,,,,Route de Fribourg,,A côté des boites à lettre,defibrillator,144,,,node/11217209337,no,,,17,,,,,24/7,Commune de Courtepin,,,+41266841834,,,"local_knowledge, defikarte.ch",,,
11217217637,node,46.8671113,7.1228682,yes,,,,,,,,,Route de Fribourg,,Sur un support de couleur vert,defibrillator,144,,,node/11217217637,no,,,0,,,,,24/7,Commune de Courtepin,,,+41266841834,,,"local_knowledge, defikarte.ch",,,
11217219137,node,46.8715965,7.1298315,,,,,,,,,,On the wall just left of the main entrance to the building. It is in a green box and has the corresponding sign just next to it.,,Ancien bureau communal,defibrillator,144,,,node/11217219137,no,,,,,,,,24/7,Commune de Courtepin,,,+41266841834,,,,,,
11217221237,node,46.8643593,7.1169946,yes,,,,,,,,,Chemin du Stade,,Buvette club de football,defibrillator,144,,,node/11217221237,no,,,11,,,,,24/7,Commune de Courtepin,,,+41266841834,,,"local_knowledge, defikarte.ch",,,
11217221238,node,46.8729462,7.1146452,yes,,,,,,,,,Route des Bois ,,Couvert du bus d'école,defibrillator,144,,,node/11217221238,no,,,9,,,,,24/7,Commune de Courtepin,,,+41266841834,,,"local_knowledge, defikarte.ch",,,
11217227037,node,46.8832113,7.0725129,yes,,,,,,,,,Derrière la Tour,,Ancien bureau communal,defibrillator,144,,,node/11217227037,no,,,7,,,,,24/7,Commune de Courtepin,,,+41266841834,,,"local_knowledge, defikarte.ch",,,
11217406837,node,46.8203742,6.9785462,yes,,,,,,,,,"Rte des Buissons 41, rez-de-chaussée",,À l’entrée de l’administration communale ,defibrillator,144,,,node/11217406837,no,,,0,,,,,,Commune,,,,,,,,,
11274309240,node,46.5215556,6.905235,yes,,103,,Route de Montreux,,2023-10-13,,,Sur portail nord à l'extérieur,,,defibrillator,144,,,node/11274309240,no,,,,,,,,24/7,,,,,,,,,,
11274973847,node,46.5289387,6.8788915,yes,,53,,Route Villageoise,,,,,Sur le mur côté route,,,defibrillator,144,,,node/11274973847,no,,,,,,,,24/7,Commune de Remaufens,,,,,,,,,
11283249307,node,46.6255229,7.0599325,,,,,,,,,,,,au rez supérieur dans le couloir près de la passerelle,defibrillator,144,,,node/11283249307,,,,,,,,,,,,,,,,,,,
11288441935,node,46.5278646,6.8962212,customers,,,,,,,,,À l'entrée du magasin à gauche en entrant,,,defibrillator,144,,,node/11288441935,yes,,,,,,,,"Mo-Th, Sa 07:00-20:00; Fr 07:00-21:00",Lidl,,,,,,,,,
11298603425,node,46.5269763,6.852005,yes,,,,,,2023-10-29,,,Dans la cabine téléphonique,,,defibrillator,144,,,node/11298603425,no,,,,,,,,24/7,,,,,,,,,,
11303350385,node,46.6413023,7.0607852,yes,,,,,,2023-10-31,,,À l'extérieur vers l'entrée des urgences/permanence,,,defibrillator,144,,,node/11303350385,no,,,,,,,,24/7,Hôpital Riaz,,,,,,,,,
11333570688,node,46.5259632,6.8679999,,,,,,,,,,,,Sous le couvert,defibrillator,144,,,node/11333570688,,,,,,,,,24/7,,,,,,,,,,
11335627415,node,46.6187772,6.9810318,,,96,,Grand-Rue,,,,,,,Sur le mur extérieur,defibrillator,144,,,node/11335627415,,,,,,,,,24/7,,,,,,,,,,
11335647245,node,46.5746576,6.927903,,,,,,,,,,,,"sur le mur, bouton alerte 144 intégré",defibrillator,144,,,node/11335647245,,,,,,,,,24/7,,,,,,,,,,
11399777680,node,46.780772,7.0884628,,,,,,,,,,About 10 m left from the main entrance.,,,defibrillator,144,,,node/11399777680,yes,,,,,,,,,,,,,,,,,,
11491654088,node,46.6246951,7.0586387,,,,,,,,,,,,1er étage en face de l'escalier au Centre d'Imagerie de la Gruyère,defibrillator,144,,,node/11491654088,,,,,,,Centre d'Imagerie de la Gruyère,,,,,,,,,,,,
11520013169,node,46.9053968,7.1931932,,,,,,,,,,,,In grünen Kasten unterhalb Treppe,defibrillator,144,,,node/11520013169,no,,,,,,,,24/7,Schule Liebisdorf,,,,,,,,,
11655514969,node,46.8518008,7.0658303,,,,,,,,,,"Misery, Place du Centre",,"Entrée bureau communal, dans la boite AED",defibrillator,144,,,node/11655514969,yes,,,1,,,,,24/7,Administration communale,,,+41264751887,,,"local_knowledge, defikarte.ch",,,
11741402024,node,46.523926,6.8752426,private,,,,,,,,,Garage de la Gare Genoud et Fils SA Route de Tatroz 2 Eingangsbereich Empfang 1300LTM,,Oranger Koffer,defibrillator,144,,,node/11741402024,yes,,,0,,,,,"Mo-Th 07:30-12:00, 13:30-18:00 Fr 07:30-12:00, 13:30-17:00 Sa 08:00-12:00",Lifetec AG Schweiz,,,+41 800 122 144,,,,,,
11749927069,node,46.812294,7.1203914,,,,,,,,,,Haupteingang - entrée principale,,,defibrillator,144,,,node/11749927069,yes,,,0,,,,,07:00-19:00,Eigentümer - propriétaire,,,,,,,,,
11828363889,node,46.966581,7.1851498,yes,,,,,,,,,"Fedex Express Swiss Post Gmbh, Biberenzelgli 30, 3210 Kerzers",,immer zugaenglich,defibrillator,144,,,node/11828363889,no,,,0,,,,,24/7,Fedex Express Swiss Post Gmbh,,,+41319321154,,,"local_knowledge, defikarte.ch",,,
11860317070,node,46.9249094,7.1076494,yes,,,,,,,,,EG aussen vor dem Eingang Gemeindehaus Seeseite,,,defibrillator,144,,,node/11860317070,no,,,0,,,,,,,,,,,,,,,
11868560769,node,46.8781767,7.1915075,yes,,,,,,,,,Bei den Briefkästen im Unterstand,,"24/7 verfügbar, Model Defibtech Lifeline View",defibrillator,144,,,node/11868560769,no,,,0,,,,,24/7,Betreiber Camping Schiffenen,,,,,,,,,
11873482901,node,46.8186561,7.1570457,,,,,,,,,,,,,defibrillator,144,,,node/11873482901,,,,,,,,,,,,,,,,,,,
11883115102,node,46.8207716,7.1528148,yes,,,,,,,,,AGY Centre / Brandmeldeanlage 1375LTM,,Orangerkoffer,defibrillator,144,,,node/11883115102,yes,,,,,,Leatech SA,,Mo-Fr 08:00-19:00 Sa 08:00-16:00,Lifetec AG Schweiz,,,+41 800 122 144,,1375LTM,,,,
11883129284,node,46.7794535,7.1524158,yes,,11,,Route de Fribourg,,,,,"Magazine / Werkstatt UG
1376LTM",,Oranger Koffer,defibrillator,144,,,node/11883129284,yes,,,-1,,,,,"Mo-Th 07:15-12:00,13:30-18:30; Fr 07:15-12:00,13:30-18:00; Sa 08:00-12:00",Lifetec AG Schweiz,,,+41 800 122 144,,1376LTM,,,,
11883146512,node,46.7795067,7.1523058,yes,,11,,Route de Fribourg,,,,,RECEPTION PRINCIPALE / Hinter Empfang 1377LTM,,Oranger Koffer,defibrillator,144,,,node/11883146512,yes,,,0,,,"Emil Frey SA, succursale Garage et Carrosserie",,,Lifetec AG Schweiz,,,+41 800 122 144,,1377LTM,,,,
11884829375,node,46.8531295,7.1993119,yes,,,,,,,,,"Treppenhaus, 2. Obergeschoss",,,defibrillator,144,,,node/11884829375,no,,,2,,,,,24/7,Architekturbüro Sternhaus AG,,,+41 26 492 90 00,,,,,,
11886249769,node,46.9391508,7.1433449,,,,,,,,,,Haldimann AG,,,defibrillator,144,,,node/11886249769,no,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,
11898881669,node,46.6159221,7.0298115,yes,,,,,,,,,Hubert Etter et Fils SA;à côté porte entrée,,,defibrillator,144,,,node/11898881669,no,,,0,,,,,24/7,"Vuadens, Hubert Etter et Fils SA",,,,,,,,,
11916401180,node,46.8481439,6.8512443,,,,,,,,,,Left of the flower shop.,,,defibrillator,144,,,node/11916401180,yes,,,,,,,,,,,,,,,,,,
11991063969,node,46.7820515,6.8326376,yes,,,,,,,,,"Commune de Nuvilly, devant le bâtiment communal ",,à l'entrée du bâtiment communal ,defibrillator,144,,,node/11991063969,no,,,0,,,,,24/7,,,,,,,"local_knowledge, defikarte.ch",,,
11992223269,node,46.5842979,7.0822297,,,,,,,,,,dans l’EMS,,,defibrillator,144,,,node/11992223269,yes,,,,,,,,,EMS,,,,,,,,,
11993427869,node,46.9609247,7.1310496,yes,,,,,,,,,Kompostieranlage Seeland AG Setzli 3 3285 Galmiz ( Ausserhalb Front Bürocontainer ),,Immer Zugänglich,defibrillator,144,,,node/11993427869,no,,,,,,,,24/7,Kompostieranlage Seeland,,,+41266732500,,,"local_knowledge, defikarte.ch",,,
12025125610,node,46.8041029,7.156813,yes,,,,,,,,,,,,defibrillator,144,,,node/12025125610,yes,,,,,,,,,,,,,,,,,,
12031569450,node,46.7997893,7.1523365,yes,,,,,,,,,"A l'entrée du centre commercial, vers la cabine photos",,Pendant les heures d'ouverture,defibrillator,144,,,node/12031569450,yes,,,0,,,,,,,,,,,,,,,
12058667069,node,46.8382147,7.047016,,,,,,,,,,Devant d,,,defibrillator,144,,,node/12058667069,no,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,
12058671769,node,46.8382294,7.0470268,,,,,,,,,,Devant le bâtiment,,,defibrillator,144,,,node/12058671769,no,,,,,,,,24/7,Commune de Belmont-Broye,,,+41 26 6723333,,,"local_knowledge, defikarte.ch",,,
12058673969,node,46.8301153,7.0174849,,,,,,,,,,"Salle multi-usage de Léchelles, Route de Fribourg 17, 1773 Léchelles à l'extérieur",,,defibrillator,144,,,node/12058673969,no,,,,,,,,24/7,Commune de Belmont-Broye,,,+ 41 26 672 33 33,,,"local_knowledge, defikarte.ch",,,
12058681069,node,46.8533973,6.9929051,,,,,,,,,,"Salle polyvalente, Route de Domdidier 16, 1563 Dompierre à l'extérieur du bâtiment",,,defibrillator,144,,,node/12058681069,no,,,,,,,,24/7,Commune de Belmont-Broye,,,+41 26 672 33 33,,,"local_knowledge, defikarte.ch",,,
12063389869,node,46.7856323,7.0984083,,,,,,,,,,Batiment communal ,,,defibrillator,144,,,node/12063389869,no,,,,,,,,24/7,,,,,,,,,,
12085721153,node,46.6147578,7.0486939,,,,,,,,,,,,À l'intérieur de l'entrée principale à gauche,defibrillator,144,,,node/12085721153,,,,,,,,,,,,,,,,,,,
12090844969,node,46.9746563,7.0957576,,,,,,,,,,,,,defibrillator,144,,,node/12090844969,,,,,,,,,,,,,,,,,,,
12130569201,node,46.947185,7.0840594,yes,,,,,,,,,"Debarcadère de Môtier, devant WC côté lac",,,defibrillator,144,,,node/12130569201,no,,,,,,,,24/7,Commune,,,,,,,,,
12204742001,node,46.7185596,6.995362,yes,,,,,,,,,Contre le mur de la salle polyvalente d'Orsonnens,,,defibrillator,144,,,node/12204742001,no,,,,,,,,24/7,Commune,,,+41266530081,,,"local_knowledge, defikarte.ch",,,
12309284722,node,46.8409768,7.2262965,yes,,,,,,,,,"Firma Vonlanthen Holzbau AG in Ried, an der Hausecke.",,,defibrillator,144,,,node/12309284722,no,,,,,,,,24/7,,,,,,,,,,
12309309359,node,46.8565998,7.2488781,yes,,,,,,,,,Bei den Toiletten des Begegnungszentrums. Nur bei Anlässen zugänglich.,,,defibrillator,144,,,node/12309309359,yes,,,,,,,,,,,,,,,,,,
12309332856,node,46.8555404,7.2509244,yes,,,,,,,,,Im Schulhaus Orange. Nur bei Anlässen / während der Schule zugänglich.,,,defibrillator,144,,,node/12309332856,yes,,,0,,,,,,,,,,,,,,,
12309408101,node,46.6709559,7.2852284,permissive,,,,,,,,,"Hostellerie am Schwarzsee, Rezeption",,07:30 bis 21:00,defibrillator,144,,,node/12309408101,yes,,,0,,,,,Mo-Su 07:30 - 21:00 ,Hostellerie am Schwarzsee,,,+4126 412 74 74,,,"local_knowledge, defikarte.ch",,,
