osm_id,osm_type,lat,lon,access,access:conditional,access:delivery,addr:city,addr:full,addr:housenumber,addr:postcode,addr:street,alt_name,amenity,check_date,colour,contact:phone,covered,defibrillator:location,description,email,emergency,emergency:phone,fixme,healthcare,healthcare:speciality,id,indoor,latitude,level,loc_name,location,longitude,mapillary,name,note,note:de,opening_hours,operator,operator:phone,outdoor,phone,ref,source,website,wheelchair,wikipedia:de
7637818611,node,47.0836131,8.039004,yes,,,,,,,,,,,,,,Neben dem Infokasten vom Pfarreizentrum re an der Hauswand,,,defibrillator,144,,,,node/7637818611,,,,,,,,Pfarrei Menznau,,,24/7,,,,,,,,,
7637818612,node,47.0823484,8.0375438,yes,,,,,,,,,,,,,,Halleneingang re Seite,,,defibrillator,144,,,,node/7637818612,,,,,,,,"Gemeinde, Samariterverein",,,24/7,,,,,,,,,
7637818613,node,47.040634,7.9974654,yes,,,,,,,,,,,,,,Posthaltestelle Hauswand,,,defibrillator,144,,,,node/7637818613,,,,,,,,Gemeinde,,,24/7,,,,,,,,,
7637818614,node,46.8019997,8.278778,,,,,,,,,,,,,,,,Sanitätsraum,,defibrillator,144,,,,node/7637818614,,,,,,,,Talstation Stöckalp,,,,,,,,,,,,
7637818615,node,46.7745184,8.2685874,yes,,,,,,,,,,,,,,Melchsee-Frutt (alte Bergstation),bei Infobüro,,defibrillator,144,,,,node/7637818615,yes,,0,,,,,,,,24/7,Sportbahnen Melchsee-Frutt,,,+41 41 669 70 60,,,,limited,
7637818616,node,46.7739958,8.2700625,private,,,,,,,,,,,,,,Frutt Lodge & Spa Empfang,Rezeption,,defibrillator,144,,,,node/7637818616,yes,,0,,,,,Frutt Mountain Resort,,,24/7,Frutt Mountain Resort,,,+41 41 669 79 79,,,,no,
7637818617,node,47.1248681,8.4415253,yes,,,,,,,,,,,,,,,unteren Schulhauseingang links,,defibrillator,144,,,,node/7637818617,,,,,,,,Schulhaus,,,24/7,,,,,,,,,
7637818618,node,47.1247137,8.4499676,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818618,,,,,,,,Sportcenter Whiteline,,,,,,,,,,,,
7637818619,node,47.0469959,8.3734484,yes,,,,,,,,,,,,,,Beim Haustelefon im EG des Gemeindehauses,,,defibrillator,144,,,,node/7637818619,,,,,,,,Gemeinde Meggen,,,24/7,,,,,,,,,
7637818620,node,47.046193,8.3681835,,,,,,,,,,,,,,,,Sportanlage u Hallenbad,,defibrillator,144,,,,node/7637818620,,,,,,,,Schulhaus Hofmatt,,,,,,,,,,,,
7637818621,node,47.0432507,8.3771205,,,,,,,,,,,,,,,,Strandbad,,defibrillator,144,,,,node/7637818621,,,,,,,,Strandbad,,,,,,,,,,,,
7637818622,node,47.048284,8.3765374,,,,,,,,,,,,,,,,Zentral 1,,defibrillator,144,,,,node/7637818622,,,,,,,,Zentralschulhaus,,,,,,,,,,,,
7637818623,node,47.0466962,8.3632952,,,,,,,,,,,,,,,Bei den Briefkästen 39-57,Unterhalb des Strassenschilds steht AED bei den Briefkästen.,,defibrillator,144,,,,node/7637818623,,,,,,,,Anne F. Eberle,,,,,,,,,,,,
7637818624,node,47.0500776,8.3802793,yes,,,,,,,,,,,,,,Vor dem Haupteingang der KLinik,,,defibrillator,144,,,,node/7637818624,,,,,,,,Hirslanden Klinik Meggen,,,24/7,,,,,,,,,
7637818625,node,47.1678943,8.0679569,yes,,,,,,,,,,,,,,,Aussenwand Garageneinfahrt,,defibrillator,144,,,,node/7637818625,,,,,,,,Aktiondemenz Haus Herbschtzytlos,,,24/7,,,,,,,,,
7637818626,node,46.8727986,7.9094347,,,,,,,,,,,,,,,Aussenwand beim grünen Gebäude,Vor Sanitärgebäude,,defibrillator,144,,,,node/7637818626,no,,,,,,,Camping Sternen,,,,,,,,,,,,
7637818627,node,46.8501666,7.8954478,yes,,,,,,,,,,,,,,"Talstation, Aussenwandkasten an der Hauptstrasse",,,defibrillator,144,,,,node/7637818627,no,,,,,,,Sportbahnen Marbachegg,,,24/7,,,,,,,,yes,
7637818628,node,46.8554514,7.9013455,yes,,,,,,,,,,,,,,Neben Haupteingang Aussenwandkasten,,,defibrillator,144,,,,node/7637818628,,,,,,,,Gemeinde Escholzmatt-Marbach,,,24/7,,,,,,,,,
7637818629,node,47.0400821,8.183541,,,,,,,,,,,,,,,,Eingang innen,,defibrillator,144,,,,node/7637818629,,,,,,,,APH Bodenmatt,,,,,,,,,,,,
7637818630,node,47.0367201,8.1790207,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818630,,,,,,,,"Ärztezentrum Malters, Praxis",,,,,,,,,,,,
7637818631,node,47.0385268,8.1820194,yes,,,,,,,,,,,,,,,Kiosk-Gebäude,,defibrillator,144,,,,node/7637818631,,,,,,,,Bahnhof Kioskgebäude,,,24/7,,,,,,,,,
7637818632,node,47.0362914,8.1827121,yes,,,,,,,,,,,,,,,"Vis Ã  vis Haupteingang, neben Anschlagkasten",,defibrillator,144,,,,node/7637818632,,,,,,,,Kath. Kirche,,,24/7,,,,,,,,,
7637818633,node,47.0403145,8.2255727,yes,,,,,,,,,,,,,,,Eingang Kronenkeller,,defibrillator,144,,,,node/7637818633,,,,,,,,Krone (Blatten) Restaurant,,,24/7,,,,,,,,,
7637818634,node,47.041885,8.1787894,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818634,,,,,,,,,,,,,,,,,,,,
7637818635,node,47.0356634,8.1801416,yes,,,,,,,,,,,,,,,Pausenplatz Kandelaber,,defibrillator,144,,,,node/7637818635,,,,,,,,Schulhaus Bändmattli 1,,,24/7,,,,,,,,,
7637818636,node,47.039871,8.1855776,yes,,,,,,,,,,,,,,,Aussenwand Eingang Turnhalle,,defibrillator,144,,,,node/7637818636,,,,,,,,Schulhaus Muoshof,,,24/7,,,,,,,,,
7637818637,node,47.0356062,8.1517828,yes,,,,,,,,,,,,,,,Hinterstes Gebäude Hallenbadtrakt,,defibrillator,144,,,,node/7637818637,,,,,,,,Schul-u. Wohnzentrum SWZ,,,24/7,,,,,,,,,
7637818638,node,47.0365141,8.1802679,yes,,,,,,,,,,,,,,,Aussenwand Eingang,,defibrillator,144,,,,node/7637818638,,,,,,,,Sonnenstudio Hauswand,,,24/7,,,,,,,,,
7637818639,node,47.0463461,8.1913397,yes,,,,,,,,,,,,,,,Haupteingang westseitig,,defibrillator,144,,,,node/7637818639,,,,,,,,Sportanlage Oberei,,,24/7,,,,,,,,,
7637818640,node,47.0399619,8.1813289,yes,,,,,,,,,,,,,,"Gebäude SteinerEnergie, Industriestrasse 1",Eingang Montage an Briefkasteneinheit.,,defibrillator,144,,,,node/7637818640,no,,,,,,,Steiner Energie,,,24/7,,,,,,,,,
7637818641,node,47.0659856,8.2804127,,,,,,,,,,,,,,,,beim Empfang,,defibrillator,144,,,,node/7637818641,,,,,,,,CKW 6015 Luzern,,,,,,,,,,,,
7637818642,node,47.0670905,8.2781657,,,,,,,,,,,,,,,,beim Haupteingang,,defibrillator,144,,,,node/7637818642,,,,,,,,Immocons gmbh,,,,,,,,,,,,
7637818643,node,47.0627005,8.2744899,yes,,,,,,,,,,,,,,,Treppenhaus 3. OG,,defibrillator,144,,,,node/7637818643,,,,,,,,Kanton Luzern / Informatik,,,24/7,,,,,,,,,
7637818644,node,47.0658433,8.2826354,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818644,,,,,,,,"Rutar, Dr dent Zahnarztpraxis",,,,,,,,,,,,
7637818645,node,47.0566268,8.2845437,,,,,,,,,,,,,,,,Beim Eingang Turnhalle im EG,,defibrillator,144,,,,node/7637818645,,,,,,,,Schulhaus Fluhmühle,,,,,,,,,,,,
7637818646,node,47.0607802,8.2725908,,,,,,,,,,,,,,,,UG Eingang Turnhalle und EG Büro Schulleitung,,defibrillator,144,,,,node/7637818646,,,,,,,,Schulhaus Ruopigen,,,,,,,,,,,,
7637818647,node,47.0613878,8.2706783,,,,,,,,,,,,,,,,EG bei Feuerlöschposten,,defibrillator,144,,,,node/7637818647,,,,,,,,Sportanlage Ruopigen,,,,,,,,,,,,
7637818648,node,47.0493525,8.2680963,,,,,,,,,,,,,,,,Sekretariat,,defibrillator,144,,,,node/7637818648,,,,,,,,ENAIP-IB,,,,,,,,,,,,
7637818649,node,47.0521537,8.2588344,,,,,,,,,,,,,,,Bei der Feuerwehr,Nicht Öffentlich zugänglich,,defibrillator,144,,,,node/7637818649,,,,,,,,Feuerwehr,,,,,,,,,,,,
7637818650,node,47.0575208,8.2580214,,,,,,,,,,,,,,,,nach Haupteingang links,,defibrillator,144,,,,node/7637818650,,,,,,,,Hornbach Bau-und Gartenmarkt,,,,,,,,,,,,
7637818651,node,47.0501424,8.2583036,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818651,,,,,,,,Raiffeisenbank,,,,,,,,,,,,
7637818652,node,47.0519813,8.2590424,,,,,,,,,,,,,,,,EG Trakt A und Turnhalle Eingang,,defibrillator,144,,,,node/7637818652,,,,,,,,Schulhaus Dorf,,,,,,,,,,,,
7637818654,node,47.0519014,8.2812446,,,,,,,,,,,,,,,,Pavillion 2 im EG Eingangsbereich und Turnhalle UG Gang rechts neben Lehrergarderobe,,defibrillator,144,,,,node/7637818654,,,,,,,,Schulhaus Grenzhof,,,,,,,,,,,,
7637818655,node,47.0518534,8.266832,,,,,,,,,,,,,,,,EG Hauswart Büro / Turnhalle EG Lehrerzimmer,,defibrillator,144,,,,node/7637818655,,,,,,,,Schulhaus Matt,,,,,,,,,,,,
7637818656,node,47.0505591,8.2753668,,,,,,,,,,,,,,,,Eingang Turnhalle,,defibrillator,144,,,,node/7637818656,,,,,,,,Schulhaus Rännimoos,,,,,,,,,,,,
7637818658,node,47.0546705,8.3429534,,,,,,,,,,,,,,,,beim Empfang,,defibrillator,144,,,,node/7637818658,yes,,,,,,,Ausgleichskasse,,,,,,,,,,,,
7637818659,node,47.0502644,8.338141,,,,,,,,,,,,,,,,Im Anmeldungsbüro,,defibrillator,144,,,,node/7637818659,yes,,,,,,,Camping Lido,,,,,,,,,,,,
7637818660,node,47.0565739,8.3167652,,,,,,,,,,,,,,,,Haupteingang linke Wand,,defibrillator,144,,,,node/7637818660,,,,,,,,CURAVIVA hsl Schule,,,,,,,,,,,,
7637818661,node,47.0582097,8.3145938,,,,,,,,,,,,,,,,EG Turnhalle und EG Pavillon 3,,defibrillator,144,,,,node/7637818661,,,,,,,,Felsberg Schulhaus / Turnhalle,,,,,,,,,,,,
7637818662,node,47.0550745,8.3152138,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818662,yes,,,,,,,Fitnesspark National,,,,,,,,,,,,
7637818663,node,47.0550282,8.3165556,,,,,,,,,,,,,,,,im Foyer,,defibrillator,144,,,,node/7637818663,yes,,,,,,,Grand Casino Luzern AG,,,,,,,,,,,,
7637818664,node,47.0541218,8.341799,,,,,,,,,,,,,,,,Gang zum Teamraum auf linker Seite im 1. Wandschrank,,defibrillator,144,,,,node/7637818664,,,,,,,,"Hausarztpraxis Würzenbach,",,,,,,,,,,,,
7637818665,node,47.0621868,8.3097222,,,,,,,,,,,,,,,,im 2. OG,,defibrillator,144,,,,node/7637818665,,,,,,,,HNO-Center Luzern Praxis,,,,,,,,,,,,
7637818666,node,47.0564892,8.319607,,,,,,,,,,,,,,,,bei der Rezeption+2 OG,,defibrillator,144,,,,node/7637818666,,,,,,,,Hotel Montana,,,,,,,,,,,,
7637818667,node,47.0619743,8.3280563,,,,,,,,,,,,,,,"Rechts vom Empfang, von Aussen erreichbar",,,defibrillator,144,,,,node/7637818667,no,,,,,,,Kinder- und Jugendsiedlung Utenberg,,,24/7,Jugendheim Utenberg,,,+41 41 429 60 60,,,,,
7637818668,node,47.0602028,8.3127439,,,,,,,,,,,,,,,,Haupteingang Empfang,,defibrillator,144,,,,node/7637818668,,,,,,,,,,,,,,,,,,,,
7637818669,node,47.0477516,8.3434126,,,,,,,,,,,,,,,,Haupteingang,,defibrillator,144,,,,node/7637818669,,,,,,,,Lifetec Richemont Fachschule,,,,,,,,,,,,
7637818670,node,47.0543866,8.3401582,yes,,,,,,,,,,,,,,,Neben Ticketautomat,,defibrillator,144,,,,node/7637818670,,,,,,,,Migros-Supermarkt,,,24/7,,,,,,,,,
7637818671,node,47.0534485,8.3530017,,,,,,,,,,,,,,,,"Haupteingang EG, vor dem Lehrerzimmer E5",,defibrillator,144,,,,node/7637818671,,,,,,,,Schulhaus Büttenen,,,,,,,,,,,,
7637818672,node,47.0660682,8.3221077,,,,,,,,,,,,,,,,Eingangstüre Trakt C,,defibrillator,144,,,,node/7637818672,,,,,,,,Schulhaus Unterlöchli,,,,,,,,,,,,
7637818673,node,47.0611252,8.3261861,,,,,,,,,,,,,,,,1. OG visavis Lehrerzimmer,,defibrillator,144,,,,node/7637818673,,,,,,,,Schulhaus Utenberg,,,,,,,,,,,,
7637818674,node,47.0539848,8.3432051,,,,,,,,,,,,,,,,Trakt A Haupteingang vor Lehrerzimmer,,defibrillator,144,,,,node/7637818674,,,,,,,,Schulhaus Würzenbach,,,,,,,,,,,,
7637818675,node,47.0547239,8.3187093,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818675,yes,,,,,,,Seebad Luzern,,,,,,,,,,,,
7637818676,node,47.0537016,8.3418666,,,,,,,,,,,,,,,,Turnhalle 1 vor Reinigungsraum (Akustischer Alarm 3 min,,defibrillator,144,,,,node/7637818676,,,,,,,,Turnhalle Wärzenbach,,,,,,,,,,,,
7637818677,node,47.05312,8.3353328,,,,,,,,,,,,,,,,Einsatzleiter verlangen,,defibrillator,144,,,,node/7637818677,yes,,,,,,,Verkehrshaus der Schweiz,,,,,,,,,,,,
7637818678,node,47.05999,8.31328,,,,,,,,,,,,,,,Eingangsbereich,Empfang,,defibrillator,144,,,,node/7637818678,,,,,,,,Viva Luzern Wesemelin,,,,,,,,,,,,
7637818679,node,47.0351117,8.3002218,permissive,,,,,,,,,,,,,,"Armee-Ausbildungszentrum Luzern, Meilibau","Haupteingang an der Rezeption, Murmattweg 6",,defibrillator,144,,,,node/7637818679,yes,,,,,,,AAL,,,,"Dienststelle Militär, Zivilschutz und Justizvollzug",,,,,,,,
7637818680,node,47.0383405,8.3012427,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818680,,,,,,,,Barmettler Gewerbe-Treuhand AG,,,,,,,,,,,,
7637818681,node,47.0498334,8.3112325,,,,,,,,,,,,,,,,Rektorat 2.OG,,defibrillator,144,,,,node/7637818681,yes,,,,,,,BBZB Berufsbildungszentrum,,,,,,,,,,,,
7637818682,node,47.0490143,8.3112981,,,,,,,,,,,,,,,,Eingang süd,,defibrillator,144,,,,node/7637818682,yes,,,,,,,BBZB Berufsbildungszentrum,,,,,,,,,,,,
7637818683,node,47.0443947,8.3143024,,,,,,,,,,,,,,,,Gang EG,,defibrillator,144,,,,node/7637818683,yes,,,,,,,Confiseur Bachmann,,,,,,,,,,,,
7637818684,node,47.0434952,8.3142877,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818684,yes,,,,,,,CSS,,,,,,,,,,,,
7637818685,node,47.0379251,8.31571,yes,,,,,,,,,,,,,,,re neben Spar,,defibrillator,144,,,,node/7637818685,no,,,,,,,EBG Wohngenossenschaft,,,24/7,,,,,,,,,
7637818686,node,47.0452461,8.3182511,,,,,,,,,,,,,,,,Rezeption 1.OG,,defibrillator,144,,,,node/7637818686,,,,,,,,Ernst & Young AG,,,,,,,,,,,,
7637818687,node,47.0313655,8.305288,,,,,,,,,,,,,,,,Rezeption Fitnesspark in der 05. Etage des Sportgebäudes,,defibrillator,144,,,,node/7637818687,,,,,,,,Fitnesspark Allmend,,,,,,,,,,,,
7637818688,node,47.0399274,8.3019408,,,,,,,,,,,,,,,,"Fussball Garderobengebäude Allmend Süd, Sanitätsraum",,defibrillator,144,,,,node/7637818688,,,,,,,,Fussballplatz Süd,,,,,,,,,,,,
7637818690,node,47.042826,8.3217908,,,,,,,,,,,,,,,Am Empfang/Bibliothek Verbindungstrakt EG;Kantonsschule Alpenquai Luzern,Am Empfang/Bibliothek Verbindungstrakt EG,,defibrillator,144,,,,node/7637818690,,,,,,,,Kantonsschule,,,,,,,,,,,,
7637818691,node,47.046766,8.3171179,,,,,,,,,,,,,,,,im Gerichtssaal,,defibrillator,144,,,,node/7637818691,,,,,,,,Kriminalgericht Kantons Luzern,,,,,,,,,,,,
7637818692,node,47.047739,8.3133831,,,,,,,,,,,,,,,,Empfang EG,,defibrillator,144,,,,node/7637818692,yes,,,,,,,Lifetec Benedict-Schule,,,,,,,,,,,,
7637818693,node,47.047967,8.313656,,,,,,,,,,,,,,,,2. Etage,,defibrillator,144,,,,node/7637818693,yes,,,,,,,Lifetec Benedict-Schule,,,,,,,,,,,,
7637818694,node,47.0498703,8.3111147,,,,,,,,,,,,,,,,Praxiseingang,,defibrillator,144,,,,node/7637818694,yes,,,,,,,Luzern Permanence,,,,,,,,,,,,
7637818695,node,47.0373204,8.3276607,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818695,,,,,,,,Migros Schönbühl,,,,,,,,,,,,
7637818696,node,47.0341444,8.2999929,,,,,,,,,,,,,,,,EG neben Eingang Turnhalle,,defibrillator,144,,,,node/7637818696,,,,,,,,MZH Allmend,,,,,,,,,,,,
7637818697,node,47.0316532,8.3041086,,,,,,,,,,,,,,,,2. OG Eingang Sporthallen,,defibrillator,144,,,,node/7637818697,,,,,,,,Pädagogische Hochschule PH,,,,,,,,,,,,
7637818698,node,47.0419391,8.2999978,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818698,,,,,,,,Pflegeheim Steinhof,,,,,,,,,,,,
7637818699,node,47.0479113,8.3143861,,,,,,,,,,,,,,,"Im 3. Obergeschoss an der Wand hÃ¤ngend, NÃ¤he Lift. Nur wÃ¤hrend Ã–ffnungszeiten verfÃ¼gbar.",,,defibrillator,144,,,,node/7637818699,yes,,,,,,,OfficeWerft AG,,,,,,,,,,,,
7637818700,node,47.0427018,8.3109849,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818700,yes,,,,,,,Reha-Zentrum Graf,,,,,,,,,,,,
7637818701,node,47.0465281,8.3176404,,,,,,,,,,,,,,,,Empfang EG,,defibrillator,144,,,,node/7637818701,yes,,,,,,,Santrade ltd.,,,,,,,,,,,,
7637818702,node,47.0469991,8.3136869,,,,,,,,,,,,,,,,Eingang 3.5.OG,,defibrillator,144,,,,node/7637818702,yes,,,,,,,SBB Elektroprojekte,,,,,,,,,,,,
7637818703,node,47.0454887,8.3112013,,,,,,,,,,,,,,,,Stellwerkgebäude,,defibrillator,144,,,,node/7637818703,yes,,,,,,,SBB Infrastruktur Luzern,,,,,,,,,,,,
7637818704,node,47.0366721,8.3053869,,,,,,,,,,,,,,,,UG Turnhalle / EG Pavillon H / 1. OG Trakt E,,defibrillator,144,,,,node/7637818704,,,,,,,,Schulanlage Hubelmatt,,,,,,,,,,,,
7637818705,node,47.0397363,8.3164765,,,,,,,,,,,,,,,,bei Turnhalle,,defibrillator,144,,,,node/7637818705,,,,,,,,Schulhaus Geissenstein,,,,,,,,,,,,
7637818706,node,47.03954,8.30442,,,,,,,,,,,,,,,,2. Stock neben Lehrerzimmer,,defibrillator,144,,,,node/7637818706,,,,,,,,Schulhaus Moosmatt,,,,,,,,,,,,
7637818708,node,47.0476056,8.3152268,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818708,yes,,,,,,,SGV,,,,SGV,,,,,,,,
7637818709,node,47.0408552,8.3253902,,,,,,,,,,,,,,,,EG Korridor innen,,defibrillator,144,,,,node/7637818709,,,,,,,,SH Tribschen / Wartegg S1,,,,,,,,,,,,
7637818711,node,47.0410139,8.3269719,,,,,,,,,,,,,,,,Haupteingang innen,,defibrillator,144,,,,node/7637818711,,,,,,,,SH Tribschen Wartegg 1Fach Turnhalle,,,,,,,,,,,,
7637818712,node,47.0398552,8.3255842,yes,,,,,,,,,,,,,,,Turnhalle aussen Haupteingang,,defibrillator,144,,,,node/7637818712,,,,,,,,SH Tribschen Wartegg 3Fach Turnhalle,,,24/7,,,,,,,,,
7637818713,node,47.0401278,8.3240755,,,,,,,,,,,,,,,,Aula Haupteingang innen,,defibrillator,144,,,,node/7637818713,,,,,,,,SH Tribschen Wartegg Aula,,,,,,,,,,,,
7637818714,node,47.0399365,8.3019394,,,,,,,,,,,,,,,,Garderobenraum,,defibrillator,144,,,,node/7637818714,,,,,,,,Stadtgärtnerei,,,,,,,,,,,,
7637818715,node,47.0405399,8.3277799,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818715,,,,,,,,Strandbad Tribschen,,,,,,,,,,,,
7637818716,node,47.0463583,8.3198486,,,,,,,,,,,,,,,,"Kiosk, nur wenn SLRG v. Ort",,defibrillator,144,,,,node/7637818716,yes,,,,,,,Strandbad Ufschütti,,,,,,,,,,,,
7637818717,node,47.0328557,8.3044964,,,,,,,,,,,,,,,,Mixtzone/Spielereingang,,defibrillator,144,,,,node/7637818717,yes,,,,,,,SwissporArena,,,,,,,,,,,,
7637818718,node,47.0466472,8.3173529,,,,,,,,,,,,,,,,Im 2. OG,,defibrillator,144,,,,node/7637818718,,,,,,,,Synlab Suisse SA,,,,,,,,,,,,
7637818719,node,47.0454211,8.3188857,,,,,,,,,,,,,,,,Rezeption 4.OG,,defibrillator,144,,,,node/7637818719,,,,,,,,TEAM AG,,,,,,,,,,,,
7637818720,node,47.0414522,8.3108725,,,,,,,,,,,,,,,,Zwischenstock EG/UG und 6.OG,,defibrillator,144,,,,node/7637818720,,,,,,,,Tiefbauamt / GIS,,,,,,,,,,,,
7637818721,node,47.0429763,8.3127396,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818721,,,,,,,,Tribschentraining,,,,,,,,,,,,
7637818722,node,47.0495453,8.3122864,yes,,,,,,,,,,,,,,"Haupteingang, rechte Seite im Seitengang",,,defibrillator,144,,,,node/7637818722,yes,,0,,,,,Universität Luzern,,,Mo-Fr 07:00-21:30,"Universität Luzern, Facility Management, Kontakt: Patrik Meier, Leiter Facility Management",,,+41 41 229 51 52,,,,limited,
7637818723,node,47.0622711,8.3080912,,,,,,,,,,,,,,,,alte Turnhalle Eingang,,defibrillator,144,,,,node/7637818723,,,,,,,,alte Turnhalle Maihof,,,,,,,,,,,,
7637818724,node,47.0576289,8.2949846,,,,,,,,,,,,,,,,2. OG 409 Büro Ärzte,,defibrillator,144,,,,node/7637818724,,,2,,,,,AMTS H 10 LUKS LU,,,,,,,,,,,,
7637818725,node,47.057618,8.2949846,,,,,,,,,,,,,,,,3. OG 213 Allergiologie,,defibrillator,144,,,,node/7637818725,,,3,,,,,AMTS H 10 LUKS LU,,,,,,,,,,,,
7637818726,node,47.0583416,8.2971284,,,,,,,,,,,,,,,,UG 084 Pflegedienstplatz MRI,,defibrillator,144,,,,node/7637818726,yes,,-1,,,,,Augenkl. MRI H 30 1.UG LUKS LU,,,,,,,,,,,,
7637818727,node,47.0583539,8.2971257,,,,,,,,,,,,,,,,OG 091 Korrikdor Nord-Ost Augenklinik,,defibrillator,144,,,,node/7637818727,yes,,2,,,,,Augenklinik H 30 2.OG LUKS LU,,,,,,,,,,,,
7637818728,node,47.0583292,8.2971281,,,,,,,,,,,,,,,,OG 091 Korrikdor Nord-Ost Augenklinik,,defibrillator,144,,,,node/7637818728,yes,,3,,,,,Augenklinik H 30 3.OG LUKS LU,,,,,,,,,,,,
7637818729,node,47.0583388,8.2972075,,,,,,,,,,,,,,,,EG 091 Korridor Nord-Ost Augenklinik,,defibrillator,144,,,,node/7637818729,yes,,0,,,,,Augenklinik H 30 EG LUKS LU,,,,,,,,,,,,
7637818730,node,47.0545523,8.3105459,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818730,yes,,,,,,,Bank Vontobel AG,,,,,,,,,,,,
7637818732,node,47.0638423,8.3096832,,,,,,,,,,,,,,,,beim Eingang,,defibrillator,144,,,,node/7637818732,,,,,,,,BBZB Berufsbildungszentrum,,,,,,,,,,,,
7637818733,node,47.0536679,8.3061617,,,,,,,,,,,,,,,,EG,,defibrillator,144,,,,node/7637818733,,,,,,,,Bezirksgericht Luzern,,,,,,,,,,,,
7637818734,node,47.0569764,8.3111484,yes,,,,,,,,,,,,,,Neben dem Haupteingang,,,defibrillator,144,,,,node/7637818734,yes,,0,,,,,Bourbaki Panorama,,,"Mo-Th 09:00-23:00; Fr 09:00-24:00; Sa 00:00-00:30,09:00-24:00; Su 00:00-00:30,09:00-22:00",Neugass Kino AG,,,+41 41 419 99 98,,,,limited,
7637818735,node,47.0549645,8.3119346,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818735,yes,,,,,,,Bundesgericht,,,,,,,,,,,,
7637818736,node,47.0640069,8.3057629,,,,,,,,,,,,,,,,beim Empfang,,defibrillator,144,,,,node/7637818736,,,,,,,,Dienststelle Umwelt/Energie,,,,,,,,,,,,
7637818737,node,47.0582305,8.2961677,,,,,,,,,,,,,,,,1. OG 01 Halle,,defibrillator,144,,,,node/7637818737,yes,,1,,,,,Frauenklinik H 21 1.OG LUKS LU,,,,,,,,,,,,
7637818738,node,47.0581903,8.2960148,,,,,,,,,,,,,,,,1. UG 77 Pflegedienstplatz AWR/ TK,,defibrillator,144,,,,node/7637818738,yes,,-1,,,,,Frauenklinik H 21 1.UG LUKS LU,,,,,,,,,,,,
7637818739,node,47.0581459,8.2959579,,,,,,,,,,,,,,,,2. OG 03 Korridor Sectio-GEBS 5,,defibrillator,144,,,,node/7637818739,yes,,2,,,,,Frauenklinik H 21 2.OG LUKS LU,,,,,,,,,,,,
7637818740,node,47.0580806,8.2955569,,,,,,,,,,,,,,,,3. OG 01 Halle,,defibrillator,144,,,,node/7637818740,,,3,,,,,Frauenklinik H 21 3.OG LUKS LU,,,,,,,,,,,,
7637818741,node,47.0581715,8.2959525,,,,,,,,,,,,,,,,4. OG 01 Halle,,defibrillator,144,,,,node/7637818741,yes,,4,,,,,Frauenklinik H21 4.OG LUKS LU,,,,,,,,,,,,
7637818742,node,47.0592891,8.2918914,,,,,,,,,,,,,,,,Betriebsgeb 1.UG,,defibrillator,144,,,,node/7637818742,yes,,,,,,,Friedhof Friedental,,,,,,,,,,,,
7637818743,node,47.0557188,8.311215,,,,,,,,,,,,,,,,in Kardiologie Praxis,,defibrillator,144,,,,node/7637818743,yes,,,,,,,"Hämmerli Rudolf, Praxis",,,,,,,,,,,,
7637818744,node,47.0577884,8.2941052,,,,,,,,,,,,,,,,3. OG 50 Korridor Spitalarzt-Dienst,,defibrillator,144,,,,node/7637818744,,,3,,,,,HFGZ H 16 LUKS LU,,,,,,,,,,,,
7637818745,node,47.0543122,8.3101734,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818745,yes,,,,,,,Hotel Schweizerhof,,,,,,,,,,,,
7637818746,node,47.05469,8.3111971,,,,,,,,,,,,,,,,Praxis im 5 OG,,defibrillator,144,,,,node/7637818746,yes,,,,,,,"Keel Barbara, Praxis",,,,,,,,,,,,
7637818747,node,47.056425,8.3103262,,,,,,,,,,,,,,,In Schrank im Gang,"im EG, Mall",,defibrillator,144,,,,node/7637818747,yes,,,,,,,Löwencenter,,,,,,,,,,,,
7637818748,node,47.0571894,8.2936086,yes,,,,,,,,,,,,,,,2. OG Geräteraum,,defibrillator,144,,,,node/7637818748,,,2,,,,,Lups Areal LUKS,,,24/7,,,,,,,,,
7637818749,node,47.0547492,8.3094961,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7637818749,yes,,,,,,,Migros Schweizerhof,,,,,,,,,,,,
