osm_id,osm_type,lat,lon,access,addr:housenumber,addr:street,check_date,defibrillator:location,description,emergency,emergency:phone,highway,id,indoor,level,name,opening_hours,operator,phone,ref,source,start_date,url,website,wheelchair
11618519669,node,47.698834,8.631928,,,,,"Bleicheplatz 6, MRI City, 8200 Schaffhausen",während Öffnungszeiten erreichbar im MRI Institut,defibrillator,144,,node/11618519669,yes,0,,Mo-Fr 07:00-16:15,MRS AG / Spitäler Schaffhausen,+41 52 634 46 01,,"local_knowledge, defikarte.ch",,,,
11662949469,node,47.7552232,8.6665714,yes,,,,Eingang Turnhalle Lohn / SH,öffentlich zugänglich,defibrillator,144,,node/11662949469,no,0,,24/7,,,,"local_knowledge, defikarte.ch",,,,
11769891969,node,47.746147,8.7040135,yes,,,,Seniorenzentrum Im Reiat,"24 Stunden Verfügbar, in der Nacht muss man der Nachtwache klingeln via Hausglocke",defibrillator,144,,node/11769891969,yes,0,,24/7,Gemeinde Thayngen,,,,,,,
11811219137,node,47.6970324,8.6277813,,,,,"Erdgeschoss, Friedbergstrasse 68",nur während der Bürozeiten verfügbar,defibrillator,144,,node/11811219137,yes,,,Mo-Fr 8:00-17:00,Letec IT Solutions AG,+41526324422,,"local_knowledge, defikarte.ch",,,,
11811221512,node,47.6919305,8.6227602,,,,,"Rheinweg 6, rechts neben Eingang",nur während der Bürozeiten verfügbar,defibrillator,144,,node/11811221512,yes,,,Mo-Fr 8:00-17:00,Letec IT Solutions AG,+41526324422,,"local_knowledge, defikarte.ch",,,,
11886219969,node,47.7488423,8.7115007,yes,,,,Turnhalle Recken Foyer,Rechts nach dem Eingang ins Foyer der Turnhalle,defibrillator,144,,node/11886219969,yes,0,,Mo-Fr 08:00-18:00,Gemeinde Thayngen,,,,,,,
11900904105,node,47.6906183,8.5882334,private,1,Trasadingerstrasse,,1. OG Treppe Kommando Zentrale,,defibrillator,144,,node/11900904105,yes,1,,Mo-Fr 07:00-17:00,Lifetec AG Schweiz,+41 800 122 144,1415LTM,,,,,
11982617670,node,47.6547852,8.849575,yes,,,,Köhlerweid 29,Quartierhaus,defibrillator,144,,node/11982617670,no,,,24/7,,+41793851419,,,,,,
11983039502,node,47.6939651,8.6344655,customers,,,,Strassenverkehrs- und Schifffahrtsamt,,defibrillator,144,,node/11983039502,yes,,,"Mo-Fr 08:00-12:00,13:30-17:00",Kanton Schaffhausen,+41 52 632 68 88,,,,,,limited
12009925069,node,47.6855519,8.619114,,,,,"Schulhaus Rosenberg,beim Notausgang (Zimmer 16)",,defibrillator,144,,node/12009925069,yes,,,,Schulhaus Rosenberg,,,,,,,
12014267169,node,47.6974945,8.4584051,,,,,Lopengraben 7,,defibrillator,144,,node/12014267169,yes,,,,Privatperson,+41796568581,,"local_knowledge, defikarte.ch",,,,
12218696701,node,47.6613527,8.859053,yes,,,,Xundheitszentrum Chlini Schanz 42,,defibrillator,144,,node/12218696701,yes,,,,Arztpraxis Xundheitszentrum,+41 52 741 36 26,,,,,,
12498224601,node,47.7559409,8.4974045,yes,,,,alte Beggingerstrasse 60,Nachts bitte Türklingel betätigen (Nachtwache),defibrillator,144,,node/12498224601,yes,,,24/7,Altersheim Schleitheim,+41 52 687 41 00,,"local_knowledge, defikarte.ch",,,,
12531744201,node,47.7130944,8.6508685,permissive,,,,Im Ottos bei der ersten Kasse,während Öffnungszeiten verfügbar,defibrillator,144,,node/12531744201,yes,1,,09:00-19:00,Verkaufsgeschäft,,,,,,,
12638129001,node,47.7000182,8.6300075,yes,,,,Sporthalle BBZ Mühlental,"Immer Verfügbar, ist im Aussenbereich.",defibrillator,144,,node/12638129001,no,,,24/7,BBZ Schaffhausen,+41 52 632 21 16,,"local_knowledge, defikarte.ch",,,,
12722072301,node,47.717731,8.6605203,,,,,im Majorenacker 11,während den Öffnungszeiten,defibrillator,144,,node/12722072301,yes,,,Mo-Fr 07:30-17:30,GVS Agrar AG,+41 52 631 19 00,,"local_knowledge, defikarte.ch",,,,
12722079302,node,47.7176733,8.6633152,,,,,Gennersbrunnerstrasse 61,immer,defibrillator,144,,node/12722079302,no,,,24/7,Landw. Genossenschaftsverband Schaffhausen (GVS),+41 52 631 17 00,,"local_knowledge, defikarte.ch",,,,
12866387601,node,47.679085,8.6220092,permissive,,,,Rezeption Trapeze Switzerland GmbH,während unserer Öffnungszeiten verfügbar,defibrillator,144,,node/12866387601,no,,,Mo - Fr  8:00  -  17:00,Trapeze Switzerland GmbH,+41 58 911 16 87,,"local_knowledge, defikarte.ch",,,,
12901356101,node,47.7605677,8.721322,yes,,,,"an der Aussenwand vom ehem. Schlachthüüsli, beim Dorfbrunnen",,defibrillator,144,,node/12901356101,no,,,24/7,weiss es nicht,,,"local_knowledge, defikarte.ch",,,,
12987228002,node,47.7076462,8.6514169,yes,,,,Standort alt: Abdankungshalle -> Standort neu: öffentliche WC-Anlage bei Bürogebäude/Friedhofzugang,,defibrillator,144,,node/12987228002,no,,,24/7,Stadt Schaffhausen,+41 52 632 57 55,,"local_knowledge, defikarte.ch",,,,
12987236703,node,47.6980542,8.6527151,yes,,,,Turnhalle Buchthalen / Gang bei Garderoben,während Öffnungszeiten verfügbar,defibrillator,144,,node/12987236703,yes,,,,Stadt Schaffhausen,+41 52 632 57 55,,"local_knowledge, defikarte.ch",,,,
12987250301,node,47.7126095,8.6531121,yes,,,,Stiftung Impuls Fabrikationshalle,während Öffnungszeiten verfügbar,defibrillator,144,,node/12987250301,yes,,,,Stadt Schaffhausen,+41 52 632 57 55,,"local_knowledge, defikarte.ch",,,,
12987261001,node,47.6978303,8.6255014,yes,,,,Alterszentrum Steig / Garderobe Haupteingang,während Öffnungszeiten verfügbar,defibrillator,144,,node/12987261001,yes,,,,Stadt Schaffhausen,+41 52 632 57 55,,"local_knowledge, defikarte.ch",,,,
12987277001,node,47.6968266,8.6363965,yes,,,,"Kirchhofplatz 19 Familienzentrum Kirchhofplatz, Treppenhaus",während Öffnungszeiten verfügbar,defibrillator,144,,node/12987277001,yes,1,,,Stadt Schaffhausen,+41 52 632 57 55,,"local_knowledge, defikarte.ch",,,,
12987540402,node,47.729885,8.6223203,yes,,,,grosse Lagerhalle Werkhof Hochbauamt an Wand,während Öffnungszeiten verfügbar,defibrillator,144,,node/12987540402,yes,,,,Stadt Schaffhausen,+41 52 632 57 55,,"local_knowledge, defikarte.ch",,,,
12991492101,node,47.6965991,8.6308122,yes,,,,"im Gang, nach Eingang gleich rechts",während den Öffnungszeiten verfügbar,defibrillator,144,,node/12991492101,yes,0,,,Arztpraxis,+41 52 625 66 11,,"local_knowledge, defikarte.ch",,,,
13063250701,node,47.6901622,8.6213121,permissive,,,,BBZ Schulhaus Charlotte,Nach der Haupteingangstür links von aussen kommend,defibrillator,144,,node/13063250701,yes,0,,Mo-Fr 07:00-17:30,BBZ Schaffhausen,,,,,,,
13142750001,node,47.6758389,8.6025627,yes,,,,offene Garage Moser Uhren,immer frei zugänglich,defibrillator,144,,node/13142750001,no,0,,24/7,IG Rundbuck,,,,,,,
13144091601,node,47.74725,8.6019627,yes,,,,Links vom Eingang an der Aussenwand im grünen Wandkasten.,,defibrillator,144,,node/13144091601,no,,,24/7,Naturfreunde Schaffhausen,+41 52 653 14 60,,"local_knowledge, defikarte.ch",,,,designated
13175090001,node,47.7114016,8.6376165,,,,,Rosa Verwaltungsgebäude Spital Schaffhausen,Im Eingang re. an der Wand,defibrillator,144,,node/13175090001,yes,0,,07:30-17:00,,,,,,,,
13277286001,node,47.6971502,8.5877319,yes,,,,Notrufsäule vor Haupteingang Kindergarten,,defibrillator,144,,node/13277286001,no,,,24/7,Gemeinde,+41526872424,,,,,,
13277288101,node,47.6930185,8.5718611,,,,,Aussenwand Ballcontainer,,defibrillator,144,,node/13277288101,no,,,24/7,Gemeinde,,,,,,,
13277288102,node,47.6952705,8.5978983,,,,,Neben Eingang,,defibrillator,144,,node/13277288102,no,,,24/7,Privat,,,,,,,
13296385401,node,47.6976632,8.6323523,private,,,,Bahnhof-Apotheke P. Bolliger AG,,defibrillator,144,,node/13296385401,yes,0,,"Mo-Sa 07:00-20:00, Su 08:00-18:00",Bahnhof-Apotheke P. Bolliger AG,+41 52 625 26 86,,,,,,
13456393501,node,47.7203038,8.6650475,,,,,ganz rechts neben Willkommenstafel im Decathlon Laden,,defibrillator,144,,node/13456393501,yes,0,,Mo-Fr 08:00-20:00,Decathlon Filiale im Herblinger Markt,,,,,,,
13504912201,node,47.708202,8.6459138,yes,,,,24h Portier der GF,beim Portier melden,defibrillator,144,,node/13504912201,yes,0,,24/7,GF,+41526313615,,,,,,
13510021201,node,47.6964829,8.6326763,yes,,,,SVA Schaffhausen,während Öffnungszeiten,defibrillator,144,,node/13510021201,no,,,"Mo-Fr 8:30 - 12:00, 13:30 - 16:30",SVA Schaffhausen,,,,,,,
13543652401,node,47.7206202,8.6491117,yes,,,,Hohbergstrasse 42 / Sportplatz Schweizersbild / Clubhaus Sporting Club Schaffhausen,Im offenen Gebäudedurchgang frei zugänglich.,defibrillator,144,,node/13543652401,no,0,,24/7,Stadt Schaffhausen,+41 52 632 57 55,,,,,,
13630595001,node,47.6931076,8.5776515,permissive,,,,bei Eingan vom Hauptgebäude,rechts an der Wand,defibrillator,144,,node/13630595001,yes,0,,"Mo-Fr 06:30-12:00, 13:00-16:00",EKS AG,+41 52 633 53 12,,,,,,
13641132801,node,47.7034278,8.6359094,permissive,,,,HeGeBe,"Zugang über HeGeBe oder Gassenküche möglich. Mo-Fr: 7:00 - 13:30 und 15:30 - 18:00 Sa-So, Feiertage: 8:00 - 13:30 und 15:30 - 18:00",defibrillator,144,,node/13641132801,yes,,,,Spitäler Schaffhausen,,,,,,,
13670177401,node,47.7232909,8.6403965,permissive,,,,"Gebr. Renggli AG, Werk 1",Während Öffnungszeiten verfügbar. Rechts an der Tür klingeln,defibrillator,144,,node/13670177401,yes,1,,,Gebr. Renggli AG,,,,,,,
