osm_id,osm_type,lat,lon,access,check_date,defibrillator:location,defibrillator:location:en,description,email,emergency,emergency:phone,id,indoor,latitude,level,longitude,name,note,opening_hours,operator,operator:type,panoramax,phone,ref,source,wheelchair
11598105669,node,47.1059712,9.5261586,yes,,Eingang Hallenbad / Lift,,,,defibrillator,144,node/11598105669,no,,,,,,24/7,Gemeinde Triesen,,,+4233993692,,,
11598729469,node,47.2390233,9.5259957,yes,,Nellengasse Primarschule Garage Hauswartung,,Bei Garagentore an Aussenwand,,defibrillator,144,node/11598729469,no,,,,,,24/7,Gemeinde Ruggell,,,+423 377 49 20,,,
11649491371,node,47.0930718,9.5262425,yes,,Tennishaus,,Beim Eingang zur Tennishalle,,defibrillator,144,node/11649491371,no,,,,,,24/7,Gemeinde Triesen / Tennisclub Triesen,,,+423 792 36 42,,,
11649514569,node,47.0861519,9.5270424,yes,,Campingplatz Mittagsspitze,,"Direkt bei Strasse sichtbar, Einfahrt Camping, Hausfassade",,defibrillator,144,node/11649514569,no,,,,,,24/7,Gemeinde Triesen,,,+423 792 36 42,,,
11652564769,node,47.1100085,9.523884,yes,,Eingang Gemeindeveraltung,,Aussenwand bei Tiefgaragenzugang Treppe,,defibrillator,144,node/11652564769,no,,,,,,24/7,Gemeinde Triesen,,,+423 792 36 42,,,
11676134010,node,47.1518677,9.5113465,private,,"Universität Liechtenstein, 1.OG Cafeteria",,Oranger Koffer,,defibrillator,144,node/11676134010,yes,,1,,Universität Liechtenstein,,Mo-Fr 07:30-17:00,Lifetec AG Schweitz,,,+41 800 122 144,,,
11694863269,node,47.135526,9.5229979,no,,"LAK, Garderobe",,,,defibrillator,144,node/11694863269,yes,,,,,,Mo-Su 09:00-18:00,LAK,,,,,,
11695090769,node,47.1082735,9.5263052,permissive,,Spörry Triesen,,im Treppenhaus,,defibrillator,144,node/11695090769,yes,,0,,,,Mo-Fr 08:00-17:00,Gemeinde Triesen,,,+423 222 01 35,,,
11698448369,node,47.13898,9.5246114,yes,,"Pförtnerhaus, Schloss-Sicherheit",,Beim Pförtner um Hilfe rufen. ,,defibrillator,144,node/11698448369,no,,,,,,24/7,Schloss Vaduz,,,,,,
11698462269,node,47.1053826,9.5257519,no,,"Realschule, Turnhalle",,"Bei der Mensa, Eingangshalle",,defibrillator,144,node/11698462269,yes,,0,,,,Mo-Fr 7:00-18:00,Landesverwaltung,,,,,,
11698519869,node,47.1049458,9.5259775,no,,"WST, Oberschule in Telefonnische",,vis a vis Sekretariat,,defibrillator,144,node/11698519869,yes,,0,,,,Mo-Fr 7:00-18:00,Landesverwaltung,,,,,,
11754925369,node,47.243565,9.5230189,yes,,Feuerwehrdepot Garagentore,,,,defibrillator,144,node/11754925369,no,,,,,,24/7,Gemeinde Ruggell,,,+423 377 49 20,,,
11769835969,node,47.1002091,9.5358453,no,,Strassenkreuzung Lawenastrasse / Garnis,,Direkt an der Strasse,,defibrillator,144,node/11769835969,no,,0,,,,24/7,Gemeinde Triesen,,,+423 792 36 42,,,
11769839169,node,47.1345827,9.5225524,yes,,Landesspital Eingang Empfang,,Direkt beim Eingangsbereich nähe Empfang,,defibrillator,144,node/11769839169,no,,0,,,,24/7,LLS,,,,,,
11809529069,node,47.1544879,9.5181298,permissive,,Deponie im Rain,,im Büro,,defibrillator,144,node/11809529069,yes,,0,,,,Mo-Fr 8:00-17:00,Gemeinde Vaduz,,,+423 222 01 35,,,
11826866284,node,47.2353045,9.524427,yes,,Oberweilerstrasse Verzweigung Geisszipfelstrasse,,Privatgrundstück Hausfassade gut ersichtlich,,defibrillator,144,node/11826866284,no,,,,,,24/7,Gemeinde Ruggell,,,+423 377 49 20,,,
11827202448,node,47.2396125,9.5249385,yes,,Musikhaus EG,,,,defibrillator,144,node/11827202448,yes,,,,,,Mo-Fr 08:00-22:00,Gemeinde Ruggell,,,+423 377 49 20,,,
11827202449,node,47.2393475,9.5252214,yes,,Eingang Turnhalle,,Während externen Betrieb verfügbar,,defibrillator,144,node/11827202449,yes,,,,,,,Gemeinde Ruggell,,,+423 377 49 20,,,
11834901471,node,47.1026378,9.6202875,no,,"Sareis Bergrestaurant, Eingangsbereich",,Wärend Öffnungszeiten und Bahnbetrieb verfügbar,,defibrillator,144,node/11834901471,yes,,0,,,,,Bergbahnen Malbun,,,,,,
11834920269,node,47.1095262,9.5994944,,,"Schneeflucht Restaurant, Eingangsbereich",,In der Skisaison und den Öffnungszeiten des Restaurants verfügbar,,defibrillator,144,node/11834920269,yes,,0,,,,,Bergbahnen Malbun,,,,,,
11849557271,node,47.1086364,9.54582,yes,,Wangerberg / Sütigerwis Spielplatz,,An WC Häuschen,,defibrillator,144,node/11849557271,no,,,,,,24/7,Gemeinde Triesenberg GePo,,,+423 792 26 61,,,
11849635098,node,47.1185506,9.5493519,yes,,Gut sichtbar an der Hauptstrasse beim Holzschopf;Direkt an Strasse / Eingang,,,,defibrillator,144,node/11849635098,no,,0,,,,24/7,Gemeinde Triesenberg,,,+423 792 26 61,,,
11849773998,node,47.1325985,9.542801,yes,,"Masescha, Öffentliches WC / Entsorgung",,In der Nische zum Eingang der Toilette / Wartebereich Bushaltestelle,,defibrillator,144,node/11849773998,no,,0,,,,24/7,Gemeinde Triesenberg,,,+423 792 26 61,,,
11850190269,node,47.1199508,9.5533848,yes,,Rizlina öffentliches WC,,Aussenwand Nord,,defibrillator,144,node/11850190269,no,,0,,,,24/7,Gemeinde Triesenberg,,,+423 222 01 35,,,
11850537284,node,47.1273843,9.5389982,yes,,"Rotenboden, Saminaüberbauung",,An der Nordfassade direkt an der Strasse,,defibrillator,144,node/11850537284,no,,0,,,,24/7,Gemeinde Triesenberg,,,+423 792 26 61,,,
11886871869,node,47.1133862,9.5503341,yes,,Trafostation LKW Steinortstrasse,,Direkt neben der Strasse ersichtlich,,defibrillator,144,node/11886871869,no,,0,,,,24/7,Gemeinde Triesenberg,,,+423 792 26 61,,,
11886879169,node,47.1126858,9.5769323,yes,,Steg Zollhaus Bushaltestelle,,Bei den Postfächern / Bushaltestelle an der Wand,,defibrillator,144,node/11886879169,no,,0,,,,24/7,Gemeinde Triesenberg,,,+423 792 26 61,,,
11916053469,node,47.1995431,9.5447861,yes,,"Kirche Nendeln, öffentliche Toilette",,Öffentliche Toilette,,defibrillator,144,node/11916053469,no,,0,,,,24/7,Gemeinde Eschen-Nendeln,,,+4237949020,,,
12011868469,node,47.1737575,9.5099569,yes,,Liechtenstein Wärme,,Beim Haupteingang an der Aussenwand,,defibrillator,144,node/12011868469,no,,0,,,,24/7,Wärme.li,,,+4232361555,,,
12067551769,node,47.1472271,9.5233675,,,"Reception, Park Hotel Sonnenhof",,taeglich von 06:30 bis 22:00 uhr verfuegbar,,defibrillator,144,node/12067551769,yes,,,,,,Mo-Su 06:30-24:00,Park Hotel Sonnenhof,,,+4232390202,,,
12069964269,node,47.1354929,9.5179357,yes,,Kinderspielplatz Auring,,Am Toilettengebäude,,defibrillator,144,node/12069964269,no,,0,,,,24/7,Gemeinde Vaduz,,,+4237937802,,,
12071244969,node,47.1394554,9.5106807,yes,2025-02-22,Rheinparkstadion Kassahaus Parkplätze,,Am Kassahaus Fassade,,defibrillator,144,node/12071244969,no,,0,,,,24/7,Gemeinde Vaduz,,,+423 793 78 02,,,
12106370601,node,47.1640455,9.5080179,permissive,,"Praxis Dr. med. Christoph Wanger, Zimmer: Ergometrie",,,,defibrillator,144,node/12106370601,yes,,2,,,,"Mo, Tu, We, Fr 08:00-12:00, 14:00-18:00, Th 08:00-12:00",Arztpraxis,,,+41 79 249 89 76,,"local_knowledge, defikarte.ch",
12122290501,node,47.1506679,9.5212921,,,Spielplatz Waldhotel,,Bei den öffentlichen Toiletten,,defibrillator,144,node/12122290501,no,,0,,,,24/7,Gemeinde Vaduz,,,+4237937802,,,
12157841501,node,47.1079421,9.5770049,yes,,Kleinsteg Parkplätze Alpwerksgebäude,,"Öffentliche Toiletten, WC Anlage",,defibrillator,144,node/12157841501,no,,0,,,,24/7,Gemeinde Triesenberg,,,+4237922661,,,
12167764301,node,47.1228007,9.5242233,,,"Haupteingang / Eingang 1, Lova Center, Austrasse, 9490 Vaduz",,während Öffnungszeiten verfügbar,,defibrillator,144,node/12167764301,yes,,0,,,,,Lova Center,,,+4232361616,,,
12193430401,node,47.1255569,9.5244396,private,,BWB Legal Bürogebäude,,Beim Empfang,,defibrillator,144,node/12193430401,yes,,0,,,,Mo-Fr 08:00-17:00,BWB,,,,,,
12214050201,node,47.206865,9.5400827,,,Tennishaus,,beim Haupteingang,,defibrillator,144,node/12214050201,no,,0,,,,24/7,Gemeinde Mauren,,,+4233771040,,,
12214153201,node,47.2186832,9.5421458,,,Bancomat Mauren Post,,beim Bancomat,,defibrillator,144,node/12214153201,no,,0,,,,24/7,Gemeinde Mauren,,,+4233771040,,,
12214268503,node,47.1664923,9.5160524,,,Resch Schule Nordseite,,unter den Parkplätzen,,defibrillator,144,node/12214268503,no,,0,,,,24/7,Gemeinde Schaan,,,+4232377240,,,
12231717901,node,47.1641064,9.5053262,,,Im Pardiel 71 an der Strasse,,Kreuzung Pardiel / Wiesengass,,defibrillator,144,node/12231717901,no,,0,,,,24/7,Gemeinde Schaan,,,+4237947244,,,
12259416901,node,47.1230687,9.5236719,permissive,,Hoval AG Firmengelände Haupteingang,,AED im mobilen Notfallrucksack neben Eingangstüre,,defibrillator,144,node/12259416901,yes,,0,,,,Mo-Fr 7:00-17:30,Hoval AG,,,+423 399 23 82,,,
12259418801,node,47.1216857,9.5216408,permissive,,"Hoval AG, Werksgelände",,Im mobilen Einsatzrucksack,,defibrillator,144,node/12259418801,yes,,0,,,,Mo-Fr 07:00-17:30,Hoval,,,+423 399 23 82,,,
12278966603,node,47.1447383,9.5154054,yes,,"Landstrasse 35, Architektur Hasler",,Rechts beim Haupteingang,,defibrillator,144,node/12278966603,no,,0,,,,24/7,Gemeinde Vaduz,,,+423 222 01 35,,,
12320165601,node,47.1142047,9.523798,permissive,,Liecht. Business Center,,Beim Eingang innen an der Wand ,,defibrillator,144,node/12320165601,yes,,0,,,,Mo-Fr 7:30-18:00,Privat,,,+4232652500,,,
12372464101,node,47.1127779,9.5236913,private,,Sigma Kreditbank Bürohaus ,,im Büro ,,defibrillator,144,node/12372464101,yes,,2,,,,Mo-Fr 07:30-17:30 ,Sigma Kreditbank,,,+4232390395,,,
12372470501,node,47.076753,9.5129422,private,,ITW Gebäude Firma Plan:Ing,,im inneren des Gebäudes,,defibrillator,144,node/12372470501,yes,,2,,,,Mo-Fr 7:00-17:30,Firma Plan:Ing ,,,+4233779000,,,
12507267901,node,47.1585846,9.5108604,yes,,Saxgass 8a Rückhaltebecken,,Sichtbar von der Strasse am Eingang,,defibrillator,144,node/12507267901,no,,0,,,,24/7,Gemeinde Schaan,,,+4232377200,,,
12508973201,node,47.1792589,9.5072697,yes,,"Schreinerei Noldi Frommelt AG, rotes Gebäude, Fassade Nordost",,immer verfügbar,,defibrillator,144,node/12508973201,no,,0,,,,24/7,Schreinerei Noldi Frommelt,private,,+41788007803,,,
12574311801,node,47.2074649,9.5338979,permissive,,Argus Sicherheitsdienst AG,,"Klingeln und den AED anfordern, dieser wird umgehend gebracht..",,defibrillator,144,node/12574311801,yes,,2,,,,24/7,Argus Sicherheitsdienst,,,+4233774040,,,
12578826001,node,47.2126662,9.5207233,yes,,Primarschule Eschen,,Simsgasse unterhalb des Gebäudes beim Abwartseingang,,defibrillator,144,node/12578826001,no,,-1,,,,24/7,Gemeinde Eschen,,,+423 794 90 20,,,
12625392302,node,47.1019264,9.5245702,yes,,Mehrzweckgebäude Vereinshaus,,Beim Eingang Skiclub,,defibrillator,144,node/12625392302,no,,0,,,,24/7,Gemeinde Triesen,,,+423 399 36 36,,,
12655522201,node,47.0648791,9.4989736,yes,,"Wohnen im Alter, Elgagass 34",,Eingang Südseite,,defibrillator,144,node/12655522201,no,,0,,,,24/7,Gemeinde Balzers,,,+41796973326,,,
12655690901,node,47.0694972,9.5085058,yes,,Familienzentrum Heiligwies 24,,Eingang Kindergarten,,defibrillator,144,node/12655690901,no,,0,,,,24/7,Gemeinde Balzers,,,+41796973326,,,
12684800402,node,47.1194191,9.5195197,yes,,Max Heidegger Autogarage Messinastr. 1,,Direkt an der Industriestrasse ersichtlich,,defibrillator,144,node/12684800402,no,,0,,,,24/7,Gemeinde Triesen,,,+423 792 36 42,,,
12687191001,node,47.063032,9.5120978,yes,,Trafostation LKW Wingerta,,Direkt an der Strasse Wigerta,,defibrillator,144,node/12687191001,no,,0,,,,24/7,Gemeinde Balzers,,,+41796973326,,,
12687254001,node,47.0612383,9.4891531,yes,,Trafostation LKW Mariahilf,,"Beim Parkplatz, hinter dem Kindergarten Mariahilf",,defibrillator,144,node/12687254001,no,,0,,,,24/7,Gemeinde Balzers,,,+41796973326,,,
12707297301,node,47.1760039,9.5116756,permissive,,Frick Bau Magazin Büro,,"Im Büro, 1. Stock",,defibrillator,144,node/12707297301,yes,,1,,,,Mo-Fr 7:00-17:30,Frickbau AG,,,+4232364600,,,
12707301801,node,47.1667139,9.4913001,permissive,,Frick Bau Elementwerk,,Im Büro,,defibrillator,144,node/12707301801,yes,,0,,,,Mo-Fr 7:30-17:30,Frickbau AG,,,+4232364600,,,
12754309901,node,47.2155792,9.5502472,yes,,Vogelparadies,,"Bei den Veloständern direkt an der Strasse, Josef Murr Weg",,defibrillator,144,node/12754309901,no,,0,,,,24/7,Gemeinde Mauren,,,+4233771040,,,
12814650501,node,47.1128171,9.5307263,yes,,Meierhofstrasse 120,,Direkt an der Strasse,,defibrillator,144,node/12814650501,no,,0,,,,24/7,Gemeinde Triesen,,,+423 792 36 42,,,
12886651201,node,47.1248517,9.5211696,permissive,,NOX Systems AG,,Beim Haupteingang klingeln,,defibrillator,144,node/12886651201,yes,,1,,,,Mo-Fr 7:30-17:00,Firma NOX Systems,,,+4233702525,,,
12952477601,node,47.1634628,9.5212814,yes,,Steinegerta Bildungscampus,,"Beim Eingang, an der Infotafel befestigt",,defibrillator,144,node/12952477601,no,,0,,,,24/7,Gemeinde Schaan,,,+423 222 01 35,,,
12969209301,node,47.2410232,9.5283163,yes,,Kirche Ruggell,,"Beim Hydrant und Anschlagbrett, direkt an der Strasse",,defibrillator,144,node/12969209301,no,,0,,,,24/7,Gemeinde Ruggell,,,+4233774920,,,
12985552402,node,47.0649605,9.4979174,permissive,,LAK Unterm Schloss 80,,beim Haupteingang rechts in einem Sideboard gelagert,,defibrillator,144,node/12985552402,yes,,0,,,,Mo-Su 7:00-18:00,LAK,,,+4233881313,,,
13006614102,node,47.2143318,9.5348564,yes,,Müko Gartengestaltung Mauren,,"direkt neben der Hauptstrasse, an der Werbetafel",,defibrillator,144,node/13006614102,no,,0,,,,24/7,Gemeinde Mauren,,,+4232220135,,,
13096032201,node,47.1771995,9.5091026,permissive,,Gebr. Hilti AG Baugeschäft Standort,,"Im Treppenhaus, zwischen Tiefgarage und Büro",,defibrillator,144,node/13096032201,yes,,0,,,,Mo-Fr 08:00-17:00,Gebr. Hilti AG,,,+4232371313,,,
13152917501,node,47.1625097,9.515689,yes,,Obergass / Fürst Johannes Str.,,direkt an der Strasse bei der Trafostation LKW,,defibrillator,144,node/13152917501,no,,0,,,,24/7,Gemeinde Schaan,,,+4232220135,,,
13152943401,node,47.1704154,9.5170334,yes,,HPZ Im Kresta 31,,Beim Lieferanteneingang neben Bushaltestelle,,defibrillator,144,node/13152943401,no,,0,,,,24/7,Gemeinde Schaan,,,+4232220135,,,
13152990201,node,47.2407478,9.559291,yes,,Hinterschellenberg / Hala,,Beim Veloparkplatz / Spielplatz / gelber Briefkasten,,defibrillator,144,node/13152990201,no,,0,,,,24/7,Gemeinde Schellenberg,,,+4232220135,,,
13153045701,node,47.2290981,9.5386646,yes,,Vorderschellenberg / Widum / Platta,,Bushaltestelle Widum / Platta,,defibrillator,144,node/13153045701,no,,0,,,,24/7,Gemeinde Schellenberg,,,+4232220135,,,
13202078501,node,47.0684864,9.4974667,yes,,Coop Tankstelle Gagoz 77 Balzers,,Direkt neben dem Eingang bei den Toiletten,,defibrillator,144,node/13202078501,no,,0,,,,24/7,Gemeinde Balzers,,,+4232220135,,,
13230327601,node,47.1099218,9.5259865,permissive,,"Dr. Vogt Zahnarzt, Dorfstrasse 7b",,Ebenerdig in der Praxis,,defibrillator,144,node/13230327601,yes,,0,,,,Mo-Fr 7:30-17:30,Dr. Helmuth Vogt Zahnarzt,,,+4233922424,,,
13296381301,node,47.1282952,9.5228522,private,,Schwärzler Rechtsanwälte,,Beim Empfang,,defibrillator,144,node/13296381301,yes,,0,,,,Mo-Fr 07:30-17:30,Schwärzler Rechtsanwälte,,,+423 239 85 40,,,
13307920301,node,47.1691321,9.5133669,,,Gasser Partner Rechtsanwälte,,während Öffnungszeiten verfügbar,,defibrillator,144,node/13307920301,yes,,0,,,,Mo-Fr 08:00-17:00,Firma,,,+4232363080,,,
13353316115,node,47.1673171,9.5117491,yes,,TAK Reberastrasse 12,,Beim TAK direkt an der Strasse,,defibrillator,144,node/13353316115,no,,0,,,,24/7,Gemeinde Schaan,,,+4232220135,,,
13363205401,node,47.1334101,9.5218811,permissive,,Im Behandlungszimmer der Arztpraxis,,während der Öffnungszeiten verfügbar,,defibrillator,144,node/13363205401,yes,,0,,,,"Mo-Th 08:00-12:00,13:00-15:30",Arztpraxis,,,+423 232 11 39,,,
13475549701,node,47.167682,9.5085273,yes,,Postgebäude Schaan,,Bei der Päcklebox,,defibrillator,144,node/13475549701,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13485437901,node,47.1114068,9.524034,yes,,"Alte Post Landstr. 190, Triesen",,"An der Hauswand, direkt an der Haupstrasse",,defibrillator,144,node/13485437901,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13500741502,node,47.1175911,9.5262973,yes,,"Kindergarten St. Wolfgangstr. 14, Triesen",,"An Trafostation, direkt an der Str. ersichtlich",,defibrillator,144,node/13500741502,no,,0,,,,24/7,Gemeinde Triesen,,,+4232220135,,,
13505334401,node,47.124816,9.524473,yes,,"Zentrum für Schulmedien, Pflugstr. 28",,An der seitlichen Eingangstür,,defibrillator,144,node/13505334401,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13505341201,node,47.2137408,9.5258086,yes,,Schulzentrum Unterland,,Beim Eingang des Hallenbads,,defibrillator,144,node/13505341201,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13506243101,node,47.0656617,9.5006574,yes,,Burg Gutenberg,,An der seitlichen Gebäudemauer,,defibrillator,144,node/13506243101,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13508520501,node,47.1688895,9.493195,permissive,,Nach dem Haupteingang Gang rechts um die Ecke,,"Anmeldung beim Kundendienst an der digitalen Infosäule im Eingangsbereich, Zugang nur für Mitarbeitende",,defibrillator,144,node/13508520501,yes,,0,,,,Mo-Fr 07:00-18:00,Liechtensteinische Post AG,,,,,,
13545531901,node,47.1975778,9.541792,permissive,,"Kunstschule Nendeln, Churerstrasse 60",,Beim Haupteingang im Vorraum,,defibrillator,144,node/13545531901,yes,,0,,,,"Mo-Fr 8:00-12:00, 13:00-17:00",Kunstschule Nendeln,,,+4232220135,,,
13555755501,node,47.1365035,9.5226925,yes,,"Standesamt Vaduz, St. Florinsgasse 3",,"Beim Aufgang zum Standesamt, direkt an der Strasse",,defibrillator,144,node/13555755501,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13592172501,node,47.1557065,9.5059605,yes,,Schulhaus Mühleholz,,"An der Hauswand, direkt bei der Kreuzung Schaanerstrasse",,defibrillator,144,node/13592172501,no,,0,,,,24/7,,,,+4232220135,,,
13603072601,node,47.079141,9.5124786,yes,,Feuerwehrdepot / Werkhof Balzers Neugrüt,,An der Aussenwand bei den Garagen,,defibrillator,144,node/13603072601,no,,0,,,,24/7,Gemeinde Balzers,,,+4232220135,,,
13604905301,node,47.0641497,9.49943,yes,,Haus Gutenberg Burgweg 3,,Beim Haupteingang rechts an Hauswand,,defibrillator,144,node/13604905301,no,,0,,,,24/7,Gemeinde Balzers,,,+4232220135,,,
13620828901,node,47.2500324,9.5272198,,,Im Kokon Gebäude,,,,defibrillator,144,node/13620828901,yes,,0,,,,,,,,,,,
13622332901,node,47.1704075,9.5094899,permissive,,"Stiftung 50 plus, Im Bretscha 22",,In den Werkstätten,,defibrillator,144,node/13622332901,yes,,0,,,,Mo-Fr 7:30-17:00,Stiftung 50 plus,,,+4232220135,,,
13623448701,node,47.1325795,9.5227466,yes,,Landgericht,,Bei Tiefgarageneinfahrt,,defibrillator,144,node/13623448701,no,,0,,,,24/7,Liecht. Landesverwaltung,,,+4232220135,,,
13684567301,node,47.2140602,9.5269979,,,SZU OG2 Eingang,,während den regulären schulzeiten benutzbar 07:30-16:50,,defibrillator,144,node/13684567301,yes,,02,,,,Mo-Fr 07:30-16:50,Gemeinde Eschen,,,,,,
13732131101,node,47.2236705,9.5519884,yes,,Zollhaus Binza Mauren,,Direkt an der Strasse beim Zollhaus,,defibrillator,144,node/13732131101,no,,0,,,,24/7,Gemeinde Mauren,,,+4232220135,,,
13732168801,node,47.2208126,9.5359715,yes,,Pfadiheim Auf Berg Mauren,,Bei Velounterstand neben Garageneinfahrt,,defibrillator,144,node/13732168801,no,,0,,,,24/7,Gemeinde Mauren,,,+4232220135,,,
13732203301,node,47.1451038,9.5216901,yes,,Beim Roten Haus Vaduz,,An der Maurer vis a vis vom roten Haus,,defibrillator,144,node/13732203301,no,,0,,,,24/7,Gemeinde Vaduz,,,+4232220135,,,
13752848301,node,47.2084156,9.5145689,permissive,,Entsorgi Wertstoffsammelstelle,,während der Öffnungszeiten verfügbar,,defibrillator,144,node/13752848301,yes,,0,,,,Mo-Fr 08:00-17:00,ELREC AG,,,+4233731337,,,
13801707302,node,47.1219067,9.5291762,yes,,Meierhof Trafostation Eichholzweg 2,,LKW Trafostation,,defibrillator,144,node/13801707302,no,,0,,,,24/7,Gemeinde Triesen,,,+4232220135,,,
