osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,colour,contact:phone,defibrillator:location,description,emergency,emergency:phone,id,image,indoor,level,name,note,opening_hours,operator,outdoor,phone,ref,source,wheelchair
8541281018,node,47.173962,8.8454023,yes,,,,,,,,EVA Haus,"Neben Parkplatz am Haus 
24 Std. zugänglich",defibrillator,144,node/8541281018,,no,,,,24/7,Gemeinde Altendorf,,,,,
8541316518,node,47.1818228,8.852769,yes,,,,,,,,EW Haus,24 zugänglich,defibrillator,144,node/8541316518,,no,,,,24/7,Gemeinde Altendorf,,,,,
8541501541,node,47.1747957,8.9257341,yes,,,,,,,,Vor Eingang Gemeindehaus,,defibrillator,144,node/8541501541,https://firstresponder-siebnen.ch/images/AED_Standorte/Schbelbach_Grnhaldenstr_3_Gemeindehaus.jpg,no,,,,24/7,Gemeinde Schübelbach,,,,,
8541552038,node,47.1541801,8.8629904,yes,,,,,,,,"Skihaus Ruchweid, in Garage unterhalb Gebäude",,defibrillator,144,node/8541552038,,yes,,,,24/7,Skiclub Galgenen,,,,,
8561215099,node,47.172491,8.9589999,,,,,,,,,Empfang,,defibrillator,144,node/8561215099,,yes,,,,"Mo-Fr 08:00-12:00, 13:30-17:00",Bosch Rexroth Schweiz AG,,+41554646977,,,
8562610126,node,47.0626613,8.5260773,yes,,,,,,,,"Alterszentrum Chriesigarte, im Windfang",,defibrillator,144,node/8562610126,,yes,,,,24/7,"Alterszentrum Chriesigarte Arth, Claudiu Somesan",,+41 41 854 87 47,,,
8577475481,node,47.1898173,8.8495273,yes,,,,,,,,Bei den Briefkästen - Eingangstüre die Mobiliar,,defibrillator,144,node/8577475481,,no,,,,24/7,"resQshock GmbH, 8863 Buttikon",,+41 55 460 22 44,,,
8592065341,node,47.1734103,8.970766,yes,,,,,,,,Haupteingang,,defibrillator,144,node/8592065341,,no,,,,24/7,"Glasmanufaktur Buttikon, 8864 Reichenburg",,+41 55 460 22 44,,,
8592071117,node,47.1684617,8.9750928,yes,,,,,,,,beim Haupteingang,,defibrillator,144,node/8592071117,,no,,,,24/7,Gemeinde Reichenburg,,+41 55 460 22 44,,,
8599976517,node,47.2016508,8.9465686,yes,,,,,,,,Schulhaus Enenda,,defibrillator,144,node/8599976517,,no,,,,24/7,Gemeinde,,,,,
8610194017,node,47.1864478,8.8273534,yes,,,,,,,,Pfarrweid 4 Altendorf,Links neben Hauseingang,defibrillator,144,node/8610194017,,no,,,,24/7,Gemeinde Altendorf,,,,,
8610901717,node,47.0489322,8.6066983,yes,,,,,,,,Feuerwehrlokal Steinen,,defibrillator,144,node/8610901717,,no,,,,24/7,Gemeinde Steinen,,,,,
8611714217,node,47.0539194,8.5856931,yes,,,,,,,,Feuerwehrlokal Steinerberg ,,defibrillator,144,node/8611714217,,no,,,,24/7,Gemeinde Steinerberg,,,,,
8617211933,node,47.0599049,8.5320587,yes,,,,,,,,RIWAG Türen AG,an der Fassade,defibrillator,144,node/8617211933,,no,,,,24/7,RIWAG Türen AG,,+41 41 859 00 31,,,
8621096417,node,47.0202488,8.6608602,yes,,,,,,,,Fussballplatz Tschaibrunnen,"Beim Eingang von Kabinen
",defibrillator,144,node/8621096417,,no,,,,24/7,,,,,,
8621135266,node,47.1259151,8.7465756,yes,,,,,,,,Im Gang gleich im Schrank der Kabine 1. Es gibt eine Beschriftung auf der Schranktür.,,defibrillator,144,node/8621135266,,yes,,,,Mo-Fr 07:00-20:00; Sa 08:00-16:00; Su 09:00-14:00,Jeroen de Leur,,+41 55 418 30 40,,,
8636115317,node,47.001212,8.6202023,yes,,,,,,,,EWS Unterstation Hetschgen,,defibrillator,144,node/8636115317,,no,,,,24/7,,,,,,
8689833017,node,47.1929292,8.8945859,yes,,,,,,,,"Telefonkabine, Schulhaus 3",,defibrillator,144,node/8689833017,,no,,,,24/7,,,,,,
8713427318,node,47.0176442,8.6496561,yes,,,,,,,,"Victorinox, Seilerstrasse 1",Beim Hauseingang,defibrillator,144,node/8713427318,,no,,,,24/7,,,,,,
8720846886,node,47.068569,8.5261698,yes,,,,,,,,Beim Eingang Seebad Arth,,defibrillator,144,node/8720846886,,no,,,,24/7,Gemeindeverwaltung Arth,,+41 41 859 02 02,,,
8750041512,node,47.0297241,8.6888081,yes,,,,,,,,Im Gebäude,während Öffnungszeiten verfügbar,defibrillator,144,node/8750041512,,yes,,,,,,,,,,
8836783017,node,47.0789756,8.6342062,yes,,,,,,,,Feuerwehrdepot Sattel,,defibrillator,144,node/8836783017,,no,,,,24/7,,,,,,
8837931517,node,47.1912273,8.8898829,yes,,,,,,,,"Seniorenzentrum Brunnenhof, Hengstackerstrasse 2",Mauer Parkplatz bei Treppenaufgang,defibrillator,144,node/8837931517,,no,,,,24/7,,,,,,
8840856417,node,47.0460443,8.5539486,yes,,,,,,,,Zugang BBZG,,defibrillator,144,node/8840856417,,no,,,,24/7,BBZG,,+41418552777,,,
8841003820,node,47.0527512,8.5413266,yes,,,,,,,,Feuerwehrlokal Oberarth,links von Tor 1,defibrillator,144,node/8841003820,,no,,,,24/7,Gemeinde Arth,,+41418590235,,,
8846084117,node,47.0187606,8.6280503,yes,,,,,,,,UFZ,Am Brückenpfeiler Einfahrt UFZ,defibrillator,144,node/8846084117,,no,,,,24/7,Kanton SZ,,,,,
8888381817,node,47.203358,8.8888047,yes,,,,,,,,"Seestrasse 75, Kindergarten",,defibrillator,144,node/8888381817,,no,,,,24/7,,,,,,
8920604017,node,47.0155347,8.6332242,yes,,,,,,,,Sportanlage Wintersried,Kassenhäuschen,defibrillator,144,node/8920604017,,no,,,,24/7,,,,,,
8997566861,node,47.1050818,8.4752388,yes,,,,,,,,"An der Seite von der Verteilstation TST1077 Immensee-Baumgarten, grüner Kasten mit SUSV-Kleber.",,defibrillator,144,node/8997566861,,no,,,,24/7,SUSV (Schweizer Unterwasser-Sport-Verband)/ Sandra Büchi,,+41 31 301 43 43,,,
9094232019,node,47.1759875,8.9069678,yes,,,,,,,,Haupteingang RuossTech AG,öffentlich zugänglich,defibrillator,144,node/9094232019,,no,,,,24/7,Gemeinde Schübelbach,,,,,
9113383211,node,47.0530885,8.5570342,yes,,,,,,,,Restaurant Grüne Gans links vor dem Haupteingang,,defibrillator,144,node/9113383211,,no,,,,Mo-Su 09:00-17:00,Natur und Tierpark Goldau,,+41 41 859 06 06,,,
9117239117,node,47.1895931,8.8383913,,,,,,,,,Eingang Links,,defibrillator,144,node/9117239117,,yes,,,,Mo-Fr 07:15-18:15,A. Bruhin AG,,,,,
9152057430,node,47.0531229,8.5402903,yes,,,,,,,,Turnhalle Allmig,Eingang Halle 1-3 Nordseite,defibrillator,144,node/9152057430,,no,,,,24/7,Gemeindeverwaltung Arth,,+41 41 859 02 02,,,
9159456417,node,47.1970744,8.8541984,yes,,,,,,,,Parkplatz Ticketautomat,,defibrillator,144,node/9159456417,,no,,,,24/7,Gemeinde,,,,,
9215585439,node,47.0180564,8.6506001,yes,,,,,,,,Der Defi befindet sich im Parterre des Gebäudes im Technikraum,,defibrillator,144,node/9215585439,,yes,,,,"Mo-Fr 07:30-12:00, 13:15-17:00",die Mobiliar,,+41 41 819 79 23,,,
9224025492,node,47.1949971,8.8564815,yes,,,,,,,,,,defibrillator,144,node/9224025492,,no,0,,,24/7,,,,,,
9277140586,node,47.1701042,8.9847243,yes,,,,,,,,"Feuerwehrgebäude, direkt rechts neben dem Eingang",,defibrillator,144,node/9277140586,,no,,,,24/7,First Responder Reichenburg,,+41 78 800 20 20,,,
9277140587,node,47.1671948,8.9840135,yes,,,,,,,,Im Velounterstand der Liegenschaft Obere Allmeind 2a,,defibrillator,144,node/9277140587,,no,,,,24/7,Gemeinde Reichenburg,,+41 55 464 30 60,,,
9327286058,node,47.1101041,8.4467724,,,,,,,,,3. OG Küche / Aufenthaltsraum,,defibrillator,144,node/9327286058,,yes,,Daniel Wyss,,24/7,PFISTERER Switzerland AG,,+41 41 499 72 72,,,
9394069017,node,47.1234385,8.7408096,permissive,,,,,,,,Steinel Solutions AG,Zugang ist zu diesen Zeiten möglich und der Defi darf von jedem genutzt werden.,defibrillator,144,node/9394069017,,yes,0,,,Mo-Fr 07:00-17:00,Steinel Solutions AG,,+41 55 418 21 11,,,
9430560717,node,47.1743842,8.894279,yes,,,,,,,,"Bühlstrasse 15, Gemeindeverwaltung",,defibrillator,144,node/9430560717,,no,,,,24/7,,,,,,
9485343558,node,47.0509898,8.5451156,yes,,,,,,,,Vogelsangstrasse 10,Aussenwand Eingang,defibrillator,144,node/9485343558,,no,,,,24/7,"Gemeinnützige Baugenossenschaft des Verkehrspersonals Goldau, Gemeinde Arth",,+41 41 855 08 90,,,
9530483217,node,47.1983965,8.7708269,yes,,,,,,,,Bushaltestelle Zeughaus,Fahrtrichtung Schindellegi,defibrillator,144,node/9530483217,,no,,,,24/7,Gemeinde Freienbach,,+41 55 416 95 76,,,
9534300989,node,47.0848733,8.444118,permissive,,,,,,,,Feuerwehrlokal,,defibrillator,144,node/9534300989,,yes,,,,,,,,,,
9534345192,node,47.1112824,8.4520941,,,,,,,,,In der Umkleidekabine/ WC im EG,,defibrillator,144,node/9534345192,,yes,0,,,"Mo-Th 07:00-11:45, 13:00-17:15; Fr 07:00-11:45, 13:00-16:00",Lifetec AG Schweiz,,+41800 122 144,,,
9534345206,node,47.0827444,8.4382591,,,,,,,,,Praxis Dr. Renggli,,defibrillator,144,node/9534345206,,,,,,,,,,,,
9579223617,node,46.9998193,8.6074096,yes,,,,,,,,"Feuerwehrlokal, Rosengartenstrasse 14",Beim Eingang,defibrillator,144,node/9579223617,,no,,,,24/7,,,,,,
9591622748,node,47.0500409,8.5632031,yes,,,,,,,,Wand an ZKRI Umladestation,,defibrillator,144,node/9591622748,,no,,,,24/7,ZKRI Aldo Marfurt,,+41 41 855 40 76,,,
9600080617,node,47.0177742,8.6459831,yes,,,,,,,,Rubiswil Turnhalle,,defibrillator,144,node/9600080617,,no,,,,24/7,,,,,,
9631134217,node,46.9822845,8.6659472,,,,,,,,,Seminar & Wellness Hotel,"bei Reception, immer zugänglich",defibrillator,144,node/9631134217,,yes,,,,24/7,,,,,,
9655534417,node,47.0169384,8.647878,yes,,,,,,,,Ausgleichskasse Schwyz,rechts vom Haupteingang,defibrillator,144,node/9655534417,,no,,,,24/7,Ausgleichskasse Schwyz,,+41418190425,,,
9711532242,node,47.0619956,8.5207018,yes,,,,,,,,"Asylunterkunft Arth, an Hauswand Richtung Hauptstrasse",,defibrillator,144,node/9711532242,,no,,,,24/7,Gemeindeverwaltung Arth,,+41 41 859 02 02,,,
9716238617,node,47.0020384,8.6112227,yes,,,,,,,,"Reismühle Nutrex, neben Eingang",,defibrillator,144,node/9716238617,,no,,,,24/7,Reismühle Nutrex,,,,,
9716243917,node,46.9981834,8.5979722,yes,,,,,,,,"Fussballplatz, beim Kassahaus",,defibrillator,144,node/9716243917,,no,,,,24/7,,,,,,
9716245517,node,46.9925779,8.6091882,yes,,,,,,,,"Grand Palais, beim Eingang",,defibrillator,144,node/9716245517,,no,,,,24/7,,,,,,
9731780817,node,47.0928619,8.4539574,,,,,,,,,"Bethlehemweg 12, 6405 Immensee",,defibrillator,144,node/9731780817,,yes,,,,Mo-Su 06:45-20:15,Gymnasium Immensee,,+41418548181,,,
9742573487,node,47.0571972,8.8015805,yes,,,,,,,,Direkt links neben dem Bancomat der Schwyzer Kantonalbank,,defibrillator,144,node/9742573487,,no,,,,24/7,Schwyzer Kantonalbank,,+41 58 800 20 20,,,
9752218819,node,47.1816388,8.8724632,yes,,,,,,,,Eingang Mehrzweckhalle,,defibrillator,144,node/9752218819,,no,,,,24/7,,,,,,
9761344225,node,47.1924945,8.8156815,,,,,,,,,PVA AG Eingang Süd,,defibrillator,144,node/9761344225,,yes,,,,Mo-Fr 07:00-21:00,Firma,,+41787126834,,,
9806613617,node,47.110699,8.4473323,yes,,,,,,,,Eingangsbereich Schwabe Pharma,,defibrillator,144,node/9806613617,,no,,,,24/7,Schwabe-Gruppe Schweiz,,+41418541842,,,
9838921817,node,47.1902791,8.8961666,yes,,,,,,,,"Schwyzer Kantonalbank, Eingang",Immer zugänglich,defibrillator,144,node/9838921817,,no,,,,24/7,Schwyzer Kantonalbank,,+41 58 8006985,,,
9839233917,node,47.0840303,8.577098,yes,,,,,,,,Berggasthaus Wildspitz,im Schlupf aufgehängt,defibrillator,144,node/9839233917,,yes,,,,24/7,Stiftung Wildspitz,,+41 41 832 11 39,,,
9855954517,node,47.1915564,8.8323382,no,,,,,,,,Schulhaus Burggasse,"Eingang rechts vor Treppe, während Schulbetrieb",defibrillator,144,node/9855954517,,yes,,,,,Gemeinde Altendorf,,,,,
9857342918,node,47.0436278,8.6030693,yes,,,,,,,,Haupteingang Büro Schmidlin AG,öffentlich zugänglich,defibrillator,144,node/9857342918,,no,,,,24/7,Holzbau Schmidlin AG,,,,,
9865771117,node,47.1616004,8.8293533,yes,,,,,,,,Diebishütte ,Gaden,defibrillator,144,node/9865771117,,no,,,,24/7,Gemeinde Altendorf,,,,,
9917843251,node,47.0309022,8.6278741,yes,,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917843251,,yes,,,,,LIDL Schweiz,,+41716278074,,,
9917843252,node,47.0011142,8.6114057,yes,,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917843252,,yes,,,,,LIDL Schweiz,,+41716278074,,,
9917845066,node,47.1063704,8.4503417,yes,,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917845066,,yes,,,,,LIDL Schweiz,,+41716278074,,,
9917845071,node,47.193901,8.8184273,yes,,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917845071,,yes,,,,,LIDL Schweiz,,+41716278074,,,
9917845081,node,47.1383734,8.7449442,yes,,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917845081,,yes,,,,,LIDL Schweiz,,+41716278074,,,
9959969218,node,47.2031154,8.7950393,yes,,,,,,,,Tankstelle Hagedorn,immer zugänglich,defibrillator,144,node/9959969218,,no,,,,,,,,,,
9989942217,node,47.1710388,8.9792801,yes,,,,,,,,"Bahnhofstrasse 28, 8864 Reichenburg, links an der Garagenwand",,defibrillator,144,node/9989942217,,no,,,,24/7,,,,,,
10057793817,node,47.0162107,8.6670652,yes,,,,,,,,Schulhaus Mythen,Eingang Nord Ost,defibrillator,144,node/10057793817,,no,,,,24/7,Kanton Schwyz,,,,,
10057797017,node,47.0154185,8.6659392,no,,,,,,,,Altes Seminar Rickenbach,,defibrillator,144,node/10057797017,,yes,,,,,Amt für Migration,,,,,
10086466017,node,47.0009392,8.5804845,yes,,,,,,,,Neben Restaurant Beaufort,Öffentlich zugänglich ,defibrillator,144,node/10086466017,,no,,,,24/7,Verein Fallenbach ,,+41796488184,,,
10111020795,node,47.0493409,8.6148282,yes,,,,,,,,Zwischen Haus 2 und 6 beim Containerhhäuschen Richtung Strasse / Parkplätze,,defibrillator,144,node/10111020795,,no,,,,24/7,,,,,,
10126361617,node,47.1297562,8.7490456,,,,,,,,,Phönix Wohnheim Flora - Eingang Gutenbergstrasse,von 07:00 Uhr bis 22:00 Uhr verfügbar,defibrillator,144,node/10126361617,,yes,,,,24/7,Stiftung Phönix Schwyz,,+41554184477,,,
10182254517,node,47.0274631,8.6298897,no,,,,,,,,Eingang Bättigmatt 13,Von 7:00 Uhr bis 22:00 Uhr verfügbar,defibrillator,144,node/10182254517,,yes,0,,,,Stiftung Phönix Schwyz,,+41418177110,,,
10197925617,node,47.1870549,8.7473646,yes,,,,,,,,Gemeindehaus Feusisberg beim Eingang,Im Kasten beim Eingang Gemeindehaus,defibrillator,144,node/10197925617,,no,0,,,24/7,Gemeinde Feusisberg,,+41 44 787 31 31,,,
10238841710,node,47.1991708,8.945452,yes,,,,,,,,Das AED Gerät steht aussen beim Garagentor für jedermann erreichbar,,defibrillator,144,node/10238841710,,no,0,,,24/7,Gabriela und Roland Janser,,+41 79 625 56 09,,,
10300627809,node,47.1749789,8.9516741,,,,,,,,,"Stiftung Phönix Schwyz, Haupteingang innen",verfügbar von 07.00 - 22.00 Uhr,defibrillator,144,node/10300627809,,yes,0,,,07:00-22:00,Stiftung Phönix Schwyz,,+41 55 464 32 32,,"local_knowledge, defikarte.ch",
10570937009,node,47.0433711,8.5542091,yes,,,,,,,,gegenüber Schlafcenter Bawitex,,defibrillator,144,node/10570937009,,no,0,,,24/7,Rettungsdienst Schwyz AG,,,,,
10572475409,node,47.1900782,8.7202733,yes,,,,,,,,Einfahrt Garage Bächlipark,,defibrillator,144,node/10572475409,,no,,,,24/7,Gemeinde Wollerau,,+41 55 416 94 76,,,
10641472387,node,47.2024561,8.7797941,,,,,,,,,Aufenthaltsraum / Küche,,defibrillator,144,node/10641472387,,yes,0,,,"Mo-Fr 08:00-12:00, 13:30-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,
10641472388,node,47.1962148,8.7638678,yes,,,,,,,,Empfangsbereich,,defibrillator,144,node/10641472388,,yes,1,,,Mo-Fr 08:00-16:00,Lifetec AG Schweiz,,+41 800 122 144,,,
10641472389,node,47.1892135,8.735533,,,,,,,,,Im Büro,,defibrillator,144,node/10641472389,,yes,1,,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,
10641472390,node,47.1683528,8.7254834,yes,,,,,,,,4.OG Garderobe,,defibrillator,144,node/10641472390,,yes,1,,,"Mo-Th 08:00-12:00, 13:00-18:00; Fr 07:30-12:00, 13:30-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,
10641472391,node,47.2007661,8.7957425,yes,,,,,,,,"EG, Empfang bei der Frauentoilette",,defibrillator,144,node/10641472391,,yes,0,,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,
10641472392,node,47.2058751,8.7613439,yes,,,,,,,,"1.OG, beim Lift",,defibrillator,144,node/10641472392,,yes,1,,,"Mo-Th 07:30-12:00, 13:30-17:30; Fr 07:30-12:00, 13:30-16:00",Lifetec AG Schweiz,,+41 800 122 144,,,
10641472393,node,47.0175735,8.6412285,,,,,,,,,Privatwohnung Otto Schumacher,während Öffnungszeiten verfügbar,defibrillator,144,node/10641472393,,yes,0,,,,Lifetec AG Schweiz,,+41 800 122 144,,,
10641472394,node,47.1898975,8.7087196,,,,,,,,,Büros 4. Stock,,defibrillator,144,node/10641472394,,yes,4,,,"Mo-Fr 07:00-12:00, 13:15-17:30",Lifetec AG Schweiz,,+41 800 122 144,,,
10641472395,node,47.1899822,8.7085882,yes,,,,,,,,Haupteingang an Wand,,defibrillator,144,node/10641472395,,yes,0,,,"Mo-Fr 07:00-12:00, 13:15-17:30",Lifetec AG Schweiz,,+41 800 122 144,,,
10641472396,node,46.9718386,8.7724268,yes,,,,,,,,In der Schreinerei (im unteren Teil),,defibrillator,144,node/10641472396,,yes,0,,,Mo-Fr 08:00-16:00,Lifetec AG Schweiz,,+41 800 122 144,,,
10641472397,node,47.1085524,8.4467885,,,,,,,,,Treppenhaus 1.OG,,defibrillator,144,node/10641472397,,yes,0,,,"Mo-Fr 07:15-12:00, 13:15-17:30",Lifetec AG Schweiz,,+41 800 122 144,,,
10641472398,node,47.1928338,8.8193822,,,,,,,,,"EG, zwischen Büro und Werkstatt",,defibrillator,144,node/10641472398,,yes,0,,,"Mo-Fr 07:15-12:00, 13:15-17:30; Sa 08:00-12:00",Lifetec AG Schweiz,,+41800 122 144,,,
10661172106,node,47.1325821,8.7601429,yes,,,,,,,,Lincolnweg 23,Bei der Rezeption,defibrillator,144,node/10661172106,,yes,0,,,07:00-22:00,Hotel Allegro,,+41 55 418 88 85,,"local_knowledge, defikarte.ch",
10704584105,node,47.1797994,8.7049582,yes,,,,,,,,"Wohnhaus, Sunnenstrahl 1",bei Trafostation,defibrillator,144,node/10704584105,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10704591705,node,47.1819798,8.7178307,yes,,,,,,,,"Wohnhaus, Untere Paulistrasse 10",bei Autounterstand,defibrillator,144,node/10704591705,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10704591707,node,47.1748098,8.7417499,yes,,,,,,,,"Fussballplatz Weni, Etzelstrasse 87",Clubhaus Südseite,defibrillator,144,node/10704591707,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10704603305,node,47.184634,8.7427504,yes,,,,,,,,Wohnhaus Dorfstrasse 8,bei Garageneinfahrt,defibrillator,144,node/10704603305,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10704616505,node,47.1990443,8.7863408,yes,,,,,,,,Turnhalle Schulhaus Steg,bei Velounterstand,defibrillator,144,node/10704616505,,no,,,,24/7,Gemeinde Freienbach,,+41 55 416 94 76,,"local_knowledge, defikarte.ch",
10704630906,node,47.20399,8.7641873,yes,,,,,,,,"Shell Tankstelle, Kantonsstrasse 149",Aussenwand Migrolino,defibrillator,144,node/10704630906,,no,,,,24/7,Gemeinde Freienbach,,+41554169476,,"local_knowledge, defikarte.ch",
10704640305,node,47.2043435,8.7330771,yes,,,,,,,,Schulhaus Bächmatt,neben Eingang,defibrillator,144,node/10704640305,,no,,,,24/7,Gemeinde Freienbach,,+41554169476,,"local_knowledge, defikarte.ch",
10704644306,node,47.1979069,8.7214571,yes,,,,,,,,Unterführung Bächergässli-Schwyzerstrasse,in Fussgängerunterführung,defibrillator,144,node/10704644306,,no,,,,24/7,Gemeinde Wollerau,,+41554169476,,"local_knowledge, defikarte.ch",
10737441705,node,47.1776627,8.709737,,,,,,,,,WGH Neuhofstrasse 14,Beim Haupteingang,defibrillator,144,node/10737441705,,no,0,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10744951005,node,47.0308281,8.6221662,yes,,,,,,,,Seebad Seewen Zingel,,defibrillator,144,node/10744951005,,no,,,,24/7,,,,,,
10747918705,node,47.1900374,8.7397447,yes,,,,,2025-05-28,,,Firststrasse 19,Rechts vom Ladeneingang,defibrillator,144,node/10747918705,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10748145505,node,47.1979215,8.763662,yes,,,,,,,,Ausserhalb des Gebäudes (Werkhof) angebracht,,defibrillator,144,node/10748145505,,no,0,,,24/7,"Butti Bauunternehmung AG, Eichenstrasse 8, 8808 Pfäffikon",,,,"local_knowledge, defikarte.ch",
10758344306,node,47.1684986,8.7256527,yes,,,,,,,,"Roleto, Chaltenbodenstrasse 4a, Schindellegi",links vom Roleto Eingang,defibrillator,144,node/10758344306,,no,-1,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10758350705,node,47.1722038,8.7131533,yes,,,,,,,,"Feuerwehr Depot, Sägereistrasse 3, Schindellegi",Fahrzeughalle dorfseitig,defibrillator,144,node/10758350705,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10786679605,node,47.1745997,8.7187121,yes,,,,,,,,"Wohnhaus, Stutzstrasse 11f",bei Garageneinfahrt,defibrillator,144,node/10786679605,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10786681605,node,47.1821657,8.7063637,yes,,,,,,,,"Wohnhaus, Aeschstrasse 1",bei 1. Garage,defibrillator,144,node/10786681605,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10799433805,node,47.1072687,8.7562733,yes,,,,,,,,Garage Aussenfassade,Auf Privatem Grundstück Immer Zugänglich an der Aussenfassade der linken Garage,defibrillator,144,node/10799433805,,no,0,,,24/7,Privatperson,,+41 55 412 73 62,,,
10800389105,node,47.0195942,8.6529186,yes,,,,,,,,Schmiedgasse 7,Beim Eingang,defibrillator,144,node/10800389105,,no,,,,24/7,Bote der Urschweiz,,+41 41 819 08 08,,,
10803733605,node,47.1886006,8.7608291,yes,,,,,,,,Landgasthof Ried,Beim Restaurant Eingang,defibrillator,144,node/10803733605,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10803733606,node,47.1712411,8.6932063,yes,,,,,,,,Berggasthaus Rossberg,bei Autounterstand,defibrillator,144,node/10803733606,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10806763607,node,47.177608,8.7679035,yes,,,,,,,,Berggasthaus Etzel Kulm,Beim Restaurant Eingang,defibrillator,144,node/10806763607,,no,,,,24/7,Gemeinde Feusisberg,,+41554169476,,"local_knowledge, defikarte.ch",
10824217305,node,47.2002069,8.7165195,yes,,,,,,,,Heiniweidstrasse 31a,Öffentlich zugänglich,defibrillator,144,node/10824217305,,no,,,,24/7,Privatperson,,+41793458734,,"local_knowledge, defikarte.ch",
10826078505,node,47.175668,8.8961567,yes,,,,,,,,rechts am Eingang Wintergarten,Während der Öffnungszeiten verfügbar,defibrillator,144,node/10826078505,,no,0,,,Mo-Fr 08:00-18:00,Kinderkrippe Zwirbelhus e. V.,,+41 55 440 27 26,,,
10826310205,node,47.0556059,8.542701,yes,,,,,2024-10-17,,,"Heulediweg 2, 6414 Oberarth",Eingang Veloraum,defibrillator,144,node/10826310205,,no,,,,24/7,Gemeindeverwaltung Arth,,+41 41 859 02 02,,"local_knowledge, defikarte.ch",
10910676198,node,47.1947106,8.879541,yes,,,,,,,,Im Café,Koffer schwarz,defibrillator,144,node/10910676198,,yes,,Remo Wüst Bäckerei-Konditorei AG,,Mo-Fr 06:30-13:00,Lifetec AG Schweiz,,+41 800 122 144,,,
10961430605,node,47.1256825,8.7552308,yes,,,,,,,,Marstall Kloster Einsiedeln,,defibrillator,144,node/10961430605,,yes,erdgeschoss,,,Mo-Su 10:00-20:00,Marstall Kloster Einsiedeln,,,,,
10978393922,node,47.1900296,8.8506621,,,,,,,,,Schulgebäude,,defibrillator,144,node/10978393922,,yes,0,,,Mo-Fr 08:00-17:00,AOZ - Asylorganisation Zürich,,+41 44 415 65 00,,"local_knowledge, defikarte.ch",
10978418805,node,47.0158621,8.666051,,,,,,,,,Im Sanitätsschrank,,defibrillator,144,node/10978418805,,yes,0,,,Mo-Fr 08:00-17:00,AOZ - Asylorganisation Zürich,,+41444156500,,"local_knowledge, defikarte.ch",
10984907605,node,47.1392044,8.7917165,no,,,,,,,,Seerettungsschiff,Verfügbar nur wenn das Schiff auf Patroullie ist,defibrillator,144,node/10984907605,,yes,,,,,Seerettungsdienst Sihlsee,,+41 55 418 41 20,,,
11038063112,node,46.9913076,8.52599,yes,,,,,,,,Poststrasse 2,,defibrillator,144,node/11038063112,,no,,,,24/7,schwyzer Kantonalbank,,+41588002020,,"local_knowledge, defikarte.ch",
11038063121,node,47.2015773,8.9438206,,,,,,,,,"Eingang Empfang Tulux AG, 8856 Tuggen",,defibrillator,144,node/11038063121,,yes,,,,Mo-Fr 07:00-17:00,"Tulux AG, 8856 Tuggen",,+41 55465 60 00,,"local_knowledge, defikarte.ch",
11038063712,node,46.9932763,8.5144472,,,,,,,,,Strandbad Cholplatz,Während der Badesaison von 9.30- 18.30 Uhr zugänglich,defibrillator,144,node/11038063712,,yes,,,,Mo-Su 9:30-18:30,Bezirk Gersau/ Strandbad Cholplatz,,+41 41 829 70 62,,"local_knowledge, defikarte.ch",
