osm_id,osm_type,lat,lon,access,access:conditional,access:note,addr:city,addr:floor,addr:housenumber,addr:postcode,addr:street,check_date,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,email,emergency,emergency:phone,fixme,foot,id,indoor,latitude,level,level:ref,longitude,name,note,opening_hours,operator,operator:type,phone,postal_code,ref,source,start_date,survey:date,website,wheelchair
9318224972,node,47.41962,8.548634,,,,,,,,,,"Gesundhaus Falken Apotheke, Sprechzimmer",,,,,defibrillator,144,,,node/9318224972,yes,,0,,,,,Mo-Sa 08:00-20:00,Rotpunkt Pharma,,+41 44 308 80 10,,,,,,,yes
9330426117,node,47.3504048,8.5762714,yes,,,,,,,,,Klinik Hirslanden Foyer,,,,,defibrillator,144,,,node/9330426117,yes,,,,,,,24/7,Klinik Hirslanden Zürich,,+41443872111,,,,,,,
9355804534,node,47.3565489,8.5317468,,,,,,,,,,Hochparterre im Büro der Firma Tanner Gartenbau AG,,,,,defibrillator,144,,,node/9355804534,yes,,,,,,,Mo-Fr 07:00-17:30,Tanner Gartenbau AG,,+41 44 201 69 06,,,,,,,
9398447254,node,47.4106678,8.5259713,yes,,,,,,,,,"Bei den Garagenboxen, ganz rechts",,,,,defibrillator,144,,,node/9398447254,yes,,,,,,,24/7,"Genossenschaft Baufreunde, Herr Beno Schönenberger",,+41 79 902 71 02,,,,,,,
9398461809,node,47.4141859,8.526253,yes,,,,,,,,,Direkt neben dem Hauseingang zur Binzmühlestrasse 306,,,,,defibrillator,144,,,node/9398461809,yes,,,,,,,24/7,"Genossenschaft Baufreunde, Herr Beno Schönenberger",,+41 79 902 71 02,,,,,,,
9398461810,node,47.409412,8.5625634,yes,,,,,,,,,Beim Hintereingang des Gemeinschafts-Lokal,,,,,defibrillator,144,,,node/9398461810,no,,0,,,,,24/7,"Genossenschaft Baufreunde, Herr Beno Schönenberger",,+41 79 902 71 02,,,,,,,limited
9398461811,node,47.4131163,8.5241974,yes,,,,,,,,,In der Ausfahrt der Tiefgarage welche sich rechts neben der Treppe zur Hausnummer 53 befindet.,,,,,defibrillator,144,,,node/9398461811,yes,,,,,,,24/7,"Genossenschaft Baufreunde, Herr Beno Schönenberger",,+41 79 902 71 02,,,,,,,
9398461812,node,47.4007355,8.5875944,yes,,,,,,,,,"Im Innenhof der Siedlung beim Gemeinschaftsplatz, links neben der Türe zur Tiefgarage.",,,,,defibrillator,144,,,node/9398461812,yes,,,,,,,24/7,"Genossenschaft Baufreunde, Herr Beno Schönenberger",,+41 79 902 71 02,,,,,,,
9444097957,node,47.3702001,8.5083936,yes,,,,,,,,,"Gegenüber der Rolltreppe, links vom Fahrstuhl im EG, grüner Kasten an der Wand neben rotem Feuerlöscherkasten.",,,,,defibrillator,144,,,node/9444097957,yes,,0,,,,,Mo-Sa 08:00-20:00; PH off,,,,,,,,,,limited
9447026516,node,47.3529665,8.5587419,yes,,,,,,,,,ÄrzteZentrum Hirslanden - Foyer,,,,,defibrillator,144,,,node/9447026516,yes,,,,,,,Mo-Fr 08:00-17:00,Klinik Hirslanden Zürich / Alfons Url,,+41 44 387 35 79,,,,,,,
9472039994,node,47.363157,8.5324046,no,,,,,,,,,Im Foyer (bei Portierloge melden),,,nur über Security erreichbar,,defibrillator,144,,,node/9472039994,yes,,,,,,,,Israelitische Cultusgemeinde Zürich,,+41 44 283 22 88,,,,,,,
9472852417,node,47.3887868,8.5119797,no,,,,,,,,,ewz-Werkhof Herdern,,,07:00-17:00 Uhr,,defibrillator,144,,,node/9472852417,yes,,,,,,,,,,,,,,,,,
9474380517,node,47.3646273,8.6020503,yes,,,,,,,,,"Tennis Club im Hau Witikon (im Hau 46, 8053 Zürich)",,,,,defibrillator,144,,,node/9474380517,no,,,,,,,,Tennis Club im Hau Witikon,,+41 79 482 20 00,,,,,,,
9484080317,node,47.4009118,8.5003619,no,,,,,,,,,Ref. Kirchgemeindehaus Höngg,,,,,defibrillator,144,,,node/9484080317,yes,,,,,,,,Ref. Kirchgemeinde Zürich Höngg,,,,,,,,,
9484092517,node,47.4043743,8.4992927,no,,,,,,,,,Schulschwimmanlage Vogtsrain (im Bad),,,"Nur zugänglich, wenn jemand im Bad ist.",,defibrillator,144,,,node/9484092517,yes,,,,,,,,"Stadt Zürich, Sportamt",,,,,,,,,
9484097417,node,47.4012725,8.5020163,no,,,,,,,,,Hallenbad Bläsi,,,"Nur zugänglich, wenn jemand im Bad ist.",,defibrillator,144,,,node/9484097417,yes,,,,,,,,"Stadt Zürich, Sportamt ",,,,,,,,,
9498474644,node,47.369078,8.5393294,,,,,,,,,,Bei Bucherer,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9498474644,yes,,,,,,,,Bucherer SA,,,,,,,,,
9498474647,node,47.3726143,8.5384838,,,,,,,,,,Bei Bucherer,,,,,defibrillator,144,,,node/9498474647,yes,,,,,,,Mo-Fr 10:00-19:00; Sa 09:00-17:00,Bucherer SA,,,,,,,,,
9523960380,node,47.417719,8.537951,private,,,,,,,,,Neben dem Büro,,,,,defibrillator,144,,,node/9523960380,yes,,0,,,,,24/7,Stadt Zürich,,,,,,,,,limited
9547220643,node,47.3938664,8.4864075,permissive,,,,,,,,,beim Empfang,,,,,defibrillator,144,,,node/9547220643,yes,,0,,,,,,AFRY Schweiz AG,,,,,,,,,
9549418239,node,47.3947831,8.4838898,permissive,,,,,,,,,beim Empfang,,,,,defibrillator,144,,,node/9549418239,yes,,0,,,,,,,,,,,,,,,
9566219151,node,47.3719159,8.5271495,,,,,,,,,,Verbindungstrakt (Pausenzone),,,In Wandkasten,,defibrillator,144,,,node/9566219151,yes,,4,,,,,Mo-Fr 07:30-17:00,Stadt Zürich,,,,,,,,,yes
9582788079,node,47.4134873,8.5406871,yes,,,,,,,,,An der Säule neben dem Lift,,,,,defibrillator,144,,,node/9582788079,yes,,0,,,,,Mo-Sa 07:30-21:00,,,,,,,,,,limited
9582788317,node,47.3660722,8.5347014,,,,,,,,,,Bahnhofstrasse 44,,,während Öffnungszeiten,,defibrillator,144,,,node/9582788317,yes,,,,,,,24/7,Montag-Freitag 10:00-19:00 Samstag 10:00-18:00,,,,,,,,,
9587183601,node,47.3660906,8.548232,,,,,,,,,,Rezeptabteilung im Notfallschrank,,,,,defibrillator,144,,,node/9587183601,yes,,,,,,,Mo-Fr 07:15-19:00; Sa 09:00-18:00,Leo Grossrubatscher,,+41 44 268 30 00,,,,,,,
9604725915,node,47.3663199,8.537026,private,,,,,,,,,VZ Corporate Services AG  EG Marketing / Innenhof Ausgang Bei Treppe zum Keller  1266LTM,,,Oranger Koffer,,defibrillator,144,,,node/9604725915,yes,,0,,,,,Mo-Fr 08:00-18:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
9609828917,node,47.4131006,8.5471086,,,,,,,,,,Empfang Amstein+Walthert AG,,,Während Geschäftszeiten verfügbar,,defibrillator,144,,,node/9609828917,yes,,,,,,,"Mo-Fr 7:00-12:00, 13:00-16:00",Amstein+Walthert AG,,+41 44 305 91 11,,,,,,,
9631144217,node,47.3599103,8.5352692,permissive,,,,,,,,,"Swiss Re Next, Reception (Mythenquai 50)",,,Reception (im EG),,defibrillator,144,,,node/9631144217,yes,,,,,,,Mo-Fr 07:30-17:30,Swiss Re,,+41432852121,,,,,,,
9634886857,node,47.4162371,8.5606607,yes,,,,,,,,,Neben dem Eingang,,,,,defibrillator,144,,,node/9634886857,no,,0,,,,,24/7,Schweizer Radio und Fernsehen,,,,,,,,,yes
9634936200,node,47.4102458,8.5639592,yes,,,,,,,,,Neben den Garderoben,,,,,defibrillator,144,,,node/9634936200,yes,,0,,,,,24/7,Reformiertes Kirchenzentrum Saatlen,,,,,,,,,limited
9684571952,node,47.3664866,8.5326561,,,,,,,,,,"5. Stock, Eingang und dann links",,,,,defibrillator,144,,,node/9684571952,yes,,5,,,,,Mo-Fr 08:00-18:00,LetzHelp GmbH,,+41 41 370 01 44,,,,,,,
9700152317,node,47.3687643,8.5264027,yes,,,,,,,,,Sportgebäude Sihlhölzli,,,"Eingang, rechte Seite
Während Öffnungszeiten verfügbar",,defibrillator,144,,,node/9700152317,yes,,,,,,,07:00 - 22:00,Stadt Zürich,,,,,,,,,
9709437317,node,47.3689056,8.5321789,,,,,,,,,,PIMCO (Schweiz) AG,,,1. Stock,,defibrillator,144,,,node/9709437317,yes,,1,,,,,Mo-Fr 08:00-19:00,,,+41445124900,,,,,,,
9711485602,node,47.41051,8.5427817,yes,,,,,,,,,Neben den Liften,,,,,defibrillator,144,,,node/9711485602,yes,,-1,,,,,Mo-Sa 08:00-20:00; PH off,,,,,,,,,,limited
9722797617,node,47.4112781,8.5447314,no,,,,,,,,,Herzpraxis Zürich Nord,,,,,defibrillator,144,,,node/9722797617,yes,,,,,,,,Herzpraxis Zürich Nord,,+41432051515,,,,,,,
9735632417,node,47.4118,8.5550549,no,,,,,,,,,Kunsteisbahn Oerlikon ,,,während Öffnungzeiten verfügbar,,defibrillator,144,,,node/9735632417,yes,,,,,,,,Sportamt Zürich,,,,,,,,,
9791639369,node,47.383808,8.5415657,yes,,,,,,,,,"2. Obergeschoss, links vom Empfang an der Tür",,,,,defibrillator,144,,,node/9791639369,yes,,2,,,,,Mo-Fr 06:00-18:30,"Kanton Zürich, Amt für Informatik",,+41 43 259 46 42,,,,,,,
9791639370,node,47.3838916,8.5416086,yes,,,,,,,,,Mittlerer Gebäudeteil der Geschäftsliegenschaft Waltersbachstrasse 5 Zu finden im Treppenhaus zwischen dem 3. und 4. OG.,,,,,defibrillator,144,,,node/9791639370,yes,,,,,,,Mo-Fr 06:00-18:30,"Kanton Zürich, Amt für Informatik",,+41 43 259 46 42,,,,,,,
9807471617,node,47.3713691,8.5225922,no,,,,,,,,,medbase,,,,,defibrillator,144,,,node/9807471617,no,,,,,,,,,,,,,,,,,
9808228417,node,47.3600634,8.5545819,,,,,,,,,,"Bildungszentrum für Erwachsene, BiZE",,,"-Sekretariat KME, E07 -Lehrerzimmer, 115, USM-Gestell vis à vis Eingangstür -Administration EB Zürich, E13: Empfang -Turnhallentrakt: Links vor dem Eingang der Turnhalle 1 im Glasbüro",,defibrillator,144,,,node/9808228417,yes,,,,,,,Mo-Fr 06:00-21:00; Sa 07:00-16:30,Schule,,+41442661414,,,,,,,
9808502119,node,47.3671749,8.5358773,no,,,,,,,,,Saxo Bank (2.OG),,,MO-FR 8:00-18.00,,defibrillator,144,,,node/9808502119,yes,,,,,,,,Saxo Bank Schweiz,,+41 58 317 95 00,,,,,,,
9809316759,node,47.4202478,8.507939,customers,,,,,,,,,"Migros-Supermarkt - Zürich - Affoltern, im EG, links nebem Liftreihe",,,,,defibrillator,144,,,node/9809316759,yes,,0,,,,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,+41 44 377 90 19,,,,,,,limited
9814649917,node,47.3662942,8.5330685,,,,,,,,,,"2. Stock, rechts neben Einganglift",,,während Öffnungszeiten,,defibrillator,144,,,node/9814649917,yes,,,,,,,Mo-Fr 09:00-17:00,Bank,,,,,,,,,
9833011917,node,47.3623226,8.5147972,,,,,,,,,,"Empfang INFRAS, 5. Stock, Binzstrasse 23, 8045 Zürich",,,Während Bürozeiten,,defibrillator,144,,,node/9833011917,yes,,,,,,,Mo-Fr 08:00-17:00,INFRAS AG,,+41 44 205 95 95,,,,,,,
9837879717,node,47.3755338,8.5460613,no,,,,,,,,,Katholische Kirche im Kanton Zürich,,,"neben Haupteingangstür im Gebäude, während Öffnungszeiten verfügbar",,defibrillator,144,,,node/9837879717,yes,,,,,,,,"Hauswart, kath. Kirche im Kanton Zürich",,+41442661224,,,,,,,
9852432218,node,47.4144431,8.5151899,yes,,,,,,,,,Tiefgaragen Einfahrt,,,,,defibrillator,144,,,node/9852432218,no,,,,,,,,reavita,,+41444668066,,,,,,,
9852672118,node,47.4229398,8.496832,yes,,,,,,,,,Bei Tiefgaragen Einfahrt,,,,,defibrillator,144,,,node/9852672118,no,,,,,,,,reavita,,+41444668066,,,,,,,
9860078807,node,47.3752136,8.5649995,,,,,,,,,,Wandschrank Reception,,,,,defibrillator,144,,,node/9860078807,yes,,,,,,,24/7,Operation / FM - Zurich Development Center,,+41 44 626 75 75,,,,,,,
9860341170,node,47.3720944,8.5339187,yes,,,,,,,,,Nach der zweiten Schiebetüre links um die Ecke in einem Indoor Wandkasten weiss.,,,,,defibrillator,144,,,node/9860341170,yes,,,,,,,Mo-Fr 06:30-18:30,Tanova AG / U. Altenbach,,+41 44 227 70 70,,,,,,,
9868114230,node,47.3915557,8.5067299,,,,,,,,,,"SIX Group AG, ask at Reception Direkt beim Empfang nachfragen",,,,,defibrillator,144,,,node/9868114230,yes,,,,,,,Mo-Fr 07:00-19:00,SIX Group AG,,,,,,,,,
9878536456,node,47.4071589,8.5444372,yes,,,,,,,,,EG - Essaal,,,,,defibrillator,144,,,node/9878536456,yes,,,,,,,Mo-Fr 08:00-17:00,Stiftung visoparents Tagesschule,,+41 44 315 60 70,,,,,,,
9887461682,node,47.4151722,8.5562596,customers,,,,,,,,,Beim Eingang,,,,,defibrillator,144,,,node/9887461682,yes,,0,,,,,Mo-Fr 08:00-17:00,"Stadt Zürich, Schutz & Rettung",,+41 44 411 28 88,,,,,,,limited
9889313283,node,47.3697586,8.5281066,yes,,,,,,,,,Im Treppenhaus,,,,,defibrillator,144,,,node/9889313283,yes,,2,,,,,Mo-Fr 08:00-16:30,Statistisches Amt Kanton Zürich,,+41 43 259 75 00,,,,,,,limited
9889806411,node,47.4103355,8.5428632,yes,,,,,,,,,Bei den Kassen,,,,,defibrillator,144,,,node/9889806411,yes,,-1,,,,,Mo-Sa 07:30-20:00; PH off,LIDL Schweiz,,+41 71 627 80 74,,,,,,,limited
9909606544,node,47.394437,8.5382513,,,,,,,,,,Clubhaus Tennis Sportclub Zürich,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9909606544,yes,,,,,,,,Tennis Sportclub Zürich,,,,,,,,,
9917843292,node,47.3689147,8.5414893,yes,,,,,,,,,Hinter Kasse 1 an der Wand in der grünen Box. / Behind checkout 1 on the wall in the green box.,,,,,defibrillator,144,,,node/9917843292,yes,,0,,,,,Mo-Sa 08:00-21:00; PH closed,LIDL Schweiz,,+41 71 627 80 74,,,,,,,
9917843294,node,47.3924079,8.5155828,yes,,,,,,,,,"Zwischen Kasse 1 und Notausgang, rechts von der Notausgangstür an der Wand hängend. / Between checkout 1 and the emergency exit, hanging on the wall on the right of the emergy exit door.",,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9917843294,yes,,,,,,,,LIDL Schweiz,,+41716278074,,,,,,,
9917843296,node,47.4222745,8.4992976,yes,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9917843296,yes,,,,,,,,LIDL Schweiz,,+41716278074,,,,,,,
9917845033,node,47.4103212,8.5456839,yes,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9917845033,yes,,,,,,,,LIDL Schweiz,,+41716278074,,,,,,,
9917845036,node,47.3617666,8.5149334,yes,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9917845036,yes,,,,,,,,LIDL Schweiz,,+41716278074,,,,,,,
9917845037,node,47.4076802,8.5852854,yes,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9917845037,yes,,,,,,,,LIDL Schweiz,,+41716278074,,,,,,,
9918271317,node,47.3656667,8.5249227,no,,,,,,,,,In Google Gebäude 110 bei der Reception rechts,,,,,defibrillator,144,,,node/9918271317,yes,,,,,,,,,,,,,,,,,
9947474717,node,47.3534496,8.5127255,yes,,,,,,,,,"Strassenverkehrsamt Zürich, Verwaltungsgebäude, Haupteingang",,,,,defibrillator,144,,,node/9947474717,yes,,,,,,,Mo-Tu 07:15-17:00; We-Fr 07:15-16:00,Strassenverkehrsamt Zürich,,+41 58 811 30 00,,,,,,,
9952083376,node,47.3820738,8.5347054,,,,,,,,,,"Treppenhaus, Treppenabsatz 2. Stock, an der Wand in einer Halterung",,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9952083376,yes,,,,,,,,EIT.swiss,,+41444441717,,,,,,,
9952104122,node,47.3818073,8.4906969,,,,,,,,,,Der Defibrillator befindet sich gegenüber des Einganges,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9952104122,yes,,,,,,,,,,,,,,,,,
9952554117,node,47.3711762,8.540894,yes,,,,,,,,,"Kirche St. Peter, Seiteneingang St. Peterhofstatt 1 8001 Zürich",,,währebd Öffnungszeiten,,defibrillator,144,,,node/9952554117,yes,,,,,,,"Mo-Fr 08:00-18:00, Sa 10:00-16:00, Su 11:00-17:00",Reformierte Kirche Stadt Zürich,,+41442506633,,,,,,,
9954854107,node,47.3787312,8.5340048,,,,,,,,,,"Bridge, im Bereich Körperpflege",,,,,defibrillator,144,,,node/9954854107,yes,,1,,,,,,Genossenschaft Migros Zürich,,+41 58 563 27 27,,,,,,,
9967598517,node,47.4278271,8.535355,yes,,,,,,,,,"Riedenholzstrasse 30, Neben Eingang",,,jederzeit verfügbar,,defibrillator,144,,,node/9967598517,no,,0,,,,,24/7,Baugenossenschaft Schönau,,+41 44 301 23 34,,,,,,,limited
9979724317,node,47.3916651,8.4919846,yes,,,,,,,,,Empfangsschalter im 1. Stock,,,Während Öffnungszeiten verfügbar,,defibrillator,144,,,node/9979724317,yes,,,,,,,Mo-Th 08:00-22:00; Fr 08:00-18:00; Sa 08:00-12:00,,,+41 44 278 62 62,,,,,,,
9979878319,node,47.3917945,8.4917929,yes,,,,,,,,,Im 1. Stock beim Empfang,,,Während den Öffnungszeiten verfügbar,,defibrillator,144,,,node/9979878319,yes,,,,,,,Mo-Th 08:00-22:00; Fr 08:00-18:00; Sa 8:00-12:00,,,+41 44 278 62 62,,,,,,,
9987433070,node,47.3906869,8.5293549,,,,,,,,,,Im EG,,,,,defibrillator,144,,,node/9987433070,yes,,,,,,,Mo-Fr 08:00-17:00,BEP Baugenossenschaft des eidg. Personals,,+41 44 368 66 11,,,,,,,
9987433071,node,47.3899719,8.5311044,,,,,,,,,,Im EG,,,,,defibrillator,144,,,node/9987433071,yes,,,,,,,Mo-Fr 08:00-17:00,BEP Baugenossenschaft des eidg. Personals,,+41 44 368 66 11,,,,,,,
10006324811,node,47.403665,8.5741264,,,,,,,,,,Pfarrerzimmer,,,,,defibrillator,144,,,node/10006324811,yes,,,,,,,Mo-Fr 09:00-17:00,Reformierte Kirche Zürich,,,,,,,,,
10006324812,node,47.402966,8.5741485,yes,,,,,,,,,"Eingangshalle, grüner Kasten",,,,,defibrillator,144,,,node/10006324812,yes,,,,,,,Mo-Fr 09:00-17:00,Reformierte Kirche Zürich,,,,,,,,,
10007339603,node,47.3595028,8.5536846,,,,,,,,,,"Next to the entrance, on the inside on the left",,,,,defibrillator,144,,,node/10007339603,yes,,,,,,,,,,,,,,,,,
10029330656,node,47.3700031,8.5439368,,,,,,,,,,Das Gerät befindet sich im Treppenhaus Ausgang Limmatseite. Diese Türe ist jedoch verschlossen; Haupteingang Kirche benutzen (Informationsdesk rechts),,,,,defibrillator,144,,,node/10029330656,yes,,,,,,,Mo-Su 10:00-18:00,Christoph Furrer,,+41 79 523 67 89,,,,,,,
10034518824,node,47.3697353,8.5408854,permissive,,,,,,,,,Das Gerät befindet sich in einem Raum hinter dem Kassenschalter. Die Tür ist verschlossen und kann nur von einer Mitarbeitenden an der Kasse geöffnet werden.,,,Während 10 bis 17 ist die Kirche offen.,,defibrillator,144,,,node/10034518824,yes,,1,,,,,Mo-Su 10:00-17:00,"Sigristin Fraumünster, Lisa-Maria Veitl",,+41 79 368 94 84,,,,,,,
10044077029,node,47.4138747,8.5539717,private,,,,,,,,,Parkhaus Messe Zürich,,,,,defibrillator,144,,,node/10044077029,yes,,0,,,,,24/7,,,,,,,,,,limited
10044930518,node,47.3884878,8.5172086,,,,,,,,,,"Im Kulturzentrum, links an der Mauer der Eingangsschleuse",,,während Öffnungszeiten,,defibrillator,144,,,node/10044930518,yes,,,,,,,"Mo-Fr 09:00-12:30, 14:00-17:00",Paulus Akademie,,+41433367030,,,,,,,
10046472817,node,47.3755811,8.5231843,no,,,,,,,,,Schulhaus Wengi,,,nur während den Schulzeiten erreichbar,,defibrillator,144,,,node/10046472817,yes,,,,,,,,FS Viventa,,+41 44 413 52 02,,,,,,,
10060550417,node,47.3984462,8.5930982,yes,,,,,,,,,Mattenhof 8 durchgang,,,,,defibrillator,144,,,node/10060550417,no,,,,,,,24/7,Siedlungsgenossenschaft Sunnige Hof,,+41443172020,,,,,,,
10060550418,node,47.3981318,8.5917436,yes,,,,,,,,,Ehemaliges Bushäuschen beim Glassammelplatz,,,,,defibrillator,144,,,node/10060550418,no,,,,,,,24/7,Siedlungsgenossenschaft Sunnige Hof,,+41443172020,,,,,,,
10106111417,node,47.4080081,8.5465452,private,,,,,,,,,"Zürcher Kantonalbank, EG",,,nur während Öffnungszeiten,,defibrillator,144,,,node/10106111417,yes,,0,,,,,"Mo-Fr 09:00-12:30,14:00-16:30",Zürcher Kantonalbank,,+41443189166,,,,,,,
10111053452,node,47.3773163,8.5658578,,,,,,,,,,Bei der Eingangstüre,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/10111053452,yes,,,,,,,,,,,,,,,,,
10111401530,node,47.3745304,8.4995975,,,,,,,,,,"Im Büro von Grün Stadt Zürich, Werkstätten und Logistik",,,,,defibrillator,144,,,node/10111401530,yes,,,,,,,"Mo-Th 07:00-11:45, 12:45-16:30; Fr 07:00-11:45, 12:45-16:00",Oskar Gonzalez,,+41 44 412 18 83,,,,,,,
10115786917,node,47.3621482,8.5341363,yes,,,,,,,,,Neben dem Nachteingang,,,Nachteingang Quai Zurich Campus,,defibrillator,144,,,node/10115786917,yes,,,,,,,24/7,Zürich Versicherungs-Gesellschaft AG,,+41446254444,,,,,,,
10118285665,node,47.3583636,8.5571279,yes,,,,,,,,,Hauseingang / Lieferanteneingang Restaurant blindekuh,,,,,defibrillator,144,,,node/10118285665,yes,,,,,,,Tu-Fr 09:00-23:00; Sa 14:00-23:00,Restaurnt blindekuh,,+41 44 421 50 50,,,,,,,
10124008962,node,47.3754028,8.499345,yes,,,,,,,,,"Im Infofoyer, rechts von der Türe",,,,,defibrillator,144,,,node/10124008962,yes,,,,,,,Mo-Su 09:00-17:30,Sadik Ahmeti,,+41 44 415 78 36,,,,,,,yes
10126079518,node,47.3734152,8.5119,yes,,,,,,,,,"Schule Aemtler, Gebäude D",,,"aussen am Gebäude, neben Türe",,defibrillator,144,,,node/10126079518,no,,,,,,,24/7,,,,,,,,,,
10129507217,node,47.3855969,8.4941728,,,,,,,,,,Emil Frey AG Badenerstrasse 600,,,2. Stock während den Öffnungszeiten,,defibrillator,144,,,node/10129507217,yes,,,,,,,Mo-Fr 7:30-18:00,,,,,,,,,,
10139353688,node,47.3620819,8.5592606,,,,,,,,,,"Links neben dem Empfang an der Wand.
Rettungstasche beim Empfang.",,,,,defibrillator,144,,,node/10139353688,yes,,,,,,,Mo-Fr 07:00-19:00,Detail AG,,+41 43 488 38 38,,,,,,,
10142446976,node,47.382009,8.5194113,private,,,,,,,,,Neben der Anlieferung,,,,,defibrillator,144,,,node/10142446976,yes,,-2,,,,,24/7,Polizei- und Justizzentrum,,,,,,,,,limited
10146499961,node,47.3617898,8.5308885,,,,,,,,,,"Im Treppenhaus, Erdgeschoss.",,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/10146499961,yes,,0,,,,,,Schweiz. Verein des Gas- und Wasserfaches (SVGW),,+41 44 288 33 33,,,,,,,
10147811025,node,47.3787376,8.5433067,private,,,,,,,,,Haupteingang Kantonale Verwaltung,,,,,defibrillator,144,,,node/10147811025,yes,,0,,,,,24/7,Kanton Zürich,,,,,,,,,limited
10166097817,node,47.3709256,8.5488879,,,,,,,,,,"Kunsthaus Zürich, Chipperfieldbau, Sanitätsraum neben dem Shop",,,Während der Öffnungszeiten verfügbar,,defibrillator,144,,,node/10166097817,yes,,,,,,,"Tu 10:00-18:00; We, Th 10:00-20:00; Fr-Su 10:00-18:00",Kunsthaus Zürich,,,,,,,,,
10170093456,node,47.3929668,8.5368096,yes,,,,,,,,,"Das Gerät befindet sich im Treppenhaus, im 2. OG",,,,,defibrillator,144,,,node/10170093456,yes,,2,,,,,Mo-Fr 06:30-17:30,HEKS,,+41 44 360 88 00,,,,,,,
10170127238,node,47.3673693,8.5591244,,,,,,,,,,Schibli AG: EG beim Empfang,,,,,defibrillator,144,,,node/10170127238,yes,,,,,,,"Mo-Fr 07:00-12:00,13:00-17:00",Schibli AG,,+41 44 252 52 52,,,,,,,
10170134136,node,47.3851347,8.4922197,,,,,,,,,,5. Stock Durchgang zur Kaffeecke,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/10170134136,yes,,5,,,,,Mo-Fr 07:00-17:00,Emil Frey IT Solutions AG,,+41 44 495 21 11,,,,,,,
10182340878,node,47.3839112,8.5323151,,,,,,,,,,Apotheke,,,,,defibrillator,144,,,node/10182340878,yes,,0,,,,,Mo-Fr 08:00-19:00; Sa 08:00-17:00,TopPharm Limmatplatz Apotheke,,+41 43 366 60 20,,,,,,,
10198923192,node,47.4017086,8.4975101,,,,,,,,,,Erdgeschoss Eingang Leicht rechts,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/10198923192,yes,,0,,,,,,Reformierte Kirchgemeinde Zürich,,+41 43 311 40 66,,,,,,,
10219937917,node,47.3925225,8.508934,,,,,,,,,,SIX,,,,,defibrillator,144,,,node/10219937917,yes,,3,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,
10236239542,node,47.3622983,8.5551471,yes,,,,,,,,,"Im ersten Untergeschoss beim Eingang der Bibliothek. Vom Haupteingang direkt erste Tür rechts, dann die Treppe runter. / In the basement at the entrance of the library. From the main entrance, take the first door on the right, then head down the stairs.",,,Während der Öffnungszeiten verfügbar. / Available during the opening hours.,,defibrillator,144,,,node/10236239542,yes,,-1,,,,,"Mo-Fr 09:30-12:00,13:30-17:30",SIK-ISEA,,+41 44 388 51 51,,,,,,,
10240188669,node,47.33348,8.51648,,,,,,,,,,im Sekretariat,,,,,defibrillator,144,,,node/10240188669,yes,,,,,,,,Primarschulhaus,,,,,,,,,
10241895605,node,47.3774822,8.5328995,,,,,,,,,,"Swico Office im 4. Stock Lagerstrasse 33, 8004 Zürich",,,,,defibrillator,144,,,node/10241895605,yes,,4,,,,,"Mo-Fr 08:00-12:00, 13:00-16:00",Swico Anita Müller,,+41 44 446 90 88,,,,,,,
10244854509,node,47.3532107,8.5737402,,,,,,,,,,Mathilde Escher Stiftung,,,in der Gruppe WG6 im Büro,,defibrillator,144,,,node/10244854509,yes,,2,,,,,24/7,Mathilde Escher Stiftung,,+41 44 389 62 00,,,,,,,
10249259210,node,47.4137646,8.5383661,no,,,,,,,,,Residenz Nordlicht,,,Während Öffnungszeit,,defibrillator,144,,,node/10249259210,yes,,0,,,,,,Residenz Nordlicht,,,,,,,,,
10259007709,node,47.3643604,8.5350386,,,,,,,,,,Genferstrasse 6 8002 Zürich,,,,,defibrillator,144,,,node/10259007709,yes,,6,,,,,Mo-Fr 08:30-16:30,SERV,,+41585515555,,,aed-source,,,,
10273087324,node,47.414829,8.5579967,private,,,,,,,,,Bürogebäude VBZ Garage Hagenholz,,,,,defibrillator,144,,,node/10273087324,yes,,0,,,,,,Verkehrsbetriebe Zürich VBZ,,,,,,,,,limited
10276515909,node,47.3791191,8.5069472,yes,,,,,,,,,Brahmshof,,,,,defibrillator,144,,,node/10276515909,no,,0,,,,,24/7,,,,,,,,,,
