osm_id,osm_type,lat,lon,access,access:conditional,access:note,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,contact:phone,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,emergency,emergency:amenity,emergency:phone,emergency_telephone_code,entrance,fixme,id,image,image:license,indoor,latitude,layer,level,longitude,name,opening_hours,operator,operator:wikidata,operator:wikipedia,phone,postal_code,ref,source,support,wheelchair
8592533918,node,46.6022252,9.958689,yes,,,,,,,,,,auf Schulhausplatz,,,,defibrillator,,144,,,,node/8592533918,,,no,,,,,,24/7,,,,,,,,,
8622817587,node,46.982107,9.6468695,yes,,,,,,,,,,,,,,defibrillator,,144,,,,node/8622817587,,,no,,,,,,24/7,,,,,,,,,
8629192717,node,46.9156232,9.7436761,yes,,,,,,,,,,Eingang Laden,,,,defibrillator,,144,,,,node/8629192717,,,no,,,,,,24/7,,,,,,,,,
8629213518,node,46.8903325,9.8413566,yes,,,,,,,,,,Bushaltestelle Serneus Dorf,,,"neben Primarschulhaus Serneus, nähe Kirche",defibrillator,,144,,,,node/8629213518,,,no,,,,,,24/7,,,,,,,,,
8633070017,node,46.9008366,9.8339801,yes,,,,,,,2025-05-31,,,"Pagrüeg, an Hausfassade neben Parkplatz",,,,defibrillator,,144,,,,node/8633070017,,,no,,,,,,24/7,,,,,,,,,
8639535050,node,46.9546648,9.5591961,,,,,,,,,,,Im ersten Stock neben Lift,,,,defibrillator,,144,,,,node/8639535050,,,yes,,,,,,,,,,,,,,,
8661870617,node,46.82003,9.2634263,yes,,,,,,,,,,Talstation grosse Gondelbahn. Direkt bei Eingang WC,,,ausserhalb Gebäude. 24 Std erreichbar,defibrillator,,144,,,,node/8661870617,,,no,,,,,,24/7,Laax Bergbahn,,,,,,,,
8666515486,node,46.7065547,8.9527975,yes,,,,,,,,,,Vis à Vis Ustria Val Sumvitg,,,,defibrillator,,144,,,,node/8666515486,,,no,,,,,,24/7,Marc Cathomas,,,+41 79 357 85 74,,,,,
8682040457,node,46.9339147,9.5397021,yes,,,,,,,,,,"Sitzplatz, an der Hausmauer neben Eingangstür Clubhaus Tennis",,,,defibrillator,,144,,,,node/8682040457,,,no,,,,,,24/7,Regula Lipp,,,+41 78 870 66 59,,,,,
8718282717,node,46.4944709,9.9011791,,,,,,,,,,,Via Maistra 107,,,während den Öffnunszeiten,defibrillator,,144,,,,node/8718282717,,,yes,,,,,,Mo-Fr 07:15-18:00,Lüzza Campell,,,+41 81 842 62 68,,,,,
8720986724,node,46.4375944,9.8662993,yes,,,,,,,,,,beim Hoteleingang,,,"24h verfügbar, ausser Zwischensaison",defibrillator,,144,,,,node/8720986724,,,yes,,,,,,24/7,Wolfgang Pollak,,,+41 81 842 64 45,,,,,
8720986725,node,46.4928492,9.9019378,yes,,,,,,,,,,"Hotel Saratz, Reception",,,"24h verfügbar, ausser Zwischensaison",defibrillator,,144,,,,node/8720986725,,,yes,,,,,,24/7,Martin Scherer,,,+41 81 839 40 00,,,,,
8720986727,node,46.4916323,9.9048185,yes,,,,,,,,,,"neues Schulhaus, Haupteingang links",,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/8720986727,,,yes,,,,,,,Schulgemeinde Pontresina,,,+41 81 834 56 20,,,,,
8720986728,node,46.4915197,9.9045758,yes,,,,,,,,,,"altes Schulhaus, Eingang Turnhalle rechts",,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/8720986728,,,yes,,,,,,,Schulgemeinde Pontresina,,,+41 81 834 56 20,,,,,
8720986729,node,46.4930883,9.9028632,yes,,,,,,,,,,Garderobe im Erdgeschoss,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/8720986729,,,yes,,,,,,,Gemeinde Pontresina,,,+41 81 838 83 18,,,,,
8720986730,node,46.4907865,9.9042472,yes,,,,,,,,,,"Hallenbad Bellavita, Bademeisterraum",,,,defibrillator,,144,,,,node/8720986730,,,yes,,,,,,Mo-Su 10:00-22:00,Hallenbad Bellavita,,,+41 81 837 00 35,,,,,
8720986731,node,46.4905225,9.9049258,yes,,,,,,,,,,Banca popolare di Sondrio am Schalter,,,zugänglich während den Öffnungszeiten,defibrillator,,144,,,,node/8720986731,,,yes,,,,,,Mo-Fr 08:30-11:30,Banca popolario di Sondrio,,,+41 58 855 43 00,,,,,
8720986732,node,46.4905777,9.8964257,yes,,,,,,,,,,Beim AG Gleis 1,,,,defibrillator,,144,,,,node/8720986732,,,no,,,,,,24/7,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8733394273,node,46.8336749,9.2814835,yes,,,,,,,2026-01-29,,,Rechts neben Eingangstüre Ticketshop,Zwischen Kasse Bergbahnen und WC.,,,defibrillator,,144,,,,node/8733394273,,,no,,,,,,,,,,+41 81 927 74 00,,,,,
8734017117,node,46.8617458,9.8945393,yes,,,,,,,,,,Feuerwehr Depot,,,Beim Haupteingang,defibrillator,,144,,,,node/8734017117,,,no,,,,,,24/7,Gemeinde Klosters,,,,,,,,
8734825297,node,46.8057167,9.2574672,,,,,,,,,,,Rechts neben Eingang zu Tourist-Information.,,,,defibrillator,,144,,,,node/8734825297,,,no,,,,,,24/7,,,,,,,,,
8775922299,node,46.9754554,9.6405918,yes,,,,,,,,,,Der Defibrillator befindet sich an der Nordwest-Fassade direkt beim Haupteingang / Empfang der TRUMPF Schweiz AG.,,,,defibrillator,,144,,,,node/8775922299,,,no,,,,,,24/7,"TRUMPF Schweiz AG, Herr Dieter Huyssen",,,+41 58 257 61 61,,,,,
8775941719,node,46.7292571,8.9207911,yes,,,,,,,,,,An der Hausfassade,,,,defibrillator,,144,,,,node/8775941719,,,yes,,,,,,24/7,Gemeinde Sumvitg,,,,,,,,
8784782575,node,46.76538,9.4602531,yes,,,,,,,,,,Im Feuerwehrmagazin links an der Wand.,,,24h verfügbar (Scheibe einschlagen),defibrillator,,144,,,,node/8784782575,,,no,,,,,,24/7,Gemeinde Domleschg,,,+41 81 650 13 13,,,,,
8808791622,node,46.8529303,9.5297285,yes,,,,,,,,,,"Steinbock-Gebäude, rechts der Rolltreppe",,,,defibrillator,,144,,,Bitte Stockwerk hinzufügen!,node/8808791622,,,yes,,,,,,Mo-Sa 06:00-20:00; Su 08:00-20:00,,,,,,,,,
8809815517,node,46.7932287,9.8204488,,,,,,,,,,,"Praxis am Postplatz, Promenade 41",,,während Öffnungszeiten,defibrillator,,144,,,,node/8809815517,,,no,,,,,,24/7,,,,,,,,,
8827376917,node,46.8314171,9.2820022,no,,,,,,,,,,Hapimag Flims,,,Bibliothek,defibrillator,,144,,,,node/8827376917,,,yes,,,,,,,Hapimag Flims,,,+41 81 928 11 11,,,,,
8838711518,node,46.8243652,9.5810816,yes,,,,,,,,,,Gemeinehaus in Praden ( in der ehemaligen Telefonkabine),,,,defibrillator,,144,,,,node/8838711518,,,no,,,,,,24/7,"Samariterverein Tschiertschen-Praden, Michaela Copes",,,+41 79 385 59 16,,,,,
8840994009,node,46.7913612,9.6818894,yes,,,,,,,,,,Eingang Caddyraum,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/8840994009,,,yes,,,,,,,Golfclub Arosa,,,+41 81 377 42 42,,,,,
8841956917,node,46.7360886,9.548903,yes,,,,,,,,,,"Kiosk Lido am See, vor Toiletten, links neben dem Kiosk an der Wand.",,,Immer verfügbar,defibrillator,,144,,,,node/8841956917,,,no,,,0,,,24/7,Gemeinde Vaz/Obervaz,,,,,,,,yes
8842863017,node,46.8601541,9.5286308,,,,,,,,,+41 81 558 0000,,Forum Würth - 1 Stück pro etage,,,,defibrillator,,144,,,,node/8842863017,,,yes,,,,,,Mo-Su 11:00-17:00,Firma Würth,,,,,,,,
8850705531,node,46.2570914,9.1384716,yes,,,,,,,,,,Busstation,,,,defibrillator,,144,,,,node/8850705531,,,no,,,,,,24/7,,,,,,,,,
8915983617,node,46.8282148,9.3615582,yes,,,,,,,,,,Links vor dem Eingang des Gemeindehauses,,,,defibrillator,,144,,,,node/8915983617,,,no,,,,,,24/7,Gemeinde Trin,,,,,,,,
8934970117,node,46.6972372,8.8530263,yes,,,,,,,,,,Receptiongebäude Campingplatz,,,,defibrillator,,144,,,,node/8934970117,,,no,,,,,,,,,,,,,,,
8935584914,node,46.9296819,9.7666606,yes,,,,,,,,,,Wand Bovastrasse 43,,,24h/ 7 Tage verfügbar (während Winter),defibrillator,,144,,,,node/8935584914,,,no,,,,,,,Gemeinde Luzein,,,+41 81 300 32 20,,,,,
8935584915,node,46.9690812,9.8152757,yes,,,,,,,,,,Öffentliche Toilette,,,24h/7 Tage verfügbar,defibrillator,,144,,,,node/8935584915,,,yes,,,,,,24/7,Gemeinde Luzein,,,+41 81 300 32 20,,,,,
8935584916,node,46.9404584,9.7165704,yes,,,,,,,,,,"Alter Schulhaus Buchen, beim Eingang",,,24h/7 Tage verfügbar,defibrillator,,144,,,,node/8935584916,,,yes,,,,,,24/7,Gemeinde Luzein,,,+41 81 300 32 20,,,,,
8935589217,node,46.9252619,9.7449401,yes,,,,,,,,,,altes Schulhaus Putz/öffentliche Toilette,,,24h/7 Tage verfügbar,defibrillator,,144,,,,node/8935589217,,,yes,,,,,,24/7,Gemeinde Luzein,,,+41 81 300 32 20,,,,,
8935589218,node,46.9197094,9.7675753,yes,,,,,,,,,,Kehrrichthaus bei Kirche Luzein,,,,defibrillator,,144,,,,node/8935589218,,,no,,,,,,24/7,Gemeinde Luzein,,,+41 81 300 32 20,,,,,
8935589219,node,46.9266761,9.7657473,yes,,,,,,,,,,Schulhaus Pany/Eingangsbereich,,,24h/7 Tage Verfügbarkeit,defibrillator,,144,,,,node/8935589219,,,yes,,,,,,24/7,Gemeinde Luzein,,,+41 81 300 32 20,,,,,
8939277617,node,46.8687152,9.883594,yes,,,,,,,,,,Rathaus Klosters,,,Fassade Haupteingang rechte Seite,defibrillator,,144,,,,node/8939277617,,,no,,,,,,24/7,,,,,,,,,
8949015017,node,46.9137505,9.7645836,yes,,,,,,,,,,Feuerwehr-Depot,,,Wand bei Fahrzeughalle,defibrillator,,144,,,,node/8949015017,,,no,,,,,,24/7,,,,,,,,,
8954525117,node,46.9861512,9.6624332,yes,,,,,,,,,,Seilbahn Fanas,,,,defibrillator,,144,,,,node/8954525117,,,no,,,,,,24/7,,,,,,,,,
8960709417,node,46.8572764,9.9553813,yes,,,,,,,,,,Restaurant Alp Garfiun,,,Auf der linken Gebäudeseite,defibrillator,,144,,,,node/8960709417,,,no,,,,,,24/7,,,,,,,,,
8960762063,node,46.7931089,10.247129,,,,,,,,,,,,,,,defibrillator,,144,,,,node/8960762063,,,,,,,,,,,,,,,,,,
8988290985,node,46.9141471,9.7803238,yes,,,,,,,,,,beim Schulhauseingang der Oberstufe,,,,defibrillator,,144,,,,node/8988290985,,,no,,,,,,24/7,Gemeinde Küblis,,,+41 81 300 32 00,,,,,
8991968293,node,46.9656956,9.5558785,private,,,,,,,,,,HW Landquart Sanitätsraum,,,,defibrillator,,144,,,,node/8991968293,,,yes,,,,,,,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8991973856,node,46.9635799,9.5556994,private,,,,,,,,,,AD-Halle Landquart,,,,defibrillator,,144,,,,node/8991973856,,,yes,,,,,,,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8991981750,node,46.8517894,9.5325869,private,,,,,,,,,,"Verwaltungsgebäude RhB, WC 1. OG",,,,defibrillator,,144,,,,node/8991981750,,,yes,,,1,,,,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8992001555,node,46.7837368,9.679351,yes,,,,,,,,,,Beim AG Gleis 1,,,,defibrillator,,144,,,,node/8992001555,,,no,,,,,,24/7,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8992006472,node,46.7918892,9.8211893,yes,,,,,,,,,,Beim AG Gleis 1,,,,defibrillator,,144,,,,node/8992006472,,,no,,,,,,24/7,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8992034901,node,46.5338952,9.8733813,yes,,,,,,,2021-08-26,,yes,Im Durchgang zum Perron 1,,,,defibrillator,,144,,,,node/8992034901,,,no,,,0,,,24/7,RhB,,,+41 81 288 65 65,,,,,
8992074381,node,46.6981882,9.4406098,yes,,,,,,,,,,Beim AG bei der Unterführung,,,,defibrillator,,144,,,,node/8992074381,,,no,,,,,,24/7,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8992076171,node,46.498231,9.8462849,yes,,,,,,,,,,"Kopfperron, Gleis 1",,,,defibrillator,,144,,,,node/8992076171,,,no,,,,,,24/7,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
8993197817,node,46.6018733,9.4266618,yes,,,,,,,,,,Bei der Rampe links neben dem Laden Volg,,,,defibrillator,,144,,,,node/8993197817,,,no,,,,,,24/7,,,,,,,,,
8996163542,node,46.8501469,9.5036834,,,,,,,,,,,"beim Empfang, innerhalb des Gebäudes",,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/8996163542,,,yes,,,,,,,"Oblamatik AG, HP. Hartmann",,,+41 81 553 53 00,,,,,
9001490184,node,46.6970395,9.436938,yes,,,,,,,,,,Aussen am Haupteingang,,,,defibrillator,,144,,,,node/9001490184,,,no,,,,,,24/7,Spital Thusis,,,+41 81 632 11 11,,,,,
9006010693,node,46.7547173,9.0625978,yes,,,,,,,,,,Am Bahnhofsgebäude Gleisseitig beim Warteraum aussen links neben dem Ticketautomaten.,,,,defibrillator,,144,,,,node/9006010693,,,no,,,,,,24/7,,,,,,,,,limited
9022220503,node,46.5322477,9.8730321,private,,,,,,,,,,In der Werkstatt Samedan,,,,defibrillator,,144,,,,node/9022220503,,,yes,,,,,,24/7,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
9022246090,node,46.9665147,9.5563578,yes,,,,,,,,,,Beim Eingang zur Materialwirtschaft,,,,defibrillator,,144,,,,node/9022246090,,,yes,,,,,,,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
9022246560,node,46.9719009,9.5526659,private,,,,,,,,,,Interventionsstützpunkt,,,,defibrillator,,144,,,,node/9022246560,,,,,,,,,,Rhätische Bahn AG,,,+41 81 288 65 65,,,,,
9026408818,node,46.8003003,9.2323923,yes,,,,,,,,,,"Via Principala 45d, beim Eingang zum Infomationszentrum Falera",,,Hauseingang,defibrillator,,144,,,,node/9026408818,,,no,,,,,,24/7,,,,,,,,,yes
9028509003,node,46.6792982,8.7735918,yes,,,,,,,,,,beim Haupteingang Gemeindehaus,,,,defibrillator,,144,,,,node/9028509003,,,no,,,,,,24/7,Energia Alpina,,,,,,,,
9045287518,node,46.8491995,9.5310891,,,,,,,,,,,Stadtpolizei Chur,,,während Öffnungszeiten am Schalter verlangen und ausserhalb Öffnungszeiten am Haupteingang Seite Kornplatz läuten,defibrillator,,144,,,,node/9045287518,,,no,,,,,,24/7,Stadtpolizei Chur,,,+41812545300,,,,,
9045501066,node,46.8462716,9.5310903,yes,,,,,,,,,,Kontakt- und Anlaufstelle des Verein Überlebenshilfe,,,,defibrillator,,144,,,,node/9045501066,,,yes,,,,,,24/7,Verein Überlebenshilfe Graubünden/ Carlo Schneiter,,,+41 81 253 76 66,,,,,
9045519303,node,46.7126674,9.7701117,yes,,,,,,,,,,Am Schulhaus neben der Bushaltestelle,,,,defibrillator,,144,,,,node/9045519303,,,no,,,,,,24/7,,,,,,,,,
9048529317,node,46.8669682,9.5366796,yes,,,,,,,,,,Hauptgebäude PH Chur,,,Während Bürozeiten,defibrillator,,144,,,,node/9048529317,,,yes,,,,,,,PHGR,,,+41796110702,,,,,
9051465421,node,46.8470655,9.5085391,customers,,,,,,,,,,In main staircase on ground floor / Im zentralen Treppenhaus auf EG,,,,defibrillator,,144,,,,node/9051465421,,,yes,,,0,,,,,,,,,,,,yes
9078684953,node,47.0056184,9.531506,,,,,,,,,,,EG der Stadtverwaltung,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9078684953,,,yes,,,,,,,Stadtverwaltung Maienfeld,,,+41 81 300 45 65,,,,,
9078705504,node,46.947242,9.572403,yes,,,,,,,,,,"Gemeindesaal, Eingang links",,,,defibrillator,,144,,,,node/9078705504,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078714468,node,47.0057146,9.5272873,,,,,,,,,,,EG der Mehrzweckhalle,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9078714468,,,yes,,,,,,,Betriebsleiter Liegenschaften,,,+41 81 300 45 63,,,,,
9078715611,node,46.9594346,9.5624962,yes,,,,,,,,,,Eingang Rätikonstrasse,,,,defibrillator,,144,,,,node/9078715611,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078716753,node,47.0059189,9.5292529,,,,,,,,,,,Eingang des Pflegezentrums,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9078716753,,,yes,,,,,,,Senesca Maienfeld Pflegezentrum,,,+41 81 303 85 85,,,,,
9078745292,node,46.9675401,9.5638374,yes,,,,,,,,,,Beim Eingang rechts,,,,defibrillator,,144,,,,node/9078745292,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078745293,node,46.9633594,9.55935,yes,,,,,,,,,,Haupteingang links unter Passarelle,,,,defibrillator,,144,,,,node/9078745293,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078745294,node,46.9585325,9.5631042,no,,,,,,,,,,"In der neuen Sporthalle, im UG zwischen Herren und Damen WC",,,nur während Hallenöffnungszeiten verfügbar,defibrillator,,144,,,,node/9078745294,,,yes,,,,,,,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078748680,node,46.9705638,9.5544852,,,,,,,,,,,Beim Empfang,,,,defibrillator,,144,,,,node/9078748680,,,yes,,,,,,24/7,Neugut Haus der Generationen,,,+41 81 307 24 00,,,,,
9078768239,node,46.969224,9.5466739,yes,,,,,,,,,,"Haupteingang oben bei Turnhalle, linke Seite",,,,defibrillator,,144,,,,node/9078768239,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078773490,node,46.9662179,9.5430892,yes,,,,,,,,,,Kircheneingang links,,,,defibrillator,,144,,,,node/9078773490,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9078778319,node,46.9457396,9.5738018,yes,,,,,,,,,,"unterer Eingang vom Dorfplatz aus, linke Seite",,,,defibrillator,,144,,,,node/9078778319,,,no,,,,,,24/7,Gemeinde Landquart,,,+41 81 307 36 62,,,,,
9101608267,node,46.9612429,9.554021,yes,,,,,,,,,,Eingang WC,,,,defibrillator,,144,,,,node/9101608267,,,yes,,,0,,,Mo-Su 10:00-19:00,Fashion Outlet,,,,,,,,
9101628427,node,46.9651197,9.5535943,yes,,,,,,,,,,Eingang WC,,,,defibrillator,,144,,,,node/9101628427,,,yes,,,0,,,Mo-Su 10:00-19:00,Fashion Outlet,,,,,,,,
9129764663,node,46.7747966,9.1928599,,,,,,,,,,,Treppenhaus Abgang Parkhaus,,,,defibrillator,,144,,,,node/9129764663,,,yes,,,0,,,,,,,,,,,,
9140381717,node,46.832287,9.5432107,yes,,,,,,,,,,Araschgerstrasse Kindergarten,,,immer zugänglich,defibrillator,,144,,,,node/9140381717,,,no,,,,,,24/7,,,,,,,,,
9141455447,node,46.5210721,9.4427913,yes,,,,,,,,,,"Der Defi befindet sich im öffentlichen WC, links vom Eingang des Bergbaumuseums. Er ist an der Wand aufgehängt und kann dort weggenommen werden.",,,,defibrillator,,144,,,,node/9141455447,,,yes,,,,,,24/7,FirstResponder Avers Ferrera / Claudia Buchli,,,+41 79 636 73 18,,,,,
9141463487,node,46.7044812,8.8157357,yes,,,,,,,,,,Restaurant Caischavedra,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9141463487,,,yes,,,,,,,Bergbahnen Disentis/ Otmar Venzin,,,+41793812552,,,,,
9141463488,node,46.7115981,8.7888761,yes,,,,,,,,,,Bergrestaurant Lai Alv,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9141463488,,,yes,,,,,,,Bergbahnen Disentis/ Otmar Venzin,,,+41793812552,,,,,
9141475837,node,46.8175381,9.6052507,,,,,,,,,,,Im Hotel vermutlich an der Reception,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9141475837,,,yes,,,,,,,The Alpina Hotel Frau Andrea Rämy,,,,,,,,
9143872307,node,46.4730188,9.5124729,yes,,,,,,,,,,"Der Defi befindet sich an der Aussenseite der Gemeindegarage. Diese befindet sich dort, wo im Dorf die Srrasse Richtung Schulhaus abzweigt. Der Defi ist in einem grauen Kast mit grünem Defi-Aufkleber.",,,,defibrillator,,144,,,,node/9143872307,,,yes,,,,,,24/7,FirstResponder Avers Ferrera / Claudia Buchli,,,+41 79 636 73 18,,,,,
9147623871,node,46.7227796,8.9486472,yes,,,,,,,2026-02-24,,,Liegt am Gebäude des Dorfladens,,,,defibrillator,,144,,,,node/9147623871,,,no,,,,,,24/7,Gemeinde Sumvitg,,,+41 81 920 25 00,,,,,
9147623872,node,46.7125535,8.9227331,yes,,,,,,,,,,Am Gebäude des Gemeinschaftsgebäude,,,,defibrillator,,144,,,,node/9147623872,,,no,,,,,,24/7,Gemeinde Sumvitg,,,+41 81 920 25 00,,,,,
9147623873,node,46.7226767,8.9217272,yes,,,,,,,,,,Am Gebäude des alten Dorfladens,,,,defibrillator,,144,,,,node/9147623873,,,no,,,,,,24/7,Gemeinde Sumvitg,,,+41 81 920 25 00,,,,,
9173213561,node,46.6732051,9.4846201,yes,,,,,,,,,,Beim Eingang zum Reatauraunt,,,,defibrillator,,144,,,,node/9173213561,,,no,,,,,,24/7,"Samariterverein Thusis, Marcel Buchli",,,+41 79 308 25 53,,,,,
9173219116,node,46.3214015,10.0612128,yes,,,,,,,,,,Nell'atrio delle palestre appeso al muro.,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9173219116,,,,,,,,,,Schule,,,,,,,,
9173243617,node,46.3087122,10.0730681,yes,,,,,,,,,,Vicino alla bucalettere della posta appes al muro.,,,,defibrillator,,144,,,,node/9173243617,,,no,,,,,,24/7,"Circolo giovanile Prada, 7745 Li Curt",,,,,,,,
9173243618,node,46.3240156,10.0570236,yes,,,,,,,,,,All'interno della banca.,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9173243618,,,yes,,,,,,,Banca Popolare di Sondrio (Suisse),,,,,,,,
9173243619,node,46.34313,10.061489,yes,,,,,,,,,,Vicino al trasformatore del garage della casa Parrochhiale appeso al muro.,,,,defibrillator,,144,,,,node/9173243619,,,no,,,,,,24/7,Eigentum Samariterverein Valposchiavo,,,,,,,,
9173243620,node,46.2910891,10.078264,yes,,,,,,,,,,Nella nicchia alla fermata del treno appeso al muro.,,,,defibrillator,,144,,,,node/9173243620,,,no,,,,,,24/7,Samariterverein Valposchiavo,,,,,,,,
9174032606,node,46.3060349,10.0661105,yes,,,,,,,,,,Vicino all‘entrata e le bucalettere appeso al muro.,,,,defibrillator,,144,,,,node/9174032606,,,no,,,,,,24/7,Samariterverein Valposchiavo und Gemeinde Poschiavo.,,,,,,,,
9180923977,node,46.7746366,9.2075946,yes,,,,,,,,,,Im 1. OG bei der Recycling Station,,,,defibrillator,,144,,,,node/9180923977,,,yes,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-17:00,Migros,,,,,,,,
9180925418,node,46.776228,9.1157112,yes,,,,,,,,,,gleich beim Eingang des Volg Laden,,,,defibrillator,,144,,,,node/9180925418,,,no,,,,,,24/7,,,,,,,,,
9263271772,node,46.8237594,9.2760758,yes,,,,,,,,,,Links neben dem Haupteingang des Sportzentrums Prau la Selva,,,,defibrillator,,144,,,,node/9263271772,,,no,,,,,,24/7,Gemeinde Flims (Dario Gauch),,,+41 76 422 63 76,,,,,
9275149960,node,47.0175188,9.5405529,,,,,,,,,,,,,,,defibrillator,,144,,,,node/9275149960,,,yes,,,,,,,,,,,,,,,
9277808617,node,46.8517538,9.5345961,yes,,,,,,,,,,"Eingangsbereich Stadthaus, Erdgeschoss",,,Während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9277808617,,,yes,,,0,,,"Mo 08:30-17:00; Tu,Th 08:30-11:30; We,Fr 08:30-11:30,14:00-16:30",Stadt Chur,,,,,,,,
9277827317,node,46.849061,9.5325057,yes,,,,,,,,,,"Rathaushalle, Aufgang Cafeteria",,,Nur während Öffnungszeiten zugänglich,defibrillator,,144,,,,node/9277827317,,,yes,,,1,,,,Stadt Chur,,,,,,,,
9277827318,node,46.8589698,9.5059493,private,,,,,,,,,,"Hallenbad Obere Au, an der Kasse beim Schwimmbad",,,Während den Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9277827318,,,yes,,,0,,,,Stadt Chur,,,,,,,,
9277830917,node,46.8556683,9.5106659,private,,,,,,,,,,"Werkhof, Eingang Bürogebäude",,,Nur während Öffnungszeiten zugänglich,defibrillator,,144,,,,node/9277830917,,,yes,,,,,,,Stadt Chur,,,,,,,,
9277892417,node,46.8563197,9.523446,yes,,,,,,,,,,"Turn- und Sportanlage, Eingang Foyer",,,Nur während Öffnungszeiten zugänglich,defibrillator,,144,,,,node/9277892417,,,yes,,,0,,,,Gewerbliche Berufsschule Chur,,,,,,,,
9277898117,node,46.8560122,9.5243693,yes,,,,,,,,,,"Eingangsbereich GBC, vor dem Sekretariat",,,Nur während Öffnungszeiten zugänglich,defibrillator,,144,,,,node/9277898117,,,no,,,0,,,,Gewerbliche Berufsschule Chur,,,,,,,,
9309827117,node,46.6067333,10.432733,no,,,,,,,,,,Center da sanda Val Müstair,,,Defi im Krankenhaus,defibrillator,,144,,,,node/9309827117,,,yes,,,,,,,Center da sanda Val Müstair,,,,,,,,
9309827417,node,46.6261825,10.4460933,yes,,,,,,,,,,Reiffeisenbank Müstair,,,"Neben Bankomat an der Wand, unter dem Vordach.",defibrillator,,144,,,,node/9309827417,,,no,,,,,,24/7,Reiffeisenbank Müstair,,,,,,,,
9309828217,node,46.6295561,10.4490919,,,,,,,,,,,Grüner Aussenkasten an der Wand hinter dem Tor zur Kirche,,,,defibrillator,,144,,,,node/9309828217,,,,,,,,,24/7,Samariter Val Müstair,,,,,,,,
9309829717,node,46.6352642,10.4584855,,,,,,,,,,,Zollamt Müstair,,,Während Anwesenheit des Zolls verfügbar,defibrillator,,144,,,,node/9309829717,,,yes,,,0,,,,Bundesamt für Zoll und Grenzsicherheit,,,,,,,,
9318463429,node,46.5699061,9.3664851,yes,,,,,,,,,,Öffentliche zugänglicher Eingangsbereich des Gemeindehauses. Wandbefestigung auf der linken Seite.,,,,defibrillator,,144,,,,node/9318463429,,,no,,,,,,24/7,Reaplus GmbH,,,+41 43 536 69 15,,,,,
9327291216,node,46.7880023,9.2803547,yes,,,,,,,,,,Schulhaus,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9327291216,,,no,,,,,,,Gemeinde Safiental,,,,,,,,
9327291775,node,46.7963648,9.8228358,,,,,,,,,,,Reception vom Hard Rock Hotel Davos,,,,defibrillator,,144,,,,node/9327291775,,,yes,,,,,,Mo-Su 10:00-21:00,Hard Rock Hotel Davos,,,+41 81 415 16 00,,,,,
9327291776,node,46.797123,9.8228918,,,,,,,,,,,Reception vom Hard Rock Hotel Davos,,,,defibrillator,,144,,,,node/9327291776,,,yes,,,,,,24/7,Hard Rock Hotel Davos,,,+41 81 415 16 00,,,,,
9327362717,node,46.787646,9.2826694,yes,,,,,,,,,,Gemeindehaus,,,,defibrillator,,144,,,,node/9327362717,,,no,,,,,,24/7,Gemeinde Safiental,,,,,,,,
