osm_id,osm_type,lat,lon,access,access:conditional,access:delivery,access:note,activation,addr:city,addr:city:de,addr:city:fr,addr:country,addr:floor,addr:full,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:de,addr:street:fr,amenity,bicycle,check_date,check_date:opening_hours,colour,contact:addr,contact:city,contact:country,contact:email,contact:emergency,contact:housenumber,contact:mobile,contact:phone,contact:postcode,contact:street,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,des,description,description:en,destination,email,emergency,emergency:phone,entrance,fitness,fixme,floor,foot,healthcare,healthcare:speciality,horse,id,image,image_1,image_2,indoor,internet_access,latitude,layer,level,level:ref,loc_name,location,longitude,motor_vehicle,name,name:en,note,note:de,object:housenumber,object:street,office,opening_hours,opening_hours:covid19,opening_hours:note,opening_hours:url,operator,operator:email,operator:phone,operator:type,operator:wikidata,operator:wikipedia,outdoor,outdoor_seating,panoramax,phone,phone:CH,phone:mobile,postal_code,recycling:cans,recycling:clothes,recycling:coffee_capsules,recycling:glass,recycling:glass_bottles,recycling:paper,recycling:shoes,recycling:waste,recycling_type,ref,seasonal,social_facility,social_facility:for,source,start_date,support,survey:date,temporary,website,wheelchair,wikimedia_commons,wikipedia:de
6635090665,node,47.2228705,7.1045118,permissive,,,,,Tramelan,,,,,,,27,,2720,Rue de la Gare,,,,,,,,,,,,,,,,,,,,Dans la salle d'attente,,,,,,,,,defibrillator,144,,,,,,,,,node/6635090665,,,,no,,,,,,,,,,,,,,,,,Mo-Fr 04:50-21:40,,,,Gare des CJ,,,,,,,,,+41 32 486 93 45,,,,,,,,,,,,,,,,,,,,,,,,,
6635090670,node,47.224211,7.1201363,permissive,,,,,Tramelan,,,,,,,6,,2720,Grand Rue,,,,,,,,,,,,,,,,,,,,Via la réception 032 486 88 50,,,,,,,,,defibrillator,144,,,,,,,,,node/6635090670,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00,13:15-18:00",,,,Precitrame Machines SA,,,,,,,,,+41 32 486 88 50,,,,,,,,,,,,,,,,,,,,,,,,,
6635090676,node,47.22187,7.1046794,permissive,,,,,Tramelan,,,,,,,2,,2720,Chemin des Lovières,,,,,,,,,,,,,,,,,,,,lu - ve 8h.-12h. / 14h.-18h. Fermé le jeudi après-midi,,,,,,,,,defibrillator,144,,,,,,,,,node/6635090676,,,,,,,,,,,,,,,,,,,,,,,,,Centre médicale des Lovières,,,,,,,,,+41 32 487 45 45,,,,,,,,,,,,,,,,,,,,,,,,,
6635099630,node,47.1520499,6.9943016,permissive,,,,,St-Imier,,,,,,,35,,2610,Rue Pierre-Jolissaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/6635099630,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-17:00, PH off",,,,Fondation la Pimpinière (Ateliers pour personnes handicapées),,,,,,,,,+41 32 482 64 97,,,,,,,,,,,,,,,,,,,,,,,,,
6635207514,node,47.0848367,7.5264775,permissive,,,,,Fraubrunnen,,,,,,,5,,3312,Bernstrasse,,,,,,,,,,,,,,,,,,,,KESB,,,,,,,,,defibrillator,144,,,,,,,,,node/6635207514,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00,13:30-16:00",,,,KESB,,,,,,,,,+41 31 635 20 50,,,,,,,,,,,,,,,,,,,,,,,,,
6635239451,node,47.1376934,7.3756715,permissive,,,,,Büren an der Aare,,,,,,,9,,3294,Trappeten,,,,,,,,,,,,,,,,,,,,"Etage Administration, im Treppenhaus bei der Stempeluhr",,,,,,,,,defibrillator,144,,,,,,,,,node/6635239451,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:00-17:00,,,,Schwab-Feller AG,,,,,,,,,+41 32 312 80 00,,,,,,,,,,,,,,,,,,,,,,,,,
6635239452,node,47.1358334,7.3607574,permissive,,,,,Büren an der Aare,,,,,,,19,,3294,Industriestrasse,,,,,,,,,,,,,,,,,,,,Am Haupteingang,,,,,,,,,defibrillator,144,,,,,,,,,node/6635239452,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:30-18:00,,,,"Bigler AG, Fleischwaren",,,,,,,,,+41 32 352 00 38,,,,,,,,,,,,,,,,,,,,,,,,,
6635239453,node,47.1390698,7.3776761,permissive,,,,,Büren an der Aare,,,,,,,26,,3294,Bahnhofstrasse,,,,,,,,,,,,,,,,,,,,Mitarbeitereingang Innenhof (Glastüre),,,,,,,,,defibrillator,144,,,,,,,,,node/6635239453,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:30-17:00,,,,Witschi Electronic AG,,,,,,,,,+41 32 352 05 00,,,,,,,,,,,,,,,,,,,,,,,,,
6635239455,node,47.15291,7.3218694,permissive,,,,,Safnern,,,,,,,20,,2553,Bergstrasse,,,,,,,,,,,,,,,,,,,,"Schulhaus, tagsüber",,,,,,,,,defibrillator,144,,,,,,,,,node/6635239455,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Räbli,,,,,,,,,+41 32 355 36 15,,,,,,,,,,,,,,,,,,,,,,,,,
6635239459,node,47.1693805,7.3179812,permissive,,,,,Pieterlen,,,,,,,3,,2542,Moosstrasse,,,,,,,,,,,,,,,,,,,,"Montagehalle Seckler AG, 1. Stock",,,,,,,,,defibrillator,144,,,,,,,,,node/6635239459,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-16:00,,,,Seckler AG,,,,,,,,,+41 32 376 07 32,,,,,,,,,,,,,,,,,,,,,,,,,
6635277236,node,47.1395483,7.2552213,permissive,,,,,Biel,,,,,,,51,,2501,Schwanengasse,,,,,,,,,,,,,,,,,,,,"Im Haupteingang, recht an der Wand",,,,,,,,,defibrillator,144,,,,,,,,,node/6635277236,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:00-12:00, 13:00-17:00",,,,HG Commerciale,,,,,,,,,+41 32 366 55 55,,,,,,,,,,,,,,,,,,,,,,,,,
6635277237,node,47.1586879,7.2762155,permissive,,,,,Biel,,,,,,,102,,2500,Solothurnstrasse,,,,,,,,,,,,,,,,,,,,Zeitweise,,,,,,,,,defibrillator,144,,,,,,,,,node/6635277237,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:00-18:00,,,,Berner Fachhochschule,,,,,,,,,+41 32 344 03 14,,,,,,,,,,,,,,,,,,,,,,,,,
6635277238,node,47.1483407,7.2590299,permissive,,,,,Biel / Bienne,,,,,,,72,,2502,Bözingenstrasse,,,,,,,,,,,,,,,,,,,,Zeughaus Fechthalle Eingang Ost / Salle Escrime Arsenal entrée est. zeitweise öffentlich,,,,,,,,,defibrillator,144,,,,,,,,,node/6635277238,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635277240,node,47.1485334,7.2597424,permissive,,,,,Bienne,,,,,,,74,,2503,Bözingenstrasse,,,,,,,,,,,,,,,,,,,,"Polysporthalle Biel, Foyer, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635277240,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635277241,node,47.1556119,7.2813199,permissive,,,,,Biel/Bienne,,,,,,,20,,2504,Boulevard des sports,,,,,,,,,,,,,,,,,,,,KITAG Cinemas Cinedome,,,,,,,,,defibrillator,144,,,,,,,,,node/6635277241,,,,,,,,,,,,,,,,,,,,,Mo-Fr 13:00-22:00,,,,KITAG Cinemas Cinedome,,,,,,,,,+41 32 343 31 63,,,,,,,,,,,,,,,,,,,,,,,,,
6635277243,node,47.1520636,7.2671773,permissive,,,,,Biel/Bienne,Biel,Bienne,,,,,7,,2502,Rue du Châtelet / Schlösslistrasse,Schlösslistrasse,Rue du Châtelet,,,,,,,,,,,,,,,,,,Via Kundendienst,,,,,,,,,defibrillator,144,,,,,,,,,node/6635277243,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-19:00, Sa 07:30-17:00",,,,Migros Biel Bözingen,,,,,,,,,+41 58 567 68 30,,,,,,,,,,,,,,,,,,,,,,,,,
6635277244,node,47.1471431,7.244832,permissive,,,,,Biel/Bienne,Biel,Bienne,,,,,88,,2501,Chante-Merle / Vogelsang,Vogelsang,Chante-Merle,,,,,,,,,,,,,,,,,,"Wirtschaftstrackt Etage F. Nr. 1 auf Plan, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635277244,,,,,,,,,,,,,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,,,,,,,+41 32 324 28 04,,,,,,,,,,,,,,,,,,,,,,,,,
6635277245,node,47.1481885,7.2433314,permissive,,,,,Biel,,,,,,,95,,2501,Vogelsang,,,,,,,,,,,,,,,,,,,,"Neuhausgut Etage C. Nr. 3 auf Plan, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635277245,,,,,,,,,,,,,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,,,,,,,+41 32 324 28 04,,,,,,,,,,,,,,,,,,,,,,,,,
6635277246,node,47.147601,7.2443684,permissive,,,,,Biel,,,,,,,99,,2501,Vogelsang,,,,,,,,,,,,,,,,,,,,"Personalhaus Etage C. Nr. 2 auf Plan, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635277246,,,,,,,,,,,,,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,,,,,,,+41 32 324 28 04,,,,,,,,,,,,,,,,,,,,,,,,,
6635277247,node,47.148289,7.2430054,permissive,,,,,Biel,,,,,,,97,,2501,Vogelsang,,,,,,,,,,,,,,,,,,,,"Verwaltungs Gebäude Etage C. Nr. 4 auf Plan, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635277247,,,,,,,,,,,,,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,,,,,,,+41 32 324 28 04,,,,,,,,,,,,,,,,,,,,,,,,,
6635553930,node,47.1393011,7.2123459,permissive,,,,,Magglingen / Macolin,,,,,,,19,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,"Sachenmannhaus Eingang oben, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553930,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553931,node,47.1390068,7.2103289,permissive,,,,,Magglingen / Macolin,,,,,,,14,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,"Hochschule Lärchenplatz Annexe Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553931,,,,,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 62 92,,,,,,,,,,,,,,,,,,,,,,,,,
6635553932,node,47.1347607,7.1912786,permissive,,,,,Lamboing,,,,,,,,,2532,Hohmattstrasse,,,,,,,,,,,,,,,,,,,,"Waldhaus Essraum Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553932,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553933,node,47.1445827,7.2129252,permissive,,,,,Magglingen / Macolin,,,,,,,,,2532,Promenadenweg,,,,,,,,,,,,,,,,,,,,"Freibad Bademeisterbüro, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553933,,,,no,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553934,node,47.1358889,7.2064437,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport-Toto Halle Haupteingang Foyer,,,,,,,,,defibrillator,144,,,,,,,,,node/6635553934,,,,yes,,,,0,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,limited,,
6635553935,node,47.1380523,7.2064692,permissive,,,,,Magglingen/Macolin,,,CH,,,,5,End der Welt-Strasse,2532,,,,,,,,,,,,,,,,,,,,,Nordicpavillon Laufband Labor,,,,,,,,,defibrillator,144,,,,,,,,,node/6635553935,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553936,node,47.1400812,7.2148589,permissive,,,,,Magglingen / Macolin,,,,,,,234,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,"Jurahaus Foyer G1, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553936,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553937,node,47.1391951,7.2114022,permissive,,,,,Magglingen / Macolin,,,,,,,25,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,"Schweizerhaus Eingang Foyer, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553937,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553938,node,47.1401452,7.2015664,permissive,,,,,Magglingen/Macolin,,,CH,,,,19,End der Welt-Strasse,2532,,,,,,,,,,,,,,,,,,,,,"Restaurant End der Welt, Korridor Kellertreppe, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553938,,,,,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 62 92,,,,,,,,,,,,,,,,,,,,,,,,,
6635553939,node,47.1392131,7.2139996,permissive,,,,,Magglingen / Macolin,,,,,,,244,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,"Des Alpes Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553939,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553940,node,47.1411758,7.2123487,permissive,,,,,Magglingen / Macolin,,,,,,,6,,2532,Promenadenweg,,,,,,,,,,,,,,,,,,,,"Belair Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553940,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553941,node,47.1392391,7.2118255,permissive,,,,,Magglingen / Macolin,,,,,,,23,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,"Brésil Foyer Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553941,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553942,node,47.1443885,7.2141337,permissive,,,,,Magglingen / Macolin,,,,,,,32,,2532,Promenadenweg,,,,,,,,,,,,,,,,,,,,"Bernerhaus / Maison bernoise, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553942,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553943,node,47.1379104,7.2069468,permissive,,,,,Magglingen / Macolin,,,,,,,3,,2532,End der Welt Strasse,,,,,,,,,,,,,,,,,,,,"Kampfsportpavillon Eingang rechts, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553943,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553944,node,47.1372899,7.2119243,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellavista Foyer, vor Restaurant",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553944,,,,yes,,,,-1,,,,,,,,,,,,,"11:30-13:15,18:00-19:30",,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,limited,,
6635553945,node,47.138378,7.2093379,permissive,,,,,Magglingen / Macolin,,,,,,,16,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,"Hochschule Lärchenplatz Eingang links, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553945,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553946,node,47.1376337,7.2124798,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Hotel Foyer,,,,,,,,,defibrillator,144,,,,,,,,,node/6635553946,,,,yes,,,,0,,,,,,,,,,,,,"Mo-Th 09:00-23:30; Fr 09:00-24:00; Sa 00:00-00:30,09:00-24:00; Su 00:00-00:30,09:00-15:00",,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,limited,,
6635553947,node,47.1406002,7.2156519,permissive,,,,,Magglingen / Macolin,,,,,,,232,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,"Swiss Olympic House Infozentrale, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553947,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553948,node,47.1380553,7.2134069,permissive,,,,,Magglingen / Macolin,,,,,,,247,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,"Hochschule Hauptgebäude Geschoss 0 / Hallenbad Regieraum, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553948,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553949,node,47.1380819,7.2133468,permissive,,,,,Magglingen / Macolin,,,,,,,247,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,"Hochschule Hauptgebäude Geschoss 3 / Foyer, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553949,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553950,node,47.1376399,7.2055292,permissive,,,,,Magglingen / Macolin,,,,,,,9,,2532,End der Welt Strasse,,,,,,,,,,,,,,,,,,,,"Jubiläumshalle Foyer Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553950,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553951,node,47.1412196,7.1995854,permissive,,,,,Magglingen / Macolin,,,,,,,10,,2532,Studmattenweg,,,,,,,,,,,,,,,,,,,,"Halle End der Welt Foyer Eingang, Zeitweise öffentlich",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553951,,,,yes,,,,,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6635553952,node,47.1372787,7.2075581,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alte Sporthalle , Foyer Eingang",,,,,,,,,defibrillator,144,,,,,,,,,node/6635553952,,,,yes,,,,0,,,,,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,,,,,,,+41 58 467 61 11,,,,,,,,,,,,,,,,,,,,,,,limited,,
6635553954,node,47.1137257,7.1361064,permissive,,,,,Lamboing,,,,,,,13,,2516,Route de Prêles,,,,,,,,,,,,,,,,,,,,Garage Reparex,,,,,,,,,defibrillator,144,,,,,,,,,node/6635553954,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:00-12:00,13:30-18:00",,,,Garage Reparex,,,,,,,,,+41 32 315 13 67,,,,,,,,,,,,,,,,,,,,,,,,,
6636632390,node,47.0192922,7.5047104,permissive,,,,,Urtenen - Schönbühl,,,,,,,22,,3322,Grubenstrasse,,,,,,,,,,,,,,,,,,,,"A. Boss + CO AG, ABC Kartenverlag",,,,,,,,,defibrillator,144,,,,,,,,,node/6636632390,,,,,,,,,,,,,,,,,,,,,Mo-Fr 06:45-17:30,,,,"A. Boss + CO AG, ABC Kartenverlag",,,,,,,,,+41 31 859 61 11,,,,,,,,,,,,,,,,,,,,,,,,,
6636632393,node,47.0509746,7.5056526,permissive,,,,,Jegenstorf,,,,,,,10,,3303,Iffwilstrasse,,,,,,,,,,,,,,,,,,,,In Turnhalle der Schulanlage Säget. Tagsüber während den Schulzeiten,,,,,,,,,defibrillator,144,,,,,,,,,node/6636632393,,,,yes,,,,,,,,,,,,,,,,,,,,,Schulanlage Säget,,,,,,,,,+41 31 763 16 18,,,,,,,,,,,,,,,,,,,,,,,,,
6636632394,node,47.0513241,7.5137604,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tagsüber während den Schulzeiten,,,,,,,,,defibrillator,144,,,,,,,,,node/6636632394,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Gyrisberg II,,,,,,,,,+41 31 763 16 18,,,,,,,,,,,,,,,,,,,,,,,,,
6636632396,node,47.0506372,7.5067898,permissive,,,,,Jegenstorf,,,,,,,6,,3303,Iffwilstrasse,,,,,,,,,,,,,,,,,,,,"im Foyer (Parterre des Kirchgemeindehauses), Tagsüber",,,,,,,,,defibrillator,144,,,,,,,,,node/6636632396,,,,yes,,,,,,,,,,,,,,,,,,,,,Kirchgemeindehaus Jegenstorf,,,,,,,,,+41 31 763 16 18,,,,,,,,,,,,,,,,,,,,,,,,,
6636632397,node,47.0507184,7.5144403,permissive,,,,,Jegenstorf,,,,,,,34f,,3303,Brüggackerstrasse,,,,,,,,,,,,,,,,,,,,Tagsüber während den Schulzeiten,,,,,,,,,defibrillator,144,,,,,,,,,node/6636632397,,,,,,,,,,,,,,,,,,,,,,,,,Sporthalle Gyrisberg,,,,,,,,,+41 31 763 16 18,,,,,,,,,,,,,,,,,,,,,,,,,
6636649998,node,46.92255,7.6287794,permissive,,,,,Biglen,,,,,,,,,3507,Syrengasse,,,,,,,,,,,,,,,,,,,,"nicht öffentlich, nur während Spielbetrieb zugänglich",,,,,,,,,defibrillator,144,,,,,,,,,node/6636649998,,,,,,,,,,,,,,,,,,,,,,,,,Espace Arena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636650001,node,46.9399263,7.5985706,permissive,,,,,Walkringen,,,,,,,29,,3512,Rüttihubel,,,,,,,,,,,,,,,,,,,,Haupteingang Hotel,,,,,,,,,defibrillator,144,,,,,,,,,node/6636650001,,,,,,,,,,,,,,,,,,,,,06:00-24:00,,,,Rüttihubelbad,,,,,,,,,+41 31 700 81 81,,,,,,,,,,,,,,,,,,,,,,,,,
6636650009,node,46.9012069,7.6358199,private,,,,,Grosshöchstetten,,,,,,,28,,3506,Moosweg,,,,,,,,,,,,,,,,,,,,Feuerwehrmagazin,,,,,,,,,defibrillator,144,,,,,,,,,node/6636650009,,,,,,,,,,,,,,,,,,,,,,,,,Feuerwehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636687578,node,47.1073462,7.2477045,permissive,,,,,Bellmund,,,,,,,10,,2564,Jensgasse,,,,,,,,,,,,,,,,,,,,Eingang Turnhalle,,,,,,,,,defibrillator,144,,,,,,,,,node/6636687578,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:00-18:00,,,,Schulhaus Bellmund,,,,,,,,,+41 79 206 24 58,,,,,,,,,,,,,,,,,,,,,,,,,
6636687579,node,47.1316232,7.2414108,permissive,,,,,Biel,,,,,,,7,,2501,Robert Walser Platz,,,,,,,,,,,,,,,,,,,,Promotion économique du canton de Berne,,,,,,,,,defibrillator,144,,,,,,,,,node/6636687579,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00, 13:30-17:30",,,,Promotion économique du canton de Berne,,,,,,,,,+41 32 321 59 50,,,,,,,,,,,,,,,,,,,,,,,,,
6636687580,node,47.120774,7.2636015,permissive,,,,,Brügg,,,,,,,13,,2555,Römerstrasse,,,,,,,,,,,,,,,,,,,,Der AED ist im Empfangsbereich montiert,,,,,,,,,defibrillator,144,,,,,,,,,node/6636687580,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-17:00,,,,CEMEX Research Group AG,,,,,,,,,+41 79 226 45 04,,,,,,,,,,,,,,,,,,,,,,,,,
6636687581,node,47.1259236,7.238887,permissive,,,,,Nidau,,,,,,,9,,2560,Weyermattstrasse,,,,,,,,,,,,,,,,,,,,Gemeinschaftspraxis Jäger und Ly,,,,,,,,,defibrillator,144,,,,,,,,,node/6636687581,,,,,,,,,,,,,,,,,,,,,"Mo, Tu, We, Fr 08:00-12:00, 14:00-18:00; Th 08:00-12:00",,,,Gemeinschaftspraxis Jäger und Ly,,,,,,,,,+41 32 331 06 06,,,,,,,,,,,,,,,,,,,,,,,,,
6636687584,node,47.132893,7.2482394,permissive,,,,,Biel,,,,,,,44,,2501,Zukunftstrasse,,,,,,,,,,,,,,,,,,,,AED an der Loge Seite Zukunftstrasse,,,,,,,,,defibrillator,144,,,,,,,,,node/6636687584,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-12:00, 13:30-17:00",,,,Bundesamt für Kommunication BAKOM,,,,,,,,,+41 58 460 55 11,,,,,,,,,,,,,,,,,,,,,,,,,
6636784159,node,47.1196638,7.2669918,permissive,,,,,Brügg,,,,,,,40,,2555,Erlenstrasse,,,,,,,,,,,,,,,,,,,,Zugriff nur während den Öffnungszeiten via Kundendienst,,,,,,,,,defibrillator,144,,,,,,,,,node/6636784159,,,,yes,,,,,,,,,,,,,,,,,"Mo-Th 08:30-20:00, Fr 08:30-21:00, Sa 08:00-17:00",,,,Migros Centre Brügg,,,,,,,,,+41 58 567 38 00,,,,,,,,,,,,,,,,,,,,,,,,,
6636784160,node,47.1263501,7.2463184,permissive,,,,,Nidau,,,,,,,15,,2560,Lyss-Strasse,,,,,,,,,,,,,,,,,,,,Zugriff nur während den Öffnungszeiten via Kundendienst,,,,,,,,,defibrillator,144,,,,,,,,,node/6636784160,,,,yes,,,,,,,,,,,,,,,,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00",,,,Migros Nidau,,,,,,,,,+41 58 567 94 00,,,,,,,,,,,,,,,,,,,,,,,,,
6636784161,node,47.1156447,7.2351175,permissive,,,,,Ipsach,,,,,,,1,,2563,Dorfstrasse,,,,,,,,,,,,,,,,,,,,Zugriff nur während den Öffnungszeiten via Kundendienst,,,,,,,,,defibrillator,144,,,,,,,,,node/6636784161,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-19:00, Sa 08:00-17:00",,,,Migros Ipsach,,,,,,,,,+41 58 567 36 00,,,,,,,,,,,,,,,,,,,,,,,,,
