osm_id,osm_type,lat,lon,access,access:conditional,addr:city,addr:housenumber,addr:postcode,addr:street,addr:street:en,check_date,covered,defibrillator:location,description,description:en,emergency,emergency:phone,fixme,id,image,image:license,indoor,latitude,level,location,longitude,name,opening_hours,operator,phone,phone:mobile,postal_code,ref,source,website,wheelchair,wheelchair:description
8841486317,node,47.5690967,9.1094014,yes,,,,,,,,,"Stadtverwaltung Weinfelden, Debrunnerhaus",Während der Öffnungszeiten,,defibrillator,144,,node/8841486317,,,yes,,,,,,Mo-Fr 08:30-17:00,Gemeinde,,,,,,,,
8841486327,node,47.555147,9.1070261,yes,,,,,,,,,Freibad,Mai-September,,defibrillator,144,,node/8841486327,,,no,,,,,,,Gemeinde,,,,,,,,
8841763417,node,47.4969282,9.0244929,yes,,,,,,,,,"Vordach der Turnhalle, rechts vom Eingang",,,defibrillator,144,,node/8841763417,,,no,,,,,,24/7,Gemeinde Bettwiesen,+41719148070,,,,,,,
8842064217,node,47.5567733,8.8915709,yes,,,,,,,,,Bau 2 (neueres Gebäude) Eingang rechts,,,defibrillator,144,,node/8842064217,,,yes,,,,,,,Bildungszentrum für Technik Frauenfeld (BZTF),+41583456500,,,,,,,
8849773211,node,47.5663638,9.0966248,customers,,,,,,,,,Entrance hall left side / Eingangshalle links,,,defibrillator,144,,node/8849773211,,,yes,,0,,,,"Mo-Fr 08:00-20:00; Sa 08:00-18:00; Su,PH closed",Coop,,,,,,,yes,
8862717118,node,47.5023053,9.2372834,,,,,,,,,,Bischofstell,während den Öffnungszeiten,,defibrillator,144,,node/8862717118,,,yes,,,,,,24/7,Naturex AG,+41795469704,,,,,,,
8868356210,node,47.5259695,9.4190955,permissive,,,,,,,,,Inside bath on your left. Wall mounted.,,,defibrillator,144,,node/8868356210,,,,,,,,,,,,,,,,,limited,
8894546238,node,47.5146754,9.0316763,yes,,,,,,,,,Beim Eingang zum Mittelstufenschulhaus,,,defibrillator,144,,node/8894546238,,,no,,,,,,24/7,Gemeinde Tobel-Tägerschen,+41 58 346 01 00,,,,,,,
8894546239,node,47.5077421,9.0291712,yes,,,,,,,,,Beim ehemaligen Feuerwehrdepot Tägerschen,,,defibrillator,144,,node/8894546239,,,no,,,,,,24/7,Gemeinde Tobel-Tägerschen,+41583460100,,,,,,,
8918652517,node,47.5371314,8.8780411,yes,,,,,,,,,"""Milchhüsli"" Teuschenstrasse 8, 8500 Gerlikon",immer verfügbar,,defibrillator,144,,node/8918652517,https://live.staticflickr.com/65535/51621093433_a521de5a63_b.jpg,,no,,,,,,24/7,Stadt Frauenfeld / Dorfverein Gerlikon,+41 52 724 51 11,,,,,,,
8987986418,node,47.5561245,9.0802844,,,,,,,,,,Alterzentrum Bussnang,Beim Eingang von Restaurant im Gang,,defibrillator,144,,node/8987986418,,,yes,,,,,,8:00-19:00,Alterszentrum,+41 71 627 65 50,,,,,,,
8987991418,node,47.5519254,9.0911365,yes,,,,,,,,,Schulhaus Hohenalber Bussnang,Zwischen Schulgebäude & Turnhalle immer zugänglich,,defibrillator,144,,node/8987991418,,,no,,,,,,,Gemeinde,,,,,,,,
8992194797,node,47.5393124,8.8784666,yes,,,,,,,,,"Huggenbergerstrasse 9, 8500 Gerlikon. Neben der Eingangstüre zur Garage",,,defibrillator,144,,node/8992194797,,,no,,,,,,24/7,"Manuela Kölsch, Rolf Waldburger",+41 79 551 86 20; +41 79 672 95 66,,,,,,,
9008518811,node,47.57682,9.1640072,,,,,,,,,,Beim Eingang links an der Wand.,,,defibrillator,144,,node/9008518811,,,yes,,,,,,,,,,,,,,,
9037951717,node,47.6469945,9.1988549,no,,,,,,,,,Reception bei Eingang hängend,"Während Oeffungszeiten Verfügbar
08:00-12:00/14:00-21:00 Oktober bis 20:00",,defibrillator,144,,node/9037951717,,,yes,,,,,,,Camping,,,,,,,,
9038070319,node,47.6448529,9.1958049,,,,,,,,,,Strellson Fabrikverkauf,Während Oeffungszeiten Verfügbar,,defibrillator,144,,node/9038070319,,,yes,,,,,,Mo-Fr 10:00-19:00; Sa 09:00-18:00,Strellson,,,,,,,,
9041488817,node,47.5615652,9.098149,yes,,,,,,,,,Model Shop Weinfelden,"während Öffnungszeiten Verfügbar, im Eingangsbereich",,defibrillator,144,,node/9041488817,,,yes,,,,,,"Mo-Fr 07:30-12:00,13:30-17:00",Model AG Weinfelden,+41 842 626 626,,,,,,,
9042509748,node,47.577063,8.939675,permissive,wenn die Schule offen hat,,,,,,,,Im Eingangsbereich,,,defibrillator,144,,node/9042509748,,,yes,,0,,,,Mo-Fr 07:15-17:00; SH closed,Schule Frauenfeld,,,,,,,limited,
9042533119,node,47.450847,8.9332488,yes,,,,,,,,,School,,,defibrillator,144,,node/9042533119,,,,,0,,,,,,,,,,,,,
9045480881,node,47.6675265,9.0874462,yes,,,,,,,,,An der Hauswand,,,defibrillator,144,,node/9045480881,,,no,,,,,,24/7,Feuerwehrdepot Ermatingen,,,,,,,,
9048731818,node,47.4469441,9.035815,yes,,,,,,,,,"Schulhaus Aegelsee, links vor Eingang",in Kasten erreichbar,,defibrillator,144,,node/9048731818,,,no,,,,,,24/7,,,,,,,,,
9083837617,node,47.4522502,9.0327251,no,,,,,,,,,Kirchgemeindehause Wilen,"im  Gebäude, nur wenn offen erreichbar",,defibrillator,144,,node/9083837617,,,yes,,,,,,,kath. Kirche Wil,,,,,,,,
9084175133,node,47.6420264,9.213159,,,,,,,,,,,,,defibrillator,144,,node/9084175133,,,no,,,,,,,,,,,,,,,
9098154617,node,47.4518056,9.0418201,yes,,,,,,,,,Gemeindehaus,,,defibrillator,144,,node/9098154617,,,no,,,,,,24/7,Gemeinde Wilen,,,,,,,,
9103439836,node,47.5525571,8.9006417,yes,,,,,,,,,Sportanlage Sekundarschulhaud Reutenen,,,defibrillator,144,,node/9103439836,,,no,,0,,,,24/7,,,,,,,,,
9105678717,node,47.4857507,9.3918466,yes,,,,,,,,,Auf dem Perron,,,defibrillator,144,,node/9105678717,,,no,,,,,,,,,,,,,,,
9111807164,node,47.5903266,9.063596,yes,,,,,,,,,Haupteingang MZH Weitsicht,,,defibrillator,144,,node/9111807164,,,no,,,,,,24/7,Hauswart MZH Weitsicht Viktor Wiederkehr,+41 76 573 27 40,,,,,,,
9130451418,node,47.5453359,8.8385664,,,,,,,,,,Schulhaus Islikon (Neubau),während Öffnungszeiten verfügbar,,defibrillator,144,,node/9130451418,,,yes,,,,,,,Primarschule Gachnang,,,,,,,,
9130489117,node,47.5413302,8.853864,no,,,,,,,,,Mehrzweckhalle,,,defibrillator,144,,node/9130489117,,,yes,,,,,,,,,,,,,,,
9155162817,node,47.5118223,9.4314166,,,,,,,,,,"Simply Fit, hinter der Theke and der Wand","Wenn Personal da ist, oder mit Mitgliederkarte",,defibrillator,144,,node/9155162817,,,yes,,,,,,06:00-23:00,Simply Fit,+41 71 447 89 89,,,,,,,
9181066370,node,47.5250511,8.9544609,yes,,,,,,,,,Defibrilator hängt unter dem Vordach an der Aussenwand rechts vor dem Haupteingang auf der Süd/Ostseite des Gemeindezentrums/ Turnhalle,,,defibrillator,144,,node/9181066370,,,no,,,,,,24/7,"Primarschule Stettfurt, Roland E. Keller",+41 79 303 61 05,,,,,,,
9187601662,node,47.5131274,9.0337872,yes,,,,,,,,,Eingangshalle Sunnewies Unterhalb Empfang/Anmeldung,24h (Klingel in der Nacht) verfügbar,,defibrillator,144,,node/9187601662,,,yes,,,,,,24/7,Leitung Infrastruktur,+41 71 918 62 62,,,,,,,
9195148718,node,47.5647986,8.8865609,no,,,,,,,,,im Café,während Öffnungszeiten,,defibrillator,144,,node/9195148718,,,yes,,,,,,,Tennisclub Frauenfeld,,,,,,,,
9207294897,node,47.4766341,8.9975305,yes,,,,,,,,,Im Eingangsbereich bei den Schiebetüren,während Öffnungszeiten verfügbar,,defibrillator,144,,node/9207294897,,,yes,,,,,,,Philipp Stieger,+41 71 966 59 19,,,,,,,
9207297757,node,47.567029,9.3740657,,,,,,,,,,Im Feuerwehrdepot,24h verfügbar,,defibrillator,144,,node/9207297757,,,yes,,,,,,24/7,Stadt Romanshorn Feuerwehr,+41 58 346 84 14,,,,,,,
9207309542,node,47.5683908,9.3841307,yes,,,,,,,,,Stadtverwaltung Romanshorn Hafenstrasse 70  Aussenwand Hafenmeistergebäude 1286LTS,Grüner Kasten /  Koffer Orange,,defibrillator,144,,node/9207309542,,,no,,0,,,,24/7,Lifetec AG Schweiz,+41 58 346 83 83,,,,,,,
9207309543,node,47.5727149,9.3762195,yes,,,,,,,,,Stadtverwaltung Romanshorn Badstrasse 50 8590 Romanshorn Aussenwand Verwaltungsgebäude Seebad 1285LTS,Grüner Kasten /  Koffer Orange,,defibrillator,144,,node/9207309543,,,no,,0,,,,24/7,Lifetec AG Schweiz,+41 58 346 83 83,,,,,,,
9207309545,node,47.5578047,9.3745914,,,,,,,,,,Kasse Eingang Eishalle,während Öffnungszeiten verfügbar,,defibrillator,144,,node/9207309545,,,yes,,,,,,,EZO Eissportzentrum Roamnshorn,+41 71 466 75 05,,,,,,,
9207807017,node,47.4835344,8.9375688,,,,,,,,,,Chäller ReAktiv,während den Öffnungszeiten,,defibrillator,144,,node/9207807017,,,yes,,,,,,Mo-Fr 08:00-22:00,Privat,+41792981090,,,,,,,
9209422017,node,47.674168,9.0847743,yes,,,,,,,,,Im alten Zollhaus / im öffentlichen WC links,,,defibrillator,144,,node/9209422017,,,yes,,,,,,24/7,Gemeinde Ermatingen,+41 71 663 30 30,,,,,,,
9209447117,node,47.6713595,9.0730468,no,,,,,,,,,Strandbad Ermatingen / Sanitätsraum Bademeister,wähend der offiziellen Öffnungszeiten des Strandbads verfügbar / Bademeister vor Ort,,defibrillator,144,,node/9209447117,,,yes,,,,,,,Gemeinde Ermatingen,+41716633030,,,,,,,
9215590142,node,47.6034391,9.2071411,yes,,,,,,,,,Schulhaus,,,defibrillator,144,,node/9215590142,,,no,,,,,,24/7,Politische Gemeinde Lengwil,,,,,,,,
9219005140,node,47.6323296,9.0434915,yes,,,,,,,,,"Im Gemeindehaus Raperswilen, links hinter der Haus-Eingangstüre EG im Vorraum zur Gemeindeverwaltung.",,,defibrillator,144,,node/9219005140,,,yes,,,,,,24/7,resQshock GmbH / Kantonsstrasse 1 / 8863 Buttikon (Herr Nardone),+41 55 460 22 44,,,,,,,
9233414897,node,47.4772387,8.9944339,yes,,,,,,,,,"Schulanlage Oberhofen, Eschlikonerstr. 7a, beim Haupteingang rechts zum Schulhaus 3",,,defibrillator,144,,node/9233414897,,,no,,,,,,24/7,"Schule Münchwilen, Ralf Bechtiger, Chef-Hauswart, Eschlikonerstr.7, 9542 Münchwilen",+41 79 173 29 93,,,,,,,
9233414898,node,47.4886005,9.0016061,yes,,,,,,,,,"Schulanlage Kastanienhof, Gebäude B, beim Haupteingang auf der linken Wandseite",,,defibrillator,144,,node/9233414898,,,no,,,,,,24/7,"Schule Münchwilen, Ralf Bechtiger, Chef-Hauswart, Eschlikonerstr.7, 9542 Münchwilen",+41 79 173 29 93,,,,,,,
9233420148,node,47.4804981,8.9988589,yes,,,,,,,,,"Schulhaus West vor dem Haupteingang, links an der Wand.",,,defibrillator,144,,node/9233420148,,,no,,,,,,24/7,"Schule Münchwilen, Ralf Bechtiger, Chef-Hauswart, Eschlikonerstr.7, 9542 Münchwilen",+41 79 173 29 93,,,,,,,
9263936817,node,47.4876524,9.3881818,yes,,,,,,,,,Eingang Mehrzweckhalle,Aussenwand,,defibrillator,144,,node/9263936817,,,no,,,,,,24/7,Primarschulgemeinde Freidorf-Watt,+41714551143,,,,,,,
9277103005,node,47.61001,8.8674764,yes,,,,,,,,,"Der Defibrillator ist beim Eingang des neueren, grauen Gebäudes gegenüber des Fussballplatzes zu finden",,,defibrillator,144,,node/9277103005,,,no,,,,,,24/7,Primarschule / Sekundarschule Hüttwilen,+41 52 748 00 18,,,,,,,
9277252204,node,47.5011576,9.2356476,yes,,,,,,,,,"Haupteingang rechts in der Nische,in einer grauen Box.",,,defibrillator,144,,node/9277252204,,,yes,,,,,,Mo-Th 07:00-17:00; Fr 07:00-16:00,Almeva AG,+41 71 644 90 20,,,,,,,
9294006517,node,47.6037545,9.2816968,yes,,,,,,,,,"Mehrzweckhalle Güttingen, beim Haupteingang",,,defibrillator,144,,node/9294006517,,,no,,,,,,24/7,Schulgemeinde Güttingen,,,,,,,,
9310198571,node,47.556048,8.8978674,customers,,,,,,,,,Im Innenraum nahe Geldautomat,,,defibrillator,144,,node/9310198571,,,yes,,0,,,,24/7,reavita,,,,,,,designated,
9310624834,node,47.5173004,8.9943972,yes,,,,,,,,,Aussen beim Eingang zum Gemeindehaus neben dem Anschlagkasten,,,defibrillator,144,,node/9310624834,,,no,,,,,,24/7,Politische Gemeinde Lommis,+41 52 723 30 10,,,,,,,
9330532717,node,47.6078297,9.2631716,yes,,,,,,,,,Mehrzweckhalle Schwärzi Altnau ,,,defibrillator,144,,node/9330532717,,,no,,,,,,24/7,Gemeinde,,,,,,,,
9341499617,node,47.6421697,9.2036135,yes,,,,,,,,,"rechts neben Rolltor, ostseite",immer zugänglich,,defibrillator,144,,node/9341499617,,,no,,,,,,24/7,Traub Pulverbeschichtung,,,,,,,,
9355818128,node,47.4920613,8.9039388,,,,,,,,,,Haupteingang Schützenstrasse beim Empfang rechts,,,defibrillator,144,,node/9355818128,,,yes,,,,,,Mo-Fr 08:00-16:00,Gressel AG / Dieter Scherrer,+41 52 368 13 84,,,,,,,
9355900418,node,47.6495635,9.1744765,,,,,,,,,,Arztpraxis im 2. Stock,während Öffnungszeiten verfügbar,,defibrillator,144,,node/9355900418,,,yes,,,,,,,Dr. med. Remo Lachat,+41 71 672 46 46,,,,,,,
9406836542,node,47.5149245,8.9362966,private,,,,,,,,,während Umbau neu im TopShop nur während Öffnungszeiten verfügbar,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/9406836542,,,no,,,,,,"Mo-Sa 06:00-22:00, Su 08:00-20:00","LANDI THULA, Sicherheitsbeauftragter",+41 52 369 40 00,,,,,,,
9437263325,node,47.656258,9.1315291,yes,,,,,,,,,Beim Gemeindehaus draussen beim Eingangsbereich links an der Wand im roten Kasten.,,,defibrillator,144,,node/9437263325,,,no,,,,,,24/7,M. Berschat,+41 79 738 36 03,,,,,,yes,
9455458826,node,47.5610021,8.8934943,yes,,,,,,,,,"In Foyer, nach der Haupteingangstüre direkt links. Rechts der Plackatwand in der Ecke.",,,defibrillator,144,,node/9455458826,,,yes,,,,,,Mo-Sa 08:00-22:00,Genossenschaft Eisenwerk,+41 52 728 89 99,,,,,,,
9473420817,node,47.6577022,9.1597142,no,,,,,,,,,"Abfertigungsschalter Zoll, Gebäude A",bei Mitarbeiter Grenzwache anfragen,,defibrillator,144,,node/9473420817,,,yes,,,,,,,Bund,,,,,,,,
9474024117,node,47.5646027,8.8870944,yes,,,,,,,,,Sportanlage Kleine Allmend,Garderobengebäude 1-4 im Gang rechts,,defibrillator,144,,node/9474024117,,,yes,,,,,,Mo-Su 09:00-17:00,Stadt Frauenfeld,+41527206080,,,,,,,
9474034517,node,47.5638041,8.8865265,yes,,,,,,,,,Kunsteisbahn Halle,Nur während den Öffnungszeiten von Sept. bis März erreichbar,,defibrillator,144,,node/9474034517,,,yes,,,,,,Mo-Su 07:00-23:00,Stadt Frauenfeld,+41527208005,,,,,,,
9480473020,node,47.6419843,9.1712118,,,,,,,,,,Pflegeheim Abendfrieden,im Eingangsbereich,,defibrillator,144,,node/9480473020,,,yes,,,,,,Mo-Su 07:00-19:00,,+41 71 678 52 52,,,,,,,
9483682417,node,47.5578981,8.8845271,yes,,,,,,,,,,,,defibrillator,144,,node/9483682417,,,no,,0,,,,24/7,,,,,,,,limited,
9490172237,node,47.6231915,8.9381103,yes,,,,,,,,,Gemeindeverwaltung Herdern,7 x 24 zugänglich. Beim Eingang Gemeindeverwaltung.,,defibrillator,144,,node/9490172237,,,no,,,,,,24/7,Gemeinde,,,,,,,,
9492799017,node,47.5793122,8.9779437,yes,,,,,,,,,MZH Hüttlingen beim Haupteingang,,,defibrillator,144,,node/9492799017,,,no,,,,,,24/7,Gemeinde Hüttlingen,,,,,,,,
9500559317,node,47.4681521,8.9917666,no,,,,,,,,,Ebnet Center ,bei Parkkasse,,defibrillator,144,,node/9500559317,,,yes,,,,,,,,,,,,,,,
9517933317,node,47.5249663,9.2047464,yes,,,,,,,,,"Evangelisches Kirchgemeindehaus, beim Überdachten Schopf vor der Kirche",,,defibrillator,144,,node/9517933317,,,no,,,,,,24/7,,,,,,,,,
9530872064,node,47.6771015,8.7076582,yes,,,,,,,,,Beim Hofladeneingang rechts an der Sitzgarnitur in Hüfthöhe,,,defibrillator,144,,node/9530872064,,,no,,,,,,24/7,Medisol,+41 31 528 07 30,,,,,,yes,
9531728317,node,47.6485536,9.1746749,,,,,,,,,,"Stadthaus, 2. Stock",Während den Öffnungszeiten verfügbar,,defibrillator,144,,node/9531728317,,,yes,,2,,,,"Mo-We 08:30-11:30,13:30-17:00; Th 08:30-11:30,13:30-18:00; Fr 08:30-11:30,13:30-16:00",Stadt Kreuzlingen,+41 71 677 61 11,,,,,,,
9543649791,node,47.5177088,8.9359349,,,,,,,,,,Feuerwehr Matzingen-Stettfurt / Feuerwehr Magazin,während Öffnungszeiten verfügbar,,defibrillator,144,,node/9543649791,,,yes,,,,,,,Zweckverband Feuerwehr Matzingen-Stettfurt,+41 79 313 89 18,,,,,,,
9554089997,node,47.5964347,8.9563774,yes,,,,,,,,,"Gemeindeverwaltung Pfyn, rechts neben dem Haupteingang",,,defibrillator,144,,node/9554089997,,,no,,,,,,24/7,Politische Gemeinde Pfyn,,,,,,,,
9554089998,node,47.6011933,8.9487129,yes,,,,,,,,,im Hofladen Keller Farm (Ecke Poststrasse/Steckbornstrasse),,,defibrillator,144,,node/9554089998,,,yes,,,,,,24/7,Politische Gemeinde Pfyn,,,,,,,,
9554089999,node,47.6170906,8.9515038,yes,,,,,,,,,"Schulhaus Dettighofen, rechts neben dem Haupteingang",,,defibrillator,144,,node/9554089999,,,no,,,,,,24/7,Politische Gemeinde Pfyn,,,,,,,,
9557540717,node,47.595832,9.2429913,yes,,,,,,,,,Schulhaus Herrenhof,Turnhalleneingang rechts (Aussenbereich),,defibrillator,144,,node/9557540717,,,no,,,,,,24/7,unbekannr ,,,,,,,,
9561196217,node,47.5614229,9.1201368,yes,,,,,,,,,Firma MPW Präzisionswerkzeuge Eingang Aussenwand 0809 LTS,Grüner Kasten / Oranger Koffer,,defibrillator,144,,node/9561196217,,,no,,,,,Firma MPW Präzisionswerkzeuge,24/7,Lifetec AG Schweiz,+41 71 622 52 66,,,,,,,
9565604917,node,47.5679522,9.1110098,no,,,,,,,,,Zahnarztpraxis,während der Öffnungszeiten,,defibrillator,144,,node/9565604917,,,yes,,,,,,,Dr. Wolfgang Benner,+41 71 622 64 33,,,,,,,
9580359617,node,47.6541687,9.168403,no,,,,,,,,,Swiss Biohealth ,während der Öffnungszeiten ,,defibrillator,144,,node/9580359617,,,yes,,,,,,,Zahnklinik ,,,,,,,,
9587110236,node,47.6578222,9.132109,,,,,,,,,,Gabs AG im Bürogebäude,während Öffnungszeiten verfügbar,,defibrillator,144,,node/9587110236,,,yes,,,,,,,"reavita AG, Grubenstrasse 56, 8045 Zürich",+41 44 466 80 66,,,,,,,
9604790013,node,47.6499281,9.173995,,,,,,,,,,"1. Stock, beim Empfang",,,defibrillator,144,,node/9604790013,,,yes,,,,,,Mo-Fr 08:00-18:00,reaplus GmbH,+41 43 536 69 15,,,,,,,
9611255917,node,47.4486229,8.9220731,,,,,,,,,,Schulhaus Trabet,,,defibrillator,144,,node/9611255917,,,no,,,,,,24/7,,,,,,,,,
9649216466,node,47.4963084,8.9526464,yes,,,,,,,,,an der Aussenfassade des Bankgebäudes in Richtung Hauptstrasse,,,defibrillator,144,,node/9649216466,,,no,,,,,,24/7,Raiffeisenbank Wängi-Matzingen,+41 52 369 78 75,,,,,,,
9649217660,node,47.520089,8.9357344,yes,,,,,,,,,an der Aussenfassade des Bankgebäudes;bei den Besucherparkplätzen,,,defibrillator,144,,node/9649217660,,,no,,,,,,24/7,Raiffeisenbank Wängi-Matzingen,+41 52 369 78 75,,,,,,,
9649257868,node,47.4591705,8.9646426,,,,,,,,,,Nach Eingangstüre zum Büroturm auf der rechten Seite,,,defibrillator,144,,node/9649257868,,,yes,,,,,,Mo-Fr 08:00-17:00,Corvaglia Mould AG,+41719737777,,,,,,,
9649271303,node,47.4588531,8.9655867,,,,,,,,,,Direkt nach Wareneingangstor auf der linken Seite.,,,defibrillator,144,,node/9649271303,,,yes,,,,,,Mo-Fr 08:00-17:00,Corvaglia Mould AG,+41719737777,,,,,,,
9651234976,node,47.56067,9.0317903,,,,,,,,,,"In der Kartbahn, links beim Eingang zum Bistro",während Öffnungszeiten verfügbar,,defibrillator,144,,node/9651234976,,,yes,,,,,,,Kartbahn Fimmelsberg,,,,,,,,
9654828117,node,47.687202,8.7531327,,,,,,,,,,Thurgauer Kantonalbank,Nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/9654828117,,,yes,,,,,,"Mo-Fr 08:30-12:00,13:30-16:30",TKB,,,,,,,,
9655854529,node,47.6120437,9.258551,yes,,,,,,,,,In bus-stop shelter / In Wartehäuschen,24/7,,defibrillator,144,,node/9655854529,,,no,,0,,,,24/7,Gemeinde,,,,,,,yes,
9668923539,node,47.6640429,9.1440921,yes,,,,,,,,,Hauswand Richtung Seerein Seite Kiosk im weissen Kasten,,,defibrillator,144,,node/9668923539,,,no,,,,,,24/7,,,,,,,,no,
9679219167,node,47.5518225,8.909267,yes,,,,,,,,,"Beim Hauseingang General-Weberstrasse 34, Gebäude neben Giusi's Brotegg",,,defibrillator,144,,node/9679219167,,,no,,,,,,24/7,"BroteggPraxis, Vreni Frei",+41 79 175 95 05,,,,,,,
9681020086,node,47.5528365,8.8884873,,,,,,,,,,"Der Defibrillator ist Im EG an der linken Wand, bei der Treppe hinunter ins Tiefgeschoss, befestigt.",,,defibrillator,144,,node/9681020086,,,yes,,,,,,"Mo-Fr 07:30-12:00, 13:30-17:00","Arbenz + Partner AG, Sekretariat",+41 52 724 04 04,,,,,,,
9688535217,node,47.54958,9.2218021,yes,,,,,,,,,AAchtal Futter,,,defibrillator,144,,node/9688535217,,,no,,,,,,24/7,,,,,,,,,
9688540617,node,47.6095017,9.2583757,no,,,,,,,,,schule Altnau,,,defibrillator,144,,node/9688540617,,,no,,,,,,,,,,,,,,,
9690173117,node,47.5789598,9.1698455,no,,,,,,,,,"Mehrzweckhalle Neuwies, 8572 Berg",Während Veranstaltungen und Schul- Vereinsbetrieb,,defibrillator,144,,node/9690173117,,,yes,,,,,,,Schulgemeinde,,,,,,,,
9690173617,node,47.5768062,9.1640865,,,,,,,,,,KiZe Berg,Während Anlässen,,defibrillator,144,,node/9690173617,,,yes,,,,,,,Ev. Kirchgemeinde,,,,,,,,
9690175517,node,47.5771662,9.1662542,yes,,,,,,,,,Raiffeisenbank Berg,,,defibrillator,144,,node/9690175517,,,yes,,,,,,24/7,,,,,,,,,
9690179717,node,47.5795888,9.1664292,no,,,,,,,,,TKB Berg,Während Öffnungszeiten,,defibrillator,144,,node/9690179717,,,yes,,,,,,,TKB,,,,,,,,
9692074717,node,47.5487002,8.8930442,no,,,,,,,,,"Treppenhaus Bürogebäude, 3.Etage",während Büroöffnungszeiten zugänglich,,defibrillator,144,,node/9692074717,,,yes,,,,,,,privat,,,,,,,,
9701280917,node,47.6448815,9.1761762,no,,,,,,,,,Sporthalle Egelsee,während sportevents und schulzeiten verfügbar,,defibrillator,144,,node/9701280917,,,yes,,,,,,,Schule Kreuzlingen,,,,,,,,
9711537463,node,47.6807319,8.7587053,,,,,,,,,,Beim Durchgang von der ersten in die zweite Halle in der Produktionsabteilung,,,defibrillator,144,,node/9711537463,,,yes,,,,,,Mo-Fr 07:00-22:00,Stephan Keller,+41 52 646 21 50,,,,,,,
9720438117,node,47.5479511,9.2998677,,,,,,,,,,Polizeischule Ostschweiz,Während den Öffnungszeiten erreichbar,,defibrillator,144,,node/9720438117,,,yes,,,,,,Mo-Fr 08:00-17:00,,+41583461450,,,,,,,
9720535518,node,47.5479604,9.2998785,,,,,,,,,,Polizeischule Ostschweiz,"Während den Öffnungszeiten erreichbar, im 2. Stock im Eingangsbereich",,defibrillator,144,,node/9720535518,,,yes,,,,,,Mo-Fr  08:00-17:00,Polizeischule Ostschweiz,+41583461450,,,,,,,
9725294617,node,47.5583779,8.9188481,yes,,,,,,,,,Bank Bannhaldenstrasse 58,immer verfügbar,,defibrillator,144,,node/9725294617,,,no,,,,,,24/7,Privatperson,,,,,,,,
9737605817,node,47.5377027,9.3265289,,,,,,,,,,"Regionale Schiessanlage Almensberg, Eingangsbereich",während Öffnungszeiten verfügbar,,defibrillator,144,,node/9737605817,,,yes,,,,,,,"Patrik Graf, Stadt Amriswil",+41 71 41 412 19,,,,,,,
9756323618,node,47.5780492,9.322173,yes,,,,,,,,,Schulhaus Dozwil,öffentlich,,defibrillator,144,,node/9756323618,,,no,,,,,,24/7,Schulgemeinde,,,,,,,,
9767436717,node,47.4645272,8.9966665,yes,,,,,,,,,"Schulhaus, vor Haupteingang",,,defibrillator,144,,node/9767436717,,,no,,,,,,24/7,Schule,,,,,,,,
9785074417,node,47.5611966,9.1228787,,,,,,,,,,im Werkstattbereich 2.OG,,,defibrillator,144,,node/9785074417,,,yes,,,,,,Mo-Fr 07:00-16:30,Swissmechanic TG,+41716262850,,,,,,,
9790476917,node,47.5605263,8.9161211,yes,,,,,,,,,Kassenhaus Plättli Zoo,,,defibrillator,144,,node/9790476917,,,no,,,,,,Mo-Su 09:00-17:00,Plättli Zoo AG,+41 52 720 81 91,,,,,,,
9807832365,node,47.5205509,8.9337858,yes,,,,,,,,,Aussenfassade Nebengebäude Gemeindeverwaltung,,,defibrillator,144,,node/9807832365,,,no,,,,,,24/7,Gemeindeverwaltung Matzingen,+41 58 346 15 01,,,,,,,
9817655718,node,47.5402979,9.2311217,yes,,,,,,,,,aAltes Feuerwehrdepot Buchackern,,,defibrillator,144,,node/9817655718,,,no,,,,,,24/7,,,,,,,,,
9820548017,node,47.5494052,8.9003737,no,,,,,,,,,Festhalle ,,,defibrillator,144,,node/9820548017,,,no,,,,,,,,,,,,,,,
9825495422,node,47.5602989,8.9029152,,,,,,,,,,Carrosserie Winiger,,,defibrillator,144,,node/9825495422,,,,,,,,,"Mo-Th 07:30-12:00, 13:00-17:30; Fr 07:30-12:00, 13:00-16:30",Carrosserie Winiger AG,+41 52 721 21 21,,,,,,,
9841424217,node,47.5882105,9.0068332,yes,,,,,,,,,Lager Haslibach Axians,,,defibrillator,144,,node/9841424217,,,,,,,,,24/7,Axians Schweiz AG,,,,,,,,
9844936817,node,47.5628502,9.1870716,yes,,,,,,,,,Schuhlhaus Leimbach TG,Links vor der Tür zur Sporthalle,,defibrillator,144,,node/9844936817,,,no,,,,,,24/7,,,,,,,,,
9845874921,node,47.5163258,9.1406588,yes,,,,,,,,,"Gemeindehaus, Buhwilerstrasse 1","Parterre, Eingang Gemeindeverwaltung",,defibrillator,144,,node/9845874921,,,yes,,,,,,24/7,,,,,,,,,
9848669617,node,47.5274391,9.0307594,no,,,,,,,,,Kantobalbank Affeltrangen,während Öffnungszeiten zugänglich,,defibrillator,144,,node/9848669617,,,yes,,,,,,,,,,,,,,,
9848669618,node,47.5247278,9.0389599,no,,,,,,,,,Feuerwehrdepot Affeltrangen,nicht zugänglich,,defibrillator,144,,node/9848669618,,,yes,,,,,,,First Responder Feuerwehr Lauchetal,,,,,,,,
