osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,check_date,defibrillator:location,description,email,emergency,emergency:phone,id,indoor,latitude,level,longitude,name,note,opening_hours,operator,operator:email,phone,ref,source,website,wheelchair,wikimedia_commons
7930578720,node,47.1377972,8.5783911,yes,,,,,,,Praxis Dr. Zäch,während Öffnungszeiten verfügbar,,defibrillator,144,node/7930578720,,,,,,,,,,,,,,,
7930578721,node,47.1391435,8.5830705,yes,,,,,,,Eingang SH Acher Ost,,,defibrillator,144,node/7930578721,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,,,,,,
7930578722,node,47.1324288,8.5930842,yes,,,,,,,Strandbad Lido,24 / 7,,defibrillator,144,node/7930578722,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,,,,,,
7930578723,node,47.1346669,8.5813043,yes,,,,,,,Ausfahrt Ökihof,In Mauer eingefasst,,defibrillator,144,node/7930578723,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,,,,,,
7930578724,node,47.131215,8.5766055,yes,,,,,,,Im Altersheim,,,defibrillator,144,node/7930578724,yes,,,,,,24/7,,,,,,,,
7930654664,node,47.1675541,8.5162161,yes,,,,,,,Bei der Mobiliar im 1. Stock,während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654664,,,,,,,,,,,,,,,
7930654665,node,47.1814497,8.5034233,permissive,,,,,,,"Hallenbad Herti, bei der Badeaufsicht",während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654665,yes,,0,,"Hallenbad Herti, bei der Badeaufsicht",,,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",sicherheit@stadtzug.ch,+41 58 728 99 00,,,,,
7930654667,node,47.1828457,8.4891379,yes,,,,,,,"Schulanlage Riedmatt, Fassade Velounterstand",,,defibrillator,144,node/7930654667,yes,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654668,node,47.1776672,8.5190472,yes,,,,,,,"Schulanlage Guthirt, zwischen Trakt A und B",,,defibrillator,144,node/7930654668,yes,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654669,node,47.1709794,8.5245152,yes,,,,,,,"Schulhaus Loreto, Trakt 4, bei Briefkasten, (oberer Parkplatz)",,,defibrillator,144,node/7930654669,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654670,node,47.17101,8.5236941,permissive,,,,,,,"Hallenbad Loreto, bei der Badeaufsicht",während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654670,yes,,-1,,,,,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654671,node,47.1777657,8.5006016,yes,,,,,,,"Letzi Schulhaus, Fassade bei Pavillon EG",,,defibrillator,144,node/7930654671,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654673,node,47.162856,8.5199283,yes,,,,,,,"Schulzentrum Maria Opferung, Box bei Toreingang",,,defibrillator,144,node/7930654673,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654674,node,47.1631111,8.5192846,yes,,,,,,,"Schulhaus Kirchmatt, Fassade bei Haupteingang",,,defibrillator,144,node/7930654674,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654675,node,47.1729395,8.5181433,yes,,,,,,,In der Klubschule,während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654675,,,,,,,,,,,,,,,
7930654676,node,47.1779033,8.5054082,permissive,,,,,,,Im Migros,während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654676,yes,,,,,,,,,,,,,,
7930654677,node,47.1652628,8.5151567,yes,,,,,,,Im Migros,während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654677,,,,,,,,,,,,,,,
7930654678,node,47.1526994,8.5179663,yes,,,,,,,"Schulhaus Gimenen, Holzschopf vor Eingang",,,defibrillator,144,node/7930654678,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654679,node,47.1760036,8.5084766,permissive,6300 Zug,2,,General-Guisan-Strasse,,,"Sporthalle Zug, Seiteneingang UG links",während Öffnungszeiten verfügbar,,defibrillator,144,node/7930654679,yes,,-1,,,,,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654681,node,47.1686773,8.5248689,yes,,,,,,,"Schulhaus Hänggeli, beim Haupteingang UG",,,defibrillator,144,node/7930654681,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654682,node,47.165482,8.5171884,yes,,,,,,,"Burgbachsaal, Hausfassade links (bei Nebeneingang)",,,defibrillator,144,node/7930654682,no,,,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 09,,,,,
7930654683,node,47.1752405,8.5020178,permissive,,,,,,,"Strandbad Zug, bei der Badaufsicht",während Betriebszeit verfügbar,,defibrillator,144,node/7930654683,yes,,0,,,,,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930654684,node,47.1720126,8.5128164,yes,,,,,,,"Parkhaus Neustadtplatz, Rückwand von Parkhaus Kasse (Hinterausgang Musikschule)",,,defibrillator,144,node/7930654684,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930677686,node,47.1749024,8.5166468,yes,,,,,,,Im Fitnesspark,während Öffnungszeiten verfügbar,,defibrillator,144,node/7930677686,yes,,,,,,,,,,,,,,
7930677687,node,47.1644313,8.5142444,yes,,,,,,,"Casino Zug, Stütze Haupteingang",,,defibrillator,144,node/7930677687,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930677688,node,47.1642889,8.5133733,permissive,,,,,,,"Seebad Seeliken, bei der Badaufsicht",während dem Badebetrieb,,defibrillator,144,node/7930677688,yes,,0,,,,,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
7930677689,node,47.1805505,8.5082178,yes,,,,,,,"Leichtathletikanlage Allmend, Fassade bei Haupteingang",,,defibrillator,144,node/7930677689,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",sicherheit@stadtzug.ch,+41 58 728 99 00,,,,,
7930677690,node,47.1776809,8.5077685,yes,,,,,,,"Fussballstadion Allmend, Fassade links (bei Schuhputzstation, Seiteneingang)",,,defibrillator,144,node/7930677690,yes,,,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 09,,,,,
7930677691,node,47.1804539,8.5206995,,,,,,,,"Feuerwehr Zug (FFZ), Hintereingang, Seite Industriestrasse",,,defibrillator,144,node/7930677691,yes,,,,,,Mo-Fr 08:00-17:00,Feuerwehramt Stadt Zug,,+41 58 728 18 18,,,,,
8003897916,node,47.1641182,8.5163486,,,,,,,,,,,defibrillator,144,node/8003897916,,,,,,,,,,,,,,,
8119104497,node,47.1339125,8.6085536,yes,,,,,,,Aussen an Studenhütte,,,defibrillator,144,node/8119104497,no,,,,,,24/7,Einwohnergemeinde Oberägeri,,,,,,,
8165390899,node,47.1513652,8.5210103,,,,,,,,,,,defibrillator,144,node/8165390899,yes,,,,,,,,,,,,,,
8165737450,node,47.1439447,8.5329456,yes,,,,,,,In der Wartehalle der Bergstation,,,defibrillator,144,node/8165737450,yes,,0,,,,24/7,Zugerbergbahn AG,,+41 41 711 53 76,,,,,
8317714104,node,47.1784849,8.4601405,no,,,,,,,Gang vor WC,nur während Öffnungszeiten verfügbar,,defibrillator,144,node/8317714104,yes,,,,Restaurant Villete,,,Einwohnergemeinde Cham,,,,,,,
8317714105,node,47.1796244,8.457166,,,,,,,,Büro Gemeinwesen / Jugilounge,während Öffnungszeiten verfügbar,,defibrillator,144,node/8317714105,yes,,0,,Gemeinwesenbüro / Jugilounge,,,Einwohnergemeinde Cham,,,,,,,
8317714106,node,47.1964963,8.4418322,yes,,,,,,,Aussenwand Eingang Fuhrwerk,24h zugänglich,,defibrillator,144,node/8317714106,no,,0,,Fuhrwerk,,,Einwohnergemeinde Cham,,,,,,,
8317714107,node,47.1842457,8.4544569,,,,,,,,Haupteingang,während Öffnungszeiten verfügbar,,defibrillator,144,node/8317714107,yes,,0,,Schulhaus Röhrliberg 2,,,Einwohnergemeinde Cham,,,,,,,
8317714108,node,47.1806767,8.4566282,yes,,,,,,,Aussenwand beim Eingang Parkhaus,24h/7 zugänglich,,defibrillator,144,node/8317714108,no,,0,,Eingang Parkhaus Rigiplatz,,24/7,Einwohnergemeinde Cham,,,,,,,
8317714109,node,47.1828294,8.4638362,no,,,,,,,Nordtrakt Haupteingang,,,defibrillator,144,node/8317714109,yes,,0,,Schulhaus Städtli 1,,,Einwohnergemeinde Cham,,,,,,yes,
8317714110,node,47.1825745,8.4622269,yes,,,,,,,"""Aussenwand Turnhalle Städtli 2""",,,defibrillator,144,node/8317714110,no,,0,,Schulhaus Städtli 2,,24/7,Einwohnergemeinde Cham,,,,,,yes,
8317714111,node,47.1805562,8.4590197,,,,,,,,Pausenraum,während Öffnungszeiten verfügbar,,defibrillator,144,node/8317714111,yes,,1,,,,,Einwohnergemeinde Cham,,,,,,,
8446285417,node,47.1414652,8.6639873,yes,,,,,,,"am Beleuchtungsmast Parkplatz, bei Eingang Restaurant",,,defibrillator,144,node/8446285417,,,,,,,24/7,Einwohnergemeinde Oberägeri,,,,,,,
8499467017,node,47.1988069,8.5388394,,,,,,,,im Gebäude der 3D AG zwei Defibrillatoren verfügbar,"während Öffnungszeiten verfügbar, über Telefon alarmierbar",,defibrillator,144,node/8499467017,yes,,,,,,Mo-Fr 08:00-16:00,3D AG,,+41 41 768 25 25,,,,,
8513619268,node,47.1959097,8.4570237,yes,,,,,,,Beim Eingangstor bei der Parkuhr,,,defibrillator,144,node/8513619268,no,,,,,,24/7,Gemeinde Cham,,,,,,,
8520333804,node,47.1815063,8.5199393,,,,,,,,Im Eingangsbereich Zugorama,während Öffnungszeiten verfügbar,,defibrillator,144,node/8520333804,yes,,,,,,Mo-Fr 09:00-17:00; Sa 09:00 - 14:00; PH off,V-ZUG AG,,,,,,,
8681975394,node,47.1717122,8.507569,yes,,,,,,,"Seebad Siehbach (Männerbadi), an der Aussenfassade",,,defibrillator,144,node/8681975394,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
8702057865,node,47.1730873,8.5147433,,,,,,,,"im Befundraum 1, links unten im weissen Regal",während Öffnungszeiten verfügbar,,defibrillator,144,node/8702057865,yes,,,,,,,Dr. med. Claude Mair-Noack,,+41 41 511 26 26,,,,,
8814162620,node,47.1864861,8.4738305,yes,,,,,,,Empfang Audi,während Öffnungszeiten verfügbar,,defibrillator,144,node/8814162620,yes,,,,,,,Adrian Stecher,,+41 41 748 57 91,,,,,
8814162621,node,47.1871678,8.4730634,yes,,,,,,,Kundendienst Carrosserie & Lack,während Öffnungszeiten verfügbar,,defibrillator,144,node/8814162621,yes,,,,,,,Adrian Stecher,,+41 41 748 57 91,,,,,
8814162622,node,47.1876141,8.4741395,yes,,,,,,22.12.2023,Aussensäule Nebeneingang,24h zugänglich,,defibrillator,144,node/8814162622,no,,,,,,,AMAG,,+41 41 748 57 91,,,,,
8820883648,node,47.1769154,8.5127946,yes,,,,,,,Neben den Toiletten,,,defibrillator,144,node/8820883648,yes,,0,,,,Mo-We 09:00-22:00; Su 10:00-20:00; Th-Fr 09:00-24:00; Sa 10:00-24:00,Freiruum Zug,,,,,,yes,
8831381726,node,47.1729414,8.5999909,yes,,,,,,,Sportplatz Chrüzegg / Haupteingang links,,,defibrillator,144,node/8831381726,no,,,,,,24/7,Gemeinde Menzingen,,+41 41 757 22 03,,,,,
8831381727,node,47.17868,8.5917002,yes,,,,,,,Schützenmatt / Haupteingang links,,,defibrillator,144,node/8831381727,no,,,,,,24/7,Gemeinde Menzingen,,+41 41 757 22 03,,,,,
8831381728,node,47.1780063,8.590807,yes,,,,,,,Raiffeisenbank / im Bankomatenraum,,,defibrillator,144,node/8831381728,yes,,,,,,24/7,Gemeinde Menzingen,,+41 41 757 22 03,,,,,
8831381729,node,47.1825704,8.5703471,yes,,,,,,,Bushaltestelle Edlibach,,,defibrillator,144,node/8831381729,no,,,,,,24/7,Gemeinde Menzingen,,+41 41 757 22 03,,,,,
8835039741,node,47.16163,8.4381223,yes,,,,,,,3. OG im Gang,,,defibrillator,144,node/8835039741,yes,,,,,,Mo-Fr 07:00-18:00,"AVS Systeme AG, Peter Dürger, Bösch 45, 6331 Hünenberg",,+41 79 279 75 85,,,,,
8865156217,node,47.1322451,8.6242969,yes,,,,,,,"Zentrum Breiten, vor Haupteingang",,,defibrillator,144,node/8865156217,no,,,,,,24/7,Zentrum Breiten,,+41 41 754 76 00,,,,,
8875294118,node,47.1816457,8.5285211,,,,,,,,"2. OG, Eingang links",während den Öffnungszeiten verfügbar,,defibrillator,144,node/8875294118,yes,,,,,,Mo-Fr 08:00-17:00,Shell (Switzerland) AG,,+41417694444,,,,,
8912958451,node,47.1939871,8.5229512,,,,,,,,Zimmer 2,,,defibrillator,144,node/8912958451,yes,,,,,,Mo-Th 07:30-12:00; Fr 07:30-15:00,Galexis,,,,,,,
8912958452,node,47.1979917,8.5331627,yes,,,,,,,Angebracht an der Südfassade,,,defibrillator,144,node/8912958452,no,,,,,,24/7,,,,,,,,
8951515805,node,47.1803426,8.4686851,,,,,,,,Beim Bademeister,,,defibrillator,144,node/8951515805,yes,,,,,,"""Badesaison""",Einwohnergemeinde Cham,,,,,,,
8962374918,node,47.171041,8.5144021,yes,,,,,,,direkt neben Haupt-Eingang Haus Bundesplatz 7,,,defibrillator,144,node/8962374918,no,,,,,,24/7,"Citypark Immobilien AG, Rigistrasse 1, 6302 Zug, Kontaktperson: Gabriela Kottmann",,+41 41 783 85 05,,,,,
9007872019,node,47.144806,8.5351923,yes,Zug,,,,,,Schulhaus BPS Eingang,Grüner Kasten,,defibrillator,144,node/9007872019,,,0,,Institut Montana,,24/7,Lifetec AG,,+41 800 122 144,1595LTS,,,,
9112746806,node,47.1978204,8.4851119,yes,,,,,,,Östlich auf der Seite der Bannstrasse beim Velounterstand,,,defibrillator,144,node/9112746806,no,,,,,,24/7,eTeam plus AG Bannstr. 1 - Steinhausen / Martin Hausheer,,+41 79 339 29 05,,,,,
9112938930,node,47.1964293,8.4834736,yes,,,,,,,"Erdgeschoss im Treppenhaus zur Bibliothek, beim Feuerlöscher","Zoll AED 3, mit Kindertaste und CPR Feedback. Inkl. Notfallset: Schere, Rasierer, Beatmungs-Folie, Taschenmaske in Hartbox mit Filter, Gummizug, Handschuhe und Alkoholpads.",,defibrillator,144,node/9112938930,yes,,,,,,,Gemeindeverwaltung Steinhausen,,+41 41 748 11 55,Gemeindesaal Steinhausen,,,,
9131895535,node,47.1687938,8.5155731,yes,,,,,,,In der Apotheke drin,,,defibrillator,144,node/9131895535,yes,,,,,,Mo-Fr 08:00-18:30; Sa 08:00-16:00,Apotheke Spillmann,,+41 41 711 15 47,,,,,
9245669368,node,47.1622227,8.518791,yes,,,,,,,"im Eingangsbereich, rechts neben Treppenaufstieg",,,defibrillator,144,node/9245669368,yes,,,,,,Mo-Fr 07:00-19:00; Sa 07:30-16:30,,,,,,,,
9263312174,node,47.1825221,8.4351464,yes,,,,,,,Bürogebäude (Anmeldung) bei Hauptzutritt Betriebsgelände,,,defibrillator,144,node/9263312174,no,,,,,,24/7,"Biomasse Energie AG, Fildern 5, 6331 Hünenberg",,+41 79 227 76 77,,,,,
9269574817,node,47.098648,8.5176051,yes,,,,,,,Praxis am Wihelbach GmbH,Während Öffnungszeiten verfügbar. Öffnungszeiten können abweichen!,,defibrillator,144,node/9269574817,yes,,,,,,Mo 13:00-19:00; Th 07:30-16:00; We 07:30-12:00; Th 07:30-16:00; Fr 07:30-19:00,Praxis am Wihelbach GmbH,,+41417117120,,,,,
9277221704,node,47.2053609,8.577033,yes,,,,,,,Beim Haupteingang der Turnhalle.,,,defibrillator,144,node/9277221704,no,,,,,,24/7,"Gemeindeverwaltung Neuheim, Dorfplatz 5, 6345 Neuheim",,+41 41 757 21 30,,,,,
9277221706,node,47.2058924,8.5747594,yes,,,,,,,"Beim Kindergarteneingang, welcher in der Nähe des Spielplatzes ist.",,,defibrillator,144,node/9277221706,no,,,,,,24/7,"Gemeindeverwaltung Neuheim, Dorfplatz 5, 6345 Neuheim",,+41 41 757 21 30,,,,,
9296449507,node,47.2010144,8.5710915,yes,,,,,,,Haupteingang Lindenhalle,,,defibrillator,144,node/9296449507,no,,,,,,24/7,"Gemeindeverwaltung Neuheim, Dorfplatz 5, 6345 Neuheim",,+41 41 757 21 30,,,,,
9327261917,node,47.1470016,8.4318142,yes,,,,,,,Lettenstrasse 7/9 am Gebäude angebracht,,,defibrillator,144,node/9327261917,no,,0,,,,24/7,,,,,,,limited,
9360006517,node,47.1782209,8.5147112,yes,,,,,,,Im Siemensparkaus bei der Kasse im EG,,,defibrillator,144,node/9360006517,yes,,,,,,24/7,,,,,,,,
9417976882,node,47.0991213,8.5175136,,,,,,,,"Praxis, Parterre",,,defibrillator,144,node/9417976882,yes,,,,,,"Mo-Fr 08:00-12:00, 13:30-18:00",Ärzte-Walchwil AG,,+41 41 758 10 60,,,,,
9459918657,node,47.1361338,8.5820456,private,,,,,,,Treppenhaus im Erdgeschoss,24h verfügbar (über Türöffnung),,defibrillator,144,node/9459918657,yes,,,,,,24/7,Markus Gössi,,+41 78 839 80 74,,,,,
9524523017,node,47.1658127,8.6299644,yes,,,,,,,Bürogebäude Andy Wickart Haustechnik AG,im Eingangsbereich,,defibrillator,144,node/9524523017,yes,,,,,,Mo-Fr 08:00-17:00,Büro,,+41797184870,,,,,
9530626434,node,47.1979256,8.5331575,,,,,,,2026-03-30,Links neben dem Eingang der Kita ,,,defibrillator,144,node/9530626434,no,,,,,,,,,,,,,,
9605130355,node,47.1811558,8.4821065,yes,,,,,,,Schützenhaus Choller / An Wand neben dem Eingang,,,defibrillator,144,node/9605130355,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130356,node,47.182295,8.4866439,yes,,,,,,,"Sportplatz Riedmatt, rechts vom Eingang, draussen",,,defibrillator,144,node/9605130356,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130357,node,47.1821748,8.5109147,yes,,,,,,,"Herti Nord, Fassade bei Haupteingang",,sicherheit@stadtzug.ch,defibrillator,144,node/9605130357,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,https://www.stadtzug.ch/,,
9605130359,node,47.1845884,8.5230035,yes,,,,,,,Ökihof Zug / Eingang Brocki,,,defibrillator,144,node/9605130359,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130360,node,47.1645665,8.5150886,permissive,,,,,,,"Bibliothek Zug, Haupteingang rechts / nach Zwischendurchgang",während Öffnungszeiten verfügbar,,defibrillator,144,node/9605130360,yes,,0,,,,,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130361,node,47.1604592,8.5214954,yes,,,,,,,"Friedhof St. Michael, Fassade bei Werkgarage",,,defibrillator,144,node/9605130361,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130362,node,47.1491142,8.5084733,yes,,,,,,,"Schulanlage Oberwil, Eingang ZSA links (bei Turnhalle)",,,defibrillator,144,node/9605130362,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130363,node,47.139324,8.5045619,yes,,,,,,,"Badeanlage Trubikon, Eingangstüre rechts",,,defibrillator,144,node/9605130363,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130364,node,47.1756344,8.5141093,yes,,,,,,,"Stadthaus Zug, bei Briefkasten beim Haupteingang",,,defibrillator,144,node/9605130364,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9605130365,node,47.1756909,8.5133851,yes,,,,,,,"Stadthaus Zug, Eingang West (Betreibungsamt)",,,defibrillator,144,node/9605130365,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
9625620056,node,47.1688351,8.5159769,private,,,,,,,VZ Empfang Zug: Grossraumbüro Garderobe 1. OG 1397 LTM,Oranger Koffer,,defibrillator,144,node/9625620056,yes,,1,,,,Mo-Fr 08:00-17:00,VZ VermögensZentrum AG,,+41 41 726 11 11,,,,,
9649190326,node,47.2026757,8.5773316,,,,,,,,In der Einstellhalle beim 3. Tor gerade rein,während Öffnungszeiten verfügbar,,defibrillator,144,node/9649190326,yes,,,,,,,Strickler Reisen AG,,+41417560766,,,,,
9680168817,node,47.173523,8.5150782,yes,,,,,,,Bahnhof in Apotheke,,,defibrillator,144,node/9680168817,yes,,,,,,,gemeinde,,,,,,,
9680997477,node,47.1744073,8.5231899,yes,,,,,,,"Haupteingang, Trakt 1",,,defibrillator,144,node/9680997477,yes,,,,,,Mo-Fr 07:00-18:00,Hochbauamt des Kt. Zug / Claudia Regli,,+41 41 728 54 35,,,,,
9680997478,node,47.1746206,8.5247804,yes,,,,,,,Eingang Sporthallen Trakt 8,,,defibrillator,144,node/9680997478,yes,,,,,,Mo-Fr 07:00-22:00,Kantonsschule Zug / Reto Lehmann,,+41 41 728 13 01,,,,,
9684491181,node,47.1893891,8.5154493,,,,,,,,Neuhofstrasse 23,,,defibrillator,144,node/9684491181,yes,,,,,,Mo-Fr 09:00-16:00,Abbott AG,,+41417684333,,,,,
9684536672,node,47.1769507,8.5171562,private,,,,,,,VZ Corporate Services AG Innere Güterstrasse 2 2.OG bei WC,Oranger Koffer,,defibrillator,144,node/9684536672,yes,,2,,VZ Corporate Services AG,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,1398LTM,,,,
9696683817,node,47.140741,8.4318603,,,,,,,,Alterszentrum Dreilinden,,,defibrillator,144,node/9696683817,yes,,,,,,Mo-Fr 08:00-16:00,,,+41 41 790 34 64,,,,,
9724225117,node,47.1610982,8.4434133,,,,,,,,Rothusstrasse 17 1.O.G.,,,defibrillator,144,node/9724225117,yes,,,,,,Mo-Fr 08:30-17:00,Firma,,+41417843535,,,,,
9737589662,node,47.1650881,8.5166493,,,,,,,,"Im Eingangsbereich des Museums Burg Zug, nur zugänglich wenn Museum geöffnet.",während Öffnungszeiten verfügbar,,defibrillator,144,node/9737589662,yes,,,,,,,Museum Burg Zug,,+41 41 728 29 70,,,,,
9752635086,node,47.1277762,8.5921859,,,,,,,,,,,defibrillator,144,node/9752635086,,,0,,,,,,,,,,,,
9775580617,node,47.1811023,8.459678,,,,,,,,"Eingang Ärztezentrum Lorze, Dorfplatz 1","Aussenwand, rechts vom Eingang",,defibrillator,144,node/9775580617,no,,,,,,24/7,Hirslanden,,,,,,,
9784802617,node,47.1962202,8.5398826,yes,,,,,,,"EG, Vorraum Kanzlei, Eingangstür rechts an der Wand",,,defibrillator,144,node/9784802617,yes,,,,,,Mo-Fr 08:00-17:00,"Korporation Baar-Dorf / Frau Corinna Müller, Korporationsschreiberin",,+41 41 766 09 66,,,,,
9804074017,node,47.1949505,8.526865,,,,,,,,Gemeindeverwaltung Baar,Beim Empfang,,defibrillator,144,node/9804074017,yes,,,,,,Mo - Fr 08:00 - 17:00,Gemeinde,,,,,,,
9836095818,node,47.1059152,8.5137121,yes,,,,,,,"Bushaltestelle Oberdorf, Oberdorfstrasse",,,defibrillator,144,node/9836095818,no,,,,,,24/7,Einwohnergemeinde Walchwil,,+41 41 759 80 10,,,,,
9836095819,node,47.1084357,8.5049093,yes,,,,,,2025-06-01,"S-Bahnstation Hörndli, Oberdorfstrasse",Im Warteunterstand,,defibrillator,144,node/9836095819,no,,,,,,24/7,Einwohnergemeinde Walchwil,,+41 41 759 80 10,,,,,
9836097944,node,47.1622218,8.4386547,yes,,,,,,,1.OG Beim Eingang links im Gang gekenzeichnet im Schrank. Mitarbeiter wissen ALLE bescheid,,,defibrillator,144,node/9836097944,yes,,,,,,Mo-Fr 08:00-17:00,Multivac Export AG,,+41 417856516,,,,,
9844029694,node,47.167277,8.4485502,no,,,,,,,"Bei uns Zuhause, beim Eingang",während Anwesenheit verfügbar,,defibrillator,144,node/9844029694,yes,,,,,,,Christian Hofmann,,+41 79 636 19 94,,,,,
9844042532,node,47.1466141,8.4402546,yes,,,,,,,Beim Eingang,während Öffnungszeiten verfügbar,,defibrillator,144,node/9844042532,yes,,,,,,,,,+41 417857010,,,,,
9868285164,node,47.1960202,8.5233005,yes,,,,,,,Im Trainingsraum in der Ecke am Fenster,,,defibrillator,144,node/9868285164,yes,,,,,,Mo-Th 07:00-20:00; Fr 07:00-18:00; Sa 08:00-12:00,"Zoll International Holding B.V., Newtonweg 18, 6662 PV Elst, The Netherlands",,+31 481 366 410,,,,,
9880294517,node,47.1869892,8.4771164,,,,,,,,"Bel Suisse SA, Hinterbergstrasse 15, 6330 Cham","Im 3. Stock des Gebäudes, nur während Büroöffnungszeiten verfügbar",,defibrillator,144,node/9880294517,yes,,,,,,"08:00-12:00,13:30-17:30",,,+41 41 748 73 06,,,,,
9917843274,node,47.1878782,8.4777507,yes,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,,defibrillator,144,node/9917843274,yes,,,,,,,LIDL Schweiz,,+41716278074,,,,,
9917845070,node,47.1850225,8.517802,yes,,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,,defibrillator,144,node/9917845070,yes,,,,,,,LIDL Schweiz,,+41716278074,,,,,
9979945025,node,47.1378101,8.5811001,yes,,,,,,,Eingang Chilematt Zentrum - linke Seite,,,defibrillator,144,node/9979945025,yes,,0,,,,24/7,Coop Supermarkt Unterägeri Chilematt,,+41 41 754 68 10,,,,limited,
9992168218,node,47.1761786,8.5133178,yes,,,,,,,Windfang Zimmer Biomet,nur während Öffnungszeiten ,,defibrillator,144,node/9992168218,yes,,,,,,Mo-Fr 8:30-17:00,Zimmer Biomet,,,,,,,
9995145711,node,47.1620522,8.4362783,,,,,,,,"2. Stock, Aufenthaltsraum, beim Eingang Küche links auf Augenhöhe",während Öffnungszeiten verfügbar,,defibrillator,144,node/9995145711,yes,,2,,,,,DMB Technics AG,,+41 41 784 30 92,,,,,
10024785518,node,47.1994242,8.540595,,,,,,,,Medela AG,,,defibrillator,144,node/10024785518,yes,,,,,,Mo-Fr 08:00-17:00,Privatunternehmen,,+4141 562 51 51,,,,,
10029620317,node,47.1881086,8.479438,,,,,,,,"bei S-Bahnstation Rigiblick , Eingang links Besi",,,defibrillator,144,node/10029620317,yes,,,,,,Mo-Fr 08:00-16:00,Besi Switzerland,,+41417495111,,,,,
