osm_id,osm_type,lat,lon,access,addr:housenumber,addr:street,check_date,defibrillator:location,description,email,emergency,emergency:phone,fixme,id,indoor,latitude,level,longitude,name,opening_hours,operator,phone,postal_code,ref,source,wheelchair,wikimedia_commons
12314120201,node,47.5508193,7.6152035,permissive,,,,Gellertstrasse 55,Während Bürozeiten geöffnet.,,defibrillator,144,,node/12314120201,yes,,2,,,08:00 - 17:00 ,Pantex AG,,,,"local_knowledge, defikarte.ch",,
12355091801,node,47.5879022,7.5893265,permissive,,,,Basler Personenschifffahrt AG,während Betriebszeiten verfügbar,,defibrillator,144,,node/12355091801,yes,,-1,,,24/7,Firma,+41616399500,,,"local_knowledge, defikarte.ch",,
12355094501,node,47.5874644,7.5892621,permissive,,,,Basler Personenschifffahrt AG,während Betriebszeiten verfügbar,,defibrillator,144,,node/12355094501,yes,,1,,,,Firma,+41616399500,,,"local_knowledge, defikarte.ch",,
12393225501,node,47.5514881,7.5920141,permissive,,,,Treppenhaus Kirschgartenstrasse 5 / 7,während Öffnungdzeiten verfügbar,,defibrillator,144,,node/12393225501,yes,,0,,,MO - FR 7:00-19:00,DECK AG,,,,"local_knowledge, defikarte.ch",,
12397534201,node,47.5619595,7.5832054,yes,,,,Universitätsspital Basel Klinikum 2,Vom Eingang gerade aus dann links,,defibrillator,144,,node/12397534201,yes,,0,,,24/7,Universitätsspital Basel,,,,,,
12415950603,node,47.5743049,7.5780084,yes,,,,Neben den Bankomaten.,Immer verfügbar.,,defibrillator,144,,node/12415950603,no,,0,,,24/7,,,,,,,
12415961904,node,47.5743057,7.5779985,yes,,,,Neben den Bankomaten,Immer verfügbar,,defibrillator,144,,node/12415961904,no,,0,,,24/7,,,,,,,
12430308006,node,47.54795,7.5885548,yes,,,,Durchgang Basel SNCF,,,defibrillator,144,,node/12430308006,yes,,0,,,24/7,,,,,,yes,
12535973902,node,47.5422221,7.5917834,yes,,,,"Coop Pensionskasse, Lift rechts",Durch klingeln bei Pensionskasse oder Mietern,,defibrillator,144,,node/12535973902,yes,,1,,,,Coop Pensionskasse,,,,"local_knowledge, defikarte.ch",,
12539342401,node,47.56127,7.5753415,permissive,,,,"Haupteingang, Hochparterre, Missionsstrasse 62, 4055 Basel",während der Öffnungszeiten verfügbar,,defibrillator,144,,node/12539342401,yes,,0,,,Mo-Fr 08:00-19:30,Fakultät für Psychologie,+41 61 207 6363,,,"local_knowledge, defikarte.ch",,
12620205101,node,47.5923176,7.6558293,yes,,,,Werkhof Empfang,während den Öffnungszeiten verfügbar,,defibrillator,144,,node/12620205101,yes,,,,,Mo - Fr 8:00 - 16:30,Gemeinde,+41 61 645 60 60,,,"local_knowledge, defikarte.ch",,
12633123501,node,47.5609515,7.5920649,permissive,,,,Greifengasse 18,Seiteneingang neben Saner Apotheke,,defibrillator,144,,node/12633123501,yes,,5,,,Mo - Fr 8:00 - 18:00,Laborgemeinschaft 1,+41612616613,,,,,
12650538301,node,47.5629894,7.5994116,permissive,,,,Kongresscenter 2.OG,Während den Öffnungszeiten verfügbar,,defibrillator,144,,node/12650538301,yes,,2,,,Mo-Fr 08:00-17:00,,,,,,,
12735792801,node,47.5644515,7.6210186,yes,,,,Hauseingang Wittlingerstrasse 184,immer zugänlich,,defibrillator,144,,node/12735792801,no,,0,,,24/7,Wohmgenossenschaft Wiesengrund,+41765644080,,,"local_knowledge, defikarte.ch",,
12735795501,node,47.5646254,7.6213777,yes,,,,Hauseingang Wittlingerstrasse 184 Basel,,,defibrillator,144,,node/12735795501,no,,,,,24/7,Wohmgenossenschaft Wiesengrund,+41765644080,,,"local_knowledge, defikarte.ch",,
12735796301,node,47.5647989,7.6217325,yes,,,,Hauseingang Wittlingerstrasse 196 Basel,,,defibrillator,144,,node/12735796301,no,,,,,24/7,Wohmgenossenschaft Wiesengrund,+41765644080,,,"local_knowledge, defikarte.ch",,
12735796302,node,47.5649589,7.6221344,yes,,,,Hauseingang Wittlingerstrasse 202 Basel,,,defibrillator,144,,node/12735796302,no,,,,,24/7,Wohmgenossenschaft Wiesengrund,+41765644080,,,"local_knowledge, defikarte.ch",,
12793894101,node,47.5653784,7.5796652,,,,,St. Johannsring 19 Organische Chemie Departement Chemie Universitat Basel,On the North Wall,,defibrillator,144,,node/12793894101,yes,,1,,,Mo-Fr 8:00-17:00,Universität Basel,,,,"local_knowledge, defikarte.ch",,
12793945501,node,47.5642781,7.5791502,yes,,,,"Klingelbergstrasse 80 Physikalische Chemie, Departement Chemie, Universität Basel",Next to elevator,,defibrillator,144,,node/12793945501,yes,,1,,,Mo-Fr 8:00-17:00,,,,,"local_knowledge, defikarte.ch",,
12848377201,node,47.5315276,7.6029521,yes,,,,"Birseckstrasse 59, 4059 Basel hinter dem Haus an Aussenfassade",,,defibrillator,144,,node/12848377201,no,,,,,24/7,Wohngenossenschaft 1943 Jakobsberg,+41 79 352 64 87,,,"local_knowledge, defikarte.ch",,
12853324901,node,47.5524041,7.5914347,permissive,,,,"Gewerbeverband Basel GVBS, 1. Stock rechts an der Wand vor Eingangstür zum Empfang GVBS",während Öffnungszeiten verfügbar,,defibrillator,144,,node/12853324901,yes,,1,,,Mo-Th 08:00-16:00; Fr 08:00-15:00,Gewerbeverband Basel-Stadt,+41 61 227 50 50,,,"local_knowledge, defikarte.ch",,
12855286501,node,47.5522973,7.5963285,yes,,,,Malzgasse 30,aussen vor Haupteingang,,defibrillator,144,,node/12855286501,no,,,,,24/7,Gesundheitsdepartement Basel-Stadt,+41612679836,,,"local_knowledge, defikarte.ch",,
12920802301,node,47.5626492,7.5893748,permissive,,,,kHaus - Kasernen Kopfbau,Zugang gewährleistet von 08:00 – 23:00 Uhr über den Eingang mit der Rollstuhlrampe,,defibrillator,144,,node/12920802301,yes,,0,,,Mo-Su 08:00-23:00,kHaus AG,+41774837914,,,"local_knowledge, defikarte.ch",,
12922890801,node,47.5627324,7.5892943,permissive,,,,kHaus - Kasernen Kopfbau (2 Stock),Im 2. Obergeschoss beim Saal (Zugang gewährleistet von Mo-Fr 08:00 – 18:00 Uhr),,defibrillator,144,,node/12922890801,yes,,2,,,Mo-Fr 09:00-18:00,kHaus AG,+41774837914,,,"local_knowledge, defikarte.ch",,
12949232301,node,47.5463067,7.5939238,private,,,,Peter Merian Strasse 80,"Bürofläche, Zugang nur mit Badge. Es kann jedoch geklingelt werden",,defibrillator,144,,node/12949232301,yes,,0,,,Mo-Fr 08:00-17:00,Post CH AG,,,,"local_knowledge, defikarte.ch",,
12999098901,node,47.5544381,7.5954157,yes,,,,"Hof St. Alban-Vorstadt 12, rechts nach Durchgang",Werktags,,defibrillator,144,,node/12999098901,no,,,,,07:00-21:00,Christoph Merian Stiftung,+41 61 226 33 33,,,"local_knowledge, defikarte.ch",,
13105684327,node,47.5479708,7.5880928,yes,,,,Neben den Haupteingang,,,defibrillator,144,,node/13105684327,yes,,0,,,24/7,,,,,,yes,
13130726701,node,47.5728811,7.5605226,permissive,,,,Hauptgebäude bei Treppe,,,defibrillator,144,,node/13130726701,yes,,0,,,,reavita AG,+41444668066,,,,,
13130876301,node,47.5702041,7.56408,,,,,Gebäude S Abteilung S1,,,defibrillator,144,,node/13130876301,yes,,0,,,24/7,UPK,,,,,,
13204730301,node,47.5569682,7.5908288,permissive,,,,ethnologisches Seminar,während Öffnungszeiten; Tür öffnet auf Klingeln automatisch,,defibrillator,144,,node/13204730301,yes,,0,,,Mo-Fr 08:00-18:00,,,,,,,
13249819202,node,47.5575545,7.5881146,,,,,"Gerbergasse 1, Eingangsbereich rechts",während Öffnungszeiten,,defibrillator,144,,node/13249819202,yes,,0,,,"Mo-Fr 7:00-19:00,Sa 7:00-17:00",Eigentümer Liegenschaft / Bächtiger Liwoba Immobilien AG,+41613788222,,,,,
13252995906,node,47.5506257,7.5778041,private,,,,Sekretariat Architekturbüro,Während Bürozeiten zugänglich,,defibrillator,144,,node/13252995906,yes,,0,,,,Privat,,,,,,
13256190901,node,47.5709759,7.563883,permissive,,,,Nach der ersten Tür: im Vorraum von der Station P1,Defibrillator (AED) im Vorraum des P-Gebäudes direkt vor den Stationstüren.Tagsüber meist offen; nachts/bei Ereignissen kann die Außentür verschlossen sein (Zutritt dann nur mit Schlüssel).,,defibrillator,144,,node/13256190901,yes,,0,,,,Universitäre Psychiatrische Kliniken (UPK),,,,,,
13368921601,node,47.5725174,7.5634433,yes,,,,Befindet sich an der Aussenwand des Gebäude OK neben der gartentherapie,Das Gebäude OK ist die MESA (Küche/ Kantine) von der UPK Basel,,defibrillator,144,,node/13368921601,no,,0,,,24/7,Universitäre Psychiatrische Kliniken (UPK) Basel,+41 61 325 51 11,,,,,
13369077701,node,47.5724931,7.5653824,permissive,,,,im Eingangsbereich vom Gebäude F,Der Zugang zum Gebäude F ist nur tagsüber möglich,,defibrillator,144,,node/13369077701,yes,,0,,,08:00 - 16:00,Universitäre Psychiatrische Kliniken (UPK) Basel,+41 61 325 51 11,,,,,
13372257202,node,47.5529008,7.5941375,yes,,,,St.Alban-Graben 3,Available during working hours,,defibrillator,144,,node/13372257202,yes,,1,,,Mo-Fr 08:00-17:00,wega Informatik AG,+41 61 270 87 87,,,,,
13378713659,node,47.5696771,7.6331496,,,,,"Zweiter Stock, im ActivFitness neben dem Büro",,,defibrillator,,,node/13378713659,yes,,,,,,,,,,,,
13508561201,node,47.5456763,7.5674973,yes,,,,Generationenhaus Neubad,während der Öffnungszeiten,,defibrillator,144,,node/13508561201,yes,,0,,,Mo-Su 6:30 - 22:00,Generationenhaus Neubad,+41 61 565 44 44,,,,,
13514176503,node,47.5485114,7.6105791,private,,,,Praxis im Gellert,während Öffnungszeichen erreichbar,,defibrillator,144,,node/13514176503,yes,,-1,,,,Praxis im Gellert,+41 61 312 34 12,,,,,
13585739001,node,47.5589791,7.6121697,,,,,Museum Tinguely,zu Öffnungszeiten,,defibrillator,144,,node/13585739001,yes,,0,,,,Museum Tinguely AG,+41616819320,,,,,
13605369802,node,47.5411323,7.592833,yes,,,,Querfeld Silo,Nach Seiteneingang Silo,,defibrillator,144,,node/13605369802,no,,0,,,24/7,Kantensprung,,,,,,
13611180501,node,47.5663229,7.5908602,yes,,,,"Feldbergstrasse 47, 4057 Basel",,,defibrillator,144,,node/13611180501,yes,,0,,,Mo-Fr 07:00-21:00,PARAT Studio,+41 61 220 02 91,,,,,
13645173602,node,47.556122,7.5829475,yes,,,,Kornhausgasse 18 an der Hauswand aussen,jeder Zeit verfügbar,,defibrillator,144,,node/13645173602,no,,0,,,24/7,Einsatzunterstützung Rettung Basel-Stadt,+41 61 268 14 07,,,,,
13695350401,node,47.5738403,7.573804,yes,,,,Haupteingang Kultur und Gewerbehaus ELYS,24/7,,defibrillator,144,,node/13695350401,yes,,0,,,24/7,Immobilien Basel-Stadt,+41 79 902 30 21,,,,,
13695356801,node,47.5739068,7.574577,yes,,,,Haupteingang 209,Während Öffnungszeiten,,defibrillator,144,,node/13695356801,yes,,0,,,Mo-Fr 08:00 - 19:00,Immobilien Basel-Stadt,+41 79 902 30 22,,,,,
13697739302,node,47.5513539,7.593998,permissive,,,,"Büro Kellerhals Carrard, 3. OG beim Empfang",,,defibrillator,144,,node/13697739302,yes,,3,,,Mo-Fr 08:00-18:00,Procamed,+41 52 368 60 00,,,,,
13700797701,node,47.559728,7.587055,permissive,,,,Amt für Umwelt und Energie,Während Bürozeiten. Am Schalter melden. Achtung von 12:00 - 13:00 geschlossen,,defibrillator,144,,node/13700797701,yes,,0,,,Mo - Fr 08:00 - 17:00,Amt für Umwelt und Energie,+41 612670812,,,,,
13700798201,node,47.5708953,7.6651528,yes,,,,Bioflix Einkaufladen 5meter links neben Eingang,immer zugänglich,,defibrillator,144,,node/13700798201,no,,0,,,24/7,Gemeinde Bettingen,+41 61 267 00 80,,,,,
13700885301,node,47.570023,7.635897,yes,,,,Bluttrainwer 12 Haupteingang,,,defibrillator,144,,node/13700885301,no,,0,,,24/7,Gemeinde Riehen,+41 61 646 81 61,,,,,
13701091501,node,47.5583264,7.5787964,permissive,,,,Birmannsgasse 8,,,defibrillator,144,,node/13701091501,yes,,1,,,Mo-Fr 8:00-17:00,Universität Basel,+41 79 716 97 62,,,,,
13702411123,node,47.549314,7.576371,private,,,,2. Stock Eingangsbereich rechts,Zu Bürozeiten im 2. Stock bei Eskamed AG läiuten. Ausserhalb dieser Zeiten im 3. Sstock bei Keberle läuten,,defibrillator,144,,node/13702411123,yes,,2,,,24/7,Silva Keberle,+41 79 211 22 82,,,,,
13713175501,node,47.5598867,7.593153,permissive,,,,"Amt für Wirtschaft und Arbeit, BS, Utengasse 36, 4058, rechts neben dem Empfang bei Teeküche",Der Defi ist rechts neben dem Emfang in der Eingangshalle an der Wand. Mo-Fr. 08:00 - 17:00 Uhr,,defibrillator,144,,node/13713175501,yes,,0,,,Mo-Fr 08:00-17:00,"Amt für Wirtschaft und Arbeit (AWA), Benjamin Bochsler, Leiter Hausverwaltung",+41 61 267 88 41,,,,,
13713233701,node,47.5598914,7.5927052,yes,,,,Im Hof der Stiftung Habitat,,,defibrillator,144,,node/13713233701,yes,,0,,,Mo-Fr 8:30-19:00,Stiftung Habitat,+41 61 327 10 60,,,,,File:Eingang_Utengasse.jpg
13713617302,node,47.5487046,7.597305,permissive,,,,"Baumann & Cie, Banquiers","während Öffnungszeiten zugänglich, Zutritt und erhältlich nur über den Empfang",,defibrillator,144,,node/13713617302,yes,,0,,,"Mo-Fr 08:15-12:00, 13:30-16:45","Baumann & Cie, Banquiers",+41 61 279 41 41,,,,,
13715533601,node,47.538312,7.6045768,permissive,,,,"Reinacherstrasse 85, 4053 Basel, Haupteingang, oberhalb Treppenstufen an der Wand",während Öffnungszeiten verfügbar,,defibrillator,144,,node/13715533601,yes,,0,,,"Mo-Fr 06:45-12:00, 13:00-16:45","HGC Handel AG, Reinacherstrasse 85, 4053 Basel",+41 79 627 47 45,,,,,
13715566901,node,47.550416,7.585469,yes,,,,EIngang Binningerstrasse 6,"Immer, da vor dem Gebäude an der Wand",,defibrillator,144,,node/13715566901,no,,0,,,24/7,TUM,+41 61 267 68 24,,,,,
13716402801,node,47.5573698,7.5863051,,,,,Theater Fauteuil und Tabouretti,,,defibrillator,144,,node/13716402801,yes,,0,,,,Theater Fauteuil,+41 61 261 26 11,,,,,
13716838601,node,47.564676,7.5787431,,,,,"Departement Physik, erstes Obergeschoss, Treppe links.",,,defibrillator,144,,node/13716838601,yes,,1,,,Mo-Fr 7:00-17:00,Univiersität Basel,+41 61 207 37 20,,,,,
13718194301,node,47.5890889,7.5906381,yes,,,,"Revierzentrale Hiltalingerstrasse 79, Cafeteria",Die Revierzentrale ist täglich von 05:00 bis 21:00 erreichbar unter +41 61 639 95 30,,defibrillator,144,,node/13718194301,yes,,0,,,05:00 - 21:00,Schweizerische Rheinhäfen,+41 61 639 95 30,,,,,
13718334701,node,47.5673594,7.5832141,permissive,,,,Schifffahrt Terminal St. Johann,Der Defibrillator befindet sich im Innern des Terminals im Untergeschoss,,defibrillator,144,,node/13718334701,yes,,-1,,,,Schweizerische Rheinhäfen,+41 61 639 95 30,,,,,
13718351102,node,47.5822875,7.5907762,permissive,,,,Hochbergerstrasse 160,,,defibrillator,144,,node/13718351102,yes,,0,,,"Mo - Fr 08:00 - 12:00, 13:00 - 16:00",Schweizerische Rheinhäfen,+41 61 639 95 30,,,,,
13727293301,node,47.5489508,7.5616009,,,,,Beim Kellereingang,24/7,,defibrillator,144,,node/13727293301,no,,,,,24/7,Wohngenossenschaft,+41 79 469 93 07,,,,,
13727293306,node,47.5476002,7.5620015,yes,,,,Hofseite beim Kellereingang,24/7,,defibrillator,144,,node/13727293306,no,,,,,24/7,Wohngenossenschaft Furkastrasse,+41 79 469 93 07,,,,,
13727352701,node,47.5592709,7.5865006,yes,,,,"Parkhaus Storchen, Elektroparkplätzen",24/7,,defibrillator,144,,node/13727352701,yes,,0,,,24/7,Parkhaus Storchen,+41 61 267 69 93,,,,,
13727360401,node,47.5522612,7.5861797,yes,,,,3 UG Ausgang Steinenbachgässlein,24/7,,defibrillator,144,,node/13727360401,yes,,-3,,,24/7,Parkhaus Steinen,+41 61 267 69 93,,,,,
13727366701,node,47.550483,7.58748,yes,,,,Parkhaus Elisabethen Kassenbereich 2 UG,24/7,,defibrillator,144,,node/13727366701,yes,,-2,,,24/7,Parkhaus Elisabethen,+41 61 319 98 98,,,,,
13729499101,node,47.5711315,7.5890476,permissive,,,,Provisorischer Standort der Berufsfachschule KV Basel,Im Gebäude direkt Links beim Eingang (ZUTRITT NUR MIT BADGE MÖGLICH!),,defibrillator,144,,node/13729499101,yes,,0,,,07:45 - 16:00,Novartis,,,,,,
13731825101,node,47.5507533,7.5927743,,,,,Hirschgässlein 21,available during opening hours,,defibrillator,144,,node/13731825101,yes,,1,,,Mo - Fr 07:00 - 20:00,Universität Basel,,,,,,
13766084101,node,47.5483394,7.5875616,permissive,,,,"Zentrum für Bilddiagnostik AG, beim MRI 2 im Schrank",während Öffnungszeiten verfügbar,frontdesk@bilddiagnostik.ch,defibrillator,144,,node/13766084101,yes,,0,,,Mo-Fr 07:00-20:00,"Unternehmen, Zentrum für Bilddiagnostik AG",+41 61 281 69 69,,,,,
13793534702,node,47.5451496,7.5976791,yes,,,,"Peter Merian Weg 6, Wirtschaftswissenschaftliche Fakultät, Uni Basel","In der Eingangshalle, rechts am hellblauen Info-Möbel",kopas-wwz@unibas.ch,defibrillator,144,,node/13793534702,yes,,0,,,Mo-Fr 08:00-19:00; Sa 08:00-17:00,Universität Basel,,,,,,
