osm_id,osm_type,lat,lon,access,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:en,air_conditioning,alarm,alt_name,amenity,bicycle,branch,brand,brand:wikidata,building,check_date,check_in,colour,contact:addr:full,contact:email,contact:emergency,contact:phone,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,description,description:de,description:en,elevator,email,emergency,emergency:amenity,emergency:phone,emergency_telephone_code,fixme,foot,highway,id,image,image:license,image_1,image_2,indoor,internet_access,latitude,layer,leisure,level,level:ref,location,locked,longitude,manufacturer,mapillary,motor_vehicle,name,note,opening_hours,operator,operator:email,operator:phone,operator:type,outdoor,panoramax,phone,phone:CH,planned:tourism,postal_code,ref,source,sport,start_date,support,survey:date,tourism,url,website,wheelchair,wheelchair:description,wikimedia_commons
8542648117,node,47.0103045,6.9858462,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitainerie du port,,,,"En extérieur, dans caisson à côté de l'entrée du bâtiment. ",,,,,defibrillator,,144,,,,,node/8542648117,,,,,no,,,,,,,,,,,,,,,24/7,Commune de St-Blaise,,,,,,+41 32 886 49 66,,,,,,,,,,,,,,,
8544496117,node,47.458113,8.7739401,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Hauseingang zu Praxis Uwe Eggerickx,,,,im öffentl. Eingangsbereich,,,,,defibrillator,,144,,,,,node/8544496117,,,,,,,,,,,,,,,,,,,,24/7,Gemeinde Zell ZH,,,,,,+41 52 397 03 03,,,,,,,,,,,,,,,
8545176318,node,46.7872626,9.5374069,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grischuna Fleischtrocknerei Churwalden,,,,immer verfügbar,,,,,defibrillator,,144,,,,,node/8545176318,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8547911435,node,47.263714,9.121696,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Raum beim Bankomaten,,,,,,,,,defibrillator,,144,,,,,node/8547911435,,,,,yes,,,,,,,,,,,,,,,24/7,Raiffeisenbank mittleres Toggenburg,,,,,,+41 79 271 51 04,,,,,,,,,,,,,,,
8547911436,node,47.3479733,7.9154016,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Links am Selecta-Automat, der vor der Garage steht.",,,,,,,,,defibrillator,,144,,,,,node/8547911436,,,,,no,,,,,,,,,,,,,,,24/7,Procamed AG,,,,,,+41 52 368 60 00,,,,,,,,,,,,,,,
8547958587,node,47.479612,9.2541632,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuerwehrdepot / Weiherdamm bei der Einfahrt zum Bauamt,,,,,,,,,defibrillator,,144,,,,,node/8547958587,,,,,yes,,,,,,,,,,,,,,,24/7,Samariterverein Hauptwil-Gottshaus / Nadja Rohr,,,,,,+41 79 513 22 76,,,,,,,,,,,,,,,
8547982943,node,46.7796823,7.3916826,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang zum Haus,,,,,,,,,defibrillator,,144,,,,,node/8547982943,,,,,yes,,,,,,,,,,,,,,,24/7,Schweizerischer Militär-Sanitäts-Verband SMSV,,,,,,+41793215807,,,,,,,,,,,,,,,
8547984953,node,47.4201471,9.3673789,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,öffentlicher Bereich Infohalle neben Gästetoilette,,,,Ausserhalb der Öffnungszeiten des Infoschalters muss an der Haupteingangstüre geklingelt werden,,,,,defibrillator,,144,,,,,node/8547984953,,,,,yes,,,,,,,,,,,,,,,24/7,Stadtpolizei St.Gallen,,,,,,+41 71 224 60 00,,,,,,,,,,,,,,,
8547989330,node,46.8098534,8.4230011,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auf der linken Seite des Hoteleingang,,,,,,,,,defibrillator,,144,,,,,node/8547989330,,,,,no,,,,,,,,,,,,,,,24/7,"Christian Brechbühl, Geschäftsführer",,,,,,+41 41 637 19 49,,,,,,,,,,,,,,,
8548048565,node,47.3466111,7.9174056,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rechts am Selecta-Automaten in grünem Wandkasten,,,,,,,,,defibrillator,,144,,,,,node/8548048565,,,,,no,,,,,,,,,,,,,,,24/7,Procamed AG,,,,,,+41 52 368 60 00,,,,,,,,,,,,,,,
8549514990,node,46.7151668,9.4597945,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,An der Hauswand auf der linken Seite der Schiebetüre des Haupteinganges vom Haus A,,,,,,,,,defibrillator,,144,,,,,node/8549514990,,,,,no,,,,,,,,,,,,,,,24/7,Firma Aivia / in der Stiftung Ruzica Micic,,,,,,+41 79 437 45 54,,,,,,,,,,,,,,,
8550783963,node,47.4969218,8.9046996,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,An der Aussenwand zum Parkplatz,,,,,,,,,defibrillator,,144,,,,,node/8550783963,,,,,no,,,,,,,,,,,,,,,24/7,Fussballplatz Aadorf Unterwiesen,,,,,,+41 79 229 55 20,,,,,,,,,,,,,,,
8553731617,node,47.4116083,8.2271024,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pflegewohnung Schlossblick,,,,,,,,,defibrillator,,144,,,,,node/8553731617,,,,,no,,,,,,,,,,,,,,,24/7,Samariterverein Mägenwil,,,,,,+41794033804,,,,,,,,,,,,,,,
8554764936,node,47.7594976,8.6101203,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,An der Gebäudefassade unterhalb des Logos,,,,,,,,,defibrillator,,144,,,,,node/8554764936,,,,,yes,,,,,,,,,,,,,,,24/7,Gemeinde Merishausen,,,,,,+41 52 653 16 35,,,,,,,,,,,,,,,
8554775617,node,47.3191818,8.5848222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polizei Küsnacht,,,,1 AED befindet sich im Streifenwagen und einer auf der Wache,,,,,defibrillator,,144,,,,,node/8554775617,,,,,yes,,,,,,,,,,,,,,,24/7,Kapo/Gepo Küsnacht,,,,,,+41 44 914 21 60,,,,,,,,,,,,,,,
8554787355,node,47.3358098,8.51907,yes,,,,,,,,,,,,,,,,,,,2025-11-21,,,,,,,,,"im Treppenhaus, direkt beim Hauseingang",,,,"24h, Tür muss jedoch von einem Bewohner oder Praxis geöffnet werden (ca 20 Klingelknöpfe)",,,,,defibrillator,,144,,,,,node/8554787355,,,,,yes,,,,,,,,,,,,,,,24/7,Praxis Sihlbogen - Micha Bloch,,,,,,+41 44 500 19 25,,,,,,,,,,,,,,,
8554802075,node,47.4926092,8.5520415,yes,,,,,,,,,,,,,,,,,,,2025-12-19,,,,,,,,,Neben Haupteingang Gemeindeverwaltung unter Vordach,,,,,,,,,defibrillator,,144,,,,,node/8554802075,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Winkel,,,,,,+41 44 864 81 11,,,,,,,,,,,,,,,
8554804159,node,47.3940978,9.5675884,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vor dem Haupteingang,,,,,,,,,defibrillator,,144,,,,,node/8554804159,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8554825386,node,47.545161,9.2135528,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altes Feuerwehrdepot in Buchackern,,,,,,,,,defibrillator,,144,,,,,node/8554825386,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8554826629,node,47.3933044,9.5849917,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang,,,,,,,,,defibrillator,,144,,,,,node/8554826629,,,,,no,,,,,,,,,,,,,,,24/7,Oberstufe Rebstein-Marbach,,,,,,+41 71 777 37 20,,,,,,,,,,,,,,,
8555045817,node,47.2107983,7.7859429,yes,,,,,,,,,,,,,,,,,,,2025-06-28,,,,,,,,,"Talstrasse 29, rechts von Haupteingang",,,,,,,,,defibrillator,,144,,,,,node/8555045817,,,,,no,,,,,,,,,,,,,,,24/7,IB Langenthal AG,,,,,,,,,,,,,,,,,,,,,
8556329626,node,47.2763834,8.0660482,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betonfassade Links neben Fensterfront,,,,,,,,,defibrillator,,144,,,,,node/8556329626,,,,,no,,,,,,,,,,,,,,,24/7,Chrischona Kirchleerau,,,,,,+41 62 530 13 58,,,,,,,,,,,,,,,
8556389382,node,46.7864496,9.6630199,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neben dem WC,,,,,,,,,defibrillator,,144,,,,,node/8556389382,,,,,yes,,,,,0,,,,,,,,,,24/7,Bergbahnen Arosa,,,,,,,,,,,,,,,,,,,limited,,
8556519066,node,47.4300141,8.7647318,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisliger Märt Hausecke,,,,,,,,,defibrillator,,144,,,,,node/8556519066,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Weisslingen,,,,,,+41 52 397 31 00,,,,,,,,,,,,,,,
8556564439,node,47.4329124,8.7635912,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei Haupteingang Mehrzweckhalle Widum,,,,,,,,,defibrillator,,144,,,,,node/8556564439,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Weisslingen,,,,,,+41 52 397 31 00,,,,,,,,,,,,,,,
8556585557,node,47.4362285,8.7695119,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei Eingang Tennis Clubhaus,,,,,,,,,defibrillator,,144,,,,,node/8556585557,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Weisslingen,,,,,,+41 52 397 31 00,,,,,,,,,,,,,,,
8556585558,node,47.4332002,8.7655354,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Gebäude/Windfang,,,,,,,,,defibrillator,,144,,,,,node/8556585558,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Weisslingen,,,,,,+41 52 397 31 00,,,,,,,,,,,,,,,
8556724863,node,46.4864974,7.0436004,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treppe rauf und Rechts neben dem Eingang.,,,,,,,,,defibrillator,,144,,,,,node/8556724863,,,,,no,,,,,,,,,,,,,,,24/7,"Commune de Haut Intyamon, Rue du Moléson 19, 1669 Albeuve",,,,,,+41 26 928 40 40,,,,,,,,,,,,,,,
8556745324,node,47.4476137,8.4082458,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,In der Garageneinfahrt zwischen den Hausnummern 15 und 33,,,,,,,,,defibrillator,,144,,,,,node/8556745324,,,,,,,,,,,,,,,,,,,,24/7,Eigentümergemeinschaft Birchwies,,,,,,,,,,,,,,,,,,,,,
8556933217,node,47.6674839,8.6398893,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Werkgebäude / Feuerwehrmagazin: Neben der Eingangstüre zum Feuerwehrmagazin aussen an der Wand im grünen Kasten beim Notfalltreffpunkt. Gegenüber der Metzgerei Niedermann.,,,,,,,,,defibrillator,,144,,,,,node/8556933217,,,,,no,,,,,,,,,,,,,,,24/7,defibrillator.ch,,,,,,,,,,,,,,,,,,,yes,,
8556938708,node,47.673928,8.6282098,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auf dem Schulareal, beim Eingang zur alten Turnhalle",,,,,,,,,defibrillator,,144,,,,,node/8556938708,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8556938709,node,47.6706585,8.6344419,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auf dem Volgplatz. Am Schopf, gegenüber vom Volg",,,,,,,,,defibrillator,,144,,,,,node/8556938709,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8556940062,node,47.2888156,8.7097898,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garageneinfahrt (Defi Symbol),,,,,,,,,defibrillator,,144,,,,,node/8556940062,,,,,no,,,,,,,,,,,,,,,24/7,STWEG Löwenpark Esslingen ZH,,,,,,+41 79 418 09 64,,,,,,,,,,,,,,,
8556943064,node,47.605437,8.5080354,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Der AED ist bem Eingang der Gemeinde. Frei zugänglich.,,,,,,,,,defibrillator,,144,,,,,node/8556943064,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Wil ZH,,,,,,,,,,,,,,,,,,,,,
8556997037,node,47.557058,8.4369408,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindehaus Eingang,,,,,,,,,defibrillator,,144,,,,,node/8556997037,,,,,yes,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung 8187 Weiach,,,,,,+41 44 554 41 60,,,,,,,,,,,,,,,
8556997038,node,47.3210108,8.697287,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seebadi Egg Rällikon am Greifensee,,,,,,,,,defibrillator,,144,,,,,node/8556997038,,,,,no,,,,,0,,,,,,,,,,24/7,Gemeinde Egg ZH,,,,,,+41 79 418 09 64,,,,,,,,,,,,,,,
8556997039,node,47.2911739,8.6939889,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Garderobe,,,,Aussenkasten,,,,,defibrillator,,144,,,,,node/8556997039,,,,,no,,,,,0,,,,,,,,,,24/7,Gemeinde Egg H.J. Schiess,,,,,,+41 79 418 09 64,,,,,,,,,,,,,yes,,
8556997040,node,47.2993581,8.6949787,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussenkasten Sporthaus,,,,In einem Aussenkasten,,,,,defibrillator,,144,,,,,node/8556997040,,,,,no,,,,,0,,,,,,,,,,24/7,Gemeinde Egg H.J. Schiess,,,,,,+41 79 418 09 64,,,,,,,,,,,,,yes,,
8557017645,node,47.3796139,8.4292978,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links neben Hauseingang,,,,,,,,,defibrillator,,144,,,,,node/8557017645,,,,,no,,,,,,,,,,,,,,,24/7,"GEWOBAG, Langggrütstr. 140, 8047 Zürich",,,,,,+41 44 406 82 20,,,,,,,,,,,,,,,
8557085832,node,47.6218979,9.0586989,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinter der Rezeption (rechts nach dem Hoteleingang),,,,24h für Hotelgäste / 07.00 bis 24.00 Uhr öffentlich,,,,,defibrillator,,144,,,,,node/8557085832,,,,,yes,,,,,,,,,,,,,,,24/7,Wellnesshotel Golf Panorama,,,,,,+41 52 208 08 08,,,,,,,,,,,,,,,
8557094013,node,47.3948968,8.7765395,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links vor dem Eingang zum Gemeindehaus,,,,,,,,,defibrillator,,144,,,,,node/8557094013,,,,,,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Russikon,,,,,,+41 43 355 61 41,,,,,,,,,,,,,,,
8557096742,node,47.4803277,8.4658241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24h in Einsatzfahrzeug inkl. Firstresponder,,,,im Einsatzfahrzeug,,,,,defibrillator,,144,,,,,node/8557096742,,,,,no,,,,,,,,,,,,,,,24/7,NVSD-Sicherheit,,,,,,+41 44 854 07 55,,,,,,,,,,,,,,,
8557121977,node,47.250109,8.697558,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussenwand,,,,,,,,,defibrillator,,144,,,,,node/8557121977,,,,,yes,,,,,0,,,,,,,,,,24/7,"Gemeinde Männedorf, Facility Management",,,,,,+41 44 921 67 69,,,,,,,,,,,,,,,
8557121978,node,47.2536729,8.6912425,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gemeindehaus, Treppenhaus EG",,,,,,,,,defibrillator,,144,,,,,node/8557121978,,,,,no,,,,,,,,,,,,,,,24/7,"Gemeinde Männedorf, Facility Management",,,,,,+41 44 921 67 69,,,,,,,,,,,,,,,
8557132947,node,47.634625,8.647635,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beim Klubhaus, untere Etage bei den Fussballplätzen, neben Toilette und Garderobe",,,,,,,,,defibrillator,,144,,,,,node/8557132947,,,,,no,,,,,,,,,,,,,,,24/7,FC Ellikon/Marthalen (Janine Russo),,,,,,+41 79 780 46 33,,,,,,,,,,,,,,,
8557197997,node,47.3954769,8.7792617,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,links vor dem Eingang zur Mehrzweckanlage Riedhus,,,,,,,,,defibrillator,,144,,,,,node/8557197997,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Russikon,,,,,,+41 43 355 61 41,,,,,,,,,,,,,,,
8557223186,node,46.8876954,7.1936682,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei der Gemeindeverwaltung aussen an der Wand im hellgrünen Kasten.,,,,,,,,,defibrillator,,144,,,,,node/8557223186,,,,,no,,,,,,,,,,,,,,,24/7,"Gemeindeverwaltung Kleinbösingen, Andrea Zürcher",,,,,,+41 78 806 46 98,,,,,,,,,,,,,,,
8557253432,node,47.4860929,9.4589838,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,AED im Eingangsbereich der VGS Schweiz AG.,,,,,,,,,defibrillator,,144,,,,,node/8557253432,,,,,yes,,,,,,,,,,,,,,,24/7,VGS Schweiz AG,,,,,,,,,,,,,,,,,,,,,
8557259190,node,46.7875482,7.7397639,yes,Eriz,,,,13D,,3619,Losenegg,,,,,,,,,,,,,,,,,,,,"Beim Öffentlichen WC, Abfallsammelkontainer",,,,,,,,,defibrillator,,144,,,,,node/8557259190,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8557268873,node,47.1906456,8.6786007,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innenhof neben Haupteingang,,,,Öffentlich zugänglich,,,,,defibrillator,,144,,,,,node/8557268873,,,,,no,,,,,,,,,,,,,,,24/7,"GEIGER AG, Andy Marty",,,,,,+41 44 787 08 08,,,,,,,,,,,,,,,
8557276817,node,46.8921892,7.2030401,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vor der Zivilschutzanlage,,,,,,,,,defibrillator,,144,,,,,node/8557276817,,,,,no,,,,,,,,,,,,,,,24/7,"Gemeindeverwaltung Kleinbösingen, Andrea Zürcher",,,,,,+41 78 806 46 98,,,,,,,,,,,,,,,
8557294455,node,47.3887457,7.67634,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links neben der Eingangstüre zur Gemeindeverwaltung,,,,,,,,,defibrillator,,144,,,,,node/8557294455,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Lauwil,,,,,,+41 61 941 21 21,,,,,,,,,,,,,,,
8557314142,node,47.4404964,9.5325346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Empfang im Erdgeschoss,,,,,,,,,defibrillator,,144,,,,,node/8557314142,,,,,yes,,,,,,,,,,,,,,,24/7,Sefar AG,,,,,,+41 71 898 58 88,,,,,,,,,,,,,,,
8557371525,node,47.0847966,7.5830967,yes,Kirchberg,,,,,,3422,Hauptstrasse 7,,,,,,,,,,,,,,,,,,,,Carport,,,,,,,,,defibrillator,,144,,,,,node/8557371525,,,,,no,,,,,,,,,,,,,,,24/7,Polizeiwache Kirchberg,,,,,,+41 31 638 80 00,,,,,,,,,,,,,,,
8558170517,node,47.521284,7.7042842,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migros Gehrenacker,,,,,,,,,defibrillator,,144,,,,,node/8558170517,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Pratteln,,,,,,+41618252111,,,,,,,,,,,,,,,
8558174217,node,47.5193719,7.6959455,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSZ,,,,,,,,,defibrillator,,144,,,,,node/8558174217,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Pratteln,,,,,,+41618252111,,,,,,,,,,,,,,,
8558305518,node,47.5704423,8.3202938,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuerwehr,,,,an der Fassade bei der Feuerwehr,,,,,defibrillator,,144,,,,,node/8558305518,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8558305718,node,47.5678065,8.4187812,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rathaus,,,,beim unteren Eingang des Rathauses,,,,,defibrillator,,144,,,,,node/8558305718,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8559337722,node,47.4725443,8.4940266,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Mehrzweckhalle,,,,immer erreichbar,,,,,defibrillator,,144,,,,,node/8559337722,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,,,,,,,
8559682717,node,47.4941088,9.2406801,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theorielokal Fahrschule Widmer,,,,24 Stunden zugänglich,,,,,defibrillator,,144,,,,,node/8559682717,,,,,no,,,,,,,,,,,,,,,24/7,Guido Widmer,,,,,,+41 79 605 12 22,,,,,,,,,,,,,,,
8559790217,node,46.195725,7.8383883,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussen vor Tourismusbüro unter dem Dach,,,,,,,,,defibrillator,,144,,,,,node/8559790217,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,,,,,,,
8559810417,node,46.181221,7.8251948,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuerwehrlokal Ried,,,,,,,,,defibrillator,,144,,,,,node/8559810417,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8560010417,node,47.3122263,8.5240783,yes,,,,,,,,,,,,,,,,,,,2025-04-29,,,,,,,,,Bahnhof Unterführung,,,,jederzeit erreichbar,,,,,defibrillator,,144,,,,,node/8560010417,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
8560769138,node,47.3854076,8.4220979,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mehrzweckhalle Zentrum, Links vor dem Haupteingang",,,,24h,,,,,defibrillator,,144,,,,,node/8560769138,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Urdorf,,,,,,+41 44 736 51 11,,,,,,,,,,,,,,,
8560769140,node,47.3865566,8.4276303,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Eingang an der rechten Seite,,,,,,,,,defibrillator,,144,,,,,node/8560769140,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Urdorf,,,,,,+41 44 736 51 11,,,,,,,,,,,,,,,
8560811261,node,47.3826563,8.422623,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachschulhaus, Eingang Friedhofstrasse, Öffentlich zugänglich",,,,,,,,,defibrillator,,144,,,,,node/8560811261,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Urdorf,,,,,,+41 44 736 51 11,,,,,,,,,,,,,,,
8560811262,node,47.3730669,8.4327775,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Werkhof Tyslimatt, Werkgebäude, Bei Haupttor Sammelstelle",,,,,,,,,defibrillator,,144,,,,,node/8560811262,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindeverwaltung Urdorf,,,,,,+41 44 736 51 11,,,,,,,,,,,,,,,
8560862936,node,47.4312291,8.4676346,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reception,,,,"Nicht sichtbar. Kann nicht gefunden werden, ist angeblich in einem Schrank ohne Markierung.",,,,,defibrillator,,144,,,,,node/8560862936,,,,,yes,,,,,,,,,,,,,,,24/7,Hotel Mövenpick,,,,,,,,,,,,,,,,,,,,,
8560940353,node,47.2684788,7.8370117,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindehaus EG,,,,,,,,,defibrillator,,144,,,,,node/8560940353,,,,,no,,,,,,,,,,,,,,,24/7,"Roger Haller, Hauswart",,,,,,+41 79 938 20 30,,,,,,,,,,,,,,,
8560977111,node,47.3161993,8.7907536,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Von der Strasse aus gut erkennbar, an der Aussenfassade rechts von den Briefkästen montiert. (Kleiner, an der Strasse liegender Platz mit Basketballkorb und Fussballtoren)",,,,,,,,,defibrillator,,144,,,,,node/8560977111,,,,,no,,,,,,,,,,,,,,,24/7,Sunnige Hof - Siedlungsgenossenschaft - Zürich,,,,,,+41 44 317 20 20,,,,,,,,,,,,,,,
8560981264,node,47.41003,8.4049645,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei der Bushaltestelle in Richtung Bahnhof Dietikon,,,,Im grünen Wandkasten,,,,,defibrillator,,144,,,,,node/8560981264,,,,,no,,,,,,,,,,,,,,,24/7,"Stadt Dietikon, Lifetec AG Schweiz",,,,,,+41 800 122 144,,,,,,,,,,,,,,,
8560988565,node,47.5651866,9.1119012,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links neben Eingang beim kath. Pfarreizentrum,,,,,,,,,defibrillator,,144,,,,,node/8560988565,,,,,no,,,,,,,,,,,,,,,24/7,Katholische Pfarrei Weinfelden,,,,,,,,,,,,,,,,,,,,,
8560995882,node,47.4618272,8.9597744,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im gedeckten Eingang des Senioren-Mehrfamilienhaus,,,,24h verfügbar / 100m vom Bahnhof entfernt,,,,,defibrillator,,144,,,,,node/8560995882,,,,,no,,,,,,,,,,,,,,,24/7,"Wohnen am Rennweg, Seniorenwohnungen, PrimePark AG, CEO ist Jürg Geiser (der Einsender dieser Mitteilung)",,,,,,+41793737022,,,,,,,,,,,,,,,
8560997397,node,47.6656633,8.4706159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kommandofahrzeug Radegg 01,,,,,,,,,defibrillator,,144,,,,,node/8560997397,,,,,yes,,,,,,,,,,,,,,,24/7,First Responder der Feuerwehr Wilchingen/ Hptm Dani Stoll,,,,,,+41 79 602 82 42,,,,,,,,,,,,,,,
8561034197,node,47.2990198,8.8497079,yes,Hinwil,CH,,,6,,8340,Breitestrasse,,,,,,,,,,,,,,,defi@samariterhinwil.ch,,,,,Beim Eingang Schulhaus äis der Sekundarschule Breite (Braunes Gebäude),,,,,,,,,defibrillator,,144,,,,,node/8561034197,,,,,no,,,,,,,,,,,,,,,24/7,Schule Hinwil,,,,,,+41 79 883 86 91,,,,,,,,,,,,,,,
8561068024,node,46.7684165,7.1960945,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussen links beim Haupteingang zum Heim Linde,,,,,,,,,defibrillator,,144,,,,,node/8561068024,,,,,no,,,,,,,,,,,,,,,24/7,"Heim Linde, Herr Danczkai",,,,,,+41 26 418 93 33,,,,,,,,,,,,,,,
8561635813,node,47.4942796,9.2404474,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theorielokal Fahrschule Widmer,,,,,,,,,defibrillator,,144,,,,,node/8561635813,,,,,no,,,,,,,,,,,,,,,24/7,Fahrschule Guido Widmer,,,,,,+41 79 605 12 22,,,,,,,,,,,,,,,
8561655017,node,47.493618,9.2405955,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bogenturm (Zeitglockenturm), Marktgasse 2",,,,öffentlich zugänglich,,,,,defibrillator,,144,,,,,node/8561655017,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Bischofzell,,,,,,+41 71 424 24 24,,,,,,,,,,,,,,,
