osm_id,osm_type,lat,lon,access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,defibrillator:location,defibrillator:location:en,description,emergency,emergency:phone,fixme,id,indoor,latitude,level,longitude,name,note,opening_hours,operator,phone,postal_code,ref,source,website,wheelchair
9302014017,node,47.4862157,7.7427991,no,,,,,,,Cafe Brunnmatt,,während Öffnungszeiten,defibrillator,144,,node/9302014017,yes,,,,,,,Pflegheim,,,,,,
9302015617,node,47.4865086,7.7419083,no,,,,,,,Eingang Cafe,,,defibrillator,144,,node/9302015617,yes,,,,,,,Pflegheim,,,,,,
9310731916,node,47.5507277,7.5361852,yes,,,,,,,Im Hotel Rössli unter der Brandmeldeanlage im Eingang.,,während den Öffnungszeiten/ Mittwoch geschlossen,defibrillator,144,,node/9310731916,yes,,0,,,,,Hotel Rössli Allschwil,+41 61 486 96 96,,,,,
9310885217,node,47.4602191,7.7184608,,,,,,,,Schulhaus,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9310885217,yes,,,,,,,Gemeinde,,,,,,
9344079217,node,47.5602396,7.5872174,yes,,,,,,,Uni BS Dep. Mathematik,,Während Oeffungszeiten Verfügbar,defibrillator,144,,node/9344079217,yes,,,,,,Mo-Fr 08:00-18:00,,,,,,,
9344143917,node,47.5597517,7.5810395,yes,,,,,,,"Universitätsbibliothek, Eingangshalle",,"geradeaus, links hinten",defibrillator,144,,node/9344143917,yes,,,,,,"Mo-Fr 08:00-20:00, Sa 12:00-20:00",,+41 61 207 31 00,,,,,
9349791817,node,47.5280701,7.6532243,yes,,,,,,,"Klixa AG, Empfang 2. OG",,,defibrillator,144,,node/9349791817,yes,,,,,,Mo-Fr: 08:00-18:00,Klixa AG,+41615112555,,,,,
9388530737,node,47.5467974,7.5890364,yes,,,,,,,Neben dem Brezelkönig und Rolltreppe Gleis 11/12,,,defibrillator,144,,node/9388530737,yes,,1,,,,24/7,,,,,,,yes
9391488815,node,47.5362695,7.6372789,yes,,,,,,,"EG, Zentrum JETZ",,24h verfügbar(Nachts über SMS Türöffnung),defibrillator,144,,node/9391488815,yes,,,,,,24/7,JETZ - Youth Technology Lab / Reto Strub,+41 61 511 90 90,,,,,
9396964617,node,47.4679672,7.7989524,yes,,,,,,,NSNW AG/Polizei,,Öffentlich zugänglich,defibrillator,144,,node/9396964617,no,,,,,,24/7,NSNW AG Netzenstr.1 4450 Sissach,+41619754545,,,,,
9410272417,node,47.4671372,7.801047,yes,,,,,,,Garage Wirz Sißach,,,defibrillator,144,,node/9410272417,no,,,,,,24/7,Garage Wirz Sissach,,,,,,
9410650617,node,47.4913844,7.7270187,,,,,,,,Cordenpharma Switzerland,,,defibrillator,144,,node/9410650617,yes,,,,,,We-Fr 06:00-22:00,Corden Pharma AG,+41619065944,,,,,
9461121517,node,47.4476197,7.6975587,yes,,,,,,,Turnhalle,,,defibrillator,144,,node/9461121517,no,,,,,,24/7,Gemeinde Lupsingen,+41619159050,,,,,
9492020130,node,47.5381684,7.6306403,no,,,,,,,Schulhaus Donnerbaum,,,defibrillator,144,,node/9492020130,yes,,,,,,,,,,,,,
9498474634,node,47.5561972,7.5902118,,,,,,,,Bei Bucherer,,,defibrillator,144,,node/9498474634,yes,,,,,,Mo-Fr 09:30-18:30; Sa 09:30-17:00,Bucherer SA,,,,,,
9510974095,node,47.4656919,7.598932,yes,,,,,,,"Gemeindeverwaltung, angrenzender Fahrradunterstand aus Holz",,,defibrillator,144,,node/9510974095,no,,,,,,24/7,Gemeinde Aesch,+41 61 756 77 74,,,,,
9524918530,node,47.4674325,7.8006209,yes,,,,,,,Garage Wirz,,Waschanlage,defibrillator,144,,node/9524918530,no,,,,,,24/7,Garage Wirz Sissach,,,,,,
9524918532,node,47.4969191,7.7232009,,,,,,,,AMAG Skoda Reception Eingang Rechts,,Während Oeffungszeiten Verfügbar,defibrillator,144,,node/9524918532,yes,,,,,,"Mo-Fr 08:15-12:00,13:30-18:30; Sa 09:00-16:00",AMAG Liestal,,,,,,
9524918533,node,47.5410014,7.6196985,,,,,,,,Shopping Center St. Jakob BS,,Während Oeffungszeiten Verfügbar,defibrillator,144,,node/9524918533,yes,,-1,,,,Mo-Fr 09:00-20:00; Sa 09:00-18:00,Wincasa AG,+41 61 377 81 11,,,,,limited
9524918534,node,47.5243664,7.6812887,yes,,,,,,,Migros Fitness Aquabasilea bei Rezeption,,Während Oeffungszeiten Verfügbar,defibrillator,144,,node/9524918534,yes,,,,,,Mo-Fr 06:30-22:00,Fitness Zentrum,,,,,,
9534651642,node,47.4431332,7.8909168,yes,,,,,,,Oben bei Büroeingang rechts,,,defibrillator,144,,node/9534651642,no,,,,,,24/7,Hans Grieder AG - Marc Grieder,+41 61 981 41 49,,,,,
9577631617,node,47.5810231,7.6391365,yes,,,,,,,"Grendelmatte, draussen, neben der Tür.",,,defibrillator,144,,node/9577631617,no,,,,,,24/7,,,,,,,
9590509321,node,47.5400511,7.6188595,yes,,,,,,,Innen im Foyer an der Wand vor Halle 1 - zwischen Lift und Aussenfassade.,,,defibrillator,144,,node/9590509321,yes,,0,,,,"Mo-Fr 09:00-12:00,13:30-16:00",St. Jakobshalle Basel,+41 61 317 82 22,,,,,limited
9603260917,node,47.4245827,7.4760307,yes,,,,,,,Gemeindehaus Röschenz,,Hängt neben der Eingangstür draussen,defibrillator,144,,node/9603260917,no,,,,,,24/7,Gemeinde Röschenz,+41617669010,,,,,
9603267117,node,47.4233255,7.4801909,yes,,,,,,,Mehrzweckgebäude Röschenz,,"Draussen beim Eingang, Seite Hauptstrasse",defibrillator,144,Sind hier wirklich drei verschiedene Defis auf engstem Raum vorhanden oder handelt es sich um Doubletten?,node/9603267117,no,,,,,,24/7,Gemeinde Röschenz,+41617669010,,,,,
9603282317,node,47.4203451,7.4770775,yes,,,,,,,Primarschule Röschenz Turnhalle ,,Rechts beim Eingang der Turnhalle,defibrillator,144,,node/9603282317,no,,,,,,24/7,Gemeinde Röschenz,+41617669010,,,,,
9605249517,node,47.4067333,7.5130198,yes,,,,,,,Am Stromhaus bei der Bushaltestelle,,24/7 verfügbar,defibrillator,144,,node/9605249517,no,,,,,,24/7,Gemeinde Wahlen,+41 79 902 99 37,,,,,
9605269617,node,47.4015414,7.5155575,yes,,,,,,,Gemeindeverwaltung Wahlen,,24/7 verfügbar,defibrillator,144,,node/9605269617,no,,,,,,,Gemeinde Wahlen,,,,,,
9605275217,node,47.3993906,7.5148853,yes,,,,,,,Turnhalle Wahlen,,24/7 verfügbar,defibrillator,144,,node/9605275217,no,,,,,,,TSV Wahlen,,,,,,
9615020417,node,47.5107369,7.7668592,yes,,,,,,,Reformierte Kirche Arisdorf,,Im Eingangsbereich der Kirche,defibrillator,144,,node/9615020417,yes,,0,,,,Mo-Su 07:00-22:00,Kirchgemeinde Arisdorf,+41 79 626 44 22,,,,,
9624515017,node,47.5146662,7.5560821,,,,,,,,"Turnhalle Wehrlinschulhaus, im Eingangsbereich",,Während Schulzeiten verfügbar,defibrillator,144,,node/9624515017,yes,,,,,,"Mo-Fr 08:00-12:15,13:30-16:30",Gemeinde,,,,,,
9625721817,node,47.5556357,7.5849357,,,,,,,,Kasten beim Eingang vonAnima Engineering,,,defibrillator,144,,node/9625721817,yes,,,,,,Mo-Fr 07:30-18:00,Harald Burger,+41 79 558 13 45,,,,,
9625753474,node,47.5346603,7.6140882,yes,,,,,,,Hauswand neben den öffentlichen Toiletten,,,defibrillator,144,,node/9625753474,no,,0,,,,24/7,"Merian Gärten, Vorder Brüglingen 5, 4052 Basel",+41 79 826 74 66,,,,,
9630985617,node,47.4835846,7.7347171,yes,,,,,,,Stadtverwaltung,,Hauppteingang aussen,defibrillator,144,,node/9630985617,no,,,,,,24/7,Stadt Liestal,,,,,,
9630986117,node,47.4838136,7.7346154,yes,,,,,,,Stadtverwaltung Eingang aussen,,,defibrillator,144,,node/9630986117,no,,,,,,24/7,Stadt Liestal,+41 61 927 52 18,,,,,
9630993317,node,47.3901511,7.6964745,no,,,,,,,Existiert nicht keiner bei der Talstation,,kein Defi,defibrillator,144,,node/9630993317,no,,,,,,,kein Defi hier,,,,,,
9631521517,node,47.4801322,7.591894,,,,,,,,impuls train in,,,defibrillator,144,,node/9631521517,yes,,,,,,Mo-Fr 07:00-19:00,,+41 61 751 34 54,,,,,
9631526417,node,47.5520535,7.5965373,,,,,,,,"Pax, Schweizerische Lebensversicherungs-Gesellschaft AG",,während der Öffnungszeiten verfügbar,defibrillator,144,,node/9631526417,yes,,,,,,Mo-Fr 08:00-16:00,,+41 61 277 66 66,,,,,
9634891859,node,47.5474059,7.5900505,,,,,,,,Neben dem Eingang,,,defibrillator,144,,node/9634891859,yes,,0,,,,24/7,,,,,,,limited
9643992517,node,47.500325,7.6177972,yes,,,,,,,Schulhaus Gerenmatt,,Eingang Turnhalle,defibrillator,144,,node/9643992517,no,,,,,,24/7,"Gemeinde, Schule",,,,,,
9679230847,node,47.423352,7.4802464,yes,,,,,,,Gebäudeeingang Aussenbereich EG,,,defibrillator,144,Sind hier wirklich drei verschiedene Defis auf engstem Raum vorhanden oder handelt es sich um Doubletten?,node/9679230847,yes,,,,,,24/7,Gemeindeverwaltung Röschenz,+41 61 766 90 11,,,,,
9679230848,node,47.4191172,7.4799179,yes,,,,,,,Gebäudeeingang Aussenbereich EG,,,defibrillator,144,,node/9679230848,yes,,,,,,24/7,Gemeindeverwaltung Röschenz,+41 61 766 90 11,,,,,
9680907781,node,47.5408751,7.61987,yes,,,,,,,Einkaufszentrum St.Jakob Parterre Hinterer Teil NewYorker Mode,,Während Oeffungszeiten Verfügbar,defibrillator,144,,node/9680907781,yes,,-2,,,,Mo-Fr 09:00-20:00; Sa 09:00-18:00,Wincasa AG,+41 61 377 81 11,,,,,limited
9719954793,node,47.5762353,7.5665673,,,,,,,,EG Gang,,,defibrillator,144,,node/9719954793,yes,,,,,,"Mo-Fr 08:00-11:30, 13:30-16:00","Nicole Schnyder, Leiterin Administration",+41 61 267 58 46,,,,,
9719986537,node,47.5524991,7.5964887,yes,,,,,,,im Erdgeschoss im Gang welcher von der Eigangshalle anschliesst,,,defibrillator,144,,node/9719986537,yes,,,,,,Mo-Fr 07:45-17:15,"Michela Leitenberger (-Mariani), Leiterin Baukoordination / Sicherheitsdelegierte",+41 61 267 98 36,,,,,
9719986538,node,47.5621695,7.5742156,,,,,,,,Im Erdgeschoss,,,defibrillator,144,,node/9719986538,yes,,,,,,"Mo-Fr 08:00-12:00, 13:30-16:30","Roman Baumgartner, Leiter Hausdienst",+41 61 385 25 86,,,,,
9719986539,node,47.5645731,7.5795639,,,,,,,,1.OG im Treppenhaus,,,defibrillator,144,,node/9719986539,yes,,,,,,"Mo-Fr 08:00-12:00, 13:30-16:30","Cédric Thiévent, Geschäftsleiter Verwaltung",+41 61 267 38 76,,,,,
9728732000,node,47.3902329,7.7497762,,,,,,,,Am Empfang,,,defibrillator,144,,node/9728732000,yes,,,,,,Mo-Fr 08:00-17:00,,,,,,,
9737613917,node,47.4642298,7.8154448,yes,,,,,,,Eingang Schulhaus Bützenen,,,defibrillator,144,,node/9737613917,no,,,,,,24/7,Gemeinde Sissach,+41 61 976 13 00,,,,,
9749180180,node,47.5615216,7.5757974,yes,,,,,,,"Erdgeschoss, hinter Abteilungstür rechts",,,defibrillator,144,,node/9749180180,yes,,,,,,Mo-Fr 08:00-19:30,,,,,,,
9749180181,node,47.5617596,7.5757679,yes,,,,,,,"Haupteingang, linke Seite",,,defibrillator,144,,node/9749180181,yes,,,,,,Mo-Fr 08:00-19:30,,,,,,,
9754307849,node,47.5395889,7.6181937,yes,,,,,,,Neben Rollstuhl WC und Tribüne rechts,,,defibrillator,144,,node/9754307849,yes,,1,,,,"Mo-Fr 09:00-12:00,13:30-16:00",St. Jakobshalle Basel,+41 61 317 82 22,,,,,limited
9780863555,node,47.5594462,7.6073579,,,,,,,,Neben den Liften,,,defibrillator,144,,node/9780863555,yes,,0,,,,24/7,F. Hoffmann-La Roche Ltd,,,,,,limited
9780881594,node,47.5587466,7.6074008,,,,,,,,Neben den WC,,,defibrillator,144,,node/9780881594,yes,,0,,,,24/7,F. Hoffmann-La Roche Ltd,,,,,,limited
9784668623,node,47.510183,7.6166482,yes,,,,,,,An der Mauer beim Gesundheitszentrum,,,defibrillator,144,,node/9784668623,yes,,,,,,Mo-Fr 09:00-21:30,Sandra Flury,+41 61 411 16 05,,,,,
9807840549,node,47.3966153,7.4347562,yes,,,,,,,Vor dem Eingang des Verwaltungsgebäude,,,defibrillator,144,,node/9807840549,no,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",KELSAG,+41 61 775 10 10,,,,,
9811429215,node,47.484951,7.7340277,,,,,,,,im Foyer des Regierungsgebäudes,,,defibrillator,144,,node/9811429215,yes,,,,,,,,,,,,,
9825421590,node,47.3986106,7.8297758,yes,,,,,,,Im Verwaltungsgebäude Parterre beim Eingang auf der linken Seite neben den Briefkästen,,,defibrillator,144,,node/9825421590,yes,,,,,,24/7,Dietisberg wohnen AG Florian Thomet,+41 62 285 12 10,,,,,
9836097764,node,47.4427958,7.4966159,yes,,,,,,,Eingang zur Mehrzweckhalle / Gemeindeverwaltung,,,defibrillator,144,,node/9836097764,no,,,,,,24/7,Claudia Lipski,+41617662551,,,,,
9860358505,node,47.4524511,7.6062942,yes,,,,,,,"Im Sockelgeschoss der Gemeindeverwaltung, rechts neben dem Eingang zum Mehrzweckraum (vis à vis der Kirche)",,,defibrillator,144,,node/9860358505,no,,,,,,24/7,Morgenstern Margaritha,+41 79 339 10 11,,,,,
9860358506,node,47.4534173,7.6055928,yes,,,,,,,"Schulhaus Eule, Aeschstrasse 7",,an der Hauswand,defibrillator,144,,node/9860358506,no,,,,,,,Einwohnergemeinde Duggingen,+41 61 756 99 00,,,,,
9860376250,node,47.4542992,7.6033048,,,,,,,,"Im Eingangsbereich der Mehrzweckhalle, rechts an der Wand",,während Öffnungszeiten verfügbar,defibrillator,144,,node/9860376250,yes,,,,,,,Morgenstern Margaritha,+41 79 339 10 11,,,,,
9885069817,node,47.4990273,7.723909,,,,,,,,"Hammerstrasse 18, beim Eingang",,während den Öffnungszeiten verfügbar,defibrillator,144,,node/9885069817,yes,,,,,,Mo-Fr 08:00-16:30,Penta-Electric AG,,,,,,
9916298917,node,47.5030253,7.865367,yes,,,,,,,vor der Turnhalle,,,defibrillator,144,,node/9916298917,no,,,,,,24/7,,,,,,,
9917843267,node,47.5605972,7.5942145,yes,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843267,yes,,,,,,,LIDL Schweiz,+41716278074,,,,,
9917843281,node,47.543485,7.574809,yes,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843281,yes,,,,,,,LIDL Schweiz,+41716278074,,,,,
9917845026,node,47.4625004,7.8389758,yes,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845026,yes,,,,,,,LIDL Schweiz,+41716278074,,,,,
9917845050,node,47.4400019,7.5391917,yes,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845050,yes,,,,,,,LIDL Schweiz,+41716278074,,,,,
9917845052,node,47.5204722,7.6805362,yes,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845052,yes,,,,,,,LIDL Schweiz,+41716278074,,,,,
9917845086,node,47.4705304,7.7654791,yes,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845086,yes,,,,,,,LIDL Schweiz,+41716278074,,,,,
9962241652,node,47.5646924,7.6059866,,,,,,,,inside the building,,,defibrillator,144,,node/9962241652,yes,,,,,,,,,,,,,
9966121987,node,47.5455843,7.652572,yes,,,,,,,"Eingangsbereich Bürogebäude, linke Seite",,,defibrillator,144,,node/9966121987,yes,,,,,,"Mo-Fr 07:30-12:00, 13:00-17:00","Landor Fenaco Genossenschaft, Rolf Herzog",+41 58 433 66 49,,,,,
10006391617,node,47.5180978,7.6937757,,,,,,,,EG hinter dem Verkaufsladen beim Treppenaufgang zu den Büros.,,,defibrillator,144,,node/10006391617,yes,,,,,,"Mo-Fr 07:00-12:00, 13:00-17:00","Schneider AG, Pratteln / Herr Jan Schneider",+41 61 827 92 92,,,,,
10009204076,node,47.5469829,7.5840224,permissive,,,,,,,Next to reception desk,,,defibrillator,144,,node/10009204076,yes,,0,,,,,,,,,,,
10048045217,node,47.5412052,7.6216756,,,,,,,,"Birsstrasse 320b, 4052 Basel, 2. OG (im Office)",,Werktags zu den Bürozeiten,defibrillator,144,,node/10048045217,yes,,,,,,Mo-Fr 08:00-16:00,Elektro Datenbank Schweiz ELDAS,+41613859855,,,,,
10068614312,node,47.4933861,7.6214077,yes,,,,,,,Im Eingangsbereich des Hotels,,,defibrillator,144,,node/10068614312,yes,,,,,,Mo-Su 06:00-22:00,Hotel Gasthof zum Ochsen,+41 61 706 25 66,,,,,
10068642546,node,47.4918782,7.723036,yes,,,,,,,Links vom Haupteingang SRK Baselland,,,defibrillator,144,,node/10068642546,no,,0,,,,24/7,Sandra Schaffner,+41 61 905 82 16,,,,,
10074617623,node,47.5467775,7.6242395,yes,,,,,,,Hauswand,,,defibrillator,144,,node/10074617623,no,,0,,,,24/7,Stephan Hirschi,+41 795651574,,,,,
10113992817,node,47.4250681,7.7706239,yes,,,,,,,Gemeindeverwaltung direkt neben dem Haupteingang. ,,Aussen neben dem Haupteingang ,defibrillator,144,,node/10113992817,no,,,,,,24/7,Gemeinde ,,,,,,
10170132028,node,47.5193346,7.6922697,yes,,,,,,,Hauseingang,,,defibrillator,144,,node/10170132028,no,,,,,,24/7,Priska Buri,+41 61 827 23 07,,,,,
10175042525,node,47.5053019,7.5518117,,,,,,,,,,,defibrillator,144,,node/10175042525,no,,,,,,,,,,,,,
10175515518,node,47.4622813,7.8166727,no,,,,,,,Migros,,,defibrillator,144,,node/10175515518,yes,,,,,,,Migros,,,,,,
10177894818,node,47.4968804,7.554409,yes,,,,,,,Röm.-Kath. Pfarreiheim St. Stephan,,"Aussen, neben Haupteingang",defibrillator,144,,node/10177894818,no,,0,,,,24/7,Röm. Kath. Pfarrei St. Stephan Therwil / Biel-Benken,+41 61 721 11 66,,,,,
10195321217,node,47.5370698,7.6278231,yes,,,,,,,Eingang Freidorf 151 (Genossenschaftsgebäude),,,defibrillator,144,,node/10195321217,no,,0,,,,24/7,Siedlungsgenossenschaft Freidorf,+41 61 311 95 12,,,,,
10199612814,node,47.5554371,7.6254391,yes,,,,,,,Windfang links bei Garderobe,,,defibrillator,144,,node/10199612814,yes,,,,,,Mo-Su 08:00-17:00,Diana Brückner,+41 61 311 47 48,,,,,
10199615968,node,47.5553751,7.6227576,yes,,,,,,,Eingang/Vorplatz rechts gg. Garderobe an Wand,,,defibrillator,144,,node/10199615968,yes,,0,,,,Mo-Fr 10:00-18:00,Diana Brückner,+41 61 311 47 48,,,,,
10228001118,node,47.4755847,7.7219687,,,,,,,,"Verwaltungsgebäude, Eingangsbereich (Schleuse)",,während Bürozeiten zugänglich,defibrillator,144,,node/10228001118,yes,,0,,,,"Mo-Fr 08:30-11:30,13:30-16:00",Amt für Militär und Bevölkerungsschutz,+41615527201,,,,,
10231064348,node,47.4305559,7.5160083,,,,,,,,Eingangsbereich CTC Analytics,,während Öffnungszeiten verfügbar,defibrillator,144,,node/10231064348,yes,,0,,,,,CTC Analytics,+41 61 765 81 62,,,,,
10248400016,node,47.4419942,7.5897959,yes,,,,,,,"Schalterbereich der Gemeindeverwaltung, Gang Parterre",,,defibrillator,144,,node/10248400016,yes,,,,,,,,,,,,,
10248899309,node,47.4822301,7.5502327,yes,,,,,,,"Schulhaus Hintere Matten, Gempenweg 21, Trakt 1, Rechts vom Eingang",,,defibrillator,144,,node/10248899309,no,,0,,,,24/7,Gemeinde,,,,,,
10262097712,node,47.473718,7.5869876,yes,,,,,,,Sanitätsraum der Mehrzweckhalle,,,defibrillator,144,,node/10262097712,yes,,0,,,,24/7,Gemeinde Aesch,+41617567781,,,,,
10264346609,node,47.4761401,7.7454364,,,,,,,,Büro Sunstar,,,defibrillator,144,,node/10264346609,yes,,0,,,,Mo-Fr 08:00-17:30,,+41 61 925 70 70,,,,,
10282200209,node,47.5627654,7.609058,yes,,,,,,,Lehrwerkstatt für Mechanik,,während den Öffnungszeiten zugänglich,defibrillator,144,,node/10282200209,yes,,0,,,,Mo-Fr 06:45 -17:30,Lehrwerkstatt für Mechanik,+41616956400,,,,,
10292625110,node,47.5455391,7.5989556,yes,,,,,,,1. Stocl an Wand links neben Türe dasteam ag,,während der Öffnungszeiten verfügbar,defibrillator,144,,node/10292625110,yes,,1,,,,Mo-Fr 08:00-17:30,dasteam ag,+41 61 278 99 99,,,"local_knowledge, defikarte.ch",,
10542582609,node,47.5683478,7.5987412,,,,,,,,DB Schenker AG,,Klingen bei DB Schenker,defibrillator,144,,node/10542582609,yes,,3,,,,MO-FR 08:00-17:00,Privatperson,,,,,,
10559628009,node,47.425415,7.8495983,yes,,,,,,,"Mehrzweckhalle, Hohrain",,vor Haupteingangstüre,defibrillator,144,,node/10559628009,no,,0,,,,24/7,Gemeinde Rümlingen,,,,,,
10562340109,node,47.4098696,7.7544379,,,,,,,,"Werkstattbüro, neben Türe zur Werkstatt",,Zugänglich während Öffnungszeiten der Werkstatt,defibrillator,144,,node/10562340109,no,,0,,,,Mo-Fr 07:30-12:00,,,,,"local_knowledge, defikarte.ch",,
10562351909,node,47.4098224,7.7544808,yes,,,,,,,Im Werkstattbüro bei der Türe zur Werkstatt an der Wand,,während Öffnungszeiten verfügbar (www.tal-garage.ch),defibrillator,144,,node/10562351909,yes,,,,,,"Mo-Th 07:30-12:00,13:00-17:15; Fr 07:30-12:00,13:00-16:00",Tal Garage Leisinger,+41619618674,,,"local_knowledge, defikarte.ch",,
10574567641,node,47.5546162,7.5654448,,,,,,,,Aussen an der Hauswand. Gut sichtbar.,,,defibrillator,144,,node/10574567641,no,,,,,,24/7,,,,,,,
10586626805,node,47.5558806,7.5820015,,,,,,,,"bitte Klingeln, Defi ist am Empfang",,,defibrillator,144,,node/10586626805,yes,,5,,,,"Mo-Fr 08:00-12:00,13:00-17:00",Netcloud AG,+41583441212,,,,,
10593499505,node,47.5233159,7.8442705,yes,,,,,,,Pavillon Linde Gemeinde Maisprach,,,defibrillator,144,,node/10593499505,no,,,,,,24/7,Gemeinde Maisprach,+41 61 841 14 46,,,"local_knowledge, defikarte.ch",,
10593505505,node,47.5251851,7.8471136,yes,,,,,,,Gemeinde Zentrum Maisprach,,Im Eingangsbereich des Gemeindezentrums an der linken Wand,defibrillator,144,,node/10593505505,yes,,,,,,24/7,Gemeinde Maisprach,+41 61 841 14 46,,,"local_knowledge, defikarte.ch",,
10595011705,node,47.4949932,7.8230129,yes,,,,,,,Gemeindeverwaltung Wintersingen,,an der Wand beim Feuerwehrmagazin,defibrillator,144,,node/10595011705,no,,,,,,24/7,Gemeinde,+41619769650,,,,,
10601145635,node,47.4772605,7.601611,yes,,,,,,,Beim Schulhaus/ vor dem Hallenbad,,,defibrillator,144,,node/10601145635,yes,,0,,,,Mo-Su 09:00-19:00,Gemeindeverwaltung Aesch,+41617567781,,,,,
10601519505,node,47.5506372,7.5740755,,,,,,,,Neubadstrasse 7,,während den Bürozeiten beim Empfang verfügbar,defibrillator,144,,node/10601519505,yes,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",Applied Chemicals International AG,+41 61 282 82 82,,,"local_knowledge, defikarte.ch",,
10611495605,node,47.4762779,7.7241397,,,,,,,,Eingang Büro,,Während den Öffnungszeiten verfügbar,defibrillator,144,,node/10611495605,yes,,,,,,Mo-Fr 08:00-17:00,Rudolf Wirz Strassen- und Tiefbau AG,+41619219900,,,"local_knowledge, defikarte.ch",,
10629373405,node,47.4212205,7.4997568,,,,,,,,Weberzahnärzte Laufen,,,defibrillator,144,,node/10629373405,yes,,0,,,,"Mo 07:00-20:00, Tu 07:00-18:00, We 07:00-20:00, Th-Fr 07:00-18:00",Privatperson,+41617637000,,,"local_knowledge, defikarte.ch",,
10633018205,node,47.5517529,7.6339741,,,,,,,,"Sternenfeldstrasse 14, 4127 Birsfelden",,2nd floor at the front desk,defibrillator,144,,node/10633018205,yes,,2,,,,"Mo-Fr 07:30-12:00,13:00-17:00",Private Company,+41 61 204 08 00,,,"local_knowledge, defikarte.ch",,
10673496819,node,47.4373482,7.5288239,yes,,,,,,,Links vom Haupteingang an der Wand,,,defibrillator,144,,node/10673496819,no,,,,,,24/7,Gemeindeverwaltung Zwingen,+41617669636,,,,,
10673593707,node,47.4374786,7.533263,yes,,,,,,,Links vom Haupteingang an der Wand,,,defibrillator,144,,node/10673593707,no,,,,,,24/7,Gemeindeverwaltung Zwingen,+41617669636,,,,,
10679109505,node,47.4491163,7.8071996,yes,,,,,,,Gemeindeverwaltung Zunzgen,,Im Durchgang zwischen der Gemeindeverwaltung und dem Gemeindesaal auf der rechten Seite,defibrillator,144,,node/10679109505,no,,0,,,,24/7,Gemeinde,,,,,,
10680118205,node,47.545282,7.5973678,no,,,,,,,"Juristische Fakultät, Eingangsbereich",,im Gebäude während der Öffnungszeiten,defibrillator,144,,node/10680118205,yes,,,,,,,,,,,"local_knowledge, defikarte.ch",,
10687953005,node,47.5345741,7.6097528,yes,,,,,,,im Treppenhaus,,zu Öffnungszeiten,defibrillator,144,,node/10687953005,yes,,0,,,,,FHNW,,,,,,
10699013905,node,47.4652,7.8098953,yes,,,,,,,Kirchgasse 11,,,defibrillator,144,,node/10699013905,no,,,,,,,Gemeinde,+41 61 976 13 00,,,"local_knowledge, defikarte.ch",,
10704425005,node,47.5225167,7.7155072,,,,,,,,Migros Online Pratteln neben Leitstandeingang rechts,,durchgehend geöffnet,defibrillator,144,,node/10704425005,yes,,0,,,,24/7,Migros Online SiBe,+41763543400,,,,,
10715897005,node,47.4323137,7.9326364,yes,,,,,,,Gemeindeverwaltung,,links neben Turnhalleneingang,defibrillator,144,,node/10715897005,no,,0,,,,24/7,Gemeinde,,,,,,
10719959339,node,47.4649822,7.8084346,,Sissach,CH,108,4450,Hauptstrasse,,,,,defibrillator,144,,node/10719959339,,,,,,,"Mo-Fr 08:00-12:00, 14:00-17:00",,,,,,,
10720868805,node,47.4364851,7.8119033,yes,,,,,,,Bibliothek,,Eingang draussen,defibrillator,144,,node/10720868805,no,,0,,,,24/7,Gemeinde,+41 61 973 07 00,,,,,
10725911870,node,47.4119465,7.836244,yes,,,,,,,Eingangsbereich (aussen) MZH Dörlimatt,,,defibrillator,144,,node/10725911870,no,,,,,,24/7,Kunz Probst Anita,+41622992219,,,,,
10734407914,node,47.5524966,7.5890249,,,,,,,,Stänzlergasse 4,,während Öffnungszeiten,defibrillator,144,,node/10734407914,yes,,5,,,,Mo-Fr 08:00-18:00,MIGX GmbH,+41797376491,,,,,
10739319105,node,47.5367607,7.7096129,,,,,,,,Kraftwerk Augst,,verfügbar wenn KW besetzt,defibrillator,144,,node/10739319105,no,,-1,,,,Mo-Fr 08:00-16:00,Kraftwerk Augst AG,+41618168411,,,,,
10740155205,node,47.4157419,7.9044618,yes,,,,,,,"Draussen, links beim Eingang MZH",,,defibrillator,144,,node/10740155205,no,,,,,,24/7,Gemeinde,,,,,,
10743944205,node,47.5551554,7.5887983,no,,,,,,,"Restaurant Mister Wong, bei der Kasse",,Während Öffnungszeiten berfügbar,defibrillator,144,,node/10743944205,yes,,0,,,,,Restaurant,,,,,,
