osm_id,osm_type,lat,lon,access,access:conditional,access:note,activation,addr:city,addr:country,addr:floor,addr:housenumber,addr:postcode,addr:street,alarm,amenity,bicycle,check_date,check_date:opening_hours,colour,contact:city,contact:country,contact:email,contact:housenumber,contact:phone,contact:postcode,contact:street,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,description,destination,email,emergency,emergency:phone,fitness,fixme,foot,healthcare,id,image,indoor,latitude,level,level:ref,longitude,motor_vehicle,name,note,office,opening_hours,operator,operator:type,phone,phone:CH,postal_code,recycling_type,ref,source,start_date,survey:date,temporary,website,wheelchair
8142589133,node,47.4286985,8.6940649,yes,,,,,,,,,,,,,,,,,,,,,,,,,Beim Turnhalleneingang bei der Treppe,,,,,,,defibrillator,144,,,,,node/8142589133,,no,,,,,,,,,24/7,Stadt Illnau-Effretikon,,+41 52 354 24 24,,,,,,,,,,
8165558477,node,47.4939317,8.4493576,yes,,,,,,,,,,,,,,,,,,,,,,,,,Beim seitlichen Eingang (links von der Hauptstrasse aus gesehen),,,,,,,defibrillator,144,,,,,node/8165558477,,no,,,,,,,,,24/7,Gemeinde Steinmaur,,+41 44 855 40 40,,,,,,,,,,
8167231832,node,47.2941968,8.5639631,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Im Migros-Gebäude, an der Wand neben Mister Minit",,,,,,,defibrillator,144,,,,,node/8167231832,,yes,,0,,,,,,,Mo-Sa 07:30-20:00,Genossenschaft Migros Zürich,,+41 58 563 30 30,,,,,,,,,,limited
8168710814,node,47.6475336,8.6037573,yes,,,,,,,,,,,,,,,,,,,,,,,,,"An der Wand, direkt beim Eingang zum eidg. Zollamt.",,,,,,,defibrillator,144,,,,,node/8168710814,,no,,,,,,,,,24/7,SUSV (Schweizer Unterwasser-Sport-Verband)/ Sandra Büchi,,+41 31 301 43 43,,,,,,,,,,no
8173026629,node,47.3333204,8.8589242,no,,,,,,,,,,,,,,,,,,,,,,,,,Im First Responder Fahrzeug,,,,nur via Notruf zugänglich,,,defibrillator,144,,,,,node/8173026629,,yes,,,,,,,,,,Feuerwehr Bäretwswil,,,,,,,,,,,,
8173606047,node,47.3815615,8.5441446,no,,,,,,,,,,,,,,,,,,,,,,,,,WEV: E50 beim Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606047,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606048,node,47.3803356,8.5447361,no,,,,,,,,,,,,,,,,,,,,,,,,,IFW: E30 beim Lift,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606048,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606049,node,47.3778001,8.5525158,no,,,,,,,,,,,,,,,,,,,,,,,,,ETZ: C77 Vorraum Lift,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606049,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606050,node,47.3785756,8.5523871,no,,,,,,,,,,,,,,,,,,,,,,,,,ETL: H10 beim Treppenhaus,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606050,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606051,node,47.3786556,8.5522824,no,,,,,,,,,,,,,,,,,,,,,,,,,ETL: E10 beim Treppenhaus,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606051,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606052,node,47.3793348,8.5486159,no,,,,,,,,,,,,,,,,,,,,,,,,,CHN: D10 beim Lift,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606052,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606053,node,47.3785121,8.5487983,no,,,,,,,,,,,,,,,,,,,,,,,,,"CAB: F10 Halle, beim ISC",,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606053,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606054,node,47.3784939,8.5470495,no,,,,,,,,,,,,,,,,,,,,,,,,,NO: C50 Halle Seite Clausiusstrasse,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606054,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606055,node,47.3780961,8.5461389,no,,,,,,,,,,,,,,,,,,,,,,,,,LEE: E20 Vorraum Lift,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606055,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606056,node,47.3758357,8.546973,no,,,,,,,,,,,,,,,,,,,,,,,,,MM: A90 Treppenhaus bei Loge,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606056,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173606057,node,47.3764863,8.5479064,,,,,,,,,,,,,,,,,,,,,,,,,,"HG: F30.6 Audimax, Laubengang innen links",,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173606057,,yes,,1,,,,,,,24/7,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,yes
8173632415,node,47.4057435,8.508887,no,,,,,,,,,,,,,,,,,,,,,,,,,HCP: G20 Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173632415,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173632416,node,47.4065114,8.5109925,no,,,,,,,,,,,,,,,,,,,,,,,,,HPS: E10 Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173632416,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173665987,node,47.3847833,8.6553624,no,,,,,,,,,,,,,,,,,,,,,,,,,B90,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173665987,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173668633,node,47.4494221,8.6823508,no,,,,,,,,,,,,,,,,,,,,,,,,,FMG: B15 Bibliothek,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173668633,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173668634,node,47.4472691,8.6796981,no,,,,,,,,,,,,,,,,,,,,,,,,,SLS: 1. OG Sekretariat,,,,,,,defibrillator,144,,,,,node/8173668634,,yes,,,,,,,,,,,,,,,,,,,,,,
8173668635,node,47.4480726,8.6812431,no,,,,,,,,,,,,,,,,,,,,,,,,,EHB: E10 Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173668635,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173672417,node,47.4075861,8.5092652,no,,,,,,,,,,,,,,,,,,,,,,,,,"HPH: D10 Halle, Eingang food market",,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672417,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173672418,node,47.4068164,8.5092437,no,,,,,,,,,,,,,,,,,,,,,,,,,HCI: D379.2 Gang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672418,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173672419,node,47.4070415,8.5085195,no,,,,,,,,,,,,,,,,,,,,,,,,,HCI: E473.2 Gang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672419,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173672420,node,47.4077494,8.5074198,yes,,,,,,,,,,,,,,,,,,,,,,,,,"HCI: E30 Halle, Infokasten, links vom Mensa-Eingang",,,,"über Alarmzentrale (siehe Telefonnummer) 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672420,,yes,,0,,,,,,,24/7,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,yes
8173672421,node,47.4086825,8.5074306,,,,,,,,,,,,,,,,,,,,,,,,,,HIL: D10 Halle,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672421,,yes,,0,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173672422,node,47.4097571,8.5065561,no,,,,,,,,,,,,,,,,,,,,,,,,,HIF: C80.0011 im Treppenhaus,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672422,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173672423,node,47.4094526,8.5093778,,,,,,,,,,,,,,,,,,,,,,,,,,HPF: C10 beim Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672423,,yes,,0,,,,,,,07:00-19:00,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,yes
8173672424,node,47.410192,8.5084887,private,,,,,,,,,,,,,,,,,,,,,,,,,"HIT: E10 Eingang, bei Postfächer",,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672424,,yes,,0,,,,,,,Mo-Fr 07:00-18:00; Sa-Su closed; PH closed,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,yes
8173672425,node,47.4108316,8.5120949,no,,,,,,,,,,,,,,,,,,,,,,,,,HEZ: E10 beim Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173672425,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173673039,node,47.4132108,8.5372469,no,,,,,,,,,,,,,,,,,,,,,,,,,"OCT: E10.0011 nach dem Eingang rechts an der Wand, gelber Metallkasten",,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173673039,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8173673040,node,47.4173785,8.5394213,no,,,,,,,,,,,,,,,,,,,,,,,,,ONA: E10 beim Eingang,,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,,defibrillator,144,,,,,node/8173673040,,yes,,,,,,,,,,ETH Zürich,,+41 44 342 11 88,,,,,,,,,,
8178867247,node,47.3843361,8.5777712,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Masoala Restaurant, Free Flow, Innenbereich, Rolf-Balsiger-Strasse",,,,"Verwendung durch Betriebssanität Zoo Zürich AG, Hinweis AED Aussen angebracht",,,defibrillator,144,,,,,node/8178867247,,yes,,,,,,,,,Mo-Su 09:00-17:00,Zoo Zürich AG,,+41 44 254 25 00,,,,,,,,,,
8178867248,node,47.3882968,8.576976,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Elefantenpark KKEP, unter Thai Lodge Restaurant, Innenbereich",,,,"Verwendung durch Betriebssanität Zoo Zürich AG, Hinweis AED Aussen angebracht",,,defibrillator,144,,,,,node/8178867248,,yes,,0,,,,,,,Mo-Su 09:00-17:00,Zoo Zürich AG,,+41 44 254 25 00,,,,,,,,,,
8178867249,node,47.3886259,8.5739252,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Betriebszentrum Empfang, Innenbereich, Klosterweg 60",,,,Verwendung durch Betriebssanität Zoo Zürich AG,,,defibrillator,144,,,,,node/8178867249,,yes,,,,,,,,,Mo-Su 09:00-17:00,Zoo Zürich AG,,+41 44 254 25 00,,,,,,,,,,
8178867250,node,47.3845345,8.574667,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Im Aussenbereich, zwischen Besucherzentrum und Kasse",,,,Verwendung durch Betriebssanität Zoo Zürich AG,,,defibrillator,144,,,,,node/8178867250,,no,,,,,,,,,Mo-Su 09:00-17:00,Zoo Zürich AG,,+41 44 254 25 00,,,,,,,,,,
8182565919,node,47.3397918,8.4872008,yes,,,,,,,,,,,,,,,,,,,,,,,,,Rechte Wand vor dem Eingang ins Schulhaus Loomatt (Turnhalle).,,,,Primarschule Stallikon,,,defibrillator,144,,,,,node/8182565919,,no,,0,,,,,,,24/7,Primarschule Stallikon,,,,,,,,,,,,
8186231091,node,47.3350682,8.7692893,yes,,,,,,,,,,,,,,,,,,,,,,,,,Lungenfachzentrum: an der Empfangstheke der Praxis,,,,,,,defibrillator,144,,,,,node/8186231091,,yes,,,,,,,,,"Mo-Fr 08:00-12:00,13:30-17:30; We 08:00-12:00,13:30-19:30",,,,,,,,,,,,,
8186231092,node,47.338574,8.7621327,yes,,,,,,,,,,,,,,,,,,,,,,,,,direkt hinter der Kasse im Museum,,,,,,,defibrillator,144,,,,,node/8186231092,,yes,,,,,,,,,Tu-Sa 10:00-17:00; Su 10:00-18:00,,,,,,,,,,,,,
8186231093,node,47.3442389,8.7679764,yes,,,,,,,,,,,,,,,,,,,,,,,,,Dorfladen Parkplatzseite,,,,,,,defibrillator,144,,,,,node/8186231093,,no,,,,,,,,,24/7,Gemeinde Seegräben,,+41 43 477 40 90,,,,,,,,,,
8186231095,node,47.3337885,8.7623289,yes,,,,,,,,,,,,,,,,,,,,,,,,,Kindergarten an der Fassade zur Strasse,,,,,,,defibrillator,144,,,,,node/8186231095,,no,,,,,,,,,24/7,Gemeinde Seegräben,,+41 43 477 40 90,,,,,,,,,,
8186231096,node,47.3412183,8.7701261,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Turnhalleneingang, in kleiner Nische",,,,,,,defibrillator,144,,,,,node/8186231096,,no,,,,,,,,,24/7,Gemeinde Seegräben,,+41 43 477 40 90,,,,,,,,,,
8186231097,node,47.3436523,8.7728487,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Juckerhof, im Innenhof bei Bürotreppe",,,,,,,defibrillator,144,,,,,node/8186231097,,no,,,,,,,,,24/7,Jucker Farm AG,,+41 44 934 34 84,,,,,,,,,,limited
8190623269,node,47.3747241,8.5531703,yes,,,,,,,,,,,,,,,,,,,,,,,,,"ZUI A, B, E + H bei Lift, 6 Standorte",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623269,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623270,node,47.3987995,8.5492904,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Y52-E-03 / Rechtsmedizin, bei Anmeldung (Tasche)",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623270,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623271,node,47.3984672,8.5461643,yes,,,,,,,,,,,,,,,,,,,,,,,,,Y30-E-100 / HSA Irchel Eingangshalle,,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623271,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623272,node,47.3969131,8.5491872,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Y24-G-110 / Lichthof Irchel, Infosäule",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623272,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623273,node,47.3701096,8.554038,yes,,,,,,,,,,,,,,,,,,,,,,,,,WIL-E-400 / Treppenhaus neben Hinterausgang,,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623273,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623274,node,47.399011,8.4579009,yes,,,,,,,,,,,,,,,,,,,,,,,,,"WAD-E-402 / Eingangshalle, gegenüber Lifte",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623274,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623275,node,47.3998171,8.5522234,yes,,,,,,,,,,,,,,,,,,,,,,,,,"TNU 10.60 / Korridor 1. OG, neben Lift",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623275,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623276,node,47.3998307,8.5505336,yes,,,,,,,,,,,,,,,,,,,,,,,,,"TKK-00-400 / bei Anmeldung, hinter Glastüre",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623276,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623277,node,47.4006794,8.5512002,yes,,,,,,,,,,,,,,,,,,,,,,,,,"neben TFA 00.46 / Geschoss 00, neben Lift",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623277,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623278,node,47.4005133,8.5536343,yes,,,,,,,,,,,,,,,,,,,,,,,,,"TDI 10.00 / im Haupttreppenhaus, höhe Hörsaal",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623278,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623279,node,47.381774,8.5414866,yes,,,,,,,,,,,,,,,,,,,,,,,,,STB-E-820 / vor Cafeteria (STB E 020),,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623279,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623280,node,47.383561,8.5739265,yes,,,,,,,,,,,,,,,,,,,,,,,,,"SPO-E-31A / HSA Fluntern, Eingangshalle",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623280,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623281,node,47.4020247,8.5464688,yes,,,,,,,,,,,,,2026-02-01,,,,,,,,,,,,"SCA-E-427B / Eingangshalle, neben Validierstation",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623281,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623282,node,47.3732147,8.5506356,yes,,,,,,,,,,,,,,,,,,,,,,,,,"RAI-E-435 / neben Eingang Cafeteria, RAI-E-041",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623282,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623283,node,47.3720721,8.5499208,yes,,,,,,,,,,,,,,,,,,,,,,,,,"RAA-E-400 / Eingangshalle bei Cafeteria, Lift",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623283,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623284,node,47.3708287,8.5343391,yes,,,,,,,,,,,,,,,,,,,,,,,,,"PEA-E-410 / Eingangshalle, gegenüber Lift",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623284,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623285,node,47.372088,8.5478766,yes,,,,,,,,,,,,,,,,,,,,,,,,,HRS-E-400 / Eingangsbereich,,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623285,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623286,node,47.3764061,8.5534532,yes,,,,,,,,,,,,,,,,,,,,,,,,,GLL-F / Eingangsbereich F,,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623286,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623287,node,47.3745661,8.5487285,no,,,,,,,,,,,,,,,,,,,,,,,,,"KOL-E-41A / neben VD Büro, KOL-E-1A",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623287,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623288,node,47.358916,8.5600877,no,,,,,,,,,,,,,,,,,,,,,,,,,BOT-0-78 / beim Haupteingang,,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623288,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623289,node,47.414349,8.5496181,yes,,,,,,,,,,,,,,,,,,,,,,,,,"BIN-0-L.03 / neben Postschalter, vor BD-Büro",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623289,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623290,node,47.4131681,8.5487552,yes,,,,,,,,,,,,,,,,,,,,,,,,,AND-2-408 / Vorraum Warenlifte 2. Stock,,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623290,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190623291,node,47.4108068,8.5402269,yes,,,,,,,,,,,,,,,,,,,,,,,,,"AFL-E-070 / Eingangshalle, nähe Postfächer",,,,während Gebäudeöffnungszeiten (tagsüber) verfügbar,,,defibrillator,144,,,,,node/8190623291,,yes,,,,,,,,,,Betriebssanität UZH,,+41 44 635 41 41,,,,,,,,,,
8190630344,node,47.3768048,8.5338181,yes,,,,,,,,,,,,,,,,,,,,,,,,,in der HWZ (Empfang),,,,während Ferien gelten die Öffnungszeiten nicht,,,defibrillator,144,,,,,node/8190630344,,yes,,,,,,,,,Mo-Fr 07:00-21:30; Sa 07:00-16:00,HWZ,,,,,,,,,,,,
8208569902,node,47.3388862,8.4732311,yes,,,,,,,,,,,,,,,,,,,,,,,,,Auf Briefkastenanlage rechts neben Eingang vor der Gemeindeverwaltung Wettswil.,,,,,,,defibrillator,144,,,,,node/8208569902,,no,,,,,,,,,24/7,Gemeindeverwaltung Wettswil,,+41 44 700 06 42,,,,,,,,,,
8211174058,node,47.3356829,8.4647285,no,,,,,,,,,,,,,,,,,,,,,,,,,vor der WC-Anlage im Innern des Gebäudes,,,,nur während FC Spielen verfügbar,,,defibrillator,144,,,,,node/8211174058,,yes,,,,,,,,,,FC Wettswil-Bonstetten,,+41 44 701 16 90,,,,,,,,,,
8226599064,node,47.1926698,8.6440069,yes,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Werkplatz Hauswartung,,,,24h öffentlich verfügbar,,,defibrillator,144,,,,,node/8226599064,,no,,,,,,,,,24/7,Stadt Wädenswil,,+41 44 789 72 11,,,,,,,,,,
8230591073,node,47.3753553,8.5304761,,,,,,,,,,,,,,,,,,,,,,,,,,"Treppenhaus, 1. Stock",,,,,,,defibrillator,144,,,,,node/8230591073,,yes,,,,,,,,,"Mo-Fr 07:30-12:00, 13:00-16:30",Stadtpolizei Zürich,,+41 44 411 71 17,,,,,,,,,,
8231260483,node,47.391226,8.4558258,yes,,,,,,,,,,,,,,,,,,,,,,,,,Am WC-Häuschen zwischen den beiden Eingangstüren,,,,,,,defibrillator,144,,,,,node/8231260483,,no,,,,,,,,,24/7,"Stadt Schlieren, Bereich Liegenschaften",,+41 44 738 15 08,,,,,,,,,,yes
8240516575,node,47.3487261,8.4589442,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Im Clubhaus, Eingang zu den Garderoben.",,,,Ausserhalb der Öffnungszeiten ist der Zugang für Spielerinnen und Spieler mit Badge/Code jederzeit möglich. Während Schliessungen der Sportanlage wegen Corona ist der Zugang nur mit Badge/PIN möglich.,,,defibrillator,144,,,,,node/8240516575,,yes,,,,,,,,,Mo-Su 08:00-19:00,Tennisclub Wettswil,,,,,,,,,,,,
8244431036,node,47.3313894,8.4754361,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Beim Eingang zum Gebäude, Seite Hirsächerstrasse (Zufahrt via Niederweg)",,,,24h öffentlich zugänglich,,,defibrillator,144,,,,,node/8244431036,,no,,,,,,,,,24/7,,,,,,,,,,,,,
8257971367,node,47.3819067,8.4956974,,,,,,,,,,,,,,,,,,,,,,,,,,Vor dem Hauseingang rechts an der Dachsäule,,,,,,,defibrillator,144,,,,,node/8257971367,,no,,,,,,,,,24/7,,,,,,,,,,,,,yes
8280848041,node,47.3807456,8.4772382,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Haupteingang direkt nach der Schiebetüre rechts,,,,,,,defibrillator,144,,,,,node/8280848041,,yes,,,,,,,,,,,,,,,,,,,,,,
8317619373,node,47.5568444,8.7647585,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Haupteingang Primarschule Dinhard, bei Velo-Unterstand",,,,,,,defibrillator,144,,,,,node/8317619373,,no,,,,,,,,,24/7,Gemeinde Dinhard,,,,,,,,,,,,
8357208578,node,47.2570233,8.8044825,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Beim Eingangsbereich zum Geissbergsaal,,,,Während Schulöffnungszeiten und Anlässen zugänglich,,gemeinde@bubikon.ch,defibrillator,144,,,,,node/8357208578,,yes,,0,,,,,,,,Gemeinde Bubikon,,+41 55 253 33 55,,,,,https://www.bubikon.ch/_docn/2272568/Defibrillatoren_Standorte.pdf,,,,,
8357208579,node,47.2674848,8.8146186,permissive,,,,,,,,,,,,,,,,,,,,,,,,,Im Eingangsbereich zur Turn-und Schwimmhalle,,,,Während Schulöffnungszeiten zugänglich,,gemeinde@bubikon.ch,defibrillator,144,,,,,node/8357208579,,yes,,0,,,,,,,,Gemeinde Bubikon,,+41 55 253 33 55,,,,,https://www.bubikon.ch/_docn/2272568/Defibrillatoren_Standorte.pdf,,,,,
8359649207,node,47.2662731,8.814172,yes,,,,,,,,,,,,,,,,,,,,,,,,,Rechts neben Eingang,,,,von Aussen zugänglich,,gemeinde@bubikon.ch,defibrillator,144,,,,,node/8359649207,,no,,0,,,,,,,24/7,Gemeinde Bubikon,,+41 55 253 33 55,,,,,,,,,,
8359649210,node,47.2580619,8.8204497,permissive,,,,,,,,,,,,,,,,,,,,,,,,,beim Badieingang an der Kasse,,,,nur im Sommer (Mai-Sept),,gemeinde@bubikon.ch,defibrillator,144,,,,,node/8359649210,,yes,,0,,,,,,,,Gemeinde Bubikon,,+41 55 253 33 55,,,,,,,,,,
