osm_id,osm_type,lat,lon,access,access:conditional,access:note,addr:city,addr:city:de,addr:city:fr,addr:country,addr:floor,addr:full,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:de,addr:street:fr,air_conditioning,amenity,bicycle,branch,brand,brand:wikidata,building,check_date,check_date:opening_hours,check_in,colour,contact:addr,contact:addr:full,contact:email,contact:emergency,contact:mobile,contact:phone,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,elevator,email,emergency,emergency:phone,emergency_telephone_code,entrance,fixme,floor,foot,id,image_1,image_2,indoor,internet_access,latitude,level,location,longitude,motor_vehicle,name,note,opening_hours,operator,outdoor,outdoor_seating,phone,phone:CH,planned:tourism,postal_code,ref,seasonal,source,support,survey:date,tourism,website,wheelchair,wikimedia_commons
6635277238,node,47.1483407,7.2590299,permissive,,,Biel / Bienne,,,,,,,72,,2502,Bözingenstrasse,,,,,,,,,,,,,,,,,,,,,,Zeughaus Fechthalle Eingang Ost / Salle Escrime Arsenal entrée est. zeitweise öffentlich,,,,,,defibrillator,144,,,,,,node/6635277238,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635277239,node,47.1635727,7.2175388,yes,,,Orvin,,,,,,,26,,2534,Les Oeuches,,,,,,,,,,,,,,,,,,,,,,"A gauche de la réception. Entre 20h et 7h, appeler l'équipe de nuit au 032 358 09 80 pour demander le DEA",,,,,,defibrillator,144,,,,,,node/6635277239,,,,,,,,,,,,24/7,Résidence Les Roches - EMS,,,+41 32 358 09 55,,,,,,,,,,,,
6635277240,node,47.1485334,7.2597424,permissive,,,Bienne,,,,,,,74,,2503,Bözingenstrasse,,,,,,,,,,,,,,,,,,,,,,"Polysporthalle Biel, Foyer, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635277240,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635277241,node,47.1556119,7.2813199,permissive,,,Biel/Bienne,,,,,,,20,,2504,Boulevard des sports,,,,,,,,,,,,,,,,,,,,,,KITAG Cinemas Cinedome,,,,,,defibrillator,144,,,,,,node/6635277241,,,,,,,,,,,,Mo-Fr 13:00-22:00,KITAG Cinemas Cinedome,,,+41 32 343 31 63,,,,,,,,,,,,
6635277243,node,47.1520636,7.2671773,permissive,,,Biel/Bienne,Biel,Bienne,,,,,7,,2502,Rue du Châtelet / Schlösslistrasse,Schlösslistrasse,Rue du Châtelet,,,,,,,,,,,,,,,,,,,,Via Kundendienst,,,,,,defibrillator,144,,,,,,node/6635277243,,,,,,,,,,,,"Mo-Fr 08:00-19:00, Sa 07:30-17:00",Migros Biel Bözingen,,,+41 58 567 68 30,,,,,,,,,,,,
6635277244,node,47.1471431,7.244832,permissive,,,Biel/Bienne,Biel,Bienne,,,,,88,,2501,Chante-Merle / Vogelsang,Vogelsang,Chante-Merle,,,,,,,,,,,,,,,,,,,,"Wirtschaftstrackt Etage F. Nr. 1 auf Plan, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635277244,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,+41 32 324 28 04,,,,,,,,,,,,
6635277245,node,47.1481885,7.2433314,permissive,,,Biel,,,,,,,95,,2501,Vogelsang,,,,,,,,,,,,,,,,,,,,,,"Neuhausgut Etage C. Nr. 3 auf Plan, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635277245,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,+41 32 324 28 04,,,,,,,,,,,,
6635277246,node,47.147601,7.2443684,permissive,,,Biel,,,,,,,99,,2501,Vogelsang,,,,,,,,,,,,,,,,,,,,,,"Personalhaus Etage C. Nr. 2 auf Plan, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635277246,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,+41 32 324 28 04,,,,,,,,,,,,
6635277247,node,47.148289,7.2430054,permissive,,,Biel,,,,,,,97,,2501,Vogelsang,,,,,,,,,,,,,,,,,,,,,,"Verwaltungs Gebäude Etage C. Nr. 4 auf Plan, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635277247,,,,,,,,,,,,,Spitalzentrum Biel / Centre hospitalier Bienne,,,+41 32 324 28 04,,,,,,,,,,,,
6635277248,node,47.1689879,7.2561978,yes,,,Frinvillier,,,,,,,6,,2535,Chemin de l'Ecole,,,,,,,,,,,,,,,,,,,,,,Entrée extérieure halle polyvalente,,,,,,defibrillator,144,,,,,,node/6635277248,,,,,,,,,,,,24/7,Commune Frinvilier,,,+41 79 440 02 73,,,,,,,,,,,,
6635553930,node,47.1393011,7.2123459,permissive,,,Magglingen / Macolin,,,,,,,19,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,,,"Sachenmannhaus Eingang oben, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553930,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553931,node,47.1390068,7.2103289,permissive,,,Magglingen / Macolin,,,,,,,14,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,,,"Hochschule Lärchenplatz Annexe Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553931,,,,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 62 92,,,,,,,,,,,,
6635553932,node,47.1347607,7.1912786,permissive,,,Lamboing,,,,,,,,,2532,Hohmattstrasse,,,,,,,,,,,,,,,,,,,,,,"Waldhaus Essraum Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553932,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553933,node,47.1445827,7.2129252,permissive,,,Magglingen / Macolin,,,,,,,,,2532,Promenadenweg,,,,,,,,,,,,,,,,,,,,,,"Freibad Bademeisterbüro, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553933,,,no,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553934,node,47.1358889,7.2064437,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport-Toto Halle Haupteingang Foyer,,,,,,defibrillator,144,,,,,,node/6635553934,,,yes,,,0,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,limited,
6635553935,node,47.1380523,7.2064692,permissive,,,Magglingen/Macolin,,,CH,,,,5,End der Welt-Strasse,2532,,,,,,,,,,,,,,,,,,,,,,,Nordicpavillon Laufband Labor,,,,,,defibrillator,144,,,,,,node/6635553935,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553936,node,47.1400812,7.2148589,permissive,,,Magglingen / Macolin,,,,,,,234,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,,,"Jurahaus Foyer G1, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553936,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553937,node,47.1391951,7.2114022,permissive,,,Magglingen / Macolin,,,,,,,25,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,,,"Schweizerhaus Eingang Foyer, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553937,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553938,node,47.1401452,7.2015664,permissive,,,Magglingen/Macolin,,,CH,,,,19,End der Welt-Strasse,2532,,,,,,,,,,,,,,,,,,,,,,,"Restaurant End der Welt, Korridor Kellertreppe, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553938,,,,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 62 92,,,,,,,,,,,,
6635553939,node,47.1392131,7.2139996,permissive,,,Magglingen / Macolin,,,,,,,244,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,,,"Des Alpes Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553939,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553940,node,47.1411758,7.2123487,permissive,,,Magglingen / Macolin,,,,,,,6,,2532,Promenadenweg,,,,,,,,,,,,,,,,,,,,,,"Belair Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553940,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553941,node,47.1392391,7.2118255,permissive,,,Magglingen / Macolin,,,,,,,23,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,,,"Brésil Foyer Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553941,,,yes,,,,,,,,,,BASPO / OFSPO,,,+41 58 467 61 11,,,,,,,,,,,,
6635553942,node,47.1443885,7.2141337,permissive,,,Magglingen / Macolin,,,,,,,32,,2532,Promenadenweg,,,,,,,,,,,,,,,,,,,,,,"Bernerhaus / Maison bernoise, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553942,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553943,node,47.1379104,7.2069468,permissive,,,Magglingen / Macolin,,,,,,,3,,2532,End der Welt Strasse,,,,,,,,,,,,,,,,,,,,,,"Kampfsportpavillon Eingang rechts, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553943,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553944,node,47.1372899,7.2119243,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellavista Foyer, vor Restaurant",,,,,,defibrillator,144,,,,,,node/6635553944,,,yes,,,-1,,,,,,"11:30-13:15,18:00-19:30",BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,limited,
6635553945,node,47.138378,7.2093379,permissive,,,Magglingen / Macolin,,,,,,,16,,2532,Alpenstrasse,,,,,,,,,,,,,,,,,,,,,,"Hochschule Lärchenplatz Eingang links, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553945,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553946,node,47.1376337,7.2124798,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Hotel Foyer,,,,,,defibrillator,144,,,,,,node/6635553946,,,yes,,,0,,,,,,"Mo-Th 09:00-23:30; Fr 09:00-24:00; Sa 00:00-00:30,09:00-24:00; Su 00:00-00:30,09:00-15:00",BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,limited,
6635553947,node,47.1406002,7.2156519,permissive,,,Magglingen / Macolin,,,,,,,232,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,,,"Swiss Olympic House Infozentrale, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553947,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553948,node,47.1380553,7.2134069,permissive,,,Magglingen / Macolin,,,,,,,247,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,,,"Hochschule Hauptgebäude Geschoss 0 / Hallenbad Regieraum, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553948,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553949,node,47.1380819,7.2133468,permissive,,,Magglingen / Macolin,,,,,,,247,,2532,Hauptstrasse,,,,,,,,,,,,,,,,,,,,,,"Hochschule Hauptgebäude Geschoss 3 / Foyer, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553949,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553950,node,47.1376399,7.2055292,permissive,,,Magglingen / Macolin,,,,,,,9,,2532,End der Welt Strasse,,,,,,,,,,,,,,,,,,,,,,"Jubiläumshalle Foyer Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553950,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553951,node,47.1412196,7.1995854,permissive,,,Magglingen / Macolin,,,,,,,10,,2532,Studmattenweg,,,,,,,,,,,,,,,,,,,,,,"Halle End der Welt Foyer Eingang, Zeitweise öffentlich",,,,,,defibrillator,144,,,,,,node/6635553951,,,yes,,,,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,,
6635553952,node,47.1372787,7.2075581,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alte Sporthalle , Foyer Eingang",,,,,,defibrillator,144,,,,,,node/6635553952,,,yes,,,0,,,,,,,BASPO / OFSPO Macolin / Maggligen,,,+41 58 467 61 11,,,,,,,,,,,limited,
6635553953,node,47.1013635,7.1263401,yes,,,Prêles,,,,,,,1,,2515,Route de Châtillon,,,,,,,,,,,,,,,,,,,,,,"L'appareil se trouve dans le sas de l'entrée principale, du côté du grand parking qui longe les terrains de tennis",,,,,,defibrillator,144,,,,,,node/6635553953,,,,,,,,,,,,24/7,Halle polyvalente commune de Plateau de Diesse,,,+41 32 315 70 70,,,,,,,,,,,,
6635553954,node,47.1137257,7.1361064,permissive,,,Lamboing,,,,,,,13,,2516,Route de Prêles,,,,,,,,,,,,,,,,,,,,,,Garage Reparex,,,,,,defibrillator,144,,,,,,node/6635553954,,,,,,,,,,,,"Mo-Fr 07:00-12:00,13:30-18:00",Garage Reparex,,,+41 32 315 13 67,,,,,,,,,,,,
6635553955,node,47.1176458,7.0786425,yes,,,Nods,,,,,,,2,,2518,Chemin de la Pierre Grise,,,,,,,,,,,,,,,,,,,,,,Porte coulissante sur le côté avec clé dans coffret rouge devant le batiment,,,,,,defibrillator,144,,,,,,node/6635553955,,,,,,,,,,,,24/7,Téléskis Nods-Chasseral,,,+41 79 631 40 67,,,,,,,,,,,,
6636632385,node,47.0159514,7.4829895,yes,,,Moosseedorf,,,,,,,5,,3302,Sandstrasse,,,,,,,,,,,,,,,,,,,,,,Haupteingang links an der Wand,,,,,,defibrillator,144,,,,,,node/6636632385,,,,,,,,,,,,24/7,passepartout-ch AG,,,+41 76 398 38 58,,,,,,,,,,,,
6636632387,node,47.0441199,7.5404185,yes,,,Hindelbank,,,,,,,12,,3324,Dorfstrasse,,,,,,,,,,,,,,,,,,,,,,"während 24h verfügbar, an der Aussenwand des Café's",,,,,,defibrillator,144,,,,,,node/6636632387,,,,,,,,,,,,24/7,Gemeinde Hindelbank,,,+41 34 420 20 60,,,,,,,,,,,,
6636632388,node,47.0459964,7.5377716,yes,,,Hindelbank,,,,,,,7,,3324,Münchringenstrasse,,,,,,,,,,,,,,,,,,,,,,Beim Feuerwehr- und Werkhofmagazin,,,Direkt zugänglich von der Strasse aus,,,defibrillator,144,,,,,,node/6636632388,,,no,,,0,,,,,,24/7,Gemeinde Hindelbank,,,+41 34 420 20 60,,,,,,,,,,,,
6636632389,node,47.0191457,7.527395,yes,,,Bäriswil,,,,,,,1,,3323,Dorfstrasse,,,,,,,,,,,,,,,,,,,,,,Ostfassade des Feuerwehrmagazins,,,,,,defibrillator,144,,,,,,node/6636632389,,,,,,,,,,,,24/7,Feuerwehrmagazin Bäriswil,,,+41 31 850 33 50,,,,,,,,,,,,
6636632390,node,47.0192922,7.5047104,permissive,,,Urtenen - Schönbühl,,,,,,,22,,3322,Grubenstrasse,,,,,,,,,,,,,,,,,,,,,,"A. Boss + CO AG, ABC Kartenverlag",,,,,,defibrillator,144,,,,,,node/6636632390,,,,,,,,,,,,Mo-Fr 06:45-17:30,"A. Boss + CO AG, ABC Kartenverlag",,,+41 31 859 61 11,,,,,,,,,,,,
6636632391,node,47.0185324,7.4966577,yes,,,Urtenen- Schönbühl,,,,,,,5,,3322,Bahnhofstrasse,,,,,,,,,,,,,,,,,,,,,,BLS AED geschultes Personal 24h vor Ort. Man muss läuten und die Türe wird geöffnet,,,,,,defibrillator,144,,,,,,node/6636632391,,,,,,,,,,,,24/7,TCS Einsatzzentrale,,,+41 79 284 00 02,,,,,,,,,,,,
6636632392,node,47.0504081,7.5064758,yes,,,Jegenstorf,,,,,,,2,,3303,Iffwilstrasse,,,,,,,,,,,,,,,,,,,,,,An Wand rechts neben Eingang Gemeindebibliothek,,,,,,defibrillator,144,,,,,,node/6636632392,,,no,,,,,,,,,24/7,Gemeindebibliothek Jegenstorf,,,+41 31 763 16 18,,,,,,,,,,,,
6636632393,node,47.0509746,7.5056526,permissive,,,Jegenstorf,,,,,,,10,,3303,Iffwilstrasse,,,,,,,,,,,,,,,,,,,,,,In Turnhalle der Schulanlage Säget. Tagsüber während den Schulzeiten,,,,,,defibrillator,144,,,,,,node/6636632393,,,yes,,,,,,,,,,Schulanlage Säget,,,+41 31 763 16 18,,,,,,,,,,,,
6636632394,node,47.0513241,7.5137604,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tagsüber während den Schulzeiten,,,,,,defibrillator,144,,,,,,node/6636632394,,,,,,,,,,,,,Schulhaus Gyrisberg II,,,+41 31 763 16 18,,,,,,,,,,,,
6636632395,node,47.0482615,7.5059236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei Haupteingang Gemeindeverwaltung,,,,,,defibrillator,144,,,,,,node/6636632395,,,no,,,,,,,,,24/7,Gemeindeverwaltung Jegenstorf,,,+41 31 763 16 18,,,,,,,,,,,,
6636632396,node,47.0506372,7.5067898,permissive,,,Jegenstorf,,,,,,,6,,3303,Iffwilstrasse,,,,,,,,,,,,,,,,,,,,,,"im Foyer (Parterre des Kirchgemeindehauses), Tagsüber",,,,,,defibrillator,144,,,,,,node/6636632396,,,yes,,,,,,,,,,Kirchgemeindehaus Jegenstorf,,,+41 31 763 16 18,,,,,,,,,,,,
6636632397,node,47.0507184,7.5144403,permissive,,,Jegenstorf,,,,,,,34f,,3303,Brüggackerstrasse,,,,,,,,,,,,,,,,,,,,,,Tagsüber während den Schulzeiten,,,,,,defibrillator,144,,,,,,node/6636632397,,,,,,,,,,,,,Sporthalle Gyrisberg,,,+41 31 763 16 18,,,,,,,,,,,,
6636632398,node,47.0451798,7.5418508,yes,,,Hindelbank,,,,,,,6,,3324,Schulhausweg,,,,,,,,,,,,,,,,,,,,,,Vor dem Haupteingang Oberstufenzentrum,,,,,,defibrillator,144,,,,,,node/6636632398,,,,,,,,,,,,24/7,Gemeinde Hindelbank,,,+41 34 420 20 60,,,,,,,,,,,,
6636649994,node,46.88282,7.6571594,yes,,,Mirchel,,,,,,,2a,,3532,Appenbergstrasse,,,,,,,,,,,,,,,,,,,,,,Holzschopf,,,,,,defibrillator,144,,,,,,node/6636649994,,,no,,,,,,,,,24/7,Holzschopf,,,,,,,,,,,,,,,
6636649995,node,46.90432,7.6349194,yes,,,Grosshöchstetten,,,,,,,14,,3506,Bahnhofstrasse,,,,,,,,,,,,,,,,,,,,,,Post Grosshöchstetten,,,,,,defibrillator,144,,,,,,node/6636649995,,,no,,,,,,,,,24/7,Post Grosshöchstetten,,,,,,,,,,,,,,,
6636649996,node,46.8945399,7.6467102,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/6636649996,,,no,,,,,,,,,24/7,,,,,,,,,,,,,,,,
6636649997,node,46.9081361,7.6381926,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vor dem Haupteingang auf der rechten Seite,,,,,,defibrillator,144,,,,,,node/6636649997,,,no,,,,,,,,,24/7,Sekundarschule Grosshöchstetten,,,,,,,,,,,,,,,
6636649998,node,46.92255,7.6287794,permissive,,,Biglen,,,,,,,,,3507,Syrengasse,,,,,,,,,,,,,,,,,,,,,,"nicht öffentlich, nur während Spielbetrieb zugänglich",,,,,,defibrillator,144,,,,,,node/6636649998,,,,,,,,,,,,,Espace Arena,,,,,,,,,,,,,,,
6636649999,node,46.9467032,7.6204474,yes,,,Walkringen,,,,,,,9,,3512,Hauptstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/6636649999,,,,,,,,,,,,24/7,Rest. Sternenzentrum,,,+41 76 512 54 89,,,,,,,,,,,,
6636650000,node,46.9655676,7.6238963,yes,,,Bigenthal,,,,,,,29,,3513,Dorstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/6636650000,,,,,,,,,,,,24/7,BSG Haushaltgeräte,,,+41 76 512 54 89,,,,,,,,,,,,
6636650001,node,46.9399263,7.5985706,permissive,,,Walkringen,,,,,,,29,,3512,Rüttihubel,,,,,,,,,,,,,,,,,,,,,,Haupteingang Hotel,,,,,,defibrillator,144,,,,,,node/6636650001,,,,,,,,,,,,06:00-24:00,Rüttihubelbad,,,+41 31 700 81 81,,,,,,,,,,,,
6636650002,node,46.9108573,7.609791,yes,,,Schlosswil,,,,,,,14,,3082,Riedstrasse,,,,,,,,,,,,,,,,,,,,,,öffentlich,,,,,,defibrillator,144,,,,,,node/6636650002,,,,,,,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,
6636650004,node,46.9115417,7.6309484,yes,,,Grosshöchstetten,,,,,,,2,,3506,Talacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/6636650004,,,,,,,,,,,,24/7,Sportplatz Arniacker,,,+41 79 447 23 11,,,,,,,,,,,,
6636650005,node,46.9286222,7.6275388,yes,,,Biglen,,,,,,,5,,3507,Kirchweg,,,,,,,,,,,,,,,,,,,,,,"August bis Juni jederzeit, Zehntenspycher",,,,,,defibrillator,144,,,,,,node/6636650005,,,,,,,,,,,,24/7,"Gemeinde, Zehntenspycher",,,+41 76 512 54 89,,,,,,,,,,,,
6636650006,node,46.9254883,7.6281795,yes,,,Biglen,,,,,,,7,,3507,Bahnhofstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/6636650006,,,,,,,,,,,,24/7,Raiffeisenbank,,,+41 76 512 54 89,,,,,,,,,,,,
6636650007,node,46.9343288,7.6165542,yes,,,Walkringen,,,,,,,542,,3512,Stutz,,,,,,,,,,,,,,,,,,,,,,"unter der Laube, vor der Treppe",,,,,,defibrillator,144,,,,,,node/6636650007,,,,,,,,,,,,24/7,Stähli Marcel ILT Schule,,,+41 79 622 47 84,,,,,,,,,,,,
6636650008,node,46.899562,7.6598694,yes,,,Zäziwil,,,,,,,2,,3532,Zelgweg,,,,,,,,,,,,,,,,,,,,,,Turnhalle,,,,,,defibrillator,144,,,,,,node/6636650008,,,,,,,,,,,,24/7,Turnhalle,,,+41 76 426 71 33,,,,,,,,,,,,
6636650009,node,46.9012069,7.6358199,private,,,Grosshöchstetten,,,,,,,28,,3506,Moosweg,,,,,,,,,,,,,,,,,,,,,,Feuerwehrmagazin,,,,,,defibrillator,144,,,,,,node/6636650009,,,,,,,,,,,,,Feuerwehr,,,,,,,,,,,,,,,
6636650010,node,46.9023645,7.6356972,yes,,,Grosshöchstetten,,,,,,,26,,3506,Moosweg,,,,,,,,,,,,,,,,,,,,,,"Hallenbad, wärend Öffungszeiten",,,,,,defibrillator,144,,,,,,node/6636650010,,,no,,,,,,,,,24/7,Hallenbad,yes,,,,,,,,,,,,,,
6636687576,node,47.1169305,7.2553382,,,,Port,,,,,,,12,,2562,Lohngasse,,,,,,,,,,,,,,,,,,,,,,Lohngasse 12 - links neben grosser Garage von Strasse her sichbar,,,,,,defibrillator,144,,,,,,node/6636687576,,,no,,,,,,,,,24/7,Gemeindeverwaltung Port,,,+41 32 332 29 29,,,,,,,,,,,,
6636687577,node,47.1154372,7.2560557,yes,,,Port,,,,,,,10,,2562,Aegertenstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/6636687577,,,,,,,,,,,,24/7,Sanitätsdienst Reber,,,+41 79 208 47 72,,,,,,,,,,,,
6636687578,node,47.1073462,7.2477045,permissive,,,Bellmund,,,,,,,10,,2564,Jensgasse,,,,,,,,,,,,,,,,,,,,,,Eingang Turnhalle,,,,,,defibrillator,144,,,,,,node/6636687578,,,,,,,,,,,,Mo-Fr 07:00-18:00,Schulhaus Bellmund,,,+41 79 206 24 58,,,,,,,,,,,,
6636687579,node,47.1316232,7.2414108,permissive,,,Biel,,,,,,,7,,2501,Robert Walser Platz,,,,,,,,,,,,,,,,,,,,,,Promotion économique du canton de Berne,,,,,,defibrillator,144,,,,,,node/6636687579,,,,,,,,,,,,"Mo-Fr 08:00-12:00, 13:30-17:30",Promotion économique du canton de Berne,,,+41 32 321 59 50,,,,,,,,,,,,
6636687580,node,47.120774,7.2636015,permissive,,,Brügg,,,,,,,13,,2555,Römerstrasse,,,,,,,,,,,,,,,,,,,,,,Der AED ist im Empfangsbereich montiert,,,,,,defibrillator,144,,,,,,node/6636687580,,,,,,,,,,,,Mo-Fr 08:00-17:00,CEMEX Research Group AG,,,+41 79 226 45 04,,,,,,,,,,,,
6636687581,node,47.1259236,7.238887,permissive,,,Nidau,,,,,,,9,,2560,Weyermattstrasse,,,,,,,,,,,,,,,,,,,,,,Gemeinschaftspraxis Jäger und Ly,,,,,,defibrillator,144,,,,,,node/6636687581,,,,,,,,,,,,"Mo, Tu, We, Fr 08:00-12:00, 14:00-18:00; Th 08:00-12:00",Gemeinschaftspraxis Jäger und Ly,,,+41 32 331 06 06,,,,,,,,,,,,
6636687582,node,47.0612371,7.2291991,yes,,,Walperswil,,,,,,,2,,3272,Schulweg,,,,,,,,,,,,,,,,,,,,,,"Zwischen Schulhaus und Merzweckgebäude, von der Strasse ca. 30 Meter zu Fuss.",,,,,,defibrillator,144,,,,,,node/6636687582,,,,,,,,,,,,24/7,Gemeinde Walperswil,,,+41 32 396 08 80,,,,,,,,,,,,
6636687583,node,47.0841493,7.2483539,yes,,,Hermrigen,,,,,,,20,,3274,Merzligenstrasse,,,,,,,,,,,,,,,,,,,,,,Links vom Eingang zum Schulhaus,,,,,,defibrillator,144,,,,,,node/6636687583,,,,,,,,,,,,24/7,Schulhaus Hermrigen Merzligen,,,+41 32 381 13 67,,,,,,,,,,,,
6636687584,node,47.132893,7.2482394,permissive,,,Biel,,,,,,,44,,2501,Zukunftstrasse,,,,,,,,,,,,,,,,,,,,,,AED an der Loge Seite Zukunftstrasse,,,,,,defibrillator,144,,,,,,node/6636687584,,,,,,,,,,,,"Mo-Fr 07:30-12:00, 13:30-17:00",Bundesamt für Kommunication BAKOM,,,+41 58 460 55 11,,,,,,,,,,,,
6636784159,node,47.1196638,7.2669918,permissive,,,Brügg,,,,,,,40,,2555,Erlenstrasse,,,,,,,,,,,,,,,,,,,,,,Zugriff nur während den Öffnungszeiten via Kundendienst,,,,,,defibrillator,144,,,,,,node/6636784159,,,yes,,,,,,,,,"Mo-Th 08:30-20:00, Fr 08:30-21:00, Sa 08:00-17:00",Migros Centre Brügg,,,+41 58 567 38 00,,,,,,,,,,,,
