osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,defibrillator:location,description,email,emergency,emergency:phone,id,indoor,level,name,opening_hours,operator,phone,ref,source,wheelchair
9157257054,node,47.4930803,6.9862421,yes,Boncourt,,2926,,,Entrée du bâtiment,,,defibrillator,144,node/9157257054,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257055,node,47.4939057,7.0149085,yes,Boncourt,,2926,,,Réception loge 3,,,defibrillator,144,node/9157257055,,,,Mo-Fr 07:00-19:00,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257056,node,47.34837,7.21468,yes,Boécourt,,2856,,,Halle entrée adm. communale,,,defibrillator,144,node/9157257056,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257057,node,47.3499843,7.2113911,yes,Boécourt,,2856,,,Vers la timbreuse,,,defibrillator,144,node/9157257057,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257058,node,47.337289,7.2469065,yes,Bassecourt,,2854,,,Hall d'accueil,,,defibrillator,144,node/9157257058,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257059,node,47.3386859,7.252505,yes,Bassecourt,,2854,,,"allée centrale, entrée WC",,,defibrillator,144,node/9157257059,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257060,node,47.3393036,7.2452545,yes,Bassecourt,,2854,,,Rez chaus. entrée principale,,,defibrillator,144,node/9157257060,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257061,node,47.42418,7.12885,yes,Alle,,2942,,,Bureau PPS,,,defibrillator,144,node/9157257061,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257062,node,47.4275222,7.1323755,yes,Alle,,2942,,,À droite de l'entré de la banque.,,,defibrillator,144,node/9157257062,no,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257063,node,47.3651447,7.343972,yes,Delémont,,2800,,,rez porte d'entrée gauche,,,defibrillator,144,node/9157257063,,,,"Mo-Fr 08:00-12:00, 14:00-17:00",Fondation RéaJura Cœur,+41 79 414 74 11,,,
9608397317,node,47.3266229,7.5130155,no,,,,,,richnerstutz villmergen,,,defibrillator,144,node/9608397317,no,,,,,,,,
9878923750,node,47.2236761,7.0049467,permissive,,,,,,"Inside wheelchair toilet, leftmost door",,,defibrillator,144,node/9878923750,yes,,,,,,,,
9917843287,node,47.2762173,7.3660985,yes,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,,defibrillator,144,node/9917843287,yes,,,,LIDL Schweiz,+41716278074,,,
9917845023,node,47.3627939,7.3510714,yes,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,,defibrillator,144,node/9917845023,yes,,,,LIDL Schweiz,+41716278074,,,
10543669798,node,47.2787639,7.3727396,yes,Moutier,13,2740,Avenue de la liberté,,,Devant l'entrée de la ludothèque,,defibrillator,144,node/10543669798,,,,24/7,Ludothèque,+41 32 494 11 25,,,
10614233786,node,47.3732559,7.3511455,yes,,,,,,Sur clot est rond-point,,,defibrillator,144,node/10614233786,no,,,24/7,,,,,
10614233787,node,47.4182055,7.0899021,yes,,,,,,Facade ext. droitte entree principale,,,defibrillator,144,node/10614233787,no,,,24/7,,,,,
10614233788,node,47.4250182,7.3323459,yes,,,,,,Facade bet. communal hangar feu,,,defibrillator,144,node/10614233788,no,,,24/7,,,,,
10614233789,node,47.3402061,7.323786,yes,,,,,,Facade est Halle des fetes,,,defibrillator,144,node/10614233789,no,,,24/7,,,,,
10614233790,node,47.3546687,7.360918,yes,,,,,,Batiment 37 interieur,,,defibrillator,144,node/10614233790,no,,,24/7,,,,,
10614233791,node,47.3512202,7.4046758,yes,,,,,,,,,defibrillator,144,node/10614233791,no,,,24/7,,,,,
10614233792,node,47.3941246,7.032496,yes,,,,,,,,,defibrillator,144,node/10614233792,no,,,24/7,,,,,
10614233793,node,47.3545464,7.3224002,yes,,,,,,,,,defibrillator,144,node/10614233793,no,,,24/7,,,,,
10614233794,node,47.4132773,7.0921694,yes,,,,,,gauche de l'entree du fitness,,,defibrillator,144,node/10614233794,no,,,24/7,,,,,
10614233795,node,47.4170711,7.0893378,yes,,,,,,droite de l'entree princiale,,,defibrillator,144,node/10614233795,no,,,24/7,,,,,
10614233796,node,47.4686635,7.009659,yes,,,,,,Sur transfo BKW,,,defibrillator,144,node/10614233796,no,,,24/7,,,,,
10614233797,node,47.4796883,7.0289036,yes,,,,,,Entree du batiment,,,defibrillator,144,node/10614233797,no,,,24/7,,,,,
10614233798,node,47.4876683,7.059473,yes,,,,,,sous L'abri velos,,,defibrillator,144,node/10614233798,no,,,24/7,,,,,
10614233799,node,47.4629006,7.0469574,yes,,,,,,"Facade Batiment ""Choulat""",,,defibrillator,144,node/10614233799,no,,,24/7,,,,,
10614233801,node,47.3592896,7.3447632,yes,,,,,,Bloc operatoire,,,defibrillator,144,node/10614233801,no,,,24/7,,,,,
10614233802,node,47.365056,7.3436182,yes,,,,,,Bloc operatoire,,,defibrillator,144,node/10614233802,no,,,24/7,,,,,
10614233803,node,47.3399129,7.2091087,yes,,,,,,"sud du batiment, entre BIWI et PIBOR",,,defibrillator,144,node/10614233803,no,,,24/7,,,,,
10614233804,node,47.3433858,7.4992356,yes,,,,,,Facade nord Batiment paroisse,,,defibrillator,144,node/10614233804,no,,,24/7,,,,,
10763310338,node,47.48945,6.99219,,,,,,,"1. OG in der Mitte, Links vom Warenlift",Koffer gelb,,defibrillator,144,node/10763310338,yes,,ETA SA Manufacture Horlogère Suisse,"Mo-Fr 08:00-12:00, 12:45-16:00",Lifetec Schweiz AG,+41 800 122 144,,,
10763310339,node,47.36371,7.3604,,,,,,,"1.OG, Treppenhaus",Koffer orange,,defibrillator,144,node/10763310339,yes,,Bedag Informatik AG,"Mo-Fr: 08:00-12:00, 13:00-17:00",Lifetec Schweiz AG,+41 800 122 144,,,
10763310341,node,47.33804,7.36795,yes,,,,,,Haupteingang Wand Links vor Bürotür 0039LTM,Koffer Gelb,,defibrillator,144,node/10763310341,yes,,Altran Aluminium SA,,Lifetec Schweiz AG,+41 800 122 144,0039LTM,,
10765933798,node,47.4163706,7.0772453,yes,,,,,,A l'accueil du fitness,Pendant les heures d'ouverture,,defibrillator,144,node/10765933798,yes,1,,,,,,,
11483583916,node,47.2709171,7.3621769,yes,Moutier,98,2740,Rue Industrielle,,Rez-de-chaussée en face de l'entrée,,,defibrillator,144,node/11483583916,,,,24/7,Forum de l'Arc SA,+41324931739,,,
11741283793,node,47.4056691,7.1266386,private,,,,,,SAK Auto Kabel AG Rue Adolphe-Gandon 18 Werkstatt 1295LTM,Gelber Koffer,,defibrillator,144,node/11741283793,yes,0,,"Mo-Fr 08:00-12:00, 13:00-16:00",Lifetec AG Schweiz,+41 800 122 144,,,
11741352434,node,47.4819707,7.146499,,,,,,,Technopoli SA Sur les Perrières 361 2944 Bonfol 1.UG bei Stempeluhr/Tableau 2 (alimentation electric)  1298LTM,Oranger Koffer,,defibrillator,144,node/11741352434,yes,-1,,"Mo-Fr 08:00-12:00,13:00-17:00",Lifetec AG Schweiz,+41 800 122 144,,,
11786937118,node,47.1761592,6.8946374,permissive,,,,,,,,,defibrillator,144,node/11786937118,no,,,24/7,,,,,
12638902001,node,47.4131913,7.0918465,,,,,,,bâtiment rose entrée gauche,appareil vert marque douane,,defibrillator,144,node/12638902001,yes,1,,24/7,privé,+41 79 414 74 74,,"local_knowledge, defikarte.ch",
12716567301,node,47.4244646,7.1208849,yes,,,,,,Halle des Fêtes d’Alle,"En exterieur, côté route de Porrentruy.",,defibrillator,144,node/12716567301,no,0,,24/7,RéaJura,+41794147411,,,
13078068501,node,47.2546576,6.994096,permissive,,,,,,Salle d'attente de la gare,Durant les heures d'ouverture,,defibrillator,144,node/13078068501,yes,0,,,Chemins de fer du Jura,+41 32 952 42 75,,"local_knowledge, defikarte.ch",
13196729971,node,47.3082287,7.0484412,yes,,,,,,,,,defibrillator,,node/13196729971,,,,,,,,,
13422090201,node,47.2714235,6.9860336,yes,,,,,,Dehors devant la porte d’entrée de l’école,24h/24,,defibrillator,144,node/13422090201,no,0,,,Reajura cœur,+41 79 414 74 11,,,
13614403101,node,47.4064295,7.1309898,permissive,,,,,,"Les Pâles 1, 2950 Courgenay. FESP SA",Philips Heart Start,,defibrillator,144,node/13614403101,yes,0,,mo-fr 6:30 - 16:30,M. Paratte,+41324221832,,,
13618380101,node,47.34362,7.2476506,yes,,,,,,EHZ Swiss Production sàrl,,,defibrillator,144,node/13618380101,yes,0,,,,+41 78 918 28 13,,,
13797911001,node,47.4765068,7.1486986,yes,,,,,,Entrée du personnel,,cyril.sunier@mpsag.com,defibrillator,144,node/13797911001,no,0,,,MPS Watch,+41 32 474 01 00,,,
